Location,PO #,UPC,Description,Vendor Item #,Units/Case,Cases,Case Cost,Ext Cost,Notes
Rosemount,1034648,721094199752,Gosling's Diet Ginger Beer 6pk 12oz can,1739707,4,1.0,16.77,16.77,
Woodbury,1034626,721094199752,Gosling's Diet Ginger Beer 6pk 12oz can,1739707,4,1.0,16.77,16.77,
Andover,1034621,810035510111,Shanky's Irish Whip 750ml,001953993,6,1.0,126.0,126.0,
Minneapolis,1034659,810035510111,Shanky's Irish Whip 750ml,001953993,6,1.0,126.0,126.0,
Vadnais Heights,1034669,810035510111,Shanky's Irish Whip 750ml,001953993,6,1.0,126.0,126.0,
Woodbury,1034626,810035510111,Shanky's Irish Whip 750ml,001953993,6,1.0,126.0,126.0,
St. Louis Park,1034585,831869000012,The Crossings Sauvignon Blanc 750ml,000859399,12,1.0,104.0,104.0,
Andover,1034621,850003574066,Two Chicks Pear & Elderflower 4pk 12oz can,001991229,6,1.0,49.45,49.45,
Cottage Grove,1034658,850003574066,Two Chicks Pear & Elderflower 4pk 12oz can,001991229,6,1.0,49.45,49.45,
Minneapolis,1034659,850003574202,Two Chicks Cranberry Tartini 4pk 12oz can,001104060,6,1.0,49.45,49.45,
Andover,1034621,850003574233,Two Chicks Vodka Variety Pack 8pk 12oz can,1430762,3,1.0,45.0,45.0,
Osseo,1034660,850008153129,Campo Bravo Plata 50ml,1046867,72,1.0,50.0,50.0,
Woodbury,1034626,850008153129,Campo Bravo Plata 50ml,1046867,72,1.0,50.0,50.0,
Roseville,1034625,850030494009,Keeper's Heart Irish/American Whiskey 700ml,1932500,6,1.0,126.0,126.0,
Minneapolis,1034659,850030494108,Keeper's Heart Irish/Bourbon 700ml,1198591,6,1.0,157.5,157.5,
Woodbury,1034626,850030494436,Keeper's Heart Old Fashioned  750ml,1239510,6,1.0,128.5,128.5,
Minneapolis,1034659,850042638286,Buzzballz Passionfruit 187ml,1851719,24,1.0,51.45,51.45,
Minneapolis,1034659,851091006200,Buzzballz Biggies Tequila 'Rita 1.75L,1573924,3,1.0,45.0,45.0,
Minneapolis,1034659,851091006217,Buzzballz Biggies Strawberry 'Rita 1.75L,1283694,3,2.0,45.0,90.0,
Bloomington,1034663,851091006347,BuzzBallz Biggie Berry Cherry Limeade 1.75L,1709950,3,1.0,45.0,45.0,
Minneapolis,1034659,851091006347,BuzzBallz Biggie Berry Cherry Limeade 1.75L,1709950,3,10.0,45.0,450.0,
Roseville,1034625,854125003039,Tres Agaves Margarita Mix Liter,000021508,12,1.0,70.4,70.4,
St. Louis Park,1034661,854125003039,Tres Agaves Margarita Mix Liter,000021508,12,1.0,70.4,70.4,
St. Louis Park,1034661,854125003091,Tres Agaves Bloody Mary Mix Liter,000021507,12,1.0,70.4,70.4,
Minneapolis,1034659,854125003220,Tres Agaves Strawberry Mix Liter,000026019,12,1.0,70.4,70.4,
Bloomington,1034663,855200005283,Buzzballz Peach 187ml,1801726,24,1.0,51.45,51.45,
St. Louis Park,1034585,856622001013,Bieler Pere Et Fils Rose 750ml,27516,12,1.0,112.0,112.0,
Minneapolis,1034659,857641002104,Buzzballz Cranberry 187ml,1074426,24,1.0,51.45,51.45,
Andover,1034621,857641002890,Buzzballz Choco Chiller 187ml,1750182,24,1.0,51.45,51.45,
Chanhassen,1034623,857641002890,Buzzballz Choco Chiller 187ml,1750182,24,1.0,51.45,51.45,
Cottage Grove,1034658,857674007985,BuzzBallz Berry Cherry Limeade 187ml,1190439,24,1.0,51.45,51.45,
Minneapolis,1034659,857674007985,BuzzBallz Berry Cherry Limeade 187ml,1190439,24,10.0,51.45,514.51,
Osseo,1034660,857674007985,BuzzBallz Berry Cherry Limeade 187ml,1190439,24,1.0,51.45,51.45,
Rosemount,1034648,857674007985,BuzzBallz Berry Cherry Limeade 187ml,1190439,24,1.0,51.45,51.45,
St. Louis Park,1034661,857674007985,BuzzBallz Berry Cherry Limeade 187ml,1190439,24,1.0,51.45,51.45,
Stillwater,1034662,857674007985,BuzzBallz Berry Cherry Limeade 187ml,1190439,24,1.0,51.45,51.45,
Roseville,1034625,862367000020,Vikre Boreal Cedar Gin 750ml,000023589,6,1.0,135.0,135.0,
Blaine,1034465,876153004093,Castello del Poggio Prosecco 750ml,1753735,12,1.0,88.0,88.0,
Chanhassen,1034487,876153004093,Castello del Poggio Prosecco 750ml,1753735,12,1.0,88.0,88.0,
Minneapolis,1034510,876153004093,Castello del Poggio Prosecco 750ml,1753735,12,1.0,88.0,88.0,
Cottage Grove,1034658,899682002286,Filthy Olive Brine 8oz,001580732,12,1.0,46.2,46.2,
Roseville,1034625,899682002286,Filthy Olive Brine 8oz,001580732,12,1.0,46.2,46.2,
Stillwater,1034662,899682002286,Filthy Olive Brine 8oz,001580732,12,1.0,46.2,46.2,
