Location,PO #,UPC,Description,Vendor Item #,Units/Case,Cases,Case Cost,Ext Cost,Notes
Blaine,1031799,619947000068,Tito's Vodka 50ml,1344426,60,1.0,97.0,97.0,
Woodbury,1031923,619947000068,Tito's Vodka 50ml,1344426,60,1.0,97.0,97.0,
Blaine,1031799,619947000518,Titos Vodka 100ml,1190418,48,1.0,113.0,113.0,
Woodbury,1031923,619947000518,Titos Vodka 100ml,1190418,48,1.0,113.0,113.0,
Blaine,1031799,721059001311,Aperol Aperitivo 750ml,20245,6,1.0,95.5,95.5,
Rosemount,1031671,724624116090,J Vineyards Pinot Gris 750ml,17852,12,1.0,128.0,128.0,
Blaine,1031579,739958075005,Coppola Diamond Pinot Grigio 750ml,1617057,12,1.0,104.0,104.0,
Roseville,1031685,739958974001,Coppola Diamond Claret 750ml,1721582,12,1.0,152.0,152.0,
Bloomington,1031808,811041030013,Lalo Tequila Blanco 750ml,1890329,6,1.0,193.5,193.5,
Blaine,1031579,850052711283,Soon Hari Apple Soju 375ml,1814248,20,1.0,93.4,93.4,
Chanhassen,1031607,851718000338,Mark West Pinot Noir 750ml,000047357,12,1.0,96.0,96.0,
Blaine,1031799,856442005000,Bib & Tucker Double Char Bourbon 750ml,1619671,6,1.0,219.96,219.96,
Rosemount,1031874,856724006138,Casamigos Blanco 50ml,1424243,60,1.0,178.0,178.0,
Chanhassen,1031607,857744001318,Josh Cellars Cabernet Sauvignon 750ml,000859252,12,1.0,123.49,123.49,
Woodbury,1031737,857744001318,Josh Cellars Cabernet Sauvignon 750ml,000859252,12,1.0,123.49,123.49,
Blaine,1031579,857744001325,Josh Cellars Chardonnay 750ml,000859261,12,1.0,106.94,106.94,
Chanhassen,1031607,857744001325,Josh Cellars Chardonnay 750ml,000859261,12,1.0,106.94,106.94,
Rosemount,1031671,857744001325,Josh Cellars Chardonnay 750ml,000859261,12,1.0,106.94,106.94,
Roseville,1031685,857744001325,Josh Cellars Chardonnay 750ml,000859261,12,3.0,106.94,320.82,
Roseville,1031685,860002296579,Bev Glitz Sparkling Blanc 4pk 250ml,001392469,6,1.0,76.0,76.0,
Blaine,1031579,860129002107,Bev Cal Rose 4pk 250ml,001823174,6,1.0,68.0,68.0,
Chanhassen,1031607,860129002107,Bev Cal Rose 4pk 250ml,001823174,6,1.0,68.0,68.0,
Roseville,1031685,860129002107,Bev Cal Rose 4pk 250ml,001823174,6,1.0,68.0,68.0,
Woodbury,1031737,860129002107,Bev Cal Rose 4pk 250ml,001823174,6,1.0,68.0,68.0,
Rosemount,1031874,860199002618,Gray Duck 1.75L,001650657,6,2.0,96.0,192.0,
Blaine,1031799,890355001018,Rum Chata Liter,000025126,6,1.0,130.5,130.5,
Rosemount,1031874,890355051198,Rum Chata 750ml,000021652,12,1.0,212.0,212.0,
