Location,PO #,UPC,Description,Vendor Item #,Units/Case,Cases,Case Cost,Ext Cost,Notes
Roseville,1030659,089000118397,99 Apples 50ml,93645,120,1.0,72.1,72.1,
Stillwater,1030688,089000118397,99 Apples 50ml,93645,120,1.0,72.1,72.1,
Blaine,1030557,089000549818,Chi-Chi's White Russian 1.75L,41162,6,1.0,54.0,54.0,
Blaine,1030557,089000620104,99 Bananas 100ml,976369,48,1.0,47.75,47.75,
Minneapolis,1030596,089000620104,99 Bananas 100ml,976369,48,1.0,47.75,47.75,
Stillwater,1030688,089000990610,99 Peaches 50ml,175096,120,1.0,72.1,72.1,
Vadnais Heights,1030697,089000990610,99 Peaches 50ml,175096,120,1.0,72.1,72.1,
Minneapolis,1030596,089000991044,99 Watermelons 50ml,295501,120,1.0,72.1,72.1,
Stillwater,1030688,089000991044,99 Watermelons 50ml,295501,120,1.0,72.1,72.1,
Roseville,1030659,089000993154,99 Coconuts 50ml,317570,120,1.0,72.1,72.1,
Rosemount,1030647,089540333472,Beefeater Gin 1.75L,600817,6,1.0,134.61,134.61,
Roseville,1030659,089540333472,Beefeater Gin 1.75L,600817,6,1.0,134.61,134.61,
Woodbury,1030704,089540333489,Beefeater Gin Liter,600814,12,1.0,184.23,184.23,
Blaine,1030557,089540449036,Malibu Rum 375ml,67449,24,1.0,168.48,168.48,
Blaine,1030557,089540449326,Malibu Rum 1.75L,136168,6,1.0,126.0,126.0,
Cottage Grove,1030584,089540449326,Malibu Rum 1.75L,136168,6,1.0,126.0,126.0,
Rosemount,1030647,089540449326,Malibu Rum 1.75L,136168,6,1.0,126.0,126.0,
Blaine,1030557,089540520155,Malibu Black Rum 1.75L,910775,6,1.0,126.0,126.0,
Woodbury,1030704,096749000067,Elijah Craig BBN Small Batch 94 750ml,409268,12,1.0,222.75,222.75,
Woodbury,1030704,096749000074,Elijah Craig BBN Small Batch 94 1.75L,409269,6,1.0,209.25,209.25,
Blaine,1030557,096749003693,Fulton's Harvest Pumpkin Pie 750ml,296372,12,1.0,98.9,98.9,
Ramsey,1030630,096749004010,Black Velvet Peach 50ml,550644,120,1.0,79.5,79.5,
Andover,1030544,096749021147,Evan Williams Bourbon 1.75L,25099,6,1.0,104.36,104.36,
Blaine,1030557,096749021147,Evan Williams Bourbon 1.75L,25099,6,1.0,104.36,104.36,
Cottage Grove,1030584,096749021147,Evan Williams Bourbon 1.75L,25099,6,1.0,104.36,104.36,
Osseo,1030613,096749021147,Evan Williams Bourbon 1.75L,25099,6,1.0,104.36,104.36,
Ramsey,1030630,096749021147,Evan Williams Bourbon 1.75L,25099,6,1.0,104.36,104.36,
Rosemount,1030647,096749021147,Evan Williams Bourbon 1.75L,25099,6,2.0,104.36,208.72,
Roseville,1030659,096749021147,Evan Williams Bourbon 1.75L,25099,6,1.0,104.36,104.36,
St. Louis Park,1030676,096749021147,Evan Williams Bourbon 1.75L,25099,6,1.0,104.36,104.36,
Stillwater,1030688,096749021147,Evan Williams Bourbon 1.75L,25099,6,1.0,104.36,104.36,
Vadnais Heights,1030697,096749021147,Evan Williams Bourbon 1.75L,25099,6,1.0,104.36,104.36,
Cottage Grove,1030584,096749021178,Evan Williams 100 Proof 1.75L,29860,6,1.0,131.22,131.22,
Vadnais Heights,1030697,096749021178,Evan Williams 100 Proof 1.75L,29860,6,1.0,131.22,131.22,
Plymouth,1030621,096749021246,Evan Williams Bourbon Liter,1014,12,1.0,134.96,134.96,
Blaine,1030557,096749021277,Evan Williams 100 Proof Liter,64973,12,1.0,194.92,194.92,
Blaine,1030557,096749021857,Evan Williams Cherry 750ml,525601,12,1.0,114.29,114.29,
Rosemount,1030647,096749086269,Admiral Nelson's Spiced Rum 1.75L,12732,6,1.0,72.0,72.0,
Blaine,1030557,096749086283,Admiral Nelson's Spiced Rum Liter,62593,12,1.0,81.0,81.0,
Minneapolis,1030600,096749200313,Burnett's Vodka 1.75L,13625,6,2.0,60.9,121.8,Store Request
Roseville,1030659,096749200313,Burnett's Vodka 1.75L,13625,6,1.0,60.9,60.9,
Blaine,1030557,096749908011,Lunazul Reposado Tequila Liter,186639,12,3.0,183.75,551.25,
Bloomington,1030569,096749908011,Lunazul Reposado Tequila Liter,186639,12,3.0,183.75,551.25,
Chanhassen,1030577,096749908011,Lunazul Reposado Tequila Liter,186639,12,1.0,183.75,183.75,
Cottage Grove,1030584,096749908011,Lunazul Reposado Tequila Liter,186639,12,1.0,183.75,183.75,
Minneapolis,1030596,096749908011,Lunazul Reposado Tequila Liter,186639,12,10.0,183.75,1837.5,
Minnetonka,1030605,096749908011,Lunazul Reposado Tequila Liter,186639,12,1.0,183.75,183.75,
Osseo,1030613,096749908011,Lunazul Reposado Tequila Liter,186639,12,3.0,183.75,551.25,
Rosemount,1030647,096749908011,Lunazul Reposado Tequila Liter,186639,12,2.0,183.75,367.5,
Roseville,1030659,096749908011,Lunazul Reposado Tequila Liter,186639,12,3.0,183.75,551.25,
St. Louis Park,1030676,096749908011,Lunazul Reposado Tequila Liter,186639,12,5.0,183.75,918.75,
Stillwater,1030688,096749908011,Lunazul Reposado Tequila Liter,186639,12,1.0,183.75,183.75,
Vadnais Heights,1030697,096749908011,Lunazul Reposado Tequila Liter,186639,12,3.0,183.75,551.25,
Woodbury,1030704,096749908011,Lunazul Reposado Tequila Liter,186639,12,1.0,183.75,183.75,
Bloomington,1030570,096749908028,Lunazul Blanco Tequila Liter,186580,12,1.0,183.75,183.75,Store Request
Cottage Grove,1030584,096749908028,Lunazul Blanco Tequila Liter,186580,12,1.0,183.75,183.75,
Minneapolis,1030596,096749908028,Lunazul Blanco Tequila Liter,186580,12,2.0,183.75,367.5,
Minnetonka,1030605,096749908028,Lunazul Blanco Tequila Liter,186580,12,0.5,183.75,91.88,
Roseville,1030659,096749908028,Lunazul Blanco Tequila Liter,186580,12,1.0,183.75,183.75,
St. Louis Park,1030676,096749908028,Lunazul Blanco Tequila Liter,186580,12,1.0,183.75,183.75,
Blaine,1030557,096749908585,Lunazul Anejo 750ml,166401,6,1.0,80.96,80.96,
Cottage Grove,1030397,098652840013,Cline Farmhouse Red 750ml,653517,12,1.0,96.0,96.0,
Blaine,1030557,617768111055,Svedka Vodka 50ml,669024,120,1.0,80.0,80.0,
Chanhassen,1030577,617768111055,Svedka Vodka 50ml,669024,120,1.0,80.0,80.0,
Roseville,1030659,617768111055,Svedka Vodka 50ml,669024,120,1.0,80.0,80.0,
Woodbury,1030704,617768111055,Svedka Vodka 50ml,669024,120,1.0,80.0,80.0,
Andover,1030544,617768111109,Svedka Vodka Liter,656186,12,1.0,116.93,116.93,
Chanhassen,1030577,617768111109,Svedka Vodka Liter,656186,12,1.0,116.93,116.93,
Cottage Grove,1030584,617768111109,Svedka Vodka Liter,656186,12,1.0,116.93,116.93,
Minneapolis,1030596,617768111109,Svedka Vodka Liter,656186,12,1.0,116.93,116.93,
Ramsey,1030630,617768111109,Svedka Vodka Liter,656186,12,1.0,116.93,116.93,
Roseville,1030659,617768111109,Svedka Vodka Liter,656186,12,1.0,116.93,116.93,
Andover,1030544,617768113752,Svedka Vodka 375ml,649729,24,1.0,96.35,96.35,
Blaine,1030557,617768113752,Svedka Vodka 375ml,649729,24,1.0,96.35,96.35,
Chanhassen,1030577,617768113752,Svedka Vodka 375ml,649729,24,1.0,96.35,96.35,
Cottage Grove,1030584,617768113752,Svedka Vodka 375ml,649729,24,1.0,96.35,96.35,
Minneapolis,1030596,617768113752,Svedka Vodka 375ml,649729,24,1.0,96.35,96.35,
Osseo,1030613,617768113752,Svedka Vodka 375ml,649729,24,1.0,96.35,96.35,
Stillwater,1030688,617768113752,Svedka Vodka 375ml,649729,24,1.0,96.35,96.35,
Andover,1030544,617768121757,Svedka Vodka Traveler,683121,12,1.0,99.0,99.0,
Bloomington,1030569,617768121757,Svedka Vodka Traveler,683121,12,1.0,99.0,99.0,
Cottage Grove,1030584,617768121757,Svedka Vodka Traveler,683121,12,1.0,99.0,99.0,
Minneapolis,1030596,617768121757,Svedka Vodka Traveler,683121,12,2.0,99.0,198.0,
Osseo,1030613,617768121757,Svedka Vodka Traveler,683121,12,1.0,99.0,99.0,
Ramsey,1030630,617768121757,Svedka Vodka Traveler,683121,12,1.0,99.0,99.0,
Roseville,1030659,617768121757,Svedka Vodka Traveler,683121,12,1.0,99.0,99.0,
Stillwater,1030688,617768121757,Svedka Vodka Traveler,683121,12,1.0,99.0,99.0,
Vadnais Heights,1030697,617768121757,Svedka Vodka Traveler,683121,12,1.0,99.0,99.0,
Minneapolis,1030596,617768151174,Svedka Mango Pineapple Vodka 1.75L,354692,6,1.0,87.74,87.74,
Minneapolis,1030596,617768201176,Svedka Blue Raspberry Vodka 1.75L,528766,6,1.0,87.74,87.74,
Blaine,1030557,655709000013,Jefferson's KY Whisky Reserve 750ml,35472,6,1.0,256.51,256.51,
St. Louis Park,1030676,655709000013,Jefferson's KY Whisky Reserve 750ml,35472,6,1.0,256.51,256.51,
Blaine,1030557,655709000303,Jefferson's Very Small Batch 750ml,178505,6,1.0,131.26,131.26,
Blaine,1030557,664804001351,Espolon Tequila Blanco 1.75L,464549,6,1.0,260.96,260.96,
St. Louis Park,1030676,664804001351,Espolon Tequila Blanco 1.75L,464549,6,1.0,260.96,260.96,
Blaine,1030370,682417072001,Three Rivers Cabernet Sauvignon 750ml,991671,12,1.0,82.88,82.88,
Ramsey,1030449,682417072001,Three Rivers Cabernet Sauvignon 750ml,991671,12,1.0,82.88,82.88,
Blaine,1030370,689352009611,Kim Crawford Sauvignon Blanc 750ml,14580,12,1.0,128.4,128.4,
Blaine,1030557,720815280038,Teeling Small Batch 750ml,358164,6,1.0,134.97,134.97,
Andover,1030544,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,1.0,315.0,315.0,
Blaine,1030557,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,2.0,315.0,630.0,
Chanhassen,1030577,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,1.0,315.0,315.0,
Cottage Grove,1030584,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,1.0,315.0,315.0,
Minneapolis,1030596,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,1.0,315.0,315.0,
Minnetonka,1030605,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,1.0,315.0,315.0,
Osseo,1030613,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,1.0,315.0,315.0,
Plymouth,1030621,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,1.0,315.0,315.0,
Ramsey,1030630,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,1.0,315.0,315.0,
Rosemount,1030647,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,1.0,315.0,315.0,
Roseville,1030659,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,2.0,315.0,630.0,
St. Louis Park,1030676,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,2.0,315.0,630.0,
Stillwater,1030688,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,1.0,315.0,315.0,
Vadnais Heights,1030697,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,1.0,315.0,315.0,
Woodbury,1030704,721059002974,Russells Reserve Bourbon Private Barrel 750ml,701043,6,2.0,315.0,630.0,
Andover,1030544,721059017503,Skyy Vodka 1.75L,992250,6,1.0,89.96,89.96,
Minnetonka,1030605,721059017503,Skyy Vodka 1.75L,992250,6,1.0,89.96,89.96,
Rosemount,1030647,721059017503,Skyy Vodka 1.75L,992250,6,1.0,89.96,89.96,
Roseville,1030659,721059017503,Skyy Vodka 1.75L,992250,6,1.0,89.96,89.96,
Blaine,1030557,721059517508,Carolans Irish Cream 750ml,637381,12,1.0,128.18,128.18,
Blaine,1030557,721059811750,Wild Turkey American Honey 1.75L,238186,6,1.0,157.45,157.45,
Blaine,1030557,721059817509,Wild Turkey American Honey 750ml,313575,12,1.0,180.0,180.0,
Plymouth,1030623,721059831000,Skyy Blood Orange Vodka Liter,992493,12,1.0,134.91,134.91,Store Request
Woodbury,1030704,721059891752,Wild Turkey 101 1.75L,512401,6,1.0,201.46,201.46,
St. Louis Park,1030676,721059897518,Wild Turkey 101 750ml,512412,12,1.0,215.91,215.91,
Minneapolis,1030596,721733000029,Patron Silver Tequila 750ml,328,12,1.0,370.05,370.05,
Rosemount,1030647,721733000029,Patron Silver Tequila 750ml,328,12,1.0,370.05,370.05,
Blaine,1030557,721733000043,Patron Citronge 750ml,532606,12,1.0,172.42,172.42,
Rosemount,1030650,721733000043,Patron Citronge 750ml,532606,12,1.0,172.42,172.42,Store Request
St. Louis Park,1030676,721733000043,Patron Citronge 750ml,532606,12,1.0,172.42,172.42,
Blaine,1030557,721733000159,Patron Reposado Tequila 750ml,43177,12,1.0,417.38,417.38,
Andover,1030354,727760501638,Mionetto Prosecco Brut 750ml,547075,12,1.0,136.0,136.0,
Roseville,1030474,727760501638,Mionetto Prosecco Brut 750ml,547075,12,1.0,136.0,136.0,
Woodbury,1030529,733952997103,Justin Cabernet Sauvignon 750ml,661189,12,1.0,225.0,225.0,
St. Louis Park,1030676,736040532774,Casa Dragones Blanco Tequila 750ml,386384,6,1.0,329.0,329.0,
Blaine,1030557,791126147266,Chica Chida Peanut Butter Tequila 750ml,627977,6,1.0,103.5,103.5,
Rosemount,1030647,810845030038,Carolans Irish Cream Liter,637341,12,1.0,164.17,164.17,
Woodbury,1030704,810845030038,Carolans Irish Cream Liter,637341,12,1.0,164.17,164.17,
Blaine,1030557,813497007991,McQueen & The Violet Fog Ultraviolet 750ml,579754,6,1.0,146.93,146.93,
Cottage Grove,1030588,816136027909,Lobos 1707 Tequila Reposado 750ml,550222,6,0.5,210.0,105.0,Store Request
Chanhassen,1030577,835229000407,Absolut Vodka Liter,15402,12,1.0,238.44,238.44,
Minneapolis,1030596,835229000407,Absolut Vodka Liter,15402,12,1.0,238.44,238.44,
Blaine,1030557,835229001404,Absolut Citron Vodka Liter,10950,12,1.0,238.44,238.44,
Plymouth,1030621,835229001602,Absolut Citron Vodka 1.75L,13503,6,1.0,184.5,184.5,
Blaine,1030557,835229006409,Absolut Vanilla Vodka Liter,546237,12,1.0,238.44,238.44,
Blaine,1030557,835229008403,Absolut Raspberri Vodka Liter,546232,12,1.0,238.44,238.44,
Blaine,1030557,835229010116,Absolut Vodka Colors Liter,361381,12,1.0,238.44,238.44,
Cottage Grove,1030584,850015640025,Teremana Tequila Blanco 750ml,965145,6,1.0,139.5,139.5,
Roseville,1030659,850015640025,Teremana Tequila Blanco 750ml,965145,6,1.0,139.5,139.5,
Vadnais Heights,1030697,850015640025,Teremana Tequila Blanco 750ml,965145,6,1.0,139.5,139.5,
Bloomington,1030569,850015640032,Teremana Tequila Reposado 750ml,965146,6,1.0,157.5,157.5,
Minnetonka,1030605,850047003003,Angel's Envy Bourbon 750ml,404725,6,0.5,208.58,104.29,
Rosemount,1030647,850047003003,Angel's Envy Bourbon 750ml,404725,6,1.0,208.58,208.58,
Woodbury,1030704,850047003003,Angel's Envy Bourbon 750ml,404725,6,1.0,208.58,208.58,
Blaine,1030557,850047003065,Angel's Envy Rye 750ml,410753,6,1.0,361.59,361.59,
St. Louis Park,1030676,850047003065,Angel's Envy Rye 750ml,410753,6,1.0,361.59,361.59,
Andover,1030354,853706002034,Jam Cellars Butter Chardonnay 750ml,397374,12,1.0,144.0,144.0,
Minnetonka,1030421,853706002034,Jam Cellars Butter Chardonnay 750ml,397374,12,1.0,144.0,144.0,
St. Louis Park,1030497,853706002034,Jam Cellars Butter Chardonnay 750ml,397374,12,1.0,144.0,144.0,
Blaine,1030557,853915008728,Ole Smoky Blackberry Lemonade 4pk 12oz can,986901,6,1.0,58.33,58.33,
Blaine,1030557,854396005008,High West Double Rye 750ml,443185,6,1.0,140.0,140.0,
St. Louis Park,1030676,854396005220,High West Bourbon 750ml,548278,6,1.0,140.0,140.0,
Vadnais Heights,1030697,854396005220,High West Bourbon 750ml,548278,6,1.0,140.0,140.0,
Andover,1030544,854628006056,Ole Smoky MS Hunch Punch 50ml,411946,48,1.0,96.0,96.0,
Rosemount,1030650,854628006131,Ole Smoky Salty Caramel Whiskey 750ml,433995,6,1.0,94.5,94.5,Store Request
Vadnais Heights,1030697,854628006131,Ole Smoky Salty Caramel Whiskey 750ml,433995,6,1.0,94.5,94.5,
Rosemount,1030650,854628006346,Ole Smoky Mango Habanero 750ml,433997,6,1.0,94.5,94.5,Store Request
Blaine,1030557,854628006728,Ole Smoky Butter Pecan 750ml,930657,6,1.0,100.83,100.83,
Blaine,1030557,855880008031,On the Rocks Cosmopolitan 100ml,598565,30,1.0,109.41,109.41,
Cottage Grove,1030584,856011004151,Ole Smoky MS Apple Pie 50ml,408461,48,1.0,96.0,96.0,
Cottage Grove,1030584,856011004182,Ole Smoky MS White Lightnin' 50ml,408460,48,1.0,96.0,96.0,
Blaine,1030557,856065002059,Deep Eddy Vodka 1.75L,319330,6,1.0,106.04,106.04,
St. Louis Park,1030676,856065002059,Deep Eddy Vodka 1.75L,319330,6,1.0,106.04,106.04,
Vadnais Heights,1030697,856065002059,Deep Eddy Vodka 1.75L,319330,6,1.0,106.04,106.04,
Rosemount,1030647,856065002431,Deep Eddy Lemon Vodka 1.75L,376951,6,1.0,106.04,106.04,
Blaine,1030557,858764003122,Smoke Wagon Blended Straight Bourbon 750ml,627589,12,1.0,270.0,270.0,
Blaine,1030557,860007263392,Dirty Shirley Cherry Vanilla 4pk 12oz can,623551,6,1.0,45.0,45.0,
Plymouth,1030621,860265002429,Skrewball Whiskey Peanut butter 50ml,606586,120,1.0,240.0,240.0,
Andover,1030548,860272001439,The Finnish Long Drink Zero 6pk 12oz can,985046,4,3.0,40.9,122.7,Store Request
Blaine,1030557,860272001439,The Finnish Long Drink Zero 6pk 12oz can,985046,4,1.0,40.9,40.9,
Roseville,1030662,860272001439,The Finnish Long Drink Zero 6pk 12oz can,985046,4,3.0,40.9,122.7,Store Request
Andover,1030548,860272001446,The Finnish Long Drink Traditional 6pk 12oz can,985044,4,3.0,40.9,122.7,Store Request
Roseville,1030662,860272001446,The Finnish Long Drink Traditional 6pk 12oz can,985044,4,2.0,40.9,81.8,Store Request
Andover,1030548,860272001477,The Finnish Long Drink Strong 6pk 12oz can,956992,4,1.0,40.9,40.9,Store Request
Roseville,1030662,860272001477,The Finnish Long Drink Strong 6pk 12oz can,956992,4,2.0,40.9,81.8,Store Request
Andover,1030548,860272001484,The Finnish Long Drink Cranberry 6pk 12oz can,956995,4,2.0,40.9,81.8,Store Request
Roseville,1030662,860272001484,The Finnish Long Drink Cranberry 6pk 12oz can,956995,4,1.0,40.9,40.9,Store Request
Plymouth,1030440,870661008024,Oyster Bay Sauvignon Blanc 750ml,127630,12,1.0,120.0,120.0,
St. Louis Park,1030497,870661008024,Oyster Bay Sauvignon Blanc 750ml,127630,12,1.0,120.0,120.0,
Chanhassen,1030573,887341340091,Aperol Spritz 4pk 200ml btl,612370,6,1.0,0.0,0.0,Free Goods
St. Louis Park,1030676,887341340091,Aperol Spritz 4pk 200ml btl,612370,6,4.0,67.03,268.12,
Chanhassen,1030389,892931000347,A to Z Pinot Noir 750ml,641899,12,1.0,136.0,136.0,
Roseville,1030659,898804009004,Hochstadter's Rock and Rye Slow & Low 750ml,340086,6,1.0,94.5,94.5,
Roseville,1030659,898804009066,Slow & Low Rock & Rye 100ml,434704,24,1.0,84.35,84.35,
