Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Notes,Non-Buy Month Invoice,Item Number,Description,Net Case EO,Net Cs EO/Unit,Avg Retail,Avg Club,Avg Sale,Competitor,Neilsen Ranking,Total Wine Price,Cub Price,RP,Multiple Prices,Kosher,item classification,Color,Remove
90+ Cellars 2019 Lot 26 Barolo,894655001440,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,17.875,214.5,218.5,26.99,32.959999999999994,0.4576759708737863,213.5,0, ,2994004,Buyer's Select,214.5,17.875,39.99,32.959999999999994,0,,,,,0,,,,,
90+ Cellars 2021 Lot 27 Barbera d'Alba,894655001457,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,9.875,118.5,128.5,15.99,19.8975,0.5037064957909285,117.5,0, ,2990354,Buyer's Select,118.5,9.875,23.927500000000006,19.8975,0,,,,,0,,,,,
90+ Cellars 2022 Lot 160 Bourgogne Pinot Noir,810879021163,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,16.75,201,215,26.99,29.959999999999994,0.4409212283044058,200,0,,2994034,Buyer's Select,201,16.75,34.99,29.959999999999994,0,,,,,0,,,,,
"90+ Cellars 2022 Lot 215 Orange, Abruzzo, Italy",810879024898,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,8.583333333333334,103,112,13.99,15.960000000000006,0.4621971595655808,102,0, ,2994014,Buyer's Select,103,8.583333333333334,18.990000000000002,15.960000000000006,0,,,,,0,,,,,
90+ Cellars 2022 Lot 217 Chablis,810879025734,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,16.083333333333332,193,162,19.99,29.959999999999994,0.4631731197151757,192,0, ,2994024,Buyer's Select,193,16.083333333333332,35.99,29.959999999999994,0,,,,,0,,,,,
90+ Cellars Albariño Lot 174 750ml,810879021514,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,10.583333333333334,127,126,15.99,19.96,0.4697728790915164,126,0,126,2990394,Buyer's Select,127,10.583333333333334,23.990000000000006,19.96,0,,,,,0,,,,,
90+ Cellars Big Red Blend Lot 113,810879020104,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.697500000000001,80.37,76.37,9.99,12.960000000000006,0.4832175925925928,79.37,0, ,2990114,Buyer's Select,80.37,6.697500000000001,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Cab Sauv Mendoza,894655001716,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.697500000000001,80.37,76.37,9.99,12.960000000000006,0.4832175925925928,79.37,0, ,2990214,Buyer's Select,80.37,6.697500000000001,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Cab Sauv Rutherford/Napa,894655001259,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,11.864166666666668,142.37,193.37,23.99,24.834999999999997,0.5222803838668545,141.37,0, ,2990204,Buyer's Select,142.37,11.864166666666668,29.865000000000006,24.834999999999997,0,,,,,0,,,,,
90+ Cellars Chardonnay,810879020302,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.697500000000001,80.37,76.37,9.99,12.960000000000006,0.4832175925925928,79.37,0, ,2991804,Buyer's Select,80.37,6.697500000000001,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Chianti Riserva Classic,810879020883,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.583333333333333,79,75,8.99,12.960000000000006,0.4920267489711937,78,0, ,2990304,Buyer's Select,79,6.583333333333333,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Cremant d'Alsace Lot 228 750ml,810879027851,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,11.708333333333334,140.5,133.5,16.99,21.959999999999997,0.46683363691560403,139.5,0, ,2991754,Buyer's Select,140.5,11.708333333333334,25.990000000000006,21.959999999999997,0,,,,,0,,,,,
90+ Cellars DOC Prosecco Lot 50,894655001686,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.859999999999999,82.32,78.32,9.99,13.96,0.508595988538682,81.32,0, ,2991724,Buyer's Select,82.32,6.859999999999999,16.990000000000002,12.960000000000006,0,,,,,0,,,,,
90+ Cellars DOC Prosecco Lot 50 (3 pk),810879020647,Wine,3 pk,8,Latitude Beverage,Bellboy Corporation,,All,8.27,66.16,63.16,11.99,16.897500000000004,0.5105784879420034,65.16,0, ,2991721,Buyer's Select,66.16,8.27,19.927500000000002,16.897500000000004,0,,,,,0,,,,,
90+ Cellars French Fusion,894655001396,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.697500000000001,80.37,76.37,9.99,12.960000000000006,0.4832175925925928,79.37,0, ,2990134,Buyer's Select,80.37,6.697500000000001,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Lambrusco,810879021477,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.57,78.84,74.84,8.99,12.960000000000006,0.4930555555555558,77.84,0, ,2990144,Buyer's Select,78.84,6.57,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Lot 126 Sancerre,810879020357,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,20.07,240.84,228,28.99,39.835,0.49617170829672397,239.84,0, ,2993314,Buyer's Select,240.84,20.07,48.8025,39.835,0,,,,,0,,,,,
"90+ Cellars Lot 132 Reserve Rosé, Provence
",810879020340,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,9.833333333333334,118,112,13.99,19.96,0.5073480293921175,117,0, ,2993334,Buyer's Select,118,9.833333333333334,23.990000000000006,19.96,0,,,,,0,,,,,
90+ Cellars Lot 162 Cotes du Rhone 750ml,894655001488,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.708333333333333,80.5,76.5,9.99,12.960000000000006,0.4823816872427986,79.5,0, ,2990574,Buyer's Select,80.5,6.708333333333333,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Lot 167 Bourgogne Aligote 750ml,810879021330,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,11.083333333333334,133,132,16.99,21.959999999999997,0.4952944748026714,132,0,,2990554,Buyer's Select,133,11.083333333333334,25.052500000000006,21.959999999999997,0,,,,,0,,,,,
90+ Cellars Lot 175 Rioja,810879021538,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.697500000000001,80.37,76.37,9.99,12.960000000000006,0.4832175925925928,79.37,0, ,2990324,Buyer's Select,80.37,6.697500000000001,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Lot 191 Cafayate Malbec 750ml,810879021934,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,8.958333333333334,107.5,106.5,12.99,17.960000000000004,0.5012063845582777,106.5,0,,2990454,Buyer's Select,107.5,8.958333333333334,21.927500000000006,17.960000000000004,0,,,,,0,,,,,
90+ Cellars Lot 209 Bourgueil Cabernet Franc 750ml,810879023945,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,10.083333333333334,121,120,14.99,17.960000000000004,0.43856718634001496,120,0,,2990474,Buyer's Select,121,10.083333333333334,21.927500000000006,17.960000000000004,0,,,,,0,,,,,
"90+ Cellars Lot 210 Paso Robles Cabernet Sauvignon
",810879020838,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,8.57,102.84,116.84,14.99,17.960000000000004,0.5228285077951004,101.84,0, ,2993384,Buyer's Select,102.84,8.57,21.990000000000006,17.960000000000004,0,,,,,0,,,,,
90+ Cellars Lot 219 Picpoul de Pinet 750ml,810879026250,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,9.416666666666666,113,112,13.99,17.960000000000004,0.47568671121009665,112,0,,2990464,Buyer's Select,113,9.416666666666666,21.927500000000006,17.960000000000004,0,,,,,0,,,,,
90+ Cellars Lot 221 Sancerre Pinot Noir 750ml,810879026311,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,15.583333333333334,187,186,22.99,29.959999999999994,0.4798620382732531,186,0,,2990484,Buyer's Select,187,15.583333333333334,35.02125,29.959999999999994,0,,,,,0,,,,,
90+ Cellars Lot 223 Stags Leap District Cabernet Sauvignon 750ml,810879026748,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,24.541666666666668,294.5,293.5,36.99,44.96,0.4541444246737841,293.5,0, ,2990444,Buyer's Select,294.5,24.541666666666668,53.99,44.96,0,,,,,0,,,,,
"90+ Cellars Lot 224 Cab Sauv, Napa Valley 750ml",810879026779,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,20.4375,245.25,244.25,30.99,34.959999999999994,0.4154033180778031,244.25,0,,2990334,Buyer's Select,245.25,20.4375,44.0525,34.959999999999994,0,,,,,0,,,,,
90+ Cellars Lot 226 Chinon 750ml,810879027509,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,9.583333333333334,115,114,13.99,17.960000000000004,0.4664068299925762,114,0,,2990494,Buyer's Select,115,9.583333333333334,21.927500000000006,17.960000000000004,0,,,,,0,,,,,
"90+ Cellars Lot 50 Prosecco
",810879020708,Wine,1.5 L,6,Latitude Beverage,Bellboy Corporation,,All,14.386666666666665,86.32,78.32,19.99,26.959999999999994,0.4663699307616221,85.32,0, ,2991726,Buyer's Select,86.32,14.386666666666665,31.990000000000006,26.959999999999994,0,,,,,0,,,,,
90+ Cellars Lot 60 Langhe Rosso 750ml,894655001785,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,9.125,109.5,108.5,13.99,17.960000000000004,0.4919265033407574,108.5,0,,2990584,Buyer's Select,109.5,9.125,20.052500000000002,17.960000000000004,0,,,,,0,,,,,
"90+ Cellars Lot 92 Merlot
",894655001228,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.57,78.84,74.84,8.99,12.960000000000006,0.4930555555555558,77.84,0, ,2990544,Buyer's Select,78.84,6.57,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Montepulciano d'Abruzzo Lot 188 750ml,810879021903,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,6.583333333333333,79,75,8.99,12.960000000000006,0.4920267489711937,78,0, ,2990404,Buyer's Select,79,6.583333333333333,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Moscato d'Asti,894655001976,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.859999999999999,82.32,78.32,9.99,13.96,0.508595988538682,81.32,0, ,2991704,Buyer's Select,82.32,6.859999999999999,16.990000000000002,13.960000000000006,0,,,,,0,,,,,
90+ Cellars Muscadet Sèvre et Maine Sur Lie,810879021422,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,7.583333333333333,91,82,9.99,14.960000000000006,0.4930926916221036,90,0, ,2990344,Buyer's Select,91,7.583333333333333,17.990000000000002,14.960000000000006,0,,,,,0,,,,,
90+ Cellars New Zealand Sauv Blanc,810879020203,Wine,1.5 L,6,Latitude Beverage,Bellboy Corporation,,All,13.166666666666666,79,72,17.99,24.959999999999997,0.4724893162393162,78,0, ,2992406,Buyer's Select,79,13.166666666666666,29.990000000000006,24.959999999999997,0,,,,,0,,,,,
90+ Cellars Old Vine Malbec,894655001426,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.697500000000001,80.37,76.37,9.99,12.960000000000006,0.4832175925925928,79.37,0, ,2990414,Buyer's Select,80.37,6.697500000000001,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Pinot Grigio Trentino,894655001600,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.583333333333333,79,75,8.99,12.960000000000006,0.4920267489711937,78,0, ,2992204,Buyer's Select,79,6.583333333333333,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Pinot Noir California,894655001099,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.583333333333333,79,75,8.99,11.960000000000004,0.44955406911928675,78,0, ,2990614,Buyer's Select,79,6.583333333333333,15.990000000000004,11.960000000000004,0,,,,,0,,,,,
90+ Cellars Pouilly-Fume Lot 171 750ml,810879021439,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,15.416666666666666,185,176,21.99,28.959999999999994,0.46765653775322275,184,0, ,2990434,Buyer's Select,185,15.416666666666666,34.99,28.959999999999994,0,,,,,0,,,,,
90+ Cellars Prosecco Rose (3pk),810879023655,Wine,3 pk,8,Latitude Beverage,Bellboy Corporation,,All,9.5225,76.18,69.18,12.99,17.960000000000004,0.46979398663697114,75.18,0, ,2991731,Buyer's Select,76.18,9.5225,21.990000000000006,17.960000000000004,0,,,,,0,,,,,
90+ Cellars Riesling Mosel,894655001860,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.583333333333333,79,75,8.99,12.960000000000006,0.4920267489711937,78,0, ,2992304,Buyer's Select,79,6.583333333333333,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Rose,894655001518,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.697500000000001,80.37,76.37,9.99,12.960000000000006,0.4832175925925928,79.37,0, ,2993304,Buyer's Select,80.37,6.697500000000001,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars RR Pinot Noir,894655001945,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,10.364166666666668,124.37,123.37,14.99,19.96,0.48075317301269205,123.37,0,,2990604,Buyer's Select,124.37,10.364166666666668,23.990000000000006,19.96,0,,,,,0,,,,,
90+ Cellars RRV Rose of Pinot Noir Lot 238 750ml,810204640892,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,9.75,117,116,14.99,,0.3495663775850567,116,0,,2990654,Buyer's Select,117,9.75,23.990000000000006,19.96,0,,,,,0,,,,,
90+ Cellars Russian River Chardonnay Lot 130 750ml,810879020593,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,8.916666666666666,107,102,12.99,16.960000000000004,0.47425314465408824,106,0,102,2990374,Buyer's Select,107,8.916666666666666,19.990000000000002,16.960000000000004,0,,,,,0,,,,,
90+ Cellars Sancerre Rose Lot 196 750ml,810879022108,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,14.75,177,168,20.99,29.834999999999994,0.5056142114965644,176,0, ,2994064,Buyer's Select,177,14.75,36.8025,29.834999999999994,0,,,,,0,,,,,
90+ Cellars Sauvignon Blanc Cali,894655001822,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.583333333333333,79,75,8.99,12.960000000000006,0.4920267489711937,78,0, ,2992414,Buyer's Select,79,6.583333333333333,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Sauvignon Blanc Marlborough,894655001037,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.57,78.84,74.84,8.99,12.960000000000006,0.4930555555555558,77.84,0, ,2992404,Buyer's Select,78.84,6.57,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
"90+ Cellars Sauvignon Blanc, IGP Val de Loire Lot 213 750ml",810879023969,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,9.416666666666666,113,107,12.99,19.835,0.5252499789933619,112,0, ,2990424,Buyer's Select,113,9.416666666666666,23.865000000000006,19.835,0,,,,,0,,,,,
90+ Cellars Sparkling Rose,894655001679,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.859999999999999,82.32,78.32,9.99,13.960000000000006,0.5085959885386822,81.32,0, ,2993374,Buyer's Select,82.32,6.859999999999999,16.990000000000002,13.960000000000006,0,,,,,0,,,,,
90+ Cellars Vinho Verde,810879022320,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,5.416666666666667,65,62,7.99,,0.3220692532332082,64,0, ,2992604,Buyer's Select,65,5.416666666666667,12.927500000000002,10.960000000000004,0,,,,,0,,,,,
90+ Cellars Willamette Valley Pinot Gris Lot 237 750ml,810204640885,Wine,750ml,12,Latitude Beverage,Bellboy Corporation,,All,6.916666666666667,83,82,9.99,,0.307640974307641,82,0,,2990634,Buyer's Select,83,6.916666666666667,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Cellars Willamette Valley Pinot Noir Lot 137 750ml,810879020777,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,9.416666666666666,113,126,15.99,19.835,0.5252499789933619,112,0,126,2990364,Buyer's Select,113,9.416666666666666,23.865000000000006,19.835,0,,,,,0,,,,,
90+ Cellars Zinfandel Lot 180 750ml,810879020586,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,6.708333333333333,80.5,76.5,9.99,12.960000000000006,0.4823816872427986,79.5,0,76.5,2990384,Buyer's Select,80.5,6.708333333333333,15.990000000000004,12.960000000000006,0,,,,,0,,,,,
90+ Collector Calistoga Napa Cab #206,810879022290,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,20.364166666666666,244.37,243.37,29.99,34.959999999999994,0.41750095347063304,243.37,0,,2990164,Buyer's Select,244.37,20.364166666666666,44.99,34.959999999999994,0,,,,,0,,,,,
90+ Collector Fort Ross Pinot Noir '20 ,810879022283,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,16.530833333333334,198.37,197.37,24.99,29.959999999999994,0.4482365376056964,197.37,0,,2990184,Buyer's Select,198.37,16.530833333333334,39.14625,29.959999999999994,0,,,,,0,,,,,
90+ Collector Howell Mt Cabernet '19,810879021965,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,18.6975,224.37,223.37,27.99,34.959999999999994,0.46517448512585796,223.37,0,,2990274,Buyer's Select,224.37,18.6975,49.99,34.959999999999994,0,,,,,0,,,,,
90+ Collector Spring Mt Cabernet '19,810879020869,Wine,750 ml,12,Latitude Beverage,Bellboy Corporation,,All,25.364166666666666,304.37,303.37,37.99,39.96,0.3652610944277611,303.37,0,,2990504,Buyer's Select,304.37,25.364166666666666,59.99,39.96,0,,,,,0,,,,,
90+ Lot 193 Pinot Noir Eola-Amity 750ml,810879021958,Wine,750ml,12,Latitude,Bellboy Corporation,,All,10.25,123,122,14.99,19.96,0.4864729458917836,122,0,,2990644,Buyer's Select,123,10.25,23.990000000000006,19.96,0,,,,,0,,,,,
90+ Lot 229 NA Sparkling Rose 750ml,810879024577,Wine,750ml,12,Latitude,Bellboy Corporation,,All,7.5,90,83,9.99,14.960000000000006,0.4986631016042783,89,0, ,2993354,Buyer's Select,90,7.5,17.990000000000002,14.960000000000006,0,,,,,0,,,,,
90+ Lot 230 NA Sparkling Brut 750ml,810879027974,Wine,750ml,12,Latitude,Bellboy Corporation,,All,7.5,90,83,9.99,14.960000000000006,0.4986631016042783,89,0, ,2993344,Buyer's Select,90,7.5,17.990000000000002,14.960000000000006,0,,,,,0,,,,,
90+ Lot 231 Napa Valley Chard 750ml,810879028605,Wine,750ml,12,Latitude,Bellboy Corporation,,All,8.75,105,104,12.99,17.960000000000004,0.5128062360801783,104,0,,2990534,Buyer's Select,105,8.75,21.365000000000002,17.960000000000004,0,,,,,0,,,,,
Antiche Terre Solo Passion Gold 750ml,8023415000078,Wine,750ml,12,Tri-Vin,Bellboy Corporation,,All,6.333333333333333,76,100,12.99,7.950000000000002,0.20335429769392058,100,0,,1693104,Buyer's Select,76,6.333333333333333,9.365,7.950000000000002,0,,,,,0,,,,,
"Biscaye Baie Sauvignon Blanc, Cotes de Gascogne 750ml",873964002157,Wine,750ml,12,Aquitaine CRU,Bellboy Corporation,,ALL,7.083333333333333,85,84,10.99,13.960000000000006,0.49259789875835747,84,0,,0123TTA,Buyer's Select,85,7.083333333333333,15.990000000000004,13.960000000000006,0,,,,,0,,,,,
Bookwalter Conflict Red 750ml,080960000807,Wine,750ml,6,J BOOKWALTER,Bellboy Corporation,,All,33.5,201,240,59.99,49.96000000000001,0.32946357085668543,200,0,200,1147044,CASE 1 ,201,33.5,59.99,49.96000000000001,0,,,,,0,,,,,
Bookwalter Protagonist Cabernet 750ml,080960000708,Wine,750 ml,6,J BOOKWALTER,Bellboy Corporation,,All,33.5,201,240,59.99,48.33375000000001,0.3069025267023561,200,0,200,1147054,CASE 1,201,33.5,57.99,48.33375000000001,0,,,,,0,,,,,
Cabriz Colheita Selecionada,5604575002060,Wine,750 ml,12,Tri-Vin,Bellboy Corporation,,All,7.416666666666667,89,96,11.99,10.960000000000004,0.3232968369829686,88, ,88,1670104,CASE 1,89,7.416666666666667,12.490000000000002,10.960000000000004,0,,,,,0,,,,,
Casa Santos Red 750ml,5600221678818,Wine,750 ml,12,Tri-Vin,Bellboy Corporation,,All,6.75,81,80,9.99,9.960000000000004,0.3222891566265063,80,0,80,1670164,Cs 1,81,6.75,12.240000000000002,9.960000000000004,0,,479,10.99,10.99,5,,,,,
Casa Santos White 750ml,5600221678221,Wine,750 ml,12,Tri-Vin,Bellboy Corporation,,All,6.75,81,80,9.99,9.457500000000001,0.28628072957969875,80,0,80,1670234,Cs 1,81,6.75,12.240000000000002,9.457500000000001,0,,,,,2,,,,,
Cattin Cremant D'Alsace Brut 750ml,860008268693,Wine,750 ml,12,COLORADO BEVERAGE,Bellboy Corporation,,All,10.11,121.32,120.32,14.99,14.949999999999996,0.32374581939799313,120.32,0,,0423TTA,Buyer's Select,121.32,10.11,23.990000000000006,14.949999999999996,0,,,,,0,,,,,
Cattin Cremant D'Alsace Rose 750ml,860008882424,Wine,750 ml,12,COLORADO BEVERAGE,Bellboy Corporation,,All,10.11,121.32,120.32,14.99,14.949999999999996,0.32374581939799313,120.32,0,,0423TTB,Buyer's Select,121.32,10.11,23.677500000000006,14.949999999999996,0,,,,,0,,,,,
Cattin Gewurztraminer 750ml,860008882431,Wine,750 ml,12,COLORADO BEVERAGE,Bellboy Corporation,,All,10.416666666666666,125,124,15.99,13.949999999999996,0.25328554360812405,124,0,,0423TTD,Buyer's Select,125,10.416666666666666,23.677500000000006,13.949999999999996,0,,,,,0,,,,,
Cattin Orange 750ml,860010232057,Wine,750 ml,12,Colorado Drinks,Bellboy Corporation,,ALL,10.416666666666666,125,124,15.99,14.949999999999996,0.30323299888517263,124,0,,1023TTC,Buyer's Select,125,10.416666666666666,23.990000000000006,14.949999999999996,0,,,,,0,,,,,
Cattin Pinot Gris 750ml,860010232064,Wine,750 ml,12,Colorado Drinks,Bellboy Corporation,,ALL,10.583333333333334,127,126,15.99,14.387499999999996,0.26440776136692706,126,0,,1023TTD,Buyer's Select,127,10.583333333333334,23.990000000000006,14.387499999999996,0,,,,,0,,,,,
Cattin Pinot Noir 750ml,860008882400,Wine,750 ml,12,COLORADO BEVERAGE,Bellboy Corporation,,All,9.355833333333333,112.27,111.27,13.99,14.960000000000006,0.37461007130124807,111.27,0,,0423TTE,Buyer's Select,112.27,9.355833333333333,17.990000000000002,14.960000000000006,0,,,,,0,,,,,
Cattin Rielsing 750ml,860008882417,Wine,750 ml,12,COLORADO BEVERAGE,Bellboy Corporation,,All,8.303333333333333,99.64,98.64,11.99,12.449999999999998,0.33306559571619804,98.64,0,,0423TTC,Buyer's Select,99.64,8.303333333333333,18.990000000000002,12.449999999999998,0,,,,,0,,,,,
Ch. Haut Colombier,873964000412,Wine,750 ml,12,Aquitaine,Bellboy Corporation,,ALL,10.708333333333334,128.5,127.5,15.99,19.96,0.46351035404141616,127.5,0,,0123TTE,Buyer's Select,128.5,10.708333333333334,24.552500000000006,19.96,0,,,,,0,,,,,
Chateau Barde Haut St Emilion 2020 750ml,400000023663,Wine,750 ml,12,Aquitaine Wine Co,Bellboy Corporation,,All,28.853333333333335,346.24,345.24,42.99,37.30375,0.22652995118900018,345.24,0,345.24,0223TTB,Bordeaux Futures 2020 (AWC),346.24,28.853333333333335,46.99,37.30375,0,,,,,0,,,,,
Chateau Bertin St. Georges St. Emilion,873964002348,Wine,750 ml,12,Aquitaine,Bellboy Corporation,,ALL,2.8866666666666667,34.64,33.64,3.99,19.96,0.8553774215096861,33.64,0,,0422TTHH,Buyer's Select,34.64,2.8866666666666667,28.115000000000006,19.96,0,,,,,0,,,,,
Chateau Clos l'Eglise Pomerol 2020 750ml,400000023700,Wine,750 ml,6,Aquitaine Wine Co,Bellboy Corporation,,All,71.03,426.18,425.18,105.99,112.46000000000002,0.3683976524986663,425.18,0,425.18,0223TTG,Bordeaux Futures 2020 (AWC),426.18,71.03,136.865,112.46000000000002,0,,,,,0,,,,,
Chateau Coutet St Emilion,873964000023,Wine,750 ml,12,Aquitaine,Bellboy Corporation,,ALL,19.019166666666667,228.23,227.23,27.99,0,0,227.23,0,,0422TTK,Buyer's Select,228.23,19.019166666666667,49.99,0,0,,,,,0,,,,,
Chateau d'Astros Absolu Rose,860008268624,Wine,750 ml,12,Colorado Drinks,Bellboy Corporation,,ALL,15.583333333333334,187,186,22.99,29.647499999999994,0.4743795148551029,186,0,,0522TTC,Buyer's Select,187,15.583333333333334,36.89625,29.647499999999994,0,,,,,0,,,,,
Chateau d'Astros Amour Rose,860008268617,Wine,750 ml,12,Colorado Drinks,Bellboy Corporation,,ALL,12.25,147,146,17.99,17.949999999999996,0.31754874651810566,146,0,,0522TTB,Buyer's Select,147,12.25,20.990000000000002,17.949999999999996,0,,,,,0,,,,,
Chateau d'Astros Aventure Rose 750ml,860008268600,Wine,750 ml,12,Colorado Drinks,Bellboy Corporation,,All,10.25,123,122,14.99,17.960000000000004,0.4292873051224946,122,0, ,0522TTA,Buyer's Select,123,10.25,19.990000000000002,17.960000000000004,0,,,,,0,,,,,
Château de La Cour d'Argent,873964002789,Wine,750 ml,12,Aquitaine,Bellboy Corporation,,ALL,2.8866666666666667,34.64,33.64,3.99,12.960000000000006,0.7772633744855968,33.64,0,,0422TTQ,Buyer's Select,34.64,2.8866666666666667,16.740000000000002,12.960000000000006,0,,,,,0,,,,,
Chateau Duhart Milon Pauillac 2020 750ml,400000023687,Wine,750 ml,6,Aquitaine Wine Co,Bellboy Corporation,,All,72.08833333333332,432.53,431.53,107.99,106.08375000000002,0.3204582857097971,431.53,0,431.53,0223TTD,Bordeaux Futures 2020 (AWC),432.53,72.08833333333332,125.61500000000001,106.08375000000002,0,,,,,0,,,,,
Château Francs Les Cerisiers,873964002232,Wine,750 ml,12,Aquitaine,Bellboy Corporation,,ALL,2.8866666666666667,34.64,33.64,3.99,17.960000000000004,0.8392724573125464,33.64,0,,0422TTR,Buyer's Select,34.64,2.8866666666666667,22.490000000000006,17.960000000000004,0,,,,,0,,,,,
Chateau Gloria St Julien 2020 750ml,3700415103248,Wine,750 ml,12,Aquitaine Wine Co,Bellboy Corporation,,All,34.660000000000004,415.92,414.92,51.99,52.96000000000001,0.34554380664652573,414.92,0,414.92,0223TTI,Bordeaux Futures 2020 (AWC),415.92,34.660000000000004,59.99,52.96000000000001,0,,,,,0,,,,,
Chateau Grand Puy Ducasse Pauillac 2020 750ml,400000023748,Wine,750 ml,12,Aquitaine Wine Co,Bellboy Corporation,,All,32.413333333333334,388.96,387.96,47.99,44.646875,0.2740066727327874,387.96,0,387.96,0223TTM,Bordeaux Futures 2020 (AWC),388.96,32.413333333333334,54.49,44.646875,0,,,,,0,,,,,
Chateau Gruaud Larose St Julien 2020 750ml,3760280782498,Wine,750 ml,12,Aquitaine Wine Co,Bellboy Corporation,,All,66.70416666666667,800.45,799.45,99.99,98.27187500000002,0.3212283100666732,799.45,0,799.45,0223TTJ,Bordeaux Futures 2020 (AWC),800.45,66.70416666666667,117.99,98.27187500000002,0,,,,,0,,,,,
