Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Notes,Non-Buy Month Invoice,Item Number,Description,Net Case EO,Net Cs EO/Unit,Avg Retail,Avg Club,Avg Sale,Competitor,Neilsen Ranking,Total Wine Price,Cub Price,RP,Multiple Prices,Kosher,item classification,Color,Remove
Piattelli Grand Res Malbec,855708006638,Wine,750 ml,12,Artel Brands,Vinocopia,,All,12.045,144.54,176,21.99,17.960000000000004,0.3293429844097997,152,0,,45412,4 free cases of Reserve Malbec or Cabernet on 50 cases M&M,144.54,12.045,21.240000000000002,17.960000000000004,0,,265,14.99,13.99,8,,,Piattelli 750ml,,
Piattelli Premium Res Cab,793573212825,Wine,4 L,1,Artel Brands,Vinocopia,,All,55.5,55.5,54,80.99,79.99,0.30616327040880104,54,0,,45314,,55.5,55.5,79.99,0,0,,,,,0,,,,,
Piattelli Premium Res Chardonn,793573212832,Wine,4 Ltr,1,Artel Brands,Vinocopia,,All,55.5,55.5,54,80.99,,0.31473021360661807,54,0,,45334,,55.5,55.5,,,,,,,,,,,,,
Piattelli Premium Res Malbec,793573212801,Wine,4 L,1,Artel Brands,Vinocopia,,All,55.5,55.5,54,80.99,79.99,0.30616327040880104,54,0,,45324,,55.5,55.5,,,,,,,,,,,,,
"Piattelli Premium Rose, Mendoza",875752000116,Wine,750 ml,12,Artel Brands,Vinocopia,,All,7.378333333333333,88.53999999999999,112,13.99,,0.4725994758160591,96,0,,45352,4 free cases of Reserve Malbec or Cabernet on 50 cases M&M,88.53999999999999,7.378333333333333,16.990000000000002,0,0,,,,,0,,,,,
"Piattelli Res Malbec + Tannat, Cafayate",855708006669,Wine,750 ml,12,Artel Brands,Vinocopia,,All,8.766975308641976,105.20370370370371,136,16.99,13.960000000000006,0.37199317273338306,112,0,,45462,4 free cases of Reserve Malbec or Cabernet on 50 cases M&M,105.20370370370371,8.766975308641976,16.302500000000002,13.960000000000006,0,,,,,10,,,Piattelli 750ml,,
"Piattelli Res Torrontes, Cafayate",855708006591,Wine,750 ml,12,Artel Brands,Vinocopia,,All,7.378333333333333,88.53999999999999,112,13.99,13.960000000000006,0.47146609360076436,96,0,,45472,4 free cases of Reserve Malbec or Cabernet on 50 cases M&M,88.53999999999999,7.378333333333333,16.490000000000002,13.960000000000006,0,,,,,6,,,Piattelli 750ml,,
"Piattelli Reserve Cabernet, Cafayete",855708006652,Wine,750 ml,12,Artel Brands,Vinocopia,,All,8.766975308641976,105.20370370370371,136,16.99,13.960000000000006,0.37199317273338306,112,0,,45452,4 free cases of Reserve Malbec or Cabernet on 50 cases M&M,105.20370370370371,8.766975308641976,16.552500000000002,13.960000000000006,0,,,,,6,,,Piattelli 750ml,,
"Piattelli Reserve Cabernet, Mendoza",875752000253,Wine,750 ml,12,Artel Brands,Vinocopia,,All,8.766975308641976,105.20370370370371,136,16.99,13.960000000000006,0.37199317273338306,112,0,,45322,4 free cases of Reserve Malbec or Cabernet on 50 cases M&M,105.20370370370371,8.766975308641976,16.615000000000002,13.960000000000006,0,,,,,4,,,Piattelli 750ml,,
"Piattelli Reserve Malbec, Cafayate",855708006645,Wine,750 ml,12,Artel Brands,Vinocopia,,All,8.766975308641976,105.20370370370371,136,16.99,14.960000000000006,0.41397223872714084,112,0,,45442,4 free cases of Reserve Malbec or Cabernet on 50 cases M&M,105.20370370370371,8.766975308641976,17.458750000000002,14.960000000000006,0,5.029999999999992,155,13.99,19.99,12,,,Piattelli 750ml,,
"Piattelli Reserve Malbec, Mendoza",875752000390,Wine,750 ml,12,Artel Brands,Vinocopia,,All,8.766975308641976,105.20370370370371,136,16.99,13.960000000000006,0.37199317273338306,112,0,,45312,4 free cases of Reserve Malbec or Cabernet on 50 cases M&M,105.20370370370371,8.766975308641976,15.990000000000004,13.960000000000006,0,,,,,11,,,Piattelli 750ml,,
Piattelli Trinita Grand Rsv,875752000468,Wine,750 ml,6,Artel Brands,Vinocopia,,All,16.09,96.53999999999999,116,28.99,,0.4449810279406692,104,0,,45432,4 free cases of Reserve Malbec or Cabernet on 50 cases M&M,96.53999999999999,16.09,26.990000000000006,0,0,,,,,0,,,,,
Raimat Albarino,012976990513,Wine,750 ml,12,Raventos Codorniu,Vinocopia,,All,7.458333333333333,89.5,128,15.99,,0.5335626433187408,88, ,,11302,Net Down Pricing,89.5,7.458333333333333,13.789999999999994,11.960000000000004,0,,,,,0,,,,,
Ruta 22 Malbec ,031259032726,Wine,750 ml,12,Total Beverage Solutions,Vinocopia,,All,10.125,121.5,136,16.99,,0.40406121247792814,120, , ,17092,Net Down Pricing,121.5,10.125,13.990000000000002,6.850000000000001,0,,,,,0,,,,,
Schlink Haus Kabinett,022916200084,Wine,750 ml,12,Weinbauer,Vinocopia,,All,9.01388888888889,108.16666666666667,136,16.99,,0.46945915898240786,120,0, ,13242,1 on 8 cases NC,108.16666666666667,9.01388888888889,,,,,,,,,,,,,
Schlink Haus Nahe Sweet Red,022916201111,Wine,750 ml,12,Weinbauer,Vinocopia,,All,7.828703703703703,93.94444444444444,120,14.99,,0.47773824524991976,104,0, ,13272,1 on 8 cases NC,93.94444444444444,7.828703703703703,13.789999999999994,11.960000000000004,0,,,,,0,,,,,
Schlink Haus Riesling Qualitat,022916200817,Wine,750 ml,12,Weinbauer,Vinocopia,,All,7.828703703703703,93.94444444444444,120,14.99,,0.47773824524991976,104,0, ,13232,1 on 8 cases NC,93.94444444444444,7.828703703703703,13.789999999999994,11.960000000000004,0,,,,,0,,,,,
St Christopher Gluhwein Red,022916200800,Wine,Liter,6,Weinbauer,Vinocopia,,All,6.25,37.5,44,10.99,9.96,0.3724899598393575,36,0,,13111,Net Down Pricing 12+ Case Presale Orders,37.5,6.25,11.49,9.960000000000004,0,,,,,0,,,,,
St. Christopher Pies Mich Ausl,022916200480,Wine,750 ml,12,Weinbauer,Vinocopia,,All,10.125,121.5,136,16.99,,0.40406121247792814,120,0, ,13162, ,121.5,10.125,,,,,,,,,,,,,
St. Christopher Pies Mich Kab,022916200589,Wine,750 ml,12,Weinbauer,Vinocopia,,All,10.125,121.5,136,16.99,,0.40406121247792814,120,0, ,13142, ,121.5,10.125,,,,,,,,,,,,,
St. Christopher Pies Mich Spat,022916200466,Wine,750 ml,12,Weinbauer,Vinocopia,,All,10.791666666666666,129.5,144,17.99,,0.4001297016861219,128,0, ,13152, ,129.5,10.791666666666666,,,,,,,,,,,,,
St. Christopher Piesporter Mic,022916200169,Wine,750 ml,12,Weinbauer,Vinocopia,,All,9.458333333333334,113.5,128,15.99,,0.4084844694600792,112,0, ,13132, ,113.5,9.458333333333334,,,,,,,,,,,,,
"Sun Goddess Pinot Grigio Ramato
",606179210471,Wine,750 ml,12,Volio,Vinocopia,,All,12.878623188405797,154.54347826086956,192,23.99,17.955,0.2827277533608578,176,0,,17962,3 on 20 cases NC,154.54347826086956,12.878623188405797,24.052500000000006,17.955,0,,,,,3,,,Sun Goddess 750ml,,
"Sun Goddess Sauvignon Blanc
",606179210006,Wine,750 ml,12,Volio,Vinocopia,,All,12.878623188405797,154.54347826086956,192,23.99,19.96,0.3547783973744591,176,0,,17952,3 on 20 cases NC,154.54347826086956,12.878623188405797,24.177500000000006,19.96,0,,,,,1,,,Sun Goddess 750ml,,
Sweet Bitch Cabernet Sauvignon,607054492326,Wine,750 ml,12,Joseph Victori,Vinocopia,,All,7.458333333333333,89.5,104,12.99,,0.42584039004362334,88, , ,37172,Net Down Pricing,89.5,7.458333333333333,,,,,,,,,,,,,
Sweet Bitch Mango Moscato,607054190215,Wine,750 ml,12,Joseph Victori,Vinocopia,,All,8.125,97.5,112,13.99,11.960000000000004,0.32065217391304374,96, , ,37532,Net Down Pricing,97.5,8.125,13.789999999999994,11.960000000000004,0,,,,,16,,,,,
Sweet Bitch Merlot,607054492241,Wine,750 ml,12,Joseph Victori,Vinocopia,,All,7.458333333333333,89.5,104,12.99,,0.42584039004362334,88, , ,37132,Net Down Pricing,89.5,7.458333333333333,,,,,,,,,,,,,
Sweet Bitch Moscato Pavie,607054492500,Wine,750 ml,12,Joseph Victori,Vinocopia,,All,8.125,97.5,112,13.99,11.960000000000004,0.32065217391304374,96, , ,37432,Net Down Pricing,97.5,8.125,13.864999999999998,11.960000000000004,0,,,,,6,,,,,
Sweet Bitch Moscato Rose,607054492609,Wine,750 ml,12,Joseph Victori,Vinocopia,,All,8.125,97.5,112,13.99,11.960000000000004,0.32065217391304374,96, , ,37472,Net Down Pricing,97.5,8.125,13.802499999999995,11.960000000000004,0,,,,,10,,,,,
Sweet Bitch Pinot Grigio,607054492272,Wine,750 ml,12,Joseph Victori,Vinocopia,,All,7.458333333333333,89.5,104,12.99,,0.42584039004362334,88, , ,37112,Net Down Pricing,89.5,7.458333333333333,12.990000000000002,10.960000000000004,0,,,,,0,,,,,
Tavernello Montepulciano,088603011500,Wine,750 ml,12,Volio,Vinocopia,,All,8.003787878787879,96.04545454545455,112,13.99,,0.427892217384712,104,0, ,49282,1 on 10 cases NC,96.04545454545455,8.003787878787879,,,,,,,,,,,,,
Tavernello Pinot Grigio,088603010954,Wine,750 ml,12,Volio,Vinocopia,,All,8.003787878787879,96.04545454545455,112,13.99,,0.427892217384712,104,0, ,49252,1 on 10 cases NC,96.04545454545455,8.003787878787879,,,,,,,,,,,,,
Tavernello Vino Bianco,088603010695,Wine,750 ml,12,Volio,Vinocopia,,All,6.185606060606061,74.22727272727273,88,10.99,,0.43716050403948487,80,0, ,49212,1 on 10 cases NC,74.22727272727273,6.185606060606061,,,,,,,,,,,,,
Tavernello Vino Rosso,088603010688,Wine,750 ml,12,Volio,Vinocopia,,All,6.185606060606061,74.22727272727273,88,10.99,,0.43716050403948487,80,0, ,49222,1 on 10 cases NC,74.22727272727273,6.185606060606061,,,,,,,,,,,,,
Tohu Sauvignon Blanc,871752000019,Wine,750 ml,12,Total Beverage Solutions,Vinocopia,,All,11.325000000000001,135.9,160,19.99,16.646875000000005,0.31969213440961153,144,0, ,84302,1 on 14 cases NC,135.9,11.325000000000001,19.990000000000002,16.646875000000005,0,,,,,8,,,Tohu Sauvignon Blanc 750ml,,
Tree Fort Cabernet 750ml,810034600134,Wine,750ml,12,3 Badge,Vinocopia,,All,5.125,61.5,136,16.99,10,0.4875,60,0,,30012,200 Case Net Down,61.5,5.125,12.990000000000002,9.960000000000004,0,,,,,0,,,,,
Trentadue Chocolate Amore,089098801034,Wine,375 ml,6,Trentadue,Vinocopia,,All,16.25,97.5,96,23.99,,0.322634431012922,96,0,,86064,,97.5,16.25,,,,,,,,,,,,,
Trentadue Old Patch Red,089098800914,Wine,750 ml,12,Trentadue,Vinocopia,,All,11.458333333333334,137.5,136,16.99,,0.3255836766725524,136, ,,86022, ,137.5,11.458333333333334,13.990000000000002,0,0,,,,,0,,,,,
White Winter Black Mead,643770221314,Wine,750 ml,12,White Winter Winery,Vinocopia,,All,15.125,181.5,180,22.99,,0.3421052631578947,180, , ,69022, ,181.5,15.125,,,,,,,,,,,,,
White Winter Cyser,643770297371,Wine,750 ml,12,White Winter Winery,Vinocopia,,All,15.125,181.5,180,22.99,,0.3421052631578947,180, , ,69062, ,181.5,15.125,,,,,,,,,,,,,
White Winter Winery Blueberry,643770258327,Wine,750 ml,12,White Winter Winery,Vinocopia,,All,15.125,181.5,180,22.99,,0.3421052631578947,180, , ,69042, ,181.5,15.125,,,,,,,,,,,,,
Yobo K Town Grape Ginger Soju,086785101217,Wine,750 ml,6,Palm Bay,Vinocopia,,All,19.583333333333332,117.5,124,30.99,,0.3680757233516188,116,0,,51290,Net Down Pricing,117.5,19.583333333333332,,,,,,,,,,,,,
Yobo K Town Peach & Chili Soju,086785101200,Wine,750 ml,6,Palm Bay,Vinocopia,,All,19.583333333333332,117.5,124,30.99,,0.3680757233516188,116,0,,51280,Net Down Pricing,117.5,19.583333333333332,34.4275,29.396874999999994,0,,,,,0,,,,,
Yobo K Town Pear Parilla Lime Soju,086785101187,Wine,750 ml,6,Palm Bay,Vinocopia,,All,19.583333333333332,117.5,124,30.99,,0.3680757233516188,116,0,,51260,Net Down Pricing,117.5,19.583333333333332,,,,,,,,,,,,,
Yobo K Town Yuzu & Elderflower Soju,086785101194,Wine,750 ml,6,Palm Bay,Vinocopia,,All,19.583333333333332,117.5,124,30.99,,0.3680757233516188,116,0,,51270,Net Down Pricing,117.5,19.583333333333332,34.49,29.459374999999994,0,,,,,0,,,,,
Yobo Kish Bliss Soju,86785101262,Wine,750 ml,6,Palm Bay,Vinocopia,,All,31.25,187.5,190,47.99,,0.34882267138987294,186,0,,51220,Net Down Pricing,187.5,31.25,,,,,,,,,,,,,
Yobo Kish Earth Soju,86785101279,Wine,750 ml,6,Palm Bay,Vinocopia,,All,31.25,187.5,190,47.99,,0.34882267138987294,186,0,,51240,Net Down Pricing,187.5,31.25,,,,,,,,,,,,,
Yobo Kish Seoul Soju,86785101286,Wine,750 ml,6,Palm Bay,Vinocopia,,All,31.25,187.5,190,47.99,,0.34882267138987294,186,0,,51250,Net Down Pricing,187.5,31.25,,,,,,,,,,,,,
Yobo Kish Shine Soju,86785101293,Wine,750 ml,6,Palm Bay,Vinocopia,,All,31.25,187.5,190,47.99,,0.34882267138987294,186,0,,51230,Net Down Pricing,187.5,31.25,,,,,,,,,,,,,
Yobo Soju Luxe,86785101088,Liquor,750 ml,6,Palm Bay,Vinocopia,,All,28.583333333333332,171.5,180,44.99,,0.36467363117729873,170,0,,51210,Net Down Pricing,171.5,28.583333333333332,,,,,,,,,,,,,
Yobo Soju Luxe,86785101095,Liquor,375 ml,12,Palm Bay,Vinocopia,,All,16.125,193.5,200,24.99,,0.35474189675870343,192,0,,51204,Net Down Pricing,193.5,16.125,,,,,,,,,,,,,
Albert Bichot Cremant de Bourgogne Brut 750ml,087113112998,Wine,750ml,6,Albert Bichot,Winebow (Grape Beginnings),,all,16.5,99,108,26.99,,0.38866246758058537,99,,,30336887, ,99,16.5,30.990000000000006,25.959999999999994,0,,,,,2,,,,,
Albert Bichot Cremant de Bourgogne Brut Rose 750ml,087113112950,Wine,750ml,6,Albert Bichot,Winebow (Grape Beginnings),,all,16.5,99,108,26.99,,0.38866246758058537,99,,,30336888, ,99,16.5,30.990000000000006,25.959999999999994,0,,,,,1,,,,,
Albert Bichot Jarnioux Beaujolai,087113113254,Wine,750 ml,12,Albert Bichot,Winebow (Grape Beginnings),,All,12,144,156,19.99,,0.39969984992496244,144,,,30336877, ,144,12,21.990000000000006,18.96,0,,,,,1,,,,,
Albert Bichot Macon-Villages 750ml,087113113308,Wine,750ml,12,Albert Bichot,Winebow (Grape Beginnings),,all,14,168,216,26.99,,0.4812893664320118,168,,,30339461, ,168,14,25.990000000000006,21.959999999999997,0,,,,,1,,,,,
Altesino Brunello,098709082403,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,46.666666666666664,560,640,79.99,59.960000000000015,0.22170335779408518,560,0, ,30299559, ,560,46.666666666666664,70.99,59.960000000000015,0,,,,,0,,,,,
Altesino Brunello de Montalcino Riserva,98709082489,Wine,750 ml,6,Winebow,Winebow (Grape Beginnings),,All,90,540,540,134.99,,0,540,0,,30289137,,540,90,,,,,,,,,,,,,
Altesino Rosso di Montalcino,098709010055,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,18,216,216,26.99,,0,216,0,,30193792, ,216,18,,,,,,,,,,,,,
Altesino Rosso IGT,098709010000,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,15,180,180,22.99,,0,180,0,,30294870,,180,15,,,,,,,,,,,,,
Alto Moncayo Garnacha,183684000020,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,35.25,423,432,53.99,44.584375,0.2330833391743183,423,Not Approved,,30287230,,410.31,34.1925,50.24,44.584375,0,,,,,0,,,,,
Ancient Peaks Cabernet Sauvignon,897114001005,Wine,750ml,12,Ancient peaks,Winebow (Grape Beginnings),,all,13.5,162,174,21.99,19.96,0.3236472945891784,162, ,,30316930, ,162,13.5,23.990000000000006,19.96,0,,,,,3,,,Ancient Peaks 750ml,,
Ancient Peaks Chardonnay,897114001234,Wine,750ml,12,Ancient peaks,Winebow (Grape Beginnings),,all,11.25,135,192,23.99,,0,135,0,,30316931, ,135,11.25,,,,,,,,,,,,,
Ancient Peaks Merlot,897114001036,Wine,750ml,12,Ancient peaks,Winebow (Grape Beginnings),,all,13,156,252,31.99,19.96,0.3486973947895792,156, ,,30316934, ,156,13,23.990000000000006,19.96,0,,,,,1,,,Ancient Peaks 750ml,,
Ancient Peaks Sauv Blanc,897114001043,Wine,750ml,12,Ancient peaks,Winebow (Grape Beginnings),,all,11.25,135,192,23.99,16.960000000000004,0.336674528301887,135, ,,30316940, ,135,11.25,19.990000000000002,16.960000000000004,0,,,,,0,,,Ancient Peaks 750ml,,
Ancient Peaks Zinfandel,897114001012,Wine,750ml,12,Ancient peaks,Winebow (Grape Beginnings),,all,13.5,162,252,31.99,19.96,0.3236472945891784,162, ,,30316941, ,162,13.5,23.990000000000006,19.96,0,,,,,0,,,Ancient Peaks 750ml,,
Argiolas Costamolino,098709010109,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,11.924999999999999,143.1,152.64,18.99,,0,143.1, ,,30309647, ,143.1,11.924999999999999,,,,,,,,,,,,,
Argiolas Costera Cannonau,098709010116,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,13.494166666666667,161.93,179.36,21.99,19.96,0.32393954575818307,159.43,0, ,30287318, ,161.93,13.494166666666667,23.990000000000006,19.96,0,,,,,1,,,,,
Argiolas Korem,400000003276,Wine,750 ml,6,Winebow,Winebow (Grape Beginnings),,All,36,216,216,53.99,,0,216,0,,30285496,,216,36,,,,,,,,,,,,,
"Austin Cabernet Sauvignon
",657891720915,Wine,750 ml,12,Hope Family,Winebow (Grape Beginnings),,All,15,180,225,27.99,22.959999999999997,0.3466898954703832,180,0,,30280765, ,180,15,26.990000000000006,22.959999999999997,0,1.0300000000000011,225,19.99,23.99,15,,,Austin Cabernet Sauvignon 750ml,,
Austin Hope Cab Sauv,657891715591,Wine,750 ml,12,Hope Family,Winebow (Grape Beginnings),,All,46.5,558,633,78.99,49.96000000000001,0.06925540432345892,558,0,,30309059, ,558,46.5,54.99,49.96000000000001,0,,263,54.99,65.99,13,,,Austin Hope Cab Sauv 750ml,,
Barnard Griffen Cabernet Sauvignon 750ml,096925000072,wine,750ml,12,Barnard Griffen,Winebow (Grape Beginnings),,All,13,156,171,20.99,19.96,0.3486973947895792,156,0,,30319184,,156,13,22.240000000000006,19.96,0,,,,,0,,,,,
Barone Pizzini 'Animante' Extra Brut,098709035393,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,27,324,324,40.99,,0,324,Not Approved,,30203129,,314.28,26.189999999999998,,,,,,,,,,,,,
Barone Pizzini Fraciacorta Rose',98709035423,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,41.25,495,495,61.99,,0,495,0,,30293553,,495,41.25,,,,,,,,,,,,,
Biale Black Chicken,000000308018,Wine,750 ml,12,Biale,Winebow (Grape Beginnings),,All,43.5,522,522,64.99,64.96000000000001,0.33035714285714296,522,0,,30307101, ,522,43.5,77.99,64.96000000000001,0,,,,,0,,,,,
Blackbird Arise 750ml,855326003002,Wine,750ml,12,Winebow,Winebow (Grape Beginnings),,All,34,408,426,52.99,39.704375,0.1436711949249925,408, , ,30311384, ,408,34,47.615,39.704375,0,,,,,0,,,Blackbird Arise 750ml,,
Blackboard Red Blend 750ml,854816002129,wine,750ml,12,Matthews,Winebow (Grape Beginnings),,,13.333333333333334,160,184,22.99,17.5175,0.23885638171352447,160,0,,30307187,,160,13.333333333333334,23.990000000000006,17.5175,0,,,,,0,,,,,
Blandy's Bual Madeira 10y,094799050537,Wine,500 ml,12,Premium Ports,Winebow (Grape Beginnings),,All,24,288,297,36.99,0,0,288,0,,30183381,,279.36,23.28,36.99,0,0,,,,,0,,,,,
Blandy's Bual Madeira 5yr,094799050049,Wine,750 ml,12,Premium Ports,Winebow (Grape Beginnings),,All,19.5,234,252,31.99,,0,234,0,,30183382,,226.98,18.915,,,,,,,,,,,,,
Blandy's Malmsey Madeira 5yr,094799050025,Wine,750 ml,12,Premium Ports,Winebow (Grape Beginnings),,All,19.5,234,252,31.99,26.894374999999997,0.2966930817317747,234,0,,30183384,,226.98,18.915,31.208750000000006,26.894374999999997,0,,,,,0,,,,,
Blandy's Rainwater,094799050018,Wine,750 ml,12,Premium Ports,Winebow (Grape Beginnings),,All,13.5,162,171,20.99,19.96,0.3439378757515031,162,0,,30183355,,157.14,13.094999999999999,21.552500000000006,19.96,0,,,,,1,,,,,
Blandy's Sercial Madeira 5yr,094799050032,Wine,750 ml,12,Premium Ports,Winebow (Grape Beginnings),,All,19.5,234,252,31.99,29.02124999999999,0.3482362062281947,234,0,,30183378,,226.98,18.915,32.39625,29.02124999999999,0,,,,,0,,,,,
Blandy's Verdelho Madeira 5yr,094799050063,Wine,750 ml,12,Premium Ports,Winebow (Grape Beginnings),,All,19.5,234,252,31.99,27.959999999999994,0.3234978540772531,234,0,,30183380,,226.98,18.915,33.49,27.959999999999994,0,,,,,2,,,,,
Block Nine Caidens Pinot Noir,183491000190,Wine,750 ml,12,Woodmar,Winebow (Grape Beginnings),,All,10,120,136,16.99,,0,120,0,,30293923,,120,10,,,,,,,,,,,,,
Board Track Racer The Chief 750ml,850518006021,wine,750ml,12,mark ryan,Winebow (Grape Beginnings),, ,21,252,270,33.99,28.959999999999994,0.2748618784530385,252,0, ,30331124, ,252,21,33.99,28.959999999999994,0,,,,,1,,,,,
Botromagno Primitivo Murgia,8024687005990,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,11.25,135,144,17.99,,0,135, , ,30294851, ,135,11.25,,,,,,,,,,,,,
Brown Estate Chaos Theory Zinfandel Cabernet Sauvignon,855690005305,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,30,360,360,44.99,,0,360,0,,30295627, ,360,30,,,,,,,,,,,,,
Brown Estate House of Brown Chardonnay,855690005336,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,12,144,168,20.99,17.019375,0.2949212294811061,144, , ,30294919, ,144,12,20.990000000000002,17.019375,0,,,,,0,,,House of Brown 750ml,,
Brown Estate House of Brown Red Blend,855690005350,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,12,144,168,20.99,16.643125,0.278981561455556,144, , ,30294920, ,144,12,20.990000000000002,16.643125,0,,,,,0,,,House of Brown 750ml,,
Brown Estate House of Brown Rose,855690005343,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,11,132,168,20.99,16.643124999999998,0.33906643133425957,132, , ,30291815, ,132,11,20.990000000000002,16.643124999999998,0,,,,,1,,,House of Brown 750ml,,
Burgans Albarino,637789336749,Wine,750 ml,12,European Cellars,Winebow (Grape Beginnings),,All,13,156,168,20.99,0,0,156,0, ,30312623, ,156,13,16.990000000000002,0,0,,,,,0,,,,,
Casa Lapostolle Clos Apalta,055125556123,Wine,750 ml,6,Winebow,Winebow (Grape Beginnings),,All,90,540,680,169.99,0,0,540,0,,30286708, ,540,90,149.99,0,0,,,,,0,,,,,
Casa Lapostolle Sauv Blanc,088110831219,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,11.29,135.48,135.48,16.99,0,0,135.48,0,,30286717,,135.48,11.29,17.990000000000002,0,0,,,,,0,,,,,
Castellare CC Riserva 'IL Pggiale' 2016,8033803760026,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,33,396,396,49.99,,0,396,0,,30291072,,396,33,,,,,,,,,,,,,
Castellare Chianti Classico DOCG,098709121805,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,18.75,225,234,28.99,25.959999999999994,0.29940292758089354,225,0,,30287736,,218.25,18.1875,30.052500000000006,25.959999999999994,0,,,,,2,,,,,
Castello di Bossi Chianti Classico,098709084445,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,16.66,199.92,199.92,24.99,,0,199.92,0,,30286689,,199.92,16.66,,,,,,,,,,,,,
Castello di Neive Barbaresco,837042001302,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,30.25,363,363,44.99,41.77125,0.2975431666517042,363,0,,30290648,,352.11,29.3425,48.74,41.77125,0,,,,,0,,,,,
Castello di Neive Barbaresco 'Albesani',837042000503,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,47,564,564,70.99,64.14687500000001,0.2673064743995714,564,0,,30270504,,564,47,72.365,64.14687500000001,0,,,,,0,,,,,
Castello di Neive Barbera d'Alba 'Santo',837042004600,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,17.25,207,207,25.99,,0,207,0,,30291354,,200.79,16.732499999999998,,,,,,,,,,,,,
Catena Alta Malbec,089046444061,Wine,750 ml,6,Winebow,Winebow (Grape Beginnings),,All,40,240,270,67.99,61.960000000000015,0.3544222078760492,240,0, ,30298714, ,240,40,74.99,61.960000000000015,0,,,,,0,,,,,
Catena Appellation Agrelo Cabernet Sauv,098709088528,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,18,216,224,27.99,27.959999999999994,0.3562231759656651,216, , ,30289985, ,216,18,33.49,27.959999999999994,0,,,,,4,,,Catena Appellation 750ml,,
Catena Appellation Malbec Lunlunta,098709099050,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,18,216,224,27.99,27.959999999999994,0.3562231759656651,216, , ,30290216, ,216,18,33.49,27.959999999999994,0,,,,,10,,,Catena Appellation 750ml,,
Catena Appellation Paraje Altamira Malbec,098709099159,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,18,216,224,27.99,27.959999999999994,0.3562231759656651,216, , ,30311226, ,216,18,33.49,27.959999999999994,0,,,,,8,,,Catena Appellation 750ml,,
Catena Appellation San Carlos Cab Franc,098709099036,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,18,216,224,27.99,27.959999999999994,0.3562231759656651,216, , ,30311225, ,216,18,33.49,27.959999999999994,0,,,,,0,,,Catena Appellation 750ml,,
Catena Appellation White Clay,098709288669,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,18,216,224,27.99,,0,216, , ,30298601, ,216,18,,,,,,,,,,,,,
Catena Cabernet Sauvignon,098709088504,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,16,192,210,25.99,24.959999999999997,0.3589743589743589,192,0, ,30309284, ,192,16,29.990000000000006,24.959999999999997,0,,,,,0,,,,,
Catena Chardonnay,098709088535,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,14.666666666666666,176,192,23.99,22.959999999999997,0.3612078977932636,176,0, ,30309285, ,176,14.666666666666666,26.990000000000006,22.959999999999997,0,,,,,0,,,,,
Catena Malbec,098709088580,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,16.666666666666668,200,220,27.99,25.959999999999994,0.3579866461222391,200, , ,30309286, ,200,16.666666666666668,30.490000000000006,25.959999999999994,0,,312,17.97,22.99,14,,,Catena Malbec 750ml,,
Catena Tinto Historic Red,098709099852,Wine,750 ml,12,Winebow,Winebow (Grape Beginnings),,All,16,192,209,25.99,,0,192, , ,30309288, ,192,16,,,,,,,,,,,,,
Catena Zapata River Stone Malb,098709099364,Wine,750 ml,3,Winebow,Winebow (Grape Beginnings),,All,156.66666666666666,470,470,234.99,0,0,470,0,,30291698,,470,156.66666666666666,99.99,0,0,,,,,0,,,,,
