upc,Department,Retail,GM %,Deal,Deal Unit Cost,Unit Cost
88352143057,Spirits,26.38,2638,157.5,,
88352142647,Spirits,97.63,9763,585,,
88352141886,Spirits,48.88,4888,292.5,,
860000348249,Spirits,44.97,4497,269,,
860000348270,Spirits,52.63,5263,315,,
88352142241,Spirits,18.88,1888,112.5,,
850039598210,Spirits,50.13,5013,300,,
88352142623,Spirits,60.13,6013,360,,
88352142630,Spirits,60.13,6013,360,,
84380360947,Spirits,7.5,750,88.95,,
850019399141,Spirits,7.65,765,49,,0.13
850019399127,Spirits,7.65,765,49,,0.13
850019399103,Spirits,7.65,765,49,,0.13
80432104538,Spirits,60.13,6013,360,,
80432291672,Spirits,24.82,2482,297,,
84279908434,Spirits,12.39,1239,83,,0.17
88004190187,Spirits,3.82,382,45,,
87116011670,Spirits,17.83,1783,119.95,,0.06
87116048072,Spirits,9.67,967,129,,0.06
87116048249,Spirits,10.42,1042,138,,0.05
87116048140,Spirits,10.62,1062,142.2,,0.05
87116013872,Spirits,6.05,605,144,,
87116017726,Spirits,3.22,322,153.25,,
87116003507,Spirits,17.01,1701,115,,0.07
87116011625,Spirits,9.67,967,129,,0.06
87116048188,Spirits,10.64,1064,142.4,,0.05
87116013421,Spirits,11.29,1129,134.4,,
87116012738,Spirits,10.48,1048,136.73,,0.05
87116048119,Spirits,11.63,1163,138.5,,
87116007017,Spirits,6.43,643,88.13,,0.07
87116012479,Spirits,8.15,815,108.78,,0.07
87116016538,Spirits,14.02,1402,83,,
87116047761,Spirits,8.55,855,101.5,,
87116016767,Spirits,14.02,1402,83,,
87116048010,Spirits,8.08,808,95.9,,
87116048294,Spirits,9.45,945,126.4,,0.06
87116017535,Spirits,2.01,201,119.75,,
87116017641,Spirits,5.65,565,134.4,,
87116013025,Spirits,10.48,1048,136.73,,0.05
87116011519,Spirits,16.18,1618,95.95,,
87116011526,Spirits,8.54,854,101.4,,
87116018709,Spirits,12.97,1298,76.75,,
87116048430,Spirits,9.72,972,115.5,,
87116036642,Spirits,11.71,1171,69.17,,
87116036628,Spirits,8.16,816,96.87,,
87116019027,Spirits,5.4,540,128.4,,
87116011564,Spirits,6.43,643,88.13,,0.08
87116017627,Spirits,11.71,1171,81.23,,0.07
87116018310,Spirits,8.15,815,108.78,,0.07
87116013964,Spirits,5.4,540,128.4,,
87116018730,Spirits,2.98,298,142,,
87116018693,Spirits,6.43,643,88.13,,0.08
87116048614,Spirits,11.71,1171,81.23,,0.08
87116048621,Spirits,8.15,815,108.78,,0.07
87116013971,Spirits,5.57,557,132.5,,
87116018921,Spirits,3.01,301,143.5,,
87116012110,Spirits,8.33,833,111,,0.06
87116048645,Spirits,9.08,908,119.98,,0.06
87116002838,Spirits,8.15,815,108.78,,0.07
87116013230,Spirits,5.65,565,134.4,,
87116011687,Spirits,10.48,1048,136.73,,0.05
87116011458,Spirits,5.4,540,128.4,,
87116013193,Spirits,6.43,643,88.13,,0.08
87116034617,Spirits,8.15,815,108.78,,0.07
87116038158,Spirits,11.71,1171,81.23,,0.08
87116048270,Spirits,9.67,967,129,,0.06
87116018952,Spirits,8.54,854,115.4,,0.06
87116048669,Spirits,10.09,1009,134,,0.05
87116014152,Spirits,8.15,815,108.78,,0.07
87116010116,Spirits,8.92,892,120,,0.06
87116080027,Spirits,,0,94.5,,
87116014367,Spirits,0.87,87,103.2,,
87116014411,Spirits,9.22,922,115,,0.18
87116014381,Spirits,0.87,87,103.2,,
87116014473,Spirits,9.21,921,115,,0.18
87116014527,Spirits,11.59,1159,73.9,,0.26
87116014541,Spirits,4.5,450,106.8,,
87116014589,Spirits,7.32,732,92.25,,0.23
87116015357,Spirits,11.59,1159,73.9,,0.24
87116015371,Spirits,9.21,921,115,,0.18
87116015432,Spirits,4.5,450,106.8,,
87116015470,Spirits,0.87,87,103.2,,
87116014398,Spirits,0.87,87,103.2,,
87116014435,Spirits,9.21,921,115,,0.18
87116014510,Spirits,4.5,450,106.8,,
87116014565,Spirits,7.32,732,92.25,,0.23
87116014619,Spirits,11.59,1159,73.9,,0.26
8711601478,Spirits,0.87,87,103.2,,
87116014794,Spirits,9.21,921,115,,0.18
87116014817,Spirits,11.59,1159,73.9,,0.21
87116014459,Spirits,9.21,921,115,,0.18
87116014978,Spirits,11.59,1159,73.9,,0.26
87116014855,Spirits,9.21,921,115,,0.18
87116014633,Spirits,11.59,1159,73.9,,0.26
87116014657,Spirits,9.21,921,115,,0.18
87116014664,Spirits,4.5,450,106.8,,
87116014695,Spirits,7.32,732,92.25,,0.23
8711601470,Spirits,0.87,87,103.2,,
87116011267,Spirits,5.62,562,66.3,,
87116013735,Spirits,4.0,400,95,,
87116018099,Spirits,9.73,973,63.03,,0.14
87116018167,Spirits,2.26,226,107.5,,
87116048324,Spirits,6.88,688,81.5,,
87116011045,Spirits,,0,119.4,,
87116013742,Spirits,,0,144,,
87116048348,Spirits,12.88,1288,153.5,,
87116063846,Spirits,18.52,1852,110,,
695521151425,Spirits,33.17,3317,198,,
695521121015,Spirits,33.5,3350,220,,0.05
695521151449,Spirits,24.5,2450,146,,
87647074427,Spirits,23.83,2383,142,,
48415520621,Spirits,22.63,2263,134.96,,
96749000814,Spirits,37.67,3767,225,,
88004143541,Spirits,16.48,1648,197,,
860001779615,Spirits,37.25,3725,222,,
860006826130,Spirits,57.58,5758,344,,
860001779646,Spirits,24.97,2497,178,,0.14
860001779677,Spirits,41.92,4192,250,,
860001779660,Spirits,24.97,2497,178,,0.14
80686929444,Spirits,0.54,54,64.2,,
80686926474,Spirits,8.79,879,104.7,,
80686926313,Spirits,8.79,879,104.7,,
80686929376,Spirits,8.79,879,104.7,,
80686000839,Spirits,8.79,879,104.7,,
80686926573,Spirits,12.35,1235,73.29,,
80686002550,Spirits,8.79,879,104.7,,
80686929437,Spirits,3.07,307,72.95,,
80686929468,Spirits,2.14,214,101.88,,
80686929451,Spirits,12.35,1235,73.29,,
89708465427,Spirits,7.29,729,86.7,,
860003208324,Spirits,14.0,1400,168,,
73811115003,Spirits,18.08,1808,217,,
695521151777,Spirits,46.83,4683,280,,
695521151746,Spirits,50.17,5017,300,,
695521152347,Spirits,40.17,4017,240,,
695521152354,Spirits,50.17,5017,300,,
695521151869,Spirits,40.17,4017,240,,
695521153993,Spirits,50.17,5017,300,,
695521152491,Spirits,19.4,1940,128,,0.06
695521151586,Spirits,15.13,1513,101,,0.08
695521154792,Spirits,15.13,1513,101,,0.08
695521154860,Spirits,19.63,1963,128,,0.06
695521154822,Spirits,15.13,1513,101,,0.08
695521152187,Spirits,22.63,2263,146,,0.05
695521151203,Spirits,35.56,3556,225,,0.04
695521153115,Spirits,18.42,1842,220,,
695521154853,Spirits,22.56,2256,147,,0.05
400000006789,Spirits,0.09,9,90,,
73705081339,Spirits,1.83,183,4.5,,
88004012724,Spirits,9.91,991,58.33,,
88004012755,Spirits,5.71,571,67.33,,
88004022754,Spirits,8.35,835,99,,
88004012786,Spirits,0.69,69,81.2,,
652080000083,Spirits,25.17,2517,150,,
21296006019,Spirits,8.09,809,96,,
8014115001236,Spirits,46.67,4667,280,,
801411500154,Spirits,22.92,2292,137.5,,
801411500246,Spirits,32.25,3225,193.5,,
82000109693,Spirits,12.39,1239,73.35,,
5504035839,Spirits,8.44,844,49.5,,0.09
80925100146,Spirits,30.19,3019,180,,
858173008183,Spirits,2.56,256,72,,0.06
858173008190,Spirits,2.56,256,72,,0.06
858173008039,Spirits,2.56,256,72,,0.06
858173008114,Spirits,2.56,256,72,,0.06
858173008213,Spirits,2.56,256,72,,0.06
858173008015,Spirits,2.56,256,72,,0.06
858173008237,Spirits,2.56,256,72,,0.06
858173008572,Spirits,2.56,256,72,,0.06
80432530177,Spirits,23.42,2342,280,,
80432530115,Spirits,22.56,2256,269.95,,
80432113271,Spirits,33.88,3388,202.45,,
80432200308,Spirits,52.66,5266,315.18,,
87116000384,Spirits,22.43,2243,152.5,,0.12
87116019003,Spirits,17.89,1789,213.61,,
87116000896,Spirits,22.35,2235,152,,0.13
87116001985,Spirits,0.68,68,80.4,,
87116019010,Spirits,15.55,1555,204.51,,0.07
87116019058,Spirits,13.25,1325,176.86,,0.09
87116001992,Spirits,0.68,68,80.4,,
87116019034,Spirits,15.54,1554,204.41,,0.09
87116001978,Spirits,0.68,68,80.4,,
87116019096,Spirits,7.59,759,90,,
87116019102,Spirits,22.35,2235,152,,0.13
87116019126,Spirits,13.25,1325,176.86,,0.09
87116019119,Spirits,15.63,1563,204.51,,0.07
843750100008,Spirits,16.06,1606,191.9,,
843750100039,Spirits,13.66,1366,163.1,,
700073100392,Spirits,6.08,608,70,,
724129573220,Spirits,11.73,1173,137.8,,
724129573282,Spirits,6.25,625,72,,
724029573206,Spirits,7.17,717,83,,
700073100378,Spirits,4.25,425,48,,
724129573237,Spirits,11.73,1173,137.8,,
700073100361,Spirits,6.25,625,72,,
724129573213,Spirits,11.73,1173,137.8,,
700073100385,Spirits,4.25,425,48,,
724129573299,Spirits,6.25,625,72,,
700073002023,Spirits,4.25,425,48,,
724129573183,Spirits,7.17,717,83,,
724129573190,Spirits,7.17,717,83,,
700073100354,Spirits,6.25,625,72,,
811538019675,Spirits,29.73,2973,195.01,,0.04
818844024355,Spirits,16.71,1671,199.46,,
818844024362,Spirits,18.67,1867,130.4,,0.07
818844024997,Spirits,1.54,154,183.2,,
811538019569,Spirits,16.71,1671,199.46,,
736040544227,Spirits,41.61,4161,248.5,,0.02
736040544234,Spirits,31.69,3169,189,,0.02
736040544241,Spirits,35.69,3569,213,,0.02
7503010756156,Spirits,59.0,5900,348,,
7503010756125,Spirits,49.0,4900,288,,
7503010756248,Spirits,92.33,9233,548,,
708747152869,Spirits,36.0,3600,210,,
708747152890,Spirits,36.0,3600,210,,
708747152852,Spirits,36.0,3600,210,,
856581003141,Spirits,18.15,1815,216.25,,
856581003202,Spirits,28.04,2804,166.75,,
88320005080,Spirits,19.5,1950,116,,
851694003668,Spirits,4.36,436,25,,0.33
851694003774,Spirits,3.86,386,22,,0.36
851694003682,Spirits,4.36,436,25,,0.33
851694003743,Spirits,3.86,386,22,,0.36
88352130859,Spirits,24.88,2488,148.5,,
736040012986,Spirits,23.83,2383,142,,
736040005063,Spirits,22.67,2267,135,,
736040005186,Spirits,13.46,1346,159.96,,
736040503309,Spirits,22.17,2217,132,,
865674000165,Spirits,38.75,3808,231.71,,
856581006142,Spirits,65.38,6471,391.45,,
856581006043,Spirits,38.75,3808,231.71,,
856581006258,Spirits,40.62,3996,242.95,,
865674000158,Spirits,40.62,3996,242.95,,
860003718490,Spirits,20.17,2017,120,,
753182543086,Spirits,22.77,2277,135.6,,
753182543062,Spirits,18.5,1850,110,,
860003718445,Spirits,16.43,1643,97.56,,
860003718452,Spirits,16.43,1643,97.56,,
753182543079,Spirits,20.83,2083,124,,
80244008123,Spirits,13.59,1359,161.9,,0.03
83664869787,Spirits,24.83,2483,148,,
83664869800,Spirits,12.42,1242,148,,
850046669088,Spirits,47.61,4761,304,,0.01
850046669071,Spirits,47.61,4761,304,,0.01
850046669095,Spirits,47.61,4761,304,,0.01
850046669064,Spirits,39.63,3963,256,,0.01
7503021171054,Spirits,19.12,1912,228,,
7503021171085,Spirits,21.12,2112,252,,
14800582154,Spirits,0.75,75,16.8,,
14800582178,Spirits,1.04,104,23.8,,
14800582024,Spirits,1.04,104,23.8,,
41409000062,Spirits,1.03,103,23.76,,
14800582048,Spirits,1.88,188,21.6,,
88352133935,Spirits,15.13,1513,90,,
88352117942,Spirits,13.65,1365,163,,
88352117935,Spirits,23.18,2318,138.25,,
88352131238,Spirits,74.97,7497,449,,
850004947654,Spirits,21.1,2110,252,,
63927787721,Spirits,0.11,11,30,,
80432114025,Spirits,233.38,23338,1399.45,,0.0
80686001027,Spirits,12.56,1256,149.92,,
80686001034,Spirits,15.92,1592,190.27,,
80686001072,Spirits,25.12,2512,149.9,,
80686001010,Spirits,1.13,113,134.6,,
80432586174,Spirits,63.67,6367,381,,
80432106419,Spirits,121.83,12183,730,,
80432108321,Spirits,355.13,35513,1064.58,,
80432115626,Spirits,795.27,79527,2385,,
80432110751,Spirits,64.31,6431,385.08,,
31259004624,Spirits,15.45,1545,215,,0.02
31259000725,Spirits,64.73,6473,418,,0.01
31259000701,Spirits,15.45,1545,215,,0.02
31259000695,Spirits,15.45,1545,215,,0.02
850424002902,Spirits,28.69,2869,171,,
851718000710,Spirits,27.88,2788,166.5,,
851718000673,Spirits,30.13,3013,180,,
851718000703,Spirits,27.88,2788,166.5,,
895412001031,Spirits,21.29,2129,126.25,,
87236002411,Spirits,,0,268.56,,
87236002831,Spirits,,0,251.88,,
87236003432,Spirits,,0,521.88,,
87236001131,Spirits,,0,234.96,,
87236001162,Spirits,,0,413.88,,
87236001209,Spirits,,0,467.96,,
87236001216,Spirits,,0,193.08,,
302448000469,Spirits,,0,2025,,
197644894079,Spirits,24.36,2436,158,,0.06
198168596999,Spirits,30.42,3042,198,,0.05
860013231330,Spirits,4.77,477,112,,
860013231347,Spirits,4.77,477,112,,
87116003354,Spirits,12.83,1283,169.85,,0.05
87116036000,Spirits,12.83,1283,169.85,,0.05
87116036062,Spirits,1.0,100,119.25,,
87116007284,Spirits,12.83,1283,169.85,,0.05
87116004023,Spirits,12.83,1283,169.85,,0.05
87116003514,Spirits,12.83,1283,169.85,,0.05
87116000803,Spirits,12.83,1283,169.85,,0.05
87116000827,Spirits,1.0,100,119.25,,
87116036116,Spirits,12.83,1283,169.85,,0.05
87116036147,Spirits,1.0,100,119.25,,
87116000834,Spirits,12.83,1283,169.85,,0.05
87116000926,Spirits,12.83,1283,169.85,,0.05
87116007291,Spirits,12.83,1283,169.85,,0.05
87116001916,Spirits,12.83,1283,169.85,,0.05
87116001930,Spirits,2.87,287,136.8,,
761371708437,Spirits,26.21,2621,180,,0.01
761371708420,Spirits,22.5,2250,154,,0.01
83664869725,Spirits,26.44,2644,157.5,,
83664869213,Spirits,15.0,1500,89,,0.05
83664869282,Spirits,18.0,1800,107,,0.04
689768872311,Spirits,43.42,4342,520,,
689768871314,Spirits,18.0,1800,215,,
689768873318,Spirits,24.0,2400,287,,
182972000346,Spirits,53.61,5361,336,,0.01
182972000377,Spirits,26.28,2628,172.02,,0.03
182972001411,Spirits,26.61,2661,174,,0.03
3329069990044,Spirits,37.94,3794,241.98,,0.02
8800400033,Spirits,8.44,844,49.5,,0.26
88004000349,Spirits,5.34,534,62.95,,
88004021016,Spirits,1.38,138,65,,
88004016302,Spirits,8.28,828,48.5,,
8800400900,Spirits,12.94,1294,76.5,,
88004008925,Spirits,3.99,399,46.68,,
489048904890,Spirits,4.62,462,54,,
85232128302,Spirits,6.01,601,71.15,,
85232158309,Spirits,1.54,154,72.95,,
85232168308,Spirits,2.75,275,65.1,,
96749702756,Spirits,20.0,2000,239,,
80244006839,Spirits,51.94,5194,310.5,,
855866007010,Spirits,42.58,4258,254,,
855866007058,Spirits,42.58,4258,254,,
88076183650,Spirits,22.68,2268,135,,
855439000738,Spirits,3.96,396,22.75,,
855439000653,Spirits,3.96,396,22.75,,
855439000691,Spirits,3.96,396,22.75,,
86767221063,Spirits,18.31,1831,218.75,,
88004037475,Spirits,18.89,1889,225.5,,
842790083258,Spirits,1.16,116,64,,0.11
80686140122,Spirits,12.79,1279,75.75,,
80686140207,Spirits,7.25,725,86,,
80686143031,Spirits,9.85,985,58.33,,
80686141129,Spirits,9.85,985,58.33,,
80686141204,Spirits,7.25,725,86,,
88320630046,Spirits,14.25,1425,170,,
699013000550,Spirits,28.85,2885,172,,
84279978833,Spirits,10.92,1092,92.6,,0.17
84279914695,Spirits,6.98,698,82.63,,
84279901176,Spirits,8.32,832,98.75,,
84279903514,Spirits,10.92,1092,92.6,,0.17
84279972275,Spirits,6.98,698,82.63,,
84279972251,Spirits,10.92,1092,92.6,,0.17
84279004761,Spirits,10.92,1092,92.6,,0.17
84279912912,Spirits,6.98,698,82.63,,
84279901152,Spirits,8.32,832,98.75,,
84279902715,Spirits,10.92,1092,92.6,,0.17
84279002798,Spirits,6.98,698,82.63,,
84279993577,Spirits,7.78,778,92.25,,
84279993584,Spirits,10.92,1092,92.6,,0.17
84279914633,Spirits,6.98,698,82.63,,
84279901671,Spirits,10.92,1092,92.6,,0.17
84279906102,Spirits,7.78,778,92.25,,
860002743608,Spirits,22.63,2163,135,,
16600000760,Spirits,5.88,588,69.5,,
16600001040,Spirits,6.0,600,71,,
1667436,Spirits,3.9,390,22.400000000000002,,
16600000739,Spirits,8.0,800,7.000000000000001,,
1667135,Spirits,3.9,390,22.400000000000002,,
1667232,Spirits,6.06,606,71.68,,
862018000270,Spirits,35.69,3569,213,,
9024153040875,Spirits,18.92,1892,224,,
680203040074,Spirits,33.93,3393,202.5,,
890355051198,Spirits,17.76,1776,212,,
890355001018,Spirits,21.93,2193,130.5,,
890355001049,Spirits,1.34,134,160,,
890355051112,Spirits,10.99,1099,130.75,,
890355051136,Spirits,36.18,3618,216,,
85000035764,Spirits,17.76,1776,212,,
85000006856,Spirits,1.34,134,160,,
890355001094,Spirits,8.05,806,160,,
890355001551,Spirits,17.76,1776,212,,
85000007464,Spirits,1.34,134,160,,
85000037652,Spirits,17.76,1776,212,,
85000006863,Spirits,1.34,134,160,,
85000035771,Spirits,16.22,1622,193.5,,
85000023334,Spirits,0.68,68,80,,
85000023358,Spirits,20.18,2018,120,,
85000024690,Spirits,14.16,1416,168.8,,
86767520104,Spirits,3.88,388,185,,
86767705433,Spirits,7.17,717,85,,
86767520227,Spirits,0.75,75,88.5,,
86767520043,Spirits,18.83,1883,225,,0.02
86767520067,Spirits,14.25,1425,170,,0.02
721059003094,Spirits,112.63,11263,674.96,,
721059003711,Spirits,187.63,18763,1125,,
721059957502,Spirits,32.38,3238,193.46,,
721059003421,Spirits,233.47,23347,1400,,
721059000000,Spirits,52.63,5263,315,,
881314623631,Spirits,6.1,610,72,,
86024015411,Spirits,15.13,1513,90,,
86024015435,Spirits,7.57,757,89.99,,
86024000233,Spirits,0.67,67,79.2,,
850034204444,Spirits,9.88,988,58.45,,
850034204222,Spirits,9.88,988,58.45,,
850034204024,Spirits,9.88,988,58.45,,
850034204529,Spirits,9.88,988,58.45,,
850034204123,Spirits,9.88,988,58.45,,
864784000164,Spirits,45.18,4518,269.95,,
858232007041,Spirits,48.93,4893,292.46,,
864784000119,Spirits,30.19,3019,180,,
83664868377,Spirits,14.67,1467,175,,0.14
83664869121,Spirits,6.42,642,153,,
83664869718,Spirits,12.25,1225,146,,0.15
83664869619,Spirits,1.01,101,120,,
83664868735,Spirits,18.83,1883,112,,0.19
40232478666,Spirits,30.58,3058,182,,
196852401789,Spirits,8.78,878,62,,0.08
197644216758,Spirits,8.78,878,62,,0.08
197644897254,Spirits,8.78,878,62,,0.08
88352133775,Spirits,7.63,763,45,,
88352132518,Spirits,9.13,913,54,,
88352132525,Spirits,10.47,1047,62,,
88352120089,Spirits,9.13,913,54,,
787440374020,Spirits,36.13,3613,216,,
80686831013,Spirits,10.66,1066,127.16000000000001,,
80686831020,Spirits,12.11,1211,144.56,,
80686832010,Spirits,10.66,1066,127.16000000000001,,
80686832027,Spirits,12.11,1211,144.56,,
80686835424,Spirits,20.79,2079,248.73,,
850002707045,Spirits,22.68,2268,135,,
869251000302,Spirits,42.43,4243,253.5,,
850040206326,Spirits,55.18,5518,330,,
869251000326,Spirits,26.43,2643,157.5,,
869251000319,Spirits,31.1,3110,185.5,,
813515010866,Spirits,4.86,486,242,,
88004140045,Spirits,120.27,12027,360,,
88004139940,Spirits,30.0,3000,179,,
89156801686,Spirits,4.97,497,28.8,,
89156801136,Spirits,4.44,444,25.65,,
89156801143,Spirits,4.29,429,24.75,,
89156001369,Spirits,4.44,444,25.65,,
89156001314,Spirits,3.2,320,37.35,,
89156001321,Spirits,5.72,572,33.3,,
89156801693,Spirits,5.19,519,30.15,,
89156862328,Spirits,4.74,474,27.45,,
89156801280,Spirits,4.44,444,25.65,,
89156001284,Spirits,6.5,650,38.03,,
89156801174,Spirits,4.44,444,25.65,,
89156810053,Spirits,7.97,797,46.8,,
89156810039,Spirits,7.07,707,41.4,,
89156001116,Spirits,6.32,632,36.9,,
89156801112,Spirits,3.92,392,22.5,,
89156862977,Spirits,5.42,542,31.5,,
89156801273,Spirits,4.29,429,24.75,,
89156810046,Spirits,7.97,797,46.8,,
89156810022,Spirits,7.07,707,41.4,,
89156001123,Spirits,5.38,538,31.28,,
89156801129,Spirits,3.54,354,20.25,,
89156001130,Spirits,3.77,377,21.6,,
89156801082,Spirits,3.34,334,19.04,,
9024153090856,Spirits,22.25,2225,266,,
80368430015,Spirits,22.5,2250,134,,
80368435010,Spirits,26.5,2650,158,,
80368401015,Spirits,31.17,3117,186,,
80368403019,Spirits,29.67,2967,177,,
88076200999,Spirits,10.58,1058,125.95,,
88076201002,Spirits,17.32,1732,102.95,,
80432401583,Spirits,4.08,408,97.13,,
80432401620,Spirits,9.44,944,112.44,,
80432401644,Spirits,15.11,1511,89.85,,
720815980235,Spirits,5.65,565,66.6,,
8733805,Spirits,10.75,1075,127.95,,
8776509,Spirits,5.0,500,59,,
8773502,Spirits,2.65,265,62.5,,
87000007321,Spirits,11.34,1134,135,,
87000700703,Spirits,15.18,1518,90,,
82000002543,Spirits,11.34,1134,135,,
82000002550,Spirits,15.84,1584,189,,
80432401217,Spirits,2.58,258,122.97,,
80432401224,Spirits,4.08,408,97.13,,
720815985735,Spirits,5.65,565,66.6,,
720815985834,Spirits,5.65,565,66.6,,
720815985964,Spirits,7.42,742,87.91,,
720815988347,Spirits,11.81,1181,69.73,,
80432400012,Spirits,8.57,857,102,,
80432401255,Spirits,9.44,944,112.44,,
80432401262,Spirits,15.11,1511,89.85,,
80432401231,Spirits,7.87,787,93.65,,
80432401248,Spirits,7.87,787,93.65,,
720815988729,Spirits,4.28,428,50.2,,
720815988835,Spirits,5.65,565,66.6,,
720815987340,Spirits,13.7,1370,81.02,,
87000700758,Spirits,16.03,1603,95,,
88004036164,Spirits,13.5,1350,161,,
88004037345,Spirits,13.6,1360,162,,
88004037352,Spirits,24.19,2419,144,,
8712200,Spirits,0.1,10,,,
720815985308,Spirits,0.6,60,71.05,,0.3
720815984530,Spirits,5.65,565,66.6,,
720815980402,Spirits,0.6,60,71.05,,0.3
88076185821,Spirits,20.18,2018,120,,
88076185838,Spirits,20.18,2018,120,,
5060448760008,Spirits,20.18,2018,120,,
88076185845,Spirits,20.18,2018,120,,
9016019624,Spirits,15.08,1508,180,,
9016019334,Spirits,16.92,1692,202,,
9016019556,Spirits,1.51,151,180,,
810852037136,Spirits,40.5,4050,240,,0.0
810035510111,Spirits,21.18,2118,126,,
810035510791,Spirits,1.35,135,80,,
787790983385,Spirits,10.33,1033,121,,
19962719615,Spirits,10.33,1033,121,,
19962719714,Spirits,10.33,1033,121,,
19962720017,Spirits,10.33,1033,121,,
19962719912,Spirits,10.33,1033,121,,
19962719813,Spirits,10.33,1033,121,,
88004038670,Spirits,12.85,1285,153,,
39383011648,Spirits,97.87,9787,292.5,,
39383009928,Spirits,97.87,9787,292.5,,
81391913421,Spirits,0.58,58,57,,
854645007388,Spirits,13.82,1382,98.18,,0.05
862989000231,Spirits,7.58,758,107.4,,0.05
862989000224,Spirits,7.58,758,107.4,,0.05
862989000217,Spirits,7.58,758,107.4,,0.05
862989000200,Spirits,7.58,758,107.4,,0.05
852010002129,Spirits,19.69,1969,117,,
852010002020,Spirits,19.69,1969,117,,
852010002051,Spirits,19.69,1969,117,,
88076170865,Spirits,34.68,3468,207,,
720815270039,Spirits,22.63,2263,135,,
720815270138,Spirits,34.63,3463,207,,
851312006040,Spirits,22.04,2204,130.75,,
851312006095,Spirits,24.25,2425,144,,
851312006026,Spirits,19.04,1904,112.75,,
851312006019,Spirits,16.0,1600,94.5,,
851312006002,Spirits,16.0,1600,94.5,,
857860002121,Spirits,15.25,1525,60,,
857860002114,Spirits,15.25,1525,60,,
857860002329,Spirits,16.17,1617,96,,
857860002145,Spirits,15.25,1525,60,,
857860002138,Spirits,15.25,1525,60,,
857860002350,Spirits,16.17,1617,96,,
80686110040,Spirits,7.37,737,87.6,,
80686110613,Spirits,7.37,737,87.6,,
80686110484,Spirits,7.37,737,87.6,,
80686110026,Spirits,7.37,737,87.6,,
80686110101,Spirits,7.37,737,87.6,,
80686110149,Spirits,15.07,1507,180,,
860265002405,Spirits,23.59,2359,282,,
860265002443,Spirits,25.69,2569,153,,
860265002429,Spirits,2.01,201,240,,
860008141217,Spirits,36.63,3663,219,,
860008141200,Spirits,2.56,256,122,,
721059831000,Spirits,11.31,1131,134.91,,
721059621007,Spirits,11.31,1131,134.91,,
721059001199,Spirits,11.31,1131,134.91,,
721059691000,Spirits,11.31,1131,134.91,,
721059631006,Spirits,11.31,1131,134.91,,
721059010009,Spirits,15.41,1541,183.95,,
721059017503,Spirits,22.49,2249,133.95,,0.04
721059003759,Spirits,6.06,606,71.91,,
721059007504,Spirits,9.03,903,107.61,,
721059000505,Spirits,1.54,154,184,,
81128002145,Spirits,0.18,18,,,
82000000099,Spirits,14.52,1452,173.25,,
82000105749,Spirits,20.83,2083,124,,
82000000105,Spirits,11.76,1176,140,,
8201209,Spirits,2.67,267,127,,
8256209,Spirits,5.5,550,131,,
8295004,Spirits,8.08,808,96,,0.2
8200608,Spirits,8.42,842,100,,0.2
82000802181,Spirits,8.09,809,96,,
82000802198,Spirits,14.85,1485,88,,
8215008,Spirits,0.67,67,79,,
8269504,Spirits,0.67,67,79,,
8214009,Spirits,0.67,67,79,,
82000731528,Spirits,10.17,1017,121,,
82000788508,Spirits,8.09,809,96,,
8239503,Spirits,0.67,67,79,,
82000003922,Spirits,10.17,1017,121,,
82000723943,Spirits,14.85,1485,88,,
82000790822,Spirits,8.09,809,96,,
82000001102,Spirits,4.38,438,51.43,,
8210003,Spirits,0.67,67,79,,
82000001027,Spirits,10.17,1017,121,,
82000788515,Spirits,8.09,809,96,,
8233703,Spirits,0.67,67,79,,
82000759621,Spirits,10.17,1017,121,,
82000790839,Spirits,8.09,809,96,,
82000732884,Spirits,14.85,1485,88,,
8239008,Spirits,0.67,67,79,,
82000723875,Spirits,10.17,1017,121,,
82000006831,Spirits,0.67,67,79,,
82000799436,Spirits,15.96,1596,94.67,,
8228109,Spirits,0.67,67,79,,
82000750727,Spirits,10.17,1017,121,,
82000775836,Spirits,8.09,809,96,,
8224404,Spirits,0.67,67,79,,
82000747321,Spirits,10.17,1017,121,,
8267807,Spirits,0.67,67,79,,
82000797203,Spirits,8.09,809,96,,
82000797210,Spirits,14.85,1485,88,,
82000003984,Spirits,4.38,438,51.43,,
8240004,Spirits,0.67,67,79,,
82000003977,Spirits,10.17,1017,121,,
82000723998,Spirits,14.85,1485,88,,
82000788522,Spirits,8.09,809,96,,
82000788096,Spirits,10.17,1017,121,,
82000788102,Spirits,14.85,1485,88,,
82000778639,Spirits,8.09,809,96,,
8253202,Spirits,0.67,67,79,,
82000806554,Spirits,15.21,1521,44.53,,
82000729358,Spirits,10.17,1017,121,,
82000790815,Spirits,8.09,809,96,,
8240509,Spirits,0.67,67,79,,
82000004028,Spirits,10.17,1017,121,,
82000004011,Spirits,8.09,809,96,,
82000724049,Spirits,14.85,1485,88,,
8200802,Spirits,2.11,211,110.5,,0.09
8256102,Spirits,4.06,406,96.45,,
8247201,Spirits,0.67,67,79,,
8200501,Spirits,10.15,1015,120.75,,0.05
82000727606,Spirits,15.12,1512,89.73,,
82000790808,Spirits,8.09,809,96,,
8211604,Spirits,0.67,67,79,,
82000001188,Spirits,10.17,1017,121,,
82000757528,Spirits,10.17,1017,121,,
5021692500949,Spirits,23.96,2396,286.5,,
858764003122,Spirits,22.57,2257,270,,
