Product Description,Product UPC,Department,Category (for markup),Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net Unit Cost,Net Case Cost,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Non-Buy Month Invoice,Item Number,Avg Retail,Avg Club,Avg Sale,Competitor Pricing,Markup %,Invoice Price,Neilson,Total Wine,Cub,Color
99 PINEAPPLE SCHNAPPS 99 10/12PK,080660010700,Liquor,Schnapps,50ml,120,Sazerac,Southern Wine & Spirits, ,ALL,0.6074999999999999,72.89999999999999,79.2,0.99,,0.3863636363636364,72.1,79.2,395103,1.49,1.24,0,,0.5,72.1,,,,
99 PINEAPPLE SCHNAPPS 99 PET,080660010670,Liquor,Schnapps,375ml,24,Sazerac,Southern Wine & Spirits, ,ALL,5.033333333333333,120.8,120,6.99,8.96,0.43824404761904767,120,120,395097,9.99,8.96,0,,0.5,120,,,,
99 PINEAPPLE SCHNAPPS 99 PET LSE,080660010694,Liquor,Schnapps,100ml,48,Sazerac,Southern Wine & Spirits,,ALL,1.0114583333333333,48.55,63.7,1.99,1.96,0.4839498299319728,47.75,63.7,395096,2.29,1.96,0,,0.5,47.75,,,,
99 RAINBOW LIQ 99 PET 10/12PK,088004076696,Liquor,Schnapps,50ml,120,Sazerac,Southern Wine & Spirits, ,ALL,0.6074999999999999,72.89999999999999,79.2,1.49,1.26,0.5178571428571429,72.1,79.2,692149,1.49,1.26,0,,0.5,72.1,,,,
99 ROOT BEER LIQ 99,088004023812,Liquor,Schnapps,750ml,12,Sazerac,Southern Wine & Spirits,,ALL,10.045833333333333,120.55,144.25,15.99,14.96,0.32848707664884147,119.75,119.75,442546,17.49,14.96,0,,0.3,119.75,,,,
99 ROOT BEER LIQ 99 10/12PK PET,088004023850,Liquor,Schnapps,50ml,120,Sazerac,Southern Wine & Spirits, ,ALL,0.6074999999999999,72.89999999999999,79.2,0.99,,0.3863636363636364,72.1,79.2,442556,1.49,1.24,0,,0.5,72.1,615,0.99,1,
99 STRAWBERRIES LIQ 99 PET 10/12PK,088004039653,Liquor,Schnapps,50ml,120,Sazerac,Southern Wine & Spirits, ,ALL,0.6074999999999999,72.89999999999999,79.2,0.99,,0.3863636363636364,72.1,79.2,969875,1.49,1.24,0,,0.5,72.1,,,,
99 WATERMELONS SCHNAPPS 99,089000991013,Liquor,Schnapps,750ml,12,Sazerac,Southern Wine & Spirits,,ALL,10.045833333333333,120.55,144.25,15.99,14.96,0.32848707664884147,119.75,119.75,295502,16.99,14.96,0,,0.3,119.75,,,,
99 WATERMELONS SCHNAPPS 99 10/12PK,089000991044,Liquor,Schnapps,50ml,120,Sazerac,Southern Wine & Spirits, ,ALL,0.6074999999999999,72.89999999999999,79.2,0.99,,0.3863636363636364,72.1,79.2,295501,1.49,1.24,0,,0.5,72.1,457,0.99,1,
99 WHIPPED CREAM SCHNAPPS 99,089000993079,Liquor,,750ml,12,Sazerac,Southern Wine & Spirits,,ALL,10.045833333333333,120.55,144.25,15.99,,0.3717427558890974,119.75,119.75,282047,,,,,0.3,119.75,,,,
99 XXPRESSO COFFEE LIQ 99 10/12PK,089000992010,Liquor,Schnapps,50ml,120,Sazerac,Southern Wine & Spirits, ,ALL,0.6074999999999999,72.89999999999999,79.2,0.99,,0.3863636363636364,72.1,79.2,144925,1.49,1.24,0,,0.5,72.1,,,,
Aalborg Jubilaeums Akvavit,817469010309,Liquor,,750ml,6,Sazerac,Bellboy Corporation,,ALL,20.5,123,122,25.99,,0.21123509041939204,122,122,8289434,,,,,0.3,122,,,,
Aalborg Taffel Akvavit,817469020049,Liquor,Cordials,700ml,6,Sazerac,Bellboy Corporation,,ALL,17,102,101,21.99,,0.22692132787630737,101,101,8289444,24.99,0,0,,0.3,101,,,,
ABERFELDY SCO SMALT 12YR 80,080480220006,Liquor,Whisky/Whiskey,750ml,6,BACARDI USA INC,Southern Wine & Spirits, ,FEBRUARY|JUNE|AUGUST|October|December,32.696666666666665,196.18,218.75,46.99,43.96,0.25621777373369736,195.38,195.38,412191,52.99,43.96,0,,0.3,195.38,,,,
Aberlour A'bunadh,080432516171,Liquor,Whisky/Whiskey,750ml,6,Pernod,Bellboy Corporation,,ALL,92.5,555,554,119.99,104.96,0.11871189024390238,554,554,8162524,119.99,104.96,0,,0.3,554,,,,
ABERLOUR A'BUNADH ALBA SCOTCH124,80432000441,Liquor,,750ml,6,Pernod,Southern Wine & Spirits, ,ALL,96.145,576.87,576.07,124.99,,0.23077846227698215,576.07,576.07,561346,,,,,0.3,576.07,,,,
Aberlour Highland 12 Yr,080432102145,Liquor,Whisky/Whiskey,750ml,6,Pernod,Bellboy Corporation,,ALL,47.666666666666664,286,285,61.99,,0.23105877292036356,285,285,8162544,59.99,49.95,0,,0.3,285,,,,
Aberlour Highland 16 Yr,080432102169,Liquor,Whisky/Whiskey,750ml,6,Pernod,Bellboy Corporation,,ALL,94.33333333333333,566,565,121.99,117.96,0.20029388493274555,565,565,8162554,136.99,117.96,0,,0.3,565,,,,
ABERLOUR SCOTCH SMALT 12YR 80,080432102145,Liquor,Whisky/Whiskey,750ml,6,Pernod,Southern Wine & Spirits,,ALL,45.415,272.49,292.45,62.99,49.95,0.09079079079079086,271.69,271.69,339084,59.99,49.95,0,,0.3,271.69,,,,
Absente,689768211028,Liquor,,750ml,12,Crillon,Bellboy Corporation,,ALL,29.416666666666668,353,352,37.99,,0.22567342283056946,352,352,8279714,,,,,0.3,352,,,,
Absente Grande,689768222024,Liquor,,750ml,6,Crillon,Bellboy Corporation,,ALL,42.666666666666664,256,255,54.99,,0.2241013517609263,255,255,8279204,,,,,0.3,255,,,,
Absinthe Ordinaire,689768241001,Liquor,Cordials,750ml,12,Crillon,Bellboy Corporation,,ALL,19.583333333333332,235,234,24.99,,0.2163532079498466,234,234,8279814,24.99,0,0,,0.3,234,,,,
Absolut Citron Vodka,835229001602,Liquor,Vodka,1.75L,6,Pernod,Bellboy Corporation,5 cs mix & match Absolut 1.75s  -  one invoice,ALL,24,144,186.45,39.99,29.96,0.19893190921228307,143,143,8565329,34.99,29.96,0,,0.3,143,,,,
ABSOLUT CKTL BRY VODKARITA 20CAN4P,089540535319,Liquor,RTD,4pk 12oz can,6,Pernod,Southern Wine & Spirits, ,ALL,6.59,39.54,51.6,10.99,10.96,0.39872262773722633,38.74,43.95,621124,12.49,10.96,0,,0.3,38.74,509,9.49,9.99,0
ABSOLUT CKTL GRAPEF PALOMA 14CAN4P,089540535296,Liquor,RTD,4pk 12oz can,6,Pernod,Southern Wine & Spirits, ,ALL,6.59,39.54,51.6,10.99,,0.40036396724294815,38.74,43.95,967738,12.99,0,0,,0.3,38.74,,,,0
ABSOLUT CKTL MANGO MULE 14CAN4P,089540535289,Liquor,RTD,4pk 12oz can,6,Pernod,Southern Wine & Spirits, ,ALL,6.59,39.54,51.6,10.99,10.96,0.39872262773722633,38.74,43.95,619357,12.49,10.96,0,,0.3,38.74,,,,0
ABSOLUT CKTL MOJITO 30,089540536309,Liquor,,750ml,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,14.388333333333335,172.66000000000003,205.2,21.99,,0.3456874336819765,171.86,171.86,614566,,,,,0.3,171.86,,,,0
ABSOLUT CKTL OS CRAN 6/4PK,080432001110,Liquor,,4pk 12oz can,6,Pernod,Southern Wine & Spirits, ,ALL,6.59,39.54,51.6,10.99,,0.40036396724294815,38.74,43.95,613494,,,,,0.3,38.74,,,,0
ABSOLUT CKTL OS CRAN PINE 6/4PK,080432001134,Liquor,,4pk 12oz can,6,Pernod,Southern Wine & Spirits, ,ALL,6.59,39.54,51.6,10.99,,0.40036396724294815,38.74,43.95,613386,,,,,0.3,38.74,,,,0
ABSOLUT CKTL RASPBERRY LEMONADE 30,089540536293,Liquor,,750ml,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,14.388333333333335,172.66000000000003,205.2,21.99,,0.3456874336819765,171.86,171.86,614567,,,,,0.3,171.86,,,,0
Absolut Mandrin Vodka,835229002609,Liquor,Vodka,1.75L,6,Pernod,Bellboy Corporation,5 cs mix & match Absolut 1.75s -  one invoice,ALL,24,144,186.45,39.99,32.96,0.2718446601941748,143,143,8565349,37.99,32.96,0,,0.3,143,,,,
ABSOLUT OS VARIETY PACK 3/8K,080432001257,Liquor,RTD,8pk 12oz can,3,Pernod,Southern Wine & Spirits, ,ALL,13.18,39.54,51.6,21.99,,0.40063665302410184,38.74,43.95,615004,23.99,19.96,0,,0.3,38.74,459,18.99,17.99,0
ABSOLUT PINEAP MARTINI STILL CAN4P,089540535401,Liquor,,4pk 12oz can,6,Pernod,Southern Wine & Spirits, ,ALL,6.59,39.54,51.6,10.99,,0.40036396724294815,38.74,43.95,541709,,,,,0.3,38.74,,,,0
Absolut Vodka 1.75L,835229000605,Liquor,Vodka,1.75L,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,22.91111111111111,137.46666666666667,186.48,39.99,27.96,0.3161361468764902,184.5,165.68,13146,31.99,27.96,0,8.030000000000001,0.3,184.5,63,24.99,35.99,0
Absolut Vodka 1.75L,835229000605,Liquor,Vodka,1.75L,6,Pernod,Bellboy Corporation,5 cs mix & match Absolut 1.75s  -  one invoice,ALL,24,144,186.45,39.99,27.96,0.14163090128755368,143,143,8565319,31.99,27.96,0,8.030000000000001,0.3,143,63,24.99,35.99,
Absolut Vodka 200ml,835229000100,Liquor,Vodka,200ml,24,Pernod,Southern Wine & Spirits, ,ALL,4.9075,117.78,145.68,7.99,,0.38579474342928666,116.98,116.98,80171,10.99,0,0,,0.5,116.98,,,,0
Absolut Vodka 300ml,835229000209,Liquor,Vodka,375ml,24,Pernod,Southern Wine & Spirits, ,ALL,8.373333333333333,200.96,231.8,12.99,12.96,0.3539094650205762,200.16,205.3,13223,14.99,12.96,0,,0.5,200.16,580,12.49,X,0
Absolut Vodka 50ml,835229000001,Liquor,,50ml,120,Pernod,Southern Wine & Spirits, ,ALL,1.2075,144.9,171.8,1.99,,0.39321608040201006,144.1,144.1,10462,2.99,0,0,,0.5,144.1,,,,0
Absolut Vodka 750ml,835229000308,Liquor,Vodka,750ml,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.097125,145.1655,205.2,21.99,17.96,0.3542803452115813,192.2,171.86,15403,19.99,17.96,0,18.99,0.3,192.2,321,17.99,X,0
Absolut Vodka Apeach 750ml,835229001138,Liquor,,750ml,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.097125,145.1655,205.2,21.99,,0.44988062755798086,192.2,171.86,346639,,,,,0.3,192.2,,,,0
Absolut Vodka Apeach Liter,835229001145,Liquor,Vodka,Liter,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,15.950458333333335,191.40550000000002,251.4,26.99,24.96,0.3809912526709401,238.44,238.44,574485,29.99,24.96,0,,0.4,238.44,,,,0
Absolut Vodka Citron 1.75L,835229001602,Liquor,Vodka,1.75L,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,22.91111111111111,137.46666666666667,186.48,39.99,29.96,0.3617879394748554,184.5,184.5,13503,34.99,29.96,0,,0.3,184.5,,,,0
Absolut Vodka Citron 375ml,835229001206,Liquor,,375ml,24,Pernod,Southern Wine & Spirits, ,ALL,8.373333333333333,200.96,231.8,12.99,,0.35540159096741086,200.16,205.3,1806,,,,,0.5,200.16,,,,0
Absolut Vodka Citron 50ml,835229001008,Liquor,,50ml,120,Pernod,Southern Wine & Spirits, ,ALL,1.2075,144.9,171.8,1.99,,0.39321608040201006,144.1,144.1,10951,,,,,0.5,144.1,,,,0
Absolut Vodka Citron 750ml,835229001305,Liquor,,750ml,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.097125,145.1655,205.2,21.99,19.96,0.41898171342685375,192.2,171.86,10952,,,,,0.3,192.2,,,,0
Absolut Vodka Citron Liter,835229001404,Liquor,Vodka,Liter,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,238.44,10950,24.99,21.96,0,,0.3,238.44,550,23.99,23.99,0
Absolut Vodka Colors Liter,835229010116,Liquor,Vodka,Liter,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,238.44,361381,24.99,21.96,0,,0.3,238.44,,,,0
ABSOLUT VODKA ELYX 84.6,835229000728,Liquor,,Liter,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,19.402583333333332,116.4155,167.95,35.99,21.96,0.16199529447480274,163.45,163.45,332433,,,,,0.3,163.45,,,,0
Absolut Vodka Grapefruit 1.75L,835229010451,Liquor,,1.75L,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,22.91111111111111,137.46666666666667,186.48,39.99,32.96,0.4198776294498382,184.5,184.5,905271,,,,,0.3,184.5,,,,0
Absolut Vodka Grapefruit 750ml,835229010437,Liquor,,750ml,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.097125,145.1655,205.2,21.99,19.96,0.41898171342685375,192.2,171.86,905407,,,,,0.3,192.2,,,,0
Absolut Vodka Grapefruit Liter,835229001244,Liquor,Vodka,Liter,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,238.44,905409,24.99,21.96,0,,0.3,238.44,,,,0
Absolut Vodka Juice Liter,835229010802,Liquor,Vodka,Liter,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,9.752583333333332,58.515499999999996,125.7,26.99,21.96,0.6014306314511233,105.55,112.81,934850,24.99,21.96,0,,0.3,105.55,,,,0
Absolut Vodka Juice Strawberry 750ml,835229010611,Liquor,,750ml,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,16.15,96.89999999999999,102.55,21.99,19.96,0.2409819639278558,96.1,85.93,933359,,,,,0.3,96.1,,,,0
Absolut Vodka Lime 1.75L,835229010291,Liquor,Vodka,1.75L,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,22.91111111111111,137.46666666666667,186.48,39.99,32.96,0.4198776294498382,184.5,184.5,414576,39.99,32.96,0,,0.3,184.5,,,,0
Absolut Vodka Lime 750ml,835229010277,Liquor,,750ml,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.097125,145.1655,205.2,21.99,19.96,0.41898171342685375,192.2,171.86,414579,,,,,0.3,192.2,,,,0
Absolut Vodka Lime Liter,835229010284,Liquor,Vodka,Liter,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,238.44,414578,24.99,21.96,0,,0.3,238.44,,,,0
Absolut Vodka Liter,835229000407,Liquor,Vodka,Liter,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,238.44,15402,24.99,21.96,0,2.0299999999999976,0.3,238.44,157,21.99,23.99,0
Absolut Vodka Liter,835229000407,Liquor,Vodka,Liter,12,Pernod,Bellboy Corporation,5 cs mix & match Absolut  liters -  one invoice,ALL,19.953333333333333,239.44,241.9,25.99,21.96,0.0913782635094111,238.44,238.44,8565315,24.99,21.96,0,2.0299999999999976,0.3,238.44,157,21.99,23.99,
Absolut Vodka Mandrin 1.75L,835229000711,Liquor,Vodka,1.75L,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,22.91111111111111,137.46666666666667,186.48,39.99,32.96,0.4198776294498382,184.5,184.5,33110,38.99,32.96,0,,0.3,184.5,,,,0
Absolut Vodka Mandrin 750ml,835229002302,Liquor,,750ml,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.097125,145.1655,205.2,21.99,19.96,0.41898171342685375,192.2,171.86,47876,,,,,0.3,192.2,,,,0
Absolut Vodka Mandrin Liter,835229002401,Liquor,Vodka,Liter,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,238.44,47875,24.99,21.96,0,,0.3,238.44,,,,0
Absolut Vodka Mango 750ml,835229001428,Liquor,,750ml,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.097125,145.1655,205.2,21.99,19.96,0.41898171342685375,192.2,171.86,346850,,,,,0.3,192.2,,,,0
Absolut Vodka Mango Liter,835229001435,Liquor,Vodka,Liter,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,238.44,346851,24.99,21.96,0,,0.3,238.44,,,,0
Absolut Vodka Pears 750ml,835229001336,Liquor,,750ml,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.097125,145.1655,205.2,21.99,19.96,0.41898171342685375,192.2,171.86,346511,,,,,0.3,192.2,,,,0
Absolut Vodka Pears 750ml,835229001343,Liquor,Vodka,Liter,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,238.44,573233,24.99,21.96,0,,0.3,238.44,,,,0
Absolut Vodka Peppar 750ml,835229004306,Liquor,,750ml,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.097125,145.1655,205.2,21.99,19.96,0.41898171342685375,192.2,171.86,546234,,,,,0.3,192.2,,,,0
Absolut Vodka Peppar Liter,835229004405,Liquor,Vodka,Liter,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,238.44,554076,24.99,21.96,0,,0.3,238.44,,,,0
Absolut Vodka Raspberri 750ml,835229008304,Liquor,,750ml,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.097125,145.1655,205.2,21.99,,0.44988062755798086,192.2,171.86,546230,,,,,0.3,192.2,,,,0
Absolut Vodka Raspberri Liter,835229008403,Liquor,Vodka,Liter,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,238.44,546232,24.99,21.96,0,,0.3,238.44,,,,0
Absolut Vodka Tabasco Chili Pepper Liter,835229011151,Liquor,Vodka,Liter,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.029916666666667,72.1795,251.4,53.99,21.96,0.49772692774741956,119.2,184.46,686533,26.99,22.96,0,,0.3,119.2,,,,0
Absolut Vodka Vanilla 750ml,835229006300,Liquor,,750ml,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.097125,145.1655,205.2,21.99,,0.44988062755798086,192.2,171.86,546235,,,,,0.3,192.2,,,,0
Absolut Vodka Vanilla Liter,835229006409,Liquor,Vodka,Liter,12,Pernod,Southern Wine & Spirits, ,January|April|July|October,15.950458333333335,191.40550000000002,251.4,26.99,21.96,0.29642721615057677,238.44,238.44,546237,24.99,21.96,0,,0.3,238.44,,,,0
Absolut Vodka Watermelon 750ml,835229010994,Liquor,,750ml,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,8.177583333333333,49.06549999999999,102.55,21.99,19.96,0.6404016366065466,96.1,85.93,988225,,,,,0.3,96.1,,,,0
Absolut Vodka Watermelon Liter,835229011007,Liquor,Vodka,Liter,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.030916666666668,72.1855,125.7,26.99,21.96,0.4976813904068002,119.22,109.8,988223,24.99,21.96,0,,0.3,119.22,,,,0
Absolut Vodka Wild Berri 1.75L,835229011083,Liquor,,1.75L,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,22.91111111111111,137.46666666666667,186.48,39.99,32.96,0.4198776294498382,184.5,184.5,571941,,,,,0.3,184.5,,,,0
Absolut Vodka Wild Berri 750ml,835229011069,Liquor,,750ml,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,8.177583333333333,49.06549999999999,102.55,21.99,19.96,0.6404016366065466,96.1,85.93,584269,,,,,0.3,96.1,,,,0
Absolut Vodka Wild Berri Liter,835229011076,Liquor,,Liter,6,Pernod,Southern Wine & Spirits, ,January|April|July|October,12.030916666666668,72.1855,125.7,26.99,21.96,0.4976813904068002,119.22,109.8,584270,,,,,0.3,119.22,,,,0
Abstinence Cape Citrus,850050187035,Non-Alcoholic,,750ml,6,Cureated Beverage,Libation Project,Case 1,ALL,24.166666666666668,145,148,31.99,,0.2445555902886318,142,,655645,,,,,0.3,142,,,,
Abstinence Cape Spice,606610826495,Non-Alcoholic,,750ml,6,Cureated Beverage,Libation Project,Case 1,ALL,24.166666666666668,145,148,31.99,,0.2445555902886318,142,,655646,,,,,0.3,142,,,,
Adictivo Tequila Plata,75000462214319,Liquor,,750ml,6,Stoller,Vinocopia,Net Down Pricing,ALL,34.083333333333336,204.5,225,48.99,,0.30427978499013403,203,,58642,,,,,0.3,203,,,,
Adictivo Tequila Reposado,7500462214326,Liquor,Agave,750ml,6,Stoller,Vinocopia,Net Down Pricing,ALL,37.833333333333336,227,247.5,53.99,,0.2992529480768043,225.5,,58652,56.99,49.96,0,,0.3,225.5,,,,
ADMIRAL NELSON RUM BLK PATCH PET94,96749000944,Liquor,,1.75L,6,Heaven Hill,Southern Wine & Spirits, ,ALL,13.418333333333331,80.50999999999999,108,22.99,,0.4163404378715384,79.71,88.2,385643,,,,,0.3,79.71,,,,
ADMIRAL NELSON RUM CHERRY SPICED60,088352126821,Liquor,Rum,1.75L,6,Heaven Hill,Southern Wine & Spirits, ,ALL,12.133333333333333,72.8,99,20.99,11.95,-0.015341701534170174,72,85.5,240133,13.79,11.95,0,,0.3,72,,,,
ADMIRAL NELSON RUM CHERRY SPICED60,096749086337,Liquor,Rum,Liter,12,Heaven Hill,Southern Wine & Spirits, ,ALL,6.816666666666666,81.8,108,11.99,9.96,0.31559571619812593,81,99,240139,11.99,9.96,0,,0.3,81,,,,
ADMIRAL NELSON RUM SPICED 70,096749086283,Liquor,Rum,Liter,12,Heaven Hill,Southern Wine & Spirits, ,ALL,6.816666666666666,81.8,108,11.99,9.96,0.31559571619812593,81,99,62593,11.49,9.96,0,,0.3,81,,,,
ADMIRAL NELSON RUM SPICED 70 PET,088352115283,Liquor,Rum,750ml,12,Heaven Hill,Southern Wine & Spirits, ,ALL,6.066666666666666,72.8,99,10.99,8.96,0.32291666666666674,72,79.2,123741,9.99,8.96,0,,0.3,72,,,,
ADMIRAL NELSON RUM SPICED 70 PET,096749086269,Liquor,Rum,1.75L,6,Heaven Hill,Southern Wine & Spirits, ,ALL,12.133333333333333,72.8,99,20.99,15.96,0.2397660818713451,72,85.5,12732,18.99,15.96,0,,0.3,72,,,,
Admiral Nelson's Spiced Rum,096749086269,Liquor,Rum,1.75L,6,Heaven Hill,Bellboy Corporation,Case 1,January|April|July|August|October|December,15.375,92.25,91.25,19.99,,0.23086543271635812,91.25,91.25,7865419,18.99,15.96,0,,0.3,91.25,,,,
Adnams English Single Malt Whiskey,5016878600971,Liquor,American Whiskey,750ml,12,,New France Wine,,ALL,52.708333333333336,632.5,666,84.99,70.96,0.2572106350995865,630,630,AdnamsSingleMalt,84.99,70.96,0,,0.3,630,,,,
AG PERINO VERMOUTH DRY CLASSICO,848375008555,Liquor,Vermouth,750ml,12,PRECEPT WINE BRANDS LLC,Southern Wine & Spirits, ,ALL,6.7275,80.73,93.93,9.99,,0.32657657657657657,79.93,79.93,984693,11.99,0,0,,0.3,79.93,,,,
AG PERINO VERMOUTH SWEET CLASSICO,848375008562,Liquor,Vermouth,750ml,12,PRECEPT WINE BRANDS LLC,Southern Wine & Spirits, ,ALL,6.7275,80.73,93.93,9.99,,0.32657657657657657,79.93,79.93,984695,11.99,0,0,,0.4,79.93,,,,
Agalima Organic Marg Mix 750ml,070491402355,Misc,Mixes,750ml,6,,Johnson Brothers Liquor Co,,ALL,7.513333333333333,45.08,43.98,9.99,,0.24791458124791466,43.98,,9348,0,0,0,,0.3,43.98,,,,
Agavero Tequila Liqueur,811538012072,Liquor,Cordials,750ml,6,Crillon,Bellboy Corporation,,ALL,20.5,123,122,25.99,,0.21123509041939204,122,122,8479434,33.99,0,0,,0.3,122,,,,
Aguardiente Cristal,088320630008,Liquor,,750ml,12,Shaw Ross,Bellboy Corporation,,ALL,14.416666666666666,173,172,18.99,,0.2408285062313498,172,172,8279514,,,,,0.4,172,,,,
Agwa De Bolivia,666900100129,Liquor,,750ml,6,Babco,Bellboy Corporation,,ALL,20.166666666666668,121,120,25.99,,0.2240605361036295,120,120,8211234,,,,,0.3,120,,,,
Akashi Ume Plum Whisky,4969265758834,Liquor,Whisky/Whiskey,750ml,6,High Road,The Wine Company,,ALL,23.916666666666668,143.5,156,33.99,34.96,0.31588482074752094,142,142,18865,39.99,34.96,0,,0.4,142,,,,
Akashi Whisky,4969265778597,Liquor,Whisky/Whiskey,750ml,6,High Road,The Wine Company,Akashi Whisky,ALL,32.583333333333336,195.5,212,45.99,39.96,0.18460126793460122,194,212,18864,42.99,39.96,0,,0.3,194,,,,June 1 Update
Allen's Gold Butterscotch,089552900716,Liquor,,Liter,12,MS Walker,Bellboy Corporation,,ALL,6.916666666666667,83,82,8.99,,0.23062662217278457,82,82,7202065,,,,,0.3,82,,,,
Allen's Gold Peach,089552477263,Liquor,,Liter,12,MS Walker,Bellboy Corporation,,ALL,6.916666666666667,83,82,8.99,,0.23062662217278457,82,82,7202005,,,,,0.4,82,,,,
Alma Del Jaguar Blanco 750ml,660457529808,Liquor,Agave,750ml,6,Morningside Brands,Maverick Wine Company,1btl on 1 cs,ALL,35.30747126436781,211.8448275862069,262,56.99,,0.38046198869331793,244,244,S-MS-ADJB-TE,53.99,44.96,0,,0.3,244,,,,
Alto Del Carmen Pisco,088320152005,Liquor,Cordials,750ml,12,Shaw Ross,Bellboy Corporation,,ALL,15.583333333333334,187,186,19.99,,0.2204435551108887,186,186,8268614,19.99,0,0,,0.3,186,,,,
Aluminum Bottle Opener,024409949807,Misc,,Unit,100,B & F Systems,Bellboy Corporation,,ALL,0.523,52.3,51.3,0.99,,0.4717171717171717,51.3,51.3,PHO100,,,,,0.3,51.3,,,,
Alvisa 10yr Brandy 750ml,8437005781542,Liquor,Brandy,750ml,6,Indigo,Bellboy Corporation,case 1,ALL,12.066666666666668,72.4,78,16.99,,0.28977830096134966,78,78,6480224,0,0,0,,0.3,78,,,,
