REMOVE?,Supplier Supported Tasting Item,Distributor,Supplier,Item Number,Product UPC,Product Description,Department,Size,Units/Case,Deal Description,Buy Months (if appl.),Case 1 (Retail),Buy Month Invoice,Non-Buy Month Invoice,Free Case Value,Buy Qty,Free Qty,EO $,EO Cases,EO Period,EO Notes,Net Case,Net/Unit,Net Case EO,Net Cs EO/Unit,Retail,Club,GM%,Competitor Pricing,Distributor (1)
moving distributors, ,Paustis Wine Company,"Premium Port Wines, Inc",13486,094799020684,DOW'S 40YR TAWNY,Wine,750 ml,6,,All,952,952,952,,,,1,,,,,953,158.83333333333334,953,158.83333333333334,237.99,199.96,0.2056744682269787,219.98999999999995
moving distributors, ,Paustis Wine Company,"Premium Port Wines, Inc",12033,094799020028,Dow's Fine Ruby Porto,Wine,750 ml,12,,All,156,135,135,,,,1,,,,,136,11.333333333333334,136,11.333333333333334,19.99,0,0,16.523333333333337
moving distributors, ,Paustis Wine Company,"Premium Port Wines, Inc",10502,094799020011,Dow's Fine Tawny Porto,Wine,750 ml,12,,All,156,135,135,,,,1,,,,,136,11.333333333333334,136,11.333333333333334,19.99,16.960000000000004,0.3317610062893083,19.990000000000002
moving distributors, ,Paustis Wine Company,"Premium Port Wines, Inc",10503,094799020349,Dow's Late Bottled Vint,Wine,750 ml,12,,All,235,208,208,,,,1,,,,,209,17.416666666666668,209,17.416666666666668,28.99,,0.3992181211912153,27.990000000000006
moving distributors, ,Paustis Wine Company,"Premium Port Wines, Inc",12113,094799090694,"Dow's Quinta do Vesuvio 2019
",Wine,750 ml,6,,All,350,350,350,,,,1,,,,,351,58.5,351,58.5,87.99,78.626,0.25597130720118033,89.99
moving distributors, ,Paustis Wine Company,"Premium Port Wines, Inc",12221,094799020738,Dow's Vale Do Bomfim Douro,Wine,750 ml,12,,All,135,112,112,,,,1,,,,,113,9.416666666666666,113,9.416666666666666,16.99,13.093333333333339,0.2808044806517315,15.990000000000004
moving distributors, ,Paustis Wine Company,"Premium Port Wines, Inc",1317,094799021131,"Dow's Vintage 2016
",Wine,750 ml,6,,All,515,515,515,,,,1,,,,,516,86,516,86,128.99,109.96000000000002,0.21789741724263384,129.99
moving distributors, ,Paustis Wine Company,"Premium Port Wines, Inc",2355,094799100034,"Prat & Symington Post Scriptum
",Wine,750 ml,6,,All,140,120,120,,,,1,,,,,121,20.166666666666668,121,20.166666666666668,34.99,28.62533333333333,0.2954958311984721,34.99
Disco,Requires Dale's approval,Libation Project,Libation Project,90001,752541007542,West 32 Soju Classic,Wine,750 ml,6,Case 1,All,96,92,92,,,,3,,,,,95,15.833333333333334,95,15.833333333333334,23.99,22.959999999999997,0.31039488966318224,24.990000000000006
Disco, ,Maverick Wine Company,Brooks,DW-BW-PN-JN-17,400000009384,Brooks WV Janus Pinot Noir,Wine,750 ml,12,,All,312,300,,,,,1.5,,,,,301.5,25.125,301.5,25.125,38.99,,0.3556040010259041,39.99
Disco,,Maverick Wine Company,Tri-vin,IW-TV-BO-CA- RSV-15,8411423031106,Cerro Anon Gran Reserva 2015 750ml,Wine,750 ml,12,Buyer's Select,All,255.95999999999998,210,,,,,1.5,,,,,211.5,17.625,211.5,17.625,31.99,26.29333333333333,0.3296779918864096,31.990000000000006
Disco, ,Maverick Wine Company,Venge,IW-VEN-CR-1904-ZF-18,400000005683,"Croix Estate 1904 Zinfandel
",Wine,750 ml,6,,All,264,240,,,,,1.5,,,,,241.5,40.25,241.5,40.25,65.99,58.62600000000001,0.3134445467881146,65.99
Disco, ,Maverick Wine Company,FEL,DW-CL-FEL-PN-SAVOY-19,400000006925,FEL Savoy Pinot Noir 2014,Wine,750 ml,6,,All,372,340.02,,,,,1.5,,,,,341.52,56.919999999999995,341.52,56.919999999999995,92.99,,0.387891171093666,
Disco, ,Maverick Wine Company,LMR,DW-LMR-FS-CH-19,894591002129,Long Meadow Ranch Farmstead Chardonnay,Wine,750 ml,12,m/m 100cs deal in a year,All,207.95999999999998,159.96,,,,,1.5,,,,,161.46,13.455,161.46,13.455,25.99,,0.4823008849557522,
Disco, ,Maverick Wine Company,LMR,DW-LMR-AV-ROS-22,894591002303,Long Meadow Ranch Rose of Pinot Noir ,Wine,750 ml,12,m/m 100cs deal in a year,All,272,264,,,,,1.5,,,,,265.5,22.125,265.5,22.125,33.99,27.96,0.20869098712446355,34.99
Disco,Y,New France Wine,,HuberHugoSparkRose,9120013662727,Hubert Hugo Sparkling Rose,Wine,750 ml,12,,All,176,152,152,,,,,,,,,152,12.666666666666666,152,12.666666666666666,21.99,,0.4239805972411702,17.990000000000002
Disco,,New France Wine,,GarciaJAUnculin,664841101502,Jose Garcia Unculin Bierzo (Red),Wine,750 ml,12,,All,168,160,160,,,,,,,,,160,13.333333333333334,160,13.333333333333334,20.99,,0.3647768778783547,
Disco,,New France Wine,,LaGerlaBirba16,676080030086,La Gerla Birba IGT Toscana,Wine,750 ml,12,,All,300,280,280,,,,,,,,,280,23.333333333333332,280,23.333333333333332,37.99,,0.3858032815653243,
Disco,,New France Wine,,JorgensenCF21,55416033020184,LJ Cabernet Franc,Wine,750 ml,12, ,All,328,316,316,,,,,,,,,316,26.333333333333332,316,26.333333333333332,40.99,37.96,0.30628731998595016,31.990000000000006
Disco,,New France Wine,,JorgensenRose20,554164252018,LJ Rose of Cabernet Franc,Wine,750 ml,12,,All,208,192,192,,,,,,,,,192,16,192,16,25.99,,0.38437860715659866,
Disco,,New France Wine,,LopezGravonia14,721384040061,Lopez de Heredia Gravonia,Wine,750 ml,12,,All,312,312,312,,,,,,,,,312,26,312,26,38.99,,0.33316234932033856,
Disco,,New France Wine,,LuziadeRipa,857131002010,Luzia de Ripa White,Wine,750 ml,12,,All,136,128,128,,,,,,,,,128,10.666666666666666,128,10.666666666666666,16.99,,0.3721797135569943,
Disco,,New France Wine,,MalatGVCrazyC20,9120008894003,Malat 'Crazy Creatures' Gruner Veltliner,Wine,750 ml,12,,All,208,184,184,,,,,,,,,184,15.333333333333334,184,15.333333333333334,25.99,,0.4100294985250737,25.990000000000006
Disco,,New France Wine,,PedrosaPedrosalRSV,400000022116,Pérez Pascuas El Pedrosal Reserva,Wine,750 ml,12,,All,300,300,300,,,,,,,,,300,25,300,25,37.99,,0.34193208739141884,39.99
Disco,Y,New France Wine,,PikoruaSB22,812153010375,Pikorua Sauvignon Blanc,Wine,750 ml,12,,All,136,120,120,,,,,,,,,120,10,120,10,16.99,6.981333333333335,-0.4323911382734908,17.990000000000002
Disco,,New France Wine,,PratelloTorrazzo,8033196720508,Pratello Torrazzo Valtenesi,Wine,750 ml,12,,All,128,96,96,,,,,,,,,96,8,96,8,15.99,,0.4996873045653534,
Disco,,New France Wine,,RogantoPiccolo,094922027634,Roganto Piccolo Red Blend,Wine,750 ml,12,,All,220,220,220,,,,,,,,,220,18.333333333333332,220,18.333333333333332,27.99,,0.34500416815529356,29.990000000000006
Disco,,New France Wine,,RoulotTessons19,761503334183,Roulot Meursault Clos du Haut Tesson '17,Wine,750 ml,6,,All,1600,1600,1600,,,,,,,,,1600,266.6666666666667,1600,266.6666666666667,399.99,299.96,0.11099257678801605,284.9899999999999
Disco,,New France Wine,,RoulotVireuils19,761503334138,Roulot Meursault Vireuils 2017,Wine,750 ml,6,,All,1100,1100,1100,,,,,,,,,1100,183.33333333333334,1100,183.33333333333334,274.99,249.96,0.26654931455699576,284.9899999999999
Disco,Y,New France Wine,,SpyValleySB22,835207000023,Spy Valley Sauvignon Blanc,Wine,750 ml,12,,All,184,168,168,,,,,,,,,168,14,168,14,22.99,0,0,24.990000000000006
Disco,,New France Wine,,TrinoroCupole19,727760507555,Tenuta di Trinoro Le Cupole,Wine,750 ml,12,,All,168,168,168,,,,,,,,,168,14,168,14,20.99,,0.33301572177227245,
Disco,,New France Wine,,SantosBrujosTempranillo18,7503019 402160,Vi?as del Sol Santos Brujos Tempranillo,Wine,750 ml,12,,All,384,360,360,,,,,,,,,360,30,360,30,47.99,,0.374869764534278,49.99
Disco,Y,New France Wine,,VVSPassione,8030227032500,VVS La Passione Sweet Red,Wine,750 ml,12,,All,80,64,64,,,,,,,,,64,5.333333333333333,64,5.333333333333333,9.99,3.7146666666666666,-0.43575017946877237,10.99
Disco, ,New France Wine,,ZajacCvicek22,3830036711239,Zajc Cvicek,Wine,Liter,12, ,All,132,120,120,,,,,,,,,120,10,120,10,16.99,,0.41141848145968213,
Disco, ,Phillips Wine & Spirits,MMD CRU,22880,8027185413618,Castiglion de Bosco Dainero,Wine,750 ml,12,Case 1,ALL,200,170,,0,1,0,1.1,,,,,171.1,14.258333333333333,171.1,14.258333333333333,24.99,,0.429438442043484,
Disco, ,Phillips Wine & Spirits,Justin CRU,000019270,085124159124,Landmark Overlook Chardonnay,Wine,750 ml,12,Case 1,ALL,240,204,,0,1,0,1.1,,,,,205.1,17.091666666666665,205.1,17.091666666666665,29.99,,0.4300878070467934,26.25666666666667
Disco, ,Phillips Wine & Spirits,Distinguished Vineyards CRU,000072413,086891025414,Markham Cabernet Sauvignon,Wine,750 ml,12,Case 1,ALL,412,384,,0,1,0,1.1,,,,,385.1,32.09166666666667,385.1,32.09166666666667,51.99,,0.3827338590754632,
Disco, ,Phillips Wine & Spirits,Distinguished Vineyards CRU,000072421,086891025438,Markham Merlot,Wine,750 ml,12,Case 1,All,280,236, ,,,,1.1,,,,,237.1,19.758333333333333,237.1,19.758333333333333,34.99,,0.43531485186243696,34.99
Disco, ,Phillips Wine & Spirits,Distinguished Vineyards CRU,000072462,086891025452,Markham Napa Chardonnay,Wine,750 ml,12,Case 1,All,240,216, ,,,,1.1,,,,,217.1,18.091666666666665,217.1,18.091666666666665,29.99,,0.39674335889741025,29.990000000000006
Disco, ,Phillips Wine & Spirits,Distinguished Vineyards CRU,000072496,086891025445,Markham Sauvignon Blanc,Wine,750 ml,12,Case 1,ALL,220,180,,0,1,0,1.1,,,,,181.1,15.091666666666667,181.1,15.091666666666667,27.99,,0.4608193402405621,15.990000000000004
Disco,,Southern Wine & Spirits,PURPLE WINE COMPANY,967849,851718000017,AVALON CABERNET SAUVIGNON LODI(SC),Wine,750ML,12,,ALL,104,88,88,,,,0.8,,,,,88.8,7.3999999999999995,88.8,7.3999999999999995,12.99,,0.4303310238645112,
Disco,,Southern Wine & Spirits,PURPLE WINE COMPANY,975592,851718000352,AVALON CHARDONNAY(SC),Wine,750ML,12,,ALL,104,88,88,,,,0.8,,,,,88.8,7.3999999999999995,88.8,7.3999999999999995,12.99,,0.4303310238645112,
Disco,,Southern Wine & Spirits,PURPLE WINE COMPANY,901675,851718000376,AVALON PINOT NOIR CALIF(SC),Wine,750ML,12,,ALL,104,88,88,,,,0.8,,,,,88.8,7.3999999999999995,88.8,7.3999999999999995,12.99,,0.4303310238645112,
Disco,,Southern Wine & Spirits,PURPLE WINE COMPANY,545954,851718001021,AVALON PINOT NOIR CALIF(SC),Wine,750ML,12,,ALL,104,88,88,,,,0.8,,,,,88.8,7.3999999999999995,88.8,7.3999999999999995,12.99,,0.4303310238645112,
Disco,,Southern Wine & Spirits,PURPLE WINE COMPANY,477008,851718000284,AVALON RED BLEND,Wine,750ML,12,,ALL,104,88,88,,,,0.8,,,,,88.8,7.3999999999999995,88.8,7.3999999999999995,12.99,,0.4303310238645112,
Disco,,Southern Wine & Spirits,PURPLE WINE COMPANY,970885,851718000246,AVALON SAUV BLANC FLINT&STEEL,Wine,750ML,12,,ALL,152,136,136,,,,0.8,,,,,136.8,11.4,136.8,11.4,18.99,,0.3996840442338072,
Disco,,Southern Wine & Spirits,PRECEPT WINE BRANDS LLC,471787,848375004588,HOUSE WINE RED BLEND CAN,Wine,375ML,24,,ALL,112,78,78,,,,0.8,,,,,78.8,3.283333333333333,78.8,3.283333333333333,6.99,,0.5302813543156891,
Disco,Yes,Vinocopia,BWS Group,18744,8801100130572,Good Day Grapefruit Soju,Wine,375 ml,24,1 on 15 cases NC,All,117,108.25,,108.25,15,1,1.5,,,,,102.984375,4.291015625,102.984375,4.291015625,6.99,6.959999999999997,0.3834747665229883,7.989999999999998
Disco,,Vinocopia,Aquilini Family Wines,31102,628623021303,Inches Cabernet,Wine,750ml,12,Buyer's Select,,120,79.3,,,,,1.5,,,,,80.8,6.733333333333333,80.8,6.733333333333333,14.99,,0.5508116522125862,15.990000000000004
Disco, ,Wine Merchants,Moet Hennessey,001871799,813497005270,Ace Armand De Brignac,Wine,750 ml,6, ,All,1362,1362, ,,,,1.1,,,,,1363.1,227.1833333333333,1363.1,227.1833333333333,340.99,349.96,0.3508305711128891,349.9899999999999
Disco, ,Wine Merchants,Vias,000018942,716898070529,Camigliano Brunello,Wine,750 ml,6, ,all,240,240, ,,,,1.1,,,,,241.1,40.18333333333333,241.1,40.18333333333333,59.99,,0.33016613880091134,
Disco, ,Wine Merchants,Vias,000018961,716898921364,Colpetrone Sagrantino,Wine,750 ml,12, ,all,240,240, ,,,,1.1,,,,,241.1,20.091666666666665,241.1,20.091666666666665,29.99,,0.330054462598644,
Disco,,Wine Merchants,Vias,000019395,716898962459,Fattoria Del Cerro Chianti,Wine,750 ml,12,,all,136,136,,,,,1.1,,,,,137.1,11.424999999999999,137.1,11.424999999999999,16.99,,0.32754561506768687,
Disco,,Wine Merchants,Vias,000023624,716898910146,Fattoria Del Cerro Rosso,Wine,750 ml,12,,all,136,136,,,,,1.1,,,,,137.1,11.424999999999999,137.1,11.424999999999999,16.99,,0.32754561506768687,
Disco,,Wine Merchants,Vias,1969649,8003545807105,Fontella Organic Chianti,Wine,750 ml,12,,all,108,92,,,,,1.1,,,,,93.1,7.758333333333333,93.1,7.758333333333333,13.99,,0.44543721705980466,
Disco,,Wine Merchants,frey,000013329,721512000905,Frey White Zinfandel,Wine,750 ml,12,6 free bottles Frey Natural Red on 7 quarterly ,All,88,88, ,90,7,0.5,1.1,, , ,,82.67142857142856,6.889285714285713,82.67142857142856,6.889285714285713,10.99,,0.37313141817236456,
Disco,,Wine Merchants,Jackson family,001815693,850023739094,"Giant Steps Primavera Pinot Noir
",Wine,750 ml,6,,all,225,225,,,,,1.1,,,,,226.1,37.68333333333333,226.1,37.68333333333333,55.99,,0.3269631481812229,64.99
Disco,,Wine Merchants,Jackson family,001348113,850023739056,"Giant Steps Terraford Chardonnay
",Wine,750 ml,6,,all,200,220,,,,,1.1,,,,,221.1,36.85,221.1,36.85,49.99,,0.2628525705141028,59.99
Disco,,Wine Merchants,Jackson family,1243461,850023739001,"Giant Steps Yarra Chardonnay
",Wine,750 ml,6,,all,210,210,,,,,1.1,,,,,211.1,35.18333333333333,211.1,35.18333333333333,52.99,,0.3360382462099768,
Disco,,Wine Merchants,Jackson family,1194451,850023739018,"Giant Steps Yarra Pinot Noir
",Wine,750 ml,6,,all,210,210,,,,,1.1,,,,,211.1,35.18333333333333,211.1,35.18333333333333,52.99,,0.3360382462099768,39.99
Disco, ,Wine Merchants,Hendry,000010065,811994010759,Hendry Albarino,Wine,750 ml,12, ,all,216,216,,,,,1.1,,,,,217.1,18.091666666666665,217.1,18.091666666666665,26.99,,0.3296900086451772,
Disco, ,Wine Merchants,Hendry,48447,811994010681,Hendry Barrel Fermented Chard,Wine,750 ml,12, ,all,336,336, ,,,,1.1,,,,,337.1,28.09166666666667,337.1,28.09166666666667,41.99,,0.33099150591410653,41.99
Disco, ,Wine Merchants,Hendry,000010064,811994010742,Hendry Un-Oaked Chardonnay,Wine,750 ml,12, ,all,216,216, ,,,,1.1,,,,,217.1,18.091666666666665,217.1,18.091666666666665,26.99,,0.3296900086451772,
Disco,,Wine Merchants,Moet Hennessey,12504,081753801809,Newton Chardonnay,Wine,750 ml,12,,all,176,148,,,,,1.1,,,,,149.1,12.424999999999999,149.1,12.424999999999999,21.99,,0.43497044110959526,
Disco,,Wine Merchants,Vias,000021811,665529001602,Produttori Barbaresco Rabaja,Wine,750 ml,12,,all,660,660,,,,,1.1,,,,,661.1,55.09166666666667,661.1,55.09166666666667,82.99,,0.3361649997991725,
Disco,,Wine Merchants,Vias,000021809,665529001541,Produttori Cru Asili Riserva,Wine,750 ml,12,,all,624,624,,,,,1.1,,,,,625.1,52.09166666666667,625.1,52.09166666666667,77.99,,0.3320724879258024,
Disco,,Wine Merchants,Vias,000021807,665529001626,Produttori Cru Rio Sordo,Wine,750 ml,12,,all,660,660,,,,,1.1,,,,,661.1,55.09166666666667,661.1,55.09166666666667,82.99,,0.3361649997991725,
Disco,,Wine Merchants,Vias,21135,665529005020,Produttori Langhe Nebbiolo,Wine,750 ml,12,,all,240,240,,,,,1.1,,,,,241.1,20.091666666666665,241.1,20.091666666666665,29.99,,0.330054462598644,
Disco,,Wine Merchants,Rombauer,43083,097921975104,Rombauer DS Cabernet Sauvignon,Wine,750 ml,6,,all,516,516,,,,,1.1,,,,,517.1,86.18333333333334,517.1,86.18333333333334,128.99,,0.33186035093159677,104.99
Disco, ,Wine Merchants,Vias,000020071,8034041270100,Santa Tresa Frappato,Wine,750 ml,12, ,all,136,136, ,,,,1.1,,,,,137.1,11.424999999999999,137.1,11.424999999999999,16.99,,0.32754561506768687,
Disco, ,Wine Merchants,Vias,16038,673087761821,Villalta Valpolicella Ripasso,Wine,750 ml,12, ,all,136,136, , ,,,1.1,, , ,,137.1,11.424999999999999,137.1,11.424999999999999,16.99,,0.32754561506768687,
Disco, ,Winebow (Grape Beginnings),Hope Family,30188140,657891716130,Treana White,Wine,750 ml,12,1 on 10 mix and match Treana - FG is Treana SB,All,280,152.14, ,188.18,10,1,0,0, , , ,133.32199999999997,11.110166666666665,133.32199999999997,11.110166666666665,34.99,24.959999999999997,0.5548811431623932,34.99
Disco,,Winebow (Grape Beginnings),Biagio Cru,30279920,761503224019,Trotereau Quincy,Wine,750 ml,12,,All,225.92,209.92,,,,,0,0,,,,209.92,17.493333333333332,209.92,17.493333333333332,27.99,,0.37501488626890556,
moving distributors,,Wine Merchants,Vias,000021140,716898961759,Colosi Nero d'Avola ,Wine,750 ml,12, ,All,152,152,,,,,1.1,, , ,,153.1,12.758333333333333,153.1,12.758333333333333,18.99,,0.32815516938739686,
moving distributors, ,Wine Merchants,Vias,001040309,850651005257,La Gioiosa Brut Rose,Wine,750 ml,12,1 free case of prosecco on 6,all,152,136, ,116.57,6,1,1.1,,,,,117.67166666666667,9.805972222222222,117.67166666666667,9.805972222222222,18.99,,0,
moving distributors,,Wine Merchants,Vias,001428062,850651005110,La Gioiosa Prosecco DOC,Wine,750 ml,12,1 free case of prosecco on 6,All,152,136, ,136,6,1,1.1,,,,,117.67142857142856,9.80595238095238,117.67142857142856,9.80595238095238,18.99,,0,
moving distributors, ,Wine Merchants,Vias,001391245,850651005158,La Gioiosa Prosecco DOCG,Wine,750 ml,6,1 free case of prosecco on 6,all,104,84, ,116.57,6,1,1.1,,,,,65.67166666666667,10.945277777777777,65.67166666666667,10.945277777777777,25.99,24.99,0.5620136943666355,
moving distributors,,Wine Merchants,Vias,000018949,8033286610016,Le Sughere Frassinello,Wine,750 ml,6,,all,264,264,,,,,1.1,,,,,265.1,44.18333333333334,265.1,44.18333333333334,65.99,,0.3304541092084658,
moving distributors,,Wine Merchants,Vias,000024031,665529000049,Produttori del Barbaresco,Wine,750 ml,12,,all,448,448,,,,,1.1,,,,,449.1,37.425000000000004,449.1,37.425000000000004,55.99,,0,
moving distributors,,Wine Merchants,Vias,1940747,716898962824,Rapido Pinot Grigio 750ml,Wine,750 ml,12,Buyer's Select,All,84,84,,,,,1.1,,,,,85.1,7.091666666666666,85.1,7.091666666666666,10.99,,0,
moving distributors,,Wine Merchants,Vias,1830010,716898962817,Rapido Sangiovese 750ml,Wine,750 ml,12,Buyer's Select,All,84,84,,,,,1.1,,,,,85.1,7.091666666666666,85.1,7.091666666666666,10.99,,0,
moving distributors,,Wine Merchants,Vias,000018958,716898921494,Terredora Dipaolo Aglianico,Wine,750 ml,12,,all,168,168,,,,,1.1,,,,,169.1,14.091666666666667,169.1,14.091666666666667,20.99,,0.3286485628076861,
moving distributors,,Wine Merchants,Vias,000018957,716898921463,Terredora Dipaolo Falanghina,Wine,750 ml,12,,all,168,168,,,,,1.1,,,,,169.1,14.091666666666667,169.1,14.091666666666667,20.99,,0.3286485628076861,
moving distributors,,Wine Merchants,Vias,000019193,716898921487,Terredora Dipaolo Greco Di Tuf,Wine,750 ml,12,,all,184,184,,,,,1.1,,,,,185.1,15.424999999999999,185.1,15.424999999999999,22.99,,0.3290561113527621,
moving distributors,,Wine Merchants,Vias,000021105,716898921517,Terredora Taurasi,Wine,750 ml,12,,all,344,344,,,,,1.1,,,,,345.1,28.758333333333336,345.1,28.758333333333336,42.99,,0.33104597968519806,
moving distributors, ,Winebow (Grape Beginnings),Avaline,30276186,816136025370,Avaline Red,Wine,750 ml,12,1 on 10 Deal,All,180,162, ,162,10,1,0,,,,,147.27272727272728,12.272727272727273,147.27272727272728,12.272727272727273,22.99,,0,
moving distributors, ,Winebow (Grape Beginnings),Avaline,30274382,816136025349,Avaline Rose,Wine,750 ml,12,1 on 10 Deal,All,180,162, ,162,10,1,0,,,,,147.27272727272728,12.272727272727273,147.27272727272728,12.272727272727273,22.99,,0,
moving distributors, ,Winebow (Grape Beginnings),Avaline,30274381,816136025363,Avaline White,Wine,750 ml,12,1 on 10 Deal,All,180,162, ,162,10,1,0,,,,,147.27272727272728,12.272727272727273,147.27272727272728,12.272727272727273,22.99,,0,
disco,Yes,Libation Project,Libation Project,85000,6009801749334,Aphaea Red Blend,Wine,750 ml,12,Case 1,All,120,112,112,,,,2,,,,,114,9.5,114,9.5,14.99,,0.36624416277518346,
disco,,New France Wine,,RomeodelCastelloAllegracore19,610373582357,Castello Romeo Etna Allegracore Rosso,Wine,750 ml,12, ,All,272,256,256,,,,,,,,,256,21.333333333333332,256,21.333333333333332,33.99,31.42599999999999,0.3211565794777147,34.99
disco, ,New France Wine, ,LagarSantinaAllbarino,816031007983,Lagar de Santina Albarino,Wine,750 ml,12, ,All,176,168,168,,,,2.5,, , , ,170.5,14.208333333333334,170.5,14.208333333333334,21.99,,0.35387297256328626,
disco,,New France Wine,,JORGENSENSAUV19,5541603302018,LJ Sauvignon Blanc,Wine,750 ml,12,,All,224,216,216,,,,,,,,,216,18,216,18,27.99,,0.35691318327974275,29.990000000000006
disco, ,Origin Wine & Spirits,Whanau Imports,1007939,9316475001925,Bleasdale Bremerview Shiraz,Wine,750 ml,12,Culmulative 1 on 5 off $144,All,152,144,,144,5,1,1.02,,,,,121.02,10.084999999999999,121.02,10.084999999999999,18.99,,0.4689310163243813,19.990000000000002
disco, ,Origin Wine & Spirits,Whanau Imports,1651113,9316475001932,Bleasdale Broadside Red Blend,Wine,750 ml,12,Culmulative 1 on 5 off $144,All,152,144,,144,5,1,1.02,,,,,121.02,10.084999999999999,121.02,10.084999999999999,18.99,,0.4689310163243813,19.990000000000002
disco, ,Origin Wine & Spirits,Whanau Imports,1962814,9316475001918,Bleasdale Mulberry Tree Cabernet Sauv,Wine,750 ml,12,Culmulative 1 on 5 off $144,All,152,144,,144,5,1,1.02,,,,,121.02,10.084999999999999,121.02,10.084999999999999,18.99,15.960000000000006,0.3681077694235592,19.990000000000002
disco, ,Origin Wine & Spirits,Terrison,1036162,816467010366,Chante Cigale Cicada Rouge,Wine,750 ml,12,Deepest pricing as Case 1,All,120,96,,,,,1.02,,,,,97.02,8.084999999999999,97.02,8.084999999999999,14.99,,0.4606404269513009,14.990000000000004
disco, ,Origin Wine & Spirits,Whanau Imports,1776088,857649002274,Decibel Sauvignon Blanc,Wine,750 ml,12,Culmulative 1 on 10 off $144,All,152,144,,144,10,1,1.02,,,,,131.92909090909092,10.99409090909091,131.92909090909092,10.99409090909091,18.99,16.960000000000004,0.3517635077186966,19.990000000000002
disco, ,Origin Wine & Spirits,Domaine Gayda Imports,1779697,3760143270483,Dom Gayda 'Cepage' Chardonnay,Wine,750 ml,12,"mix and match Gayda, Chard FG",All,136,128, ,128,3,1,1.02,,,,,97.02,8.084999999999999,97.02,8.084999999999999,16.99,12.96,0.3761574074074075,16.990000000000002
disco, ,Origin Wine & Spirits,Domaine Gayda Imports,1467525,3760143270513,Dom Gayda 'Cepage' Syrah ,Wine,750 ml,12,"mix and match Gayda, Chard FG",All,136,128,,128,3,1,1.02,,,,,97.02,8.084999999999999,97.02,8.084999999999999,16.99,12.96,0.3761574074074075,16.990000000000002
disco, ,Origin Wine & Spirits,Domaine Gayda Imports,1196048,3760143270667,Flying Solo White,Wine,750 ml,12,Deepest pricing as Case 1,All,120,104,,,,,1.02,,,,,105.02,8.751666666666667,105.02,8.751666666666667,14.99,,0.41616633311096285,11.990000000000002
disco, ,Phillips Wine & Spirits,Hess,000055467,717888120224,Hess Su'skol Chardonnay,Wine,750 ml,12,Case 1,ALL,240,216,,0,1,0,1.1,,,,,217.1,18.091666666666665,217.1,18.091666666666665,29.99,,0.39674335889741025,21.990000000000006
disco, ,Winebow (Grape Beginnings),Winebow,30282742,763159120110,Vina Borgia Garnacha 3L,Wine,3 L Box,4, ,All,72,64,,,,,0,,,,,64,16,64,16,26.99,,0.40718784735087066,26.990000000000006
Disco,,"Bourget Imports, LLC",,Bevan-Ritchie CHardonnay,400000023953,Bevan Cellars Bennett Valley Chardonnay 2021 750ml,Wine,750 ml,12,1c Pre arrival @ $540,All,598,572,,,,,1.75,,,,,573.75,47.8125,573.75,47.8125,74.99,,0.3624149886651553,74.99
Disco, ,"Bourget Imports, LLC",,Kindred- Espigouette CDR,891241000016,Dom de L'Espigouette CDR VV,Wine,750 ml,12,,All,160,144,,,,,1.75,,,,,145.75,12.145833333333334,145.75,12.145833333333334,19.99,,0.3924045356011338,
Disco, ,"Bourget Imports, LLC",,MS- Dona Maria Red,5600395702012,Dona Maria,Wine,750 ml,6,,All,168,152,,,,,1.75,,,,,153.75,25.625,153.75,25.625,41.99,,0.3897356513455585,
Disco, ,"Bourget Imports, LLC",,Eden-Chinin,400000021621,"Eden Ciders ""Chinin""",Wine,750 ml,12,,All,240,224,,,,,1.75,,,,,225.75,18.8125,225.75,18.8125,29.99,,0.37270756918972986,
Disco,,"Bourget Imports, LLC",,Eden-Sorciere,400000022314,Eden Ciders Sourciere ,Wine,375 ml,12,,All,168,144,,,,,1.75,,,,,145.75,12.145833333333334,145.75,12.145833333333334,20.99,,0.4213514371923137,
Disco, ,"Bourget Imports, LLC",,Eden-Cobble Knoll Pet Nat,400000021614,Eden Farm Study,Wine,750 ml,12,,All,240,224,,,,,1.75,,,,,225.75,18.8125,225.75,18.8125,29.99,,0.37270756918972986,
Disco, ,"Bourget Imports, LLC",,DNA-La Val Albarino,685443210553,La Val Albarino,Wine,750 ml,12, ,All,192,176,,,,,1.75,,,,,177.75,14.8125,177.75,14.8125,23.99,21.959999999999997,0.32547814207650266,23.990000000000006
Disco, ,"Bourget Imports, LLC",,Steen- Cuvee Steen,035127286181,Leo Steen Cuvee Steen White Blend,Wine,750 ml,12,1cs free on 5cs,All,208,192,192,192,5,1,1.75,,,,,161.75,13.479166666666666,161.75,13.479166666666666,25.99,,0.48137104014364496,24.990000000000006
Disco,,"Bourget Imports, LLC",,Steen- Mendo Pinot,035127208968,Leo Steen Mendo Pinto Noir,Wine,750 ml,12,1cs free on 5cs,All,208,192,192,192,5,1,1.75,,,,,161.75,13.479166666666666,161.75,13.479166666666666,25.99,,0,
Disco, ,"Bourget Imports, LLC",,Aviva-Obalo,8437009913307,Obalo Rioja,Wine,750 ml,12,,All,144,128,,,,,1.75,,,,,129.75,10.8125,129.75,10.8125,17.99,,0.3989716509171762,
Disco, ,"Bourget Imports, LLC",,Ban-Remo Farina,745163231204,"Remo Farina Ripasso Classico Superiore
",Wine,750 ml,12,,All,184,144,,,,,1.75,,,,,145.75,12.145833333333334,145.75,12.145833333333334,22.99,,0.47169059011164266,
