REMOVE?,Supplier Supported Tasting Item,Distributor,Supplier,Item Number,Product UPC,Product Description,Department,Size,Units/Case,Deal Description,Buy Months (if appl.),Case 1 (Retail),Buy Month Invoice,Non-Buy Month Invoice,Free Case Value,Buy Qty,Free Qty,EO $,EO Cases,EO Period,EO Notes,Net Case,Net/Unit,Net Case EO,Net Cs EO/Unit,Retail,Club,GM%,Competitor Pricing,Distributor (1)
Disco, ,Johnson Brothers Liquor Co,The Wine Group,000017354,041985000197,Corbett Canyon Malbec,Wine,1.5 L,6,Invoice,All,60,50.5, ,,,,,,,,50.5,8.416666666666666,0,0,14.99,,0.43851456526573274,,
Disco, ,Johnson Brothers Liquor Co,The Wine Group,000019200,041985000203,Corbett Canyon Moscato,Wine,1.5 L,6,Invoice,All,60,50.5, ,,,,,,,,50.5,8.416666666666666,0,0,14.99,,0.43851456526573274,,
Disco, ,Johnson Brothers Liquor Co,The Wine Group,000015087,041985353118,Corbett Canyon White Zin,Wine,3 Ltr Box,6,Invoice,All,62,48, ,,,,,,,,48,8,0,0,15.99,,0.4996873045653534,,
Disco,Yes,Johnson Brothers Liquor Co,The Wine Group,000023786,081308002620,Cupcake Gewurztraminer,Wine,750 ml,12,1 on 5 Still & LH any free good,All,88,73.33, ,73.33,5,1,,,,,61.108333333333334,5.092361111111111,0,0,10.99,,0.5366368415731473,,
Disco,Yes,Johnson Brothers Liquor Co,The Wine Group,001704922,081308003931,Cupcake Red Sparkling,Wine,750 ml,12,Sparkling 1 on 5,All,108,88, ,88,5,1,,,,,73.33333333333333,6.111111111111111,0,0,13.99,,0.5631800492415218,,
Disco,Yes,Johnson Brothers Liquor Co,The Wine Group,000019352,081308002002,Cupcake Santa Barbara PN,Wine,750 ml,12,1 on 5 Still & LH any free good,All,88,73.33, ,73.33,5,1,,,,,61.108333333333334,5.092361111111111,0,0,10.99,,0.5366368415731473,,
Disco, ,Johnson Brothers Liquor Co,The Wine Group,001493979,081308000565,Fisheye Merlot,Wine,3 Ltr Box,6,Case 1,All,68,60, ,,,,,,,,60,10,0,0,16.99,,0.41141848145968213,,
Disco, ,Johnson Brothers Liquor Co,The Wine Group,001606664,081308001661,Fisheye Moscato,Wine,3 Ltr Box,6,Case 1,All,68,60, ,,,,,,,,60,10,0,0,16.99,,0.41141848145968213,,
Disco, ,Johnson Brothers Liquor Co,The Wine Group,000018056,081308000763,Fisheye Riesling,Wine,3 Ltr Box,3,Case 1,All,68,60, ,,,,,,,,60,20,0,0,33.99,,0.4115916446013534,,
Disco, ,Johnson Brothers Liquor Co,The Wine Group,001306795,081308053516,Fisheye Shiraz,Wine,3 L Box,6,Case 1,All,68,60, ,,,,,,,,60,10,0,0,16.99,,0.41141848145968213,,
Disco, ,Johnson Brothers Liquor Co,The Wine Group,000020193,081308002460,Fisheye Sweet Red,Wine,3 Ltr Box,3,Case 1,All,68,60, ,,,,,,,,60,20,0,0,33.99,,0.4115916446013534,,
Disco, ,Johnson Brothers Liquor Co,The Wine Group,000027394,083120003557,Franzia Pink Moscato,Wine,3 Ltr Box,6,Invoice,All,54,46, ,,,,,,,,46,7.666666666666667,0,0,13.99,,0.4519895163211818,,
Disco, ,Johnson Brothers Liquor Co,The Wine Group,1193706,083120010135,Franzia Rich and Buttery Chard,Wine,3 Ltr Box,6,Invoice,All,54,46, ,,,,,,,,46,7.666666666666667,0,0,13.99,,0.4519895163211818,,
Disco, ,Johnson Brothers Liquor Co,The Wine Group,000015145,083120103592,Franzia Shiraz,Wine,5 Ltr Box,4,5 on 25 High Tier,All,62,57, ,57,25,5,,,,,47.5,11.875,0,0,22.99,,0.48347107438016523,,
Disco, ,Johnson Brothers Liquor Co,The Wine Group,000019143,083120001447,Franzia Sweet Red,Wine,5 Ltr Box,4,5 on 25 High Tier,All,62,57, ,57,25,5,,,,,47.5,11.875,0,0,22.99,,0.48347107438016523,,
Disco, ,Johnson Brothers Liquor Co,The Wine Group,000019142,083120001461,Franzia Sweet White,Wine,5 Ltr Box,4,5 on 25 High Tier,All,62,57, ,57,25,5,,,,,47.5,11.875,0,0,22.99,,0.48347107438016523,,
Disco, ,Johnson Brothers Liquor Co,The Wine Group,000028091,086000000134,Franzia VS Dark Red Blend,Wine,1.5 L Box,6,Case 1,All,41.6,28, ,,,,,,,,28,4.666666666666667,0,0,9.99,,0.5328661995328662,,
Remove,Y,Wine Merchants,Wagner,1019584,710909740104,Mer Soleil Pinot Noir Santa Lucia,Wine,750 ml,12,,all,180,168,,,,,,,,,168,14,0,0,22.99,,0.3910395824271422,31.990000000000006,0
disco,,Southern Wine & Spirits,CONSTELLATION BRANDS,191269,086003903913,Woodbridge Light Oak Chard,Wine,750ML,12,,February|May|August,,,,,,,,,,,0,0,0,0,-0.01,,1,7.989999999999999,0
disco, ,Small Lot,Ancient Peaks,CAANCPKOYRDG18,897114001173,Ancient Peaks Oyster Ridge Blend,Wine,750ml,12,Event Price,All,480,448,448,,,,,,,,448,37.333333333333336,448,37.333333333333336,59.99,,0.3776740567872423,59.99,55.96
disco, ,Small Lot,German Wine Collection,DEGWCBFPNTBL20,7679463051008,Becker Pinot Blanc,Wine,750ml,12,Event Pricing,All,216,200,,,,,,,,,200,16.666666666666668,200,16.666666666666668,26.99,,0.3824873409904902,26.990000000000006,24.96
disco, ,Small Lot,German Wine Collection,DEGWCBFPNTNR19,7679463050186,Becker Pinot Noir,Wine,750ml,12,Event Pricing,All,232,210,,,,,,,,,210,17.5,210,17.5,28.99,,0.39634356674715415,28.990000000000006,25.959999999999997
disco,Requires Dale's approval,Libation Project,Libation Project,888011,791930001600,Berthier Giennois Sauv Blanc,Wine,750 ml,12,Case 1,All,180,172,172,,,,,,,,172,14.333333333333334,172,14.333333333333334,22.99,,0.37654052486588363,,
disco, ,Small Lot,International Vines,PRTCALCADABRANCO19,854829005155,Calcada Vinho Verde Reserva,Wine,750 ml,12,Spring/Summer Promo,April|May|June|July|August,136,120,120,120,1,0.166,,,,,102.91595197255575,8.576329331046312,102.91595197255575,8.576329331046312,16.99,,0.4952131058830893,15.990000000000002,0
disco, ,Small Lot,International Vines,PRTCALCADABRANCO21,854829005162,Calcada Vinho Verde Rose,Wine,750 ml,12,Spring/Summer Promo,April|May|June|July|August,136,120,120,120,1,0.166,,,,,102.91595197255575,8.576329331046312,102.91595197255575,8.576329331046312,16.99,,0.4952131058830893,,
disco, ,Small Lot,Enotec Imports,ITLCALPINGR21,850575000369,Caldaro Pinot Grigio,Wine,750ml,12,Event Pricing,All,184,156,,,,,,,,,156,13,156,13,22.99,,0.43453675511091777,22.990000000000006,19.960000000000004
disco, ,Small Lot,Southern Starz,CLCDBGRPN17,697412000362,Casas del Bosque Gran Res. Pinot Noir,Wine,750ml,12,Event Pricing,All,180,120,,,,,,,,,120,10,120,10,22.99,,0.5650282731622445,22.990000000000006,14.960000000000006
disco,,Southern Wine & Spirits,CONSTELLATION BRANDS,145848,083804321090,Cooks Sparkling Moscato,Wine,750 ml,12,,All,,,,,,,,,,,0,0,0,0,-0.01,,1,11.99,0
disco,Requires Dale's approval,Libation Project,Libation Project,40600,8053629200100,"Ezio Timorasso ""Caespes""",Wine,750 ml,12,Case 1,All,232,224,224,,,,,,,,224,18.666666666666668,224,18.666666666666668,28.99,,0.3560998045302977,29.990000000000006,0
disco, ,Small Lot,Enotec,ITLROD11CHICLSS,871582000067,Fattoria Rodano Chianti Classico,Wine,750 ml,12,,All,212,200,200,,,,,,,,200,16.666666666666668,200,16.666666666666668,26.99,,0.3824873409904902,,
disco,Requires Dale's approval,Libation Project,Libation Project,40400,400000016672,Oddero Barolo DOCG,Wine,750 ml,12,Case 1,All,580,560,560,,,,,,,,560,46.666666666666664,560,46.666666666666664,72.99,,0.3606430104580536,72.99,0
disco, ,Small Lot,Small Lot Imports,PRTOQWHTPRT,5605891961048,Oscar Quevedo White Porto,Wine,750 ml,12,,All,160,144,144,,,,,,,,144,12,144,12,19.99,,0.39969984992496244,,
disco, ,Small Lot,Enotec,ITLPALBARB16,696356002760,Palladino Barbera d'Alba,Wine,750 ml,12,,All,184,168,168,,,,,,,,168,14,168,14,22.99,,0.3910395824271422,,
disco, ,Small Lot,Old Bridge Cellars,AUPENTMRCAB18,751527521300,Penley Estate Tolmer Cabernet,Wine,750 ml,12,Special Order,All,240,240,240,,,,,,,,240,20,240,20,29.99,,0.3331110370123374,29.990000000000006,0
disco, ,Small Lot,Raptor Ridge,ORRAPTBARSELPNTNR17,850001000086,Raptor Ridge Pinot Noir,Wine,750 ml,12,,All,280,248,248,,,,,,,,248,20.666666666666668,248,20.666666666666668,34.99,,0.40935505382490234,,
disco, ,Small Lot,,ORTRTWLMVLYPNTNR20,400000023250,Trisaetum WV Pinot Noir,Wine,750ml,12,Event Pricing,All,328,296,,,,,,,,,296,24.666666666666668,296,24.666666666666668,40.99,,0.3982272098885907,40.99,36.959999999999994
disco, ,Small Lot,Two Mountain Winery,WATMN18HIDHRS,852768003034,Two Mountain Hidden Horse Red,Wine,750 ml,12,,All,160,144,144,,,,,,,,144,12,144,12,19.99,,0.39969984992496244,19.990000000000002,0
disco,,Small Lot,Two Mountain Winery,WATMTNML20,852768003041,Two Mountain Merlot,Wine,750 ml,12,Event Pricing,All,208,192,,,,,,,,,192,16,192,16,25.99,,0.38437860715659866,25.990000000000006,0
disco,,Small Lot,Two Mountain Winery,WATMTNRIES22,852768003003,Two Mountain Riesling,Wine,750 ml,12,Event Pricing,All,144,128,,,,,,,,,128,10.666666666666666,128,10.666666666666666,17.99,,0.4070780062997962,17.990000000000002,0
disco,,Small Lot,Two Mountain Winery,WATMTNROSE22,852768003102,Two Mountain Rose,Wine,750 ml,12,Event Pricing,All,152,136,,,,,,,,,136,11.333333333333334,136,11.333333333333334,18.99,,0.4031946638581709,18.990000000000002,0
disco, ,Small Lot,Two Mountain Winery,WATMTN16SYRH,852768003058,Two Mountain Syrah,Wine,750 ml,12,,All,208,200,200,,,,,,,,200,16.666666666666668,200,16.666666666666668,25.99,,0.35872771578812357,25.990000000000006,0
disco,,Southern Wine & Spirits,DAVOS BRANDS LLC,ZZZ32536,736040520955,Ty Ku Junmai Daiginjo,Wine,330 ml,6,,All,,,,,,,,,,,0,0,0,0,-0.01,,1,,
disco, ,Southern Wine & Spirits,CONSTELLATION BRANDS,115980,086003002098,Woodbridge RIESLING,Wine,750ML,12, ,February|May|August|November,72,48,56,,,,,,,,48,4,48,4,8.99,,0.5550611790878754,,
Disco,,New France Wine,,EnjingiWelschrieslingGrassevina,3859892375010,Enjingi Grasevina Welschriesling,Wine,750 ml,12,,All,172,152,152,,,,,,,,152,12.666666666666666,152,12.666666666666666,21.99,,0.4239805972411702,17.990000000000002,0
Disco,,New France Wine,,Andrewrichprelude21,08212012,Andrew Rich Pinot Noir,Wine,750 ml,12,,All,244,236,236,,,,,,,,236,19.666666666666668,236,19.666666666666668,30.99,,0.36538668387651924,,
Disco,,Johnson Brothers Liquor Co,The Wine Group ,001381738,081308011608,AVA Grace Cabernet Sauv,Wine,750 ml,12,1 on 3 any free good,All,80,76,,76,3,1,,,,,57,4.75,57,4.75,9.99,,0.5245245245245246,9.989999999999998,0
Disco, ,Phillips Wine & Spirits,Trinchero,000025229,085200118861,Sutter Home Red Blend,Wine,4 pk btl,6,Case 1,March|June|September|December,32,24,,0,1,0,,,,,24,4,24,4,7.99,,0.4993742177722153,7.989999999999999,6.959999999999998
remove,,Southern Wine & Spirits,CONSTELLATION BRANDS,355190,086003002425,WOODBRIDGE CAB SAUV(SC)6/4PK PET,Wine,187ML,6,,ALL,40,32,32,,,,,,,,32,5.333333333333333,32,5.333333333333333,9.99,,0.46613279946613284,8.989999999999998,0
remove,,Southern Wine & Spirits,CONSTELLATION BRANDS,353953,086003002449,WOODBRIDGE CHARDONNAY(SC)6/4PK PET,Wine,187ML,6,,ALL,40,32,32,,,,,,,,32,5.333333333333333,32,5.333333333333333,9.99,,0.46613279946613284,8.989999999999998,0
remove,,Southern Wine & Spirits,CONSTELLATION BRANDS,353954,086003002432,Woodbridge Merlot,Wine,4x187 ml,6,,All,,,,,,,,,,,0,0,0,0,-0.01,,1,8.989999999999998,0
remove,,Southern Wine & Spirits,CONSTELLATION BRANDS,353956,086003002951,Woodbridge Pinot Grigio,Wine,4x187 ml,6,,All,,,,,,,,,,,0,0,0,0,-0.01,,1,8.989999999999998,0
disco,Y,New France Wine,,BrocLoveRedCan21,700686046551,Broc Cellars Love Red,Wine,375 ml,24,,All,184,168,168,,,,,,,,168,7,168,7,11.99,,0.4161801501251043,9.989999999999998,0
disco,Y,New France Wine,,BrocLoveRoseCan21,700686046483,Broc Cellars Love Rose,Wine,375 ml,24,,All,184,168,168,,,,,,,,168,7,168,7,11.99,,0.4161801501251043,9.989999999999998,0
disco,Y,New France Wine,,BrocLoveWhite,400000011912,Broc Cellars Love White,Wine,750 ml,12,,All,200,184,184,,,,,,,,184,15.333333333333334,184,15.333333333333334,24.99,,0.3864212351607309,19.990000000000002,0
disco,Y,New France Wine, ,VigChard20,857680001403,Vigilance Chardonnay,Wine,750 ml,12, ,All,144,112,112,,,,,,,,112,9.333333333333334,112,9.333333333333334,17.99,0,0,19.990000000000002,0
disco,Y,New France Wine, ,VigSB,857680001090,Vigilance Sauvignon Blanc,Wine,750 ml,12, ,All,144,112,112,,,,,,,,112,9.333333333333334,112,9.333333333333334,17.99,,0.48119325551232156,19.990000000000002,0
disco,,New France Wine,,ZlatanPossp20,727760512634,Zlatan Posip,Wine,750 ml,12,,All,176,168,168,,,,,,,,168,14,168,14,21.99,,0.36334697589813547,22.990000000000006,0
disco, ,Phillips Wine & Spirits,The Wine Group,000017072,081908000071,Concannon Cons Cab Sauv,Wine,750 ml,12,Case 1,ALL,104,91,,0,1,0,,,,,91,7.583333333333333,91,7.583333333333333,12.99,,0.4162176032845779,,
disco, ,Phillips Wine & Spirits,Deutsch,001579344,891451000424,Daniel Cohn Cab Sauv Bellacosa,Wine,750 ml,12,Case 1,ALL,180,160,,0,1,0,,,,,160,13.333333333333334,160,13.333333333333334,22.99,,0.4200376975496592,,
disco, ,Breakthru Beverage,WILSON DANIELS - WINES,9158330,720815210431,Domaine Laroche 1er Cru Vaillions 2019,Wine,750 ml,6,5cs portfolio $296,All,308,296,296,,,,,,,,296,49.333333333333336,296,49.333333333333336,76.99,,0.3592241416634194,,
disco, ,Breakthru Beverage,DRY CREEK VINEYARD,9283938,082491070021,Dry Creek Vineyard Meritage,Wine,750 ml,12,5cs portfolio $280,All,280,280,280,,,,,,,,280,23.333333333333332,280,23.333333333333332,34.99,,0.333142802705535,,
disco, ,Phillips Wine & Spirits,Jackson Family Estates,001580803,081584131625,K J Vintner's Summation,Wine,750 ml,12,5 Vintner's Chard on 100,March|June|September|December,240,170.8,,114.64,100,5,,,,,165.068,13.755666666666668,165.068,13.755666666666668,29.99,,0.5413248860731354,,
disco, ,Phillips Wine & Spirits,Deutsch,001170452,896599002248,Layer Cake Rose of Pinot Noir,Wine,750 ml,12,Case 1,ALL,112,91,0,0,1,0,,,,,91,7.583333333333333,91,7.583333333333333,13.99,,0,,
disco, ,Phillips Wine & Spirits,Deutsch,001355868,896599002224,Layer Cake Sauvignon Blanc,Wine,750 ml,12,Case 1,ALL,120,104,,0,1,0,,,,,104,8.666666666666666,104,8.666666666666666,14.99,,0.421836780075606,,
disco, ,Breakthru Beverage,O'NEILL VINTNERS-WINE,9115247,830949000133,Robert Hall Chardonnay,Wine,750 ml,12,3cs portfolio $104. Pulse 1cs Cab Free on 5 Must be on one invoice,June|July,120,120,120,113.33,5,1,,,,,97.334,8.111166666666668,97.334,8.111166666666668,14.99,,0.45889481876806754,,
disco, ,Breakthru Beverage,O'NEILL VINTNERS-WINE,9115250,830949000119,Robert Hall Sauv Blanc,Wine,750 ml,12,3cs portfolio $120. Pulse 1cs Cab free on 5 Must be on one invoice,June|July,120,120,120,113.33,5,1,,,,,97.334,8.111166666666668,97.334,8.111166666666668,14.99,,0.45889481876806754,,
disco, ,Phillips Wine & Spirits,Trinchero,000025731,894509008809,Three Thieves Cabernet Sauv,Wine,750 ml,12,Case 1,ALL,96,80,,0,1,0,,,,,80,6.666666666666667,80,6.666666666666667,11.99,,0.4439810953572421,,
Disco, ,"Rue 38, LLC",Rue 38,143182817,5601176000020,"Porto Reccua Ruby Port
",Wine,750 ml,6,2 case deal mix and match,All,76,68, ,,,,,,,,68,11.333333333333334,68,11.333333333333334,18.99,0,0,19.990000000000002,0
Disco, ,"Rue 38, LLC",Rue 38,2439032171,560117600013,"Porto Reccua Tawny Port
",Wine,750 ml,6,2 case deal mix and match,All,76,68, ,,,,,,,,68,11.333333333333334,68,11.333333333333334,18.99,0,0,19.990000000000002,0
Disco, ,"Rue 38, LLC",Rue 38,4269162899,560117600037,"Porto Reccua White Port
",Wine,750 ml,6,2 case deal mix and match,All,76,68, ,,,,,,,,68,11.333333333333334,68,11.333333333333334,18.99,0,0,19.990000000000002,0
Disco, ,Breakthru Beverage,O'NEILL VINTNERS-WINE,9253771,830949000157,Robert Hall Merlot,Wine,750 ml,12,3cs portfolio $136. Pulse 1cs Cab free on 5 Must be on one invoice,June|July,152,136,136,113.33,5,1,,,,,113.334,9.4445,113.334,9.4445,18.99,,0.5026592943654555,18.990000000000002,0
disco, ,Phillips Wine & Spirits,Trinchero,000018985,08501723,Sutter Home Riesling,Wine,4 pk btl,6,Case 1,March|June|September|October|November|December,32,24,,0,1,0,,,,,24,4,24,4,7.99,,0.4993742177722153,,
disco, ,Phillips Wine & Spirits,Trinchero,001662381,085200104482,Sutter Home Rose,Wine,4 pk btl,6,Case 1,March|June|September|October|November|December,32,24,,0,1,0,,,,,24,4,24,4,7.99,,0.4993742177722153,,
disco, ,Phillips Wine & Spirits,Trinchero,000025779,08521921,Sutter Home Sangria,Wine,4 pk btl,6,Case 1,March|June|September|October|November|December,32,24,,0,1,0,,,,,24,4,24,4,7.99,,0,,
remove,Requires Dale's approval,Libation Project,Libation Project,46520,8018438000525,"Cardedu  Praja Monica di Sardegna
",Wine,750 ml,12,Case 1,All,176,176,176,,,,,,,,176,14.666666666666666,176,14.666666666666666,21.99,,0.33303016522661816,,
remove,Requires Dale's approval,Libation Project,Libation Project,46511,8018438000518,Cardedu Caladu Canonau,Wine,750 ml,12,Case 1,All,176,176,176,,,,,,,,176,14.666666666666666,176,14.666666666666666,21.99,,0.33303016522661816,,
Y, ,New France Wine, ,AvignonesiVinoNobile19,748789700079,Avignonesi Vino Nobile Montepulciano,Wine,750 ml,12, ,All,252,236,236, , , , , , , ,,,,0,31.99,,0,,
remove,,Johnson Brothers Liquor Co,The Wine Group ,1837821,081308004242,Insurrection Cabernet,Wine,750 ml,12,Case 1,All,88,72,,,,,,,,,72,6,72,6,10.99,,0.454049135577798,,
remove,,Johnson Brothers Liquor Co,The Wine Group ,000025427,081308003399,Insurrection Red Blend,Wine,750 ml,12,Case 1,All,88,72,,,,,,,,,72,6,72,6,10.99,,0.454049135577798,,
Disco, ,"Bourget Imports, LLC",,Helioterra-AlterEgoDarkRoyal,857831008022,Alter Ego Dark Royal,Wine,12 oz cn,24,3cs buy M&M per invoice,All,82,60,,,,,,,,,60,2.5,60,2.5,4.99,,0.49899799599198397,,
Disco, ,"Bourget Imports, LLC",,1953058987,008022,Alter Ego Dark Royal,Wine,4 pk can,6,3cs buy M&M per invoice,All,82,60,,,,,,,,,60,10,60,10,20.99,,0.523582658408766,,
Disco, ,"Bourget Imports, LLC",,2367449631,857831008008,Alter Ego The Brute,Wine,12 oz cn,24,3cs buy M&M per invoice,All,82,60,,,,,,,,,60,2.5,60,2.5,4.99,,0.49899799599198397,,
Disco, ,"Bourget Imports, LLC",,2165,851895004228,Alter Ego The Brute,Wine,500 ml,12,3cs buy M&M per invoice,All,82,60,,,,,,,,,60,5,60,5,9.99,,0.4994994994994995,,
Disco, ,"Bourget Imports, LLC",,Helioterra-AlterEgo-Brute,008008,Alter Ego the Brute,Wine,4 pk can,6,3cs buy M&M per invoice,All,82,60,,,,,,,,,60,10,60,10,20.99,,0.523582658408766,,
Disco, ,"Bourget Imports, LLC",,1720887579,857831008015,Alter Ego The Guardian Angel,Wine,12 oz cn,24,3cs buy M&M per invoice,All,82,60,,,,,,,,,60,2.5,60,2.5,4.99,,0.49899799599198397,,
Disco, ,"Bourget Imports, LLC",,2166,851895004235,Alter Ego The Guardian Angel,Wine,500 ml,12,3cs buy M&M per invoice,All,82,60,,,,,,,,,60,5,60,5,9.99,,0.4994994994994995,,
Disco, ,"Bourget Imports, LLC",,Helioterra-AlterEgo-Guardian,008015,Alter Ego the Guardian Angel,Wine,4 pk can,6,3cs buy M&M per invoice,All,82,60,,,,,,,,,60,10,60,10,20.99,,0.523582658408766,,
Disco,,Johnson Brothers Liquor Co,Gallo,000020781,085000020487,Mia Dolcea Moscato D'Asti,Wine,750 ml,12,,All,112,104,104,,,,,,,,104,8.666666666666666,104,8.666666666666666,13.99,,0.38050988801524904,,
Disco,Requires Dale's approval,Libation Project,Libation Project,82062,850307006003,Closilo Sandland Colombard,Wine,750 ml,12,Case 1,All,120,112,112,,,,,,,,112,9.333333333333334,112,9.333333333333334,14.99,,0.3773626862352679,,
Disco,Requires Dale's approval,Libation Project,Libation Project,39025,894510001233,Marc Tempé Zellenberg Pinot Gris 2016,Wine,750 ml,12,Case 1,All,344,336,336,,,,,,,,336,28,336,28,42.99,,0.3486857408699698,,
Disco,Requires Dale's approval,Libation Project,Libation Project,29004,051497014483,White Rose Convivial Feast Pinot Noir,Wine,750 ml,12,Case 1,All,380,380,380,,,,,,,,380,31.666666666666668,380,31.666666666666668,47.99,,0.34014030700840453,,
Disco,Requires Dale's approval,Libation Project,Libation Project,29001,400000008059,White Rose Dundee Pinot Noir,Wine,750 ml,12,Case 1,All,400,320,320,,,,,,,,320,26.666666666666668,320,26.666666666666668,49.99,,0.4665599786623991,,
Disco,,Southern Wine & Spirits,TAUB FAMILY SELECTIONS,054544,086785651002,Cht De Montfort Vouvray,Wine,750 ml,12,,All,,,,,,,,,,,0,0,0,0,-0.01,,1,,
Disco,,Southern Wine & Spirits,CONSTELLATION BRANDS,035762,083804047266,Cooks Spumante,Wine,4 pk btl,6,,All,,,,,,,,,,,0,0,0,0,-0.01,,1,,
Disco,,Southern Wine & Spirits,KOBRAND CORPORATION,188969,850176001444,EIKO FUJI SAKE BAN RYU,Wine,720ML,12,,ALL,180,166,166,,,,,,,,166,13.833333333333334,166,13.833333333333334,22.99,,0.39828911120777144,,
Disco,,Southern Wine & Spirits,KOBRAND CORPORATION,235447,850176001499,EIKO FUJI SAKE BAN RYU,Wine,300ML,12,,ALL,112,100,100,,,,,,,,100,8.333333333333334,100,8.333333333333334,13.99,,0.4043364307838932,,
Disco,,Southern Wine & Spirits,PERNOD RICARD USA,980054,080432108185,Jacobs Creek Cab Sauv Double Barrel,Wine,750 ml,6,,ALL,88,58.5,58.5,,,,,,,,58.5,9.75,58.5,9.75,21.99,,0.5566166439290586,,
Disco,,Southern Wine & Spirits,PERNOD RICARD USA,983570,080432108192,Jacobs Creek Double Barrel Shiraz,Wine,750 ml,6,,ALL,88,58.5,58.5,,,,,,,,58.5,9.75,58.5,9.75,21.99,,0.5566166439290586,,
Disco,,Southern Wine & Spirits,JOSEPH PHELPS VINEYARDS,991457,0010465208903,Joseph Phelps Cabernet,Wine,1.5 L,2,,All,,,,,,,,,,,0,0,0,0,-0.01,,1,,
Disco,,Southern Wine & Spirits,JOSEPH PHELPS VINEYARDS,959985,010465530509,Joseph Phelps Chardonnay,Wine,750 ml,6,,All,,,,,,,,,,,0,0,0,0,-0.01,,1,,
Disco,,Southern Wine & Spirits,JOSEPH PHELPS VINEYARDS,390234,010465520500,Joseph Phelps Pinot Noir,Wine,750 ml,6,,All,,,,,,,,,,,0,0,0,0,-0.01,,1,,
Disco,,Southern Wine & Spirits,KOBRAND CORPORATION,144588,850176001710,JOTO SAKE JUNMAI,Wine,720ML,12,,ALL,208,190,190,,,,,,,,190,15.833333333333334,190,15.833333333333334,25.99,,0.3907913299987174,,
Disco,,Southern Wine & Spirits,KOBRAND CORPORATION,411760,850176001079,JOTO SAKE YUZU,Wine,500 ml,12,,ALL,228,216,216,,,,,,,,216,18,216,18,28.99,,0.37909624008278714,,
Disco,,Southern Wine & Spirits,CONSTELLATION BRANDS,540375,086003315020,Next Round Cocktail Lime Margarita (Wine) BIB,Wine,1.5 L Box,6,,All,,,,,,,,,,,0,0,0,0,-0.01,,1,,
Disco,,Southern Wine & Spirits,CONSTELLATION BRANDS,540376,086003315037,Next Round Cocktail Strawberry Lime Rose Sangria (Wine) BIB,Wine,1.5 L Box,6,,All,,,,,,,,,,,0,0,0,0,-0.01,,1,,
Disco, ,Southern Wine & Spirits,SHAW ROSS INTERNATIONAL,055684,088320341065,REAL SANGRIA WHITE,Wine,1.5L,6, ,ALL,80,52,52,,,,,,,,52,8.666666666666666,52,8.666666666666666,19.99,,0.5664498916124729,,
Disco,,Southern Wine & Spirits,SHAW ROSS INTERNATIONAL,099366,088320003406,Riscal Tempranillo,Wine,750 ml,12,,All,,,,,,,,,,,0,0,0,0,-0.01,,1,,
Disco, ,Southern Wine & Spirits,CONSTELLATION BRANDS,243714,083085903046,RUFFINO CHIANTI SUPERIORE,Wine,750ML,12, ,February|May|August|November,112,96,96,,,,,,,,96,8,96,8,13.99,,0.4281629735525375,,
Disco,,Southern Wine & Spirits,SANTA RITA IMPORTS/RTM IMPORTS,917745,86785470092,SANTA RITA 120 CARMENERE RSV ESP,Wine,750ML,12,,ALL,96,48,48,,,,,,,,48,4,48,4,11.99,,0.6663886572143453,,
Disco,,Southern Wine & Spirits,SANTA RITA IMPORTS/RTM IMPORTS,928125,686586001749,SANTA RITA 120 P GRIGIO RSV ESP,Wine,750ML,12,,ALL,96,48,48,,,,,,,,48,4,48,4,11.99,,0.6663886572143453,,
Disco,,Southern Wine & Spirits,SANTA RITA IMPORTS/RTM IMPORTS,472477,86785470801,SANTA RITA 120 P NOIR RSV ESP(SC),Wine,750ML,12,,ALL,96,48,48,,,,,,,,48,4,48,4,11.99,,0.6663886572143453,,
Disco,,Southern Wine & Spirits,SANTA RITA IMPORTS/RTM IMPORTS,916296,86785470818,SANTA RITA 120 RED BLEND RSV ESP,Wine,750ML,12,,ALL,96,48,48,,,,,,,,48,4,48,4,11.99,,0.6663886572143453,,
Disco,,Southern Wine & Spirits,STE MICHELLE WINE ESTATES,026265,077190000059,SNOQUALMIE RIESLING WINEMAKERS SEL,Wine,750ML,12,,ALL,96,72,72,,,,15,,1/23 - 6/23,,72,6,57,4.75,11.99,,0.49958298582151794,,
Disco,,Southern Wine & Spirits,STE MICHELLE WINE ESTATES,353405,077190001407,SNOQUALMIE RIESLING(ECO),Wine,750ML,12,,ALL,120,96,96,,,,15,,1/23 - 6/23,,96,8,81,6.75,14.99,,0.46631087391594395,,
Disco,,Southern Wine & Spirits,SOUTHWEST WINES,354827,088498110302,Soleil Mimosa,Wine,750 ml,12,,ALL,96,88,88,,,,,,,,88,7.333333333333333,88,7.333333333333333,11.99,,0.3883792048929664,,
Disco,,Southern Wine & Spirits,SOUTHWEST WINES,333817,088498110838,Soleil Mimosa Pineapple,Wine,750 ml,12,,ALL,96,88,88,,,,,,,,88,7.333333333333333,88,7.333333333333333,11.99,,0.3883792048929664,,
Disco,,Southern Wine & Spirits,SOUTHWEST WINES,333822,088498110326,Soleil Mimosa Pomegranate,Wine,750 ml,12,,ALL,96,88,88,,,,,,,,88,7.333333333333333,88,7.333333333333333,11.99,,0.3883792048929664,,
