Updated in Wine Tab?,Category,REVIEW,Notes,Reorder Point,Effective Date,REMOVE?,Supplier Supported Tasting Item,Distributor,Supplier,Item Number,Product UPC,Product Description,Department,Size,Units/Case,Deal Description,Buy Months (if appl.),Case 1 (Retail),Buy Month Invoice,Non-Buy Month Invoice,Free Case Value,Buy Qty,Free Qty,Freight,EO $,EO Cases,EO Period,Net Case,Net/Unit,Net Case EO,Net Cs EO/Unit,Retail Calc,Retail Override,Club Override,GM%,Avg Retail,Avg Club,Avg Sale,Distributor (1),Item Number (1),Product Description (1),Deal Description (1),Buy Months,Case 1,Buy Month Invoice (1),Net Case (1),Net Case EO (1),Diff b/w Case 1,Diff b/w Net Case,Diff b/w Net Case EO,Diff Item Number,Pnumber,Vendor,Vendor code,buy month,Reorder Points,Item Classfication,Retail Price,Rank
,Price Change,review,,,2026-06-01 00:00:00,,,"Bourget Imports, LLC",,WS-Zucc A Cab Sav,089832849186,Zuccardi Series A Cabernet,Wine,750 ml,12,,All,176,160,,,,,1.75,,,,161.75,13.479166666666666,161.75,13.479166666666666,21.99,23.99,19.96,0.32469104876419513,15.990000000000004,0,0,"Bourget Imports, LLC",WS-Zucc A Cab Sav,Zuccardi Series A Cabernet,0,All,152,136,137.75,137.75,24,24,24, ,P18142,,,,0,,23.99,0
,Price Change,review,,,2026-06-01 00:00:00,,,"Bourget Imports, LLC",,WS-Zucc A Torront,089832849513,Zuccardi Series A Torrontes,Wine,750 ml,12,,All,176,160,,,,,1.75,,,,161.75,13.479166666666666,161.75,13.479166666666666,21.99,23.99,19.96,0.32469104876419513,15.990000000000004,0,0,"Bourget Imports, LLC",WS-Zucc A Torront,Zuccardi Series A Torrontes,0,All,152,136,137.75,137.75,24,24,24, ,P4780,"Bourget Imports, LLC",WS-Zucc A Torront,,0,,23.99,0
,Disco,,,,,Remove,Discontinued,"Bourget Imports, LLC",,11737 - Estreia Vinho Verde Rose Cans,5602281902582,Estreia Vinho Verde Rose 250ml can,Wine,250 ml,24,,All,88,72,,,,,1.75,,,,73.75,3.0729166666666665,73.75,3.0729166666666665,5.99,,,0.4869922092376183,5.864999999999999,4.896875,0,"Bourget Imports, LLC",11737 - Estreia Vinho Verde Rose Cans,Estreia Vinho Verde Rose 250ml can,0,All,88,72,73.75,73.75,0,0,0, ,P20286,"Bourget Imports, LLC",5602281902582,,3,,,0
,Disco,,,,,Remove,Discontinued,"Bourget Imports, LLC",,ART- Legado Temp,832776000133,Legado Munoz,Wine,750 ml,12, ,All,128,112, ,,,,1.75,,,,113.75,9.479166666666666,113.75,9.479166666666666,15.99,,,0.4071815718157182,,,,"Bourget Imports, LLC",ART- Legado Temp,Legado Munoz, ,All,128,112,113.75,113.75,0,0,0, ,,,,,,,,0
,New Item,,,,,NIF, ,"Bourget Imports, LLC",,,8032532311905,Correggia Anthos,Wine,750 ml,12, ,All,208,192, ,,,,1.75,,,,193.75,16.145833333333332,193.75,16.145833333333332,25.99,26.99,22.96,0.29678426248548206,,,,,,,,,,,,,,,,,,,,,,,26.99,
,New Item,,,,,NIF,,"Bourget Imports, LLC",,,803253231162,Correggia Barbera,Wine,750 ml,12, ,All,216,200, ,,,,1.75,,,,201.75,16.8125,201.75,16.8125,26.99,27.99,23.96,0.29830968280467446,,,,,,,,,,,,,,,,,,,,,,,27.99,
,Price Change,,,,2026-06-01 00:00:00,,,Southern Wine & Spirits,STAG'S LEAP DBA VINATTIERI 138,959472,088586002809,ANTINORI S CRISTINA ORVIETO CAMP,Wine,750ML,12, ,All,160,136,136,,,,0.8,, , ,136.8,11.4,136.8,11.4,19.99,,,0.4297148574287143,,,,Southern Wine & Spirits,959472,ANTINORI S CRISTINA ORVIETO CAMP, ,All,144,120,120.8,120.8,16,16.000000000000014,16.000000000000014, ,,,,,,,,0
,Price Change,review,,,2026-06-01 00:00:00,,,Southern Wine & Spirits,STE MICHELLE WINE ESTATES,632672,088586601835,CHT STE MICH CABERNET SAUVIGNON 19,Wine,750ML,12, ,ALL,160,120,144,,,,0.8,15, ,ongoing,120.8,10.066666666666666,105.8,8.816666666666666,19.99,14.99,12.96,0.31970164609053503,14.990000000000004,12.960000000000006,0,Southern Wine & Spirits,632672,CHT STE MICH CABERNET SAUVIGNON 19, ,ALL,160,128,128.8,113.8,0,-8.000000000000014,-8, ,P2739,Southern Glazer's Wine & Spirits of MN,632672,,16,Chateau Ste Michelle 750ml,14.99,0
,Price Change,review,,,2026-06-01 00:00:00,,,Southern Wine & Spirits,STE MICHELLE WINE ESTATES,660173,088586603846,CHT STE MICH CHARDONNAY,Wine,750ML,12, ,ALL,120,88,88,,,,0.8,15, ,ongoing,88.8,7.3999999999999995,73.8,6.1499999999999995,14.99,11.99,9.96,0.3825301204819278,11.49,9.960000000000004,0,Southern Wine & Spirits,660173,CHT STE MICH CHARDONNAY, ,ALL,120,90,90.8,75.8,0,-2,-2, ,P2563,Southern Glazer's Wine & Spirits of MN,660173,,16,Chateau Ste Michelle 750ml,11.49,0
,Price Change,review,,,2026-06-01 00:00:00,,,Southern Wine & Spirits,STE MICHELLE WINE ESTATES,512968,088586642890,CHT STE MICH DRY RIESLING,Wine,750ML,12, ,ALL,120,88,88,,,,0.8,15, ,ongoing,88.8,7.3999999999999995,73.8,6.1499999999999995,14.99,11.99,9.96,0.3825301204819278,11.49,9.960000000000004,0,Southern Wine & Spirits,512968,CHT STE MICH DRY RIESLING, ,ALL,120,90,90.8,75.8,0,-2,-2, ,P2700,Southern Glazer's Wine & Spirits of MN,512968,,16,Chateau Ste Michelle 750ml,11.49,295
,Price Change,review,,,2026-06-01 00:00:00,,,Southern Wine & Spirits,STE MICHELLE WINE ESTATES,995913,088586625848,CHT STE MICH GEWURZTRAMINER,Wine,750ML,12, ,ALL,120,88,88,,,,0.8,15, ,ongoing,88.8,7.3999999999999995,73.8,6.1499999999999995,14.99,11.99,9.96,0.3825301204819278,11.49,9.960000000000004,0,Southern Wine & Spirits,995913,CHT STE MICH GEWURZTRAMINER, ,ALL,120,90,90.8,75.8,0,-2,-2, ,P2841,Southern Glazer's Wine & Spirits of MN,995913,,16,Chateau Ste Michelle 750ml,11.49,518
,Price Change,review,,,2026-06-01 00:00:00,,,Southern Wine & Spirits,STE MICHELLE WINE ESTATES,632656,088586602832,CHT STE MICH MERLOT 19,Wine,750ML,12, ,ALL,160,120,136,,,,0.8,15, ,ongoing,120.8,10.066666666666666,105.8,8.816666666666666,19.99,14.99,12.96,0.31970164609053503,17.802500000000002,14.960000000000006,0,Southern Wine & Spirits,632656,CHT STE MICH MERLOT 19, ,ALL,160,120,120.8,105.8,0,0,0, ,P3134,Southern Glazer's Wine & Spirits of MN,632656,,13,Chateau Ste Michelle 750ml,14.99,0
,Price Change,review,,,2026-06-01 00:00:00,,,Southern Wine & Spirits,STE MICHELLE WINE ESTATES,516784,088586000768,CHT STE MICH PINOT GRIS,Wine,750ML,12, ,ALL,120,88,88,,,,0.8,15, ,ongoing,88.8,7.3999999999999995,73.8,6.1499999999999995,14.99,11.99,9.96,0.3825301204819278,11.49,9.960000000000004,0,Southern Wine & Spirits,516784,CHT STE MICH PINOT GRIS, ,ALL,120,90,90.8,75.8,0,-2,-2, ,P2684,Southern Glazer's Wine & Spirits of MN,516784,,16,Chateau Ste Michelle 750ml,11.49,539
,Price Change,review,,,2026-06-01 00:00:00,,,Southern Wine & Spirits,STE MICHELLE WINE ESTATES,55929,088586621840,CHT STE MICH RIESLING,Wine,750ML,12, ,ALL,120,88,88,,,,0.8,15, ,ongoing,88.8,7.3999999999999995,73.8,6.1499999999999995,14.99,11.99,9.96,0.3825301204819278,11.49,9.960000000000004,0,Southern Wine & Spirits,55929,CHT STE MICH RIESLING, ,ALL,120,90,90.8,75.8,0,-2,-2, ,P2592,Southern Glazer's Wine & Spirits of MN,55929,,16,Chateau Ste Michelle 750ml,11.49,98
,Price Change,review,,,2026-06-01 00:00:00,,,Southern Wine & Spirits,STE MICHELLE WINE ESTATES,516522,088586004162,CHT STE MICH RIESLING HARV SELECT,Wine,750ML,12, ,ALL,120,88,88,,,,0.8,15, ,ongoing,88.8,7.3999999999999995,73.8,6.1499999999999995,14.99,11.99,9.96,0.3825301204819278,11.49,9.960000000000004,0,Southern Wine & Spirits,516522,CHT STE MICH RIESLING HARV SELECT, ,ALL,120,90,90.8,75.8,0,-2,-2, ,P2675,Southern Glazer's Wine & Spirits of MN,516522,,16,Chateau Ste Michelle 750ml,11.49,207
,Price Change,review,,,2026-06-01 00:00:00,,,Southern Wine & Spirits,STE MICHELLE WINE ESTATES,655934,088586009327,CHT STE MICH ROSE(SC)21,Wine,750ML,12, ,ALL,120,88,88,,,,0.8,15, ,ongoing,88.8,7.3999999999999995,73.8,6.1499999999999995,14.99,11.99,9.96,0.3825301204819278,11.49,9.960000000000004,0,Southern Wine & Spirits,655934,CHT STE MICH ROSE(SC)21, ,ALL,120,90,90.8,75.8,0,-2,-2, ,P3417,Southern Glazer's Wine & Spirits of MN,655934,,16,Chateau Ste Michelle 750ml,11.49,323
,Price Change,review,,,2026-06-01 00:00:00,,,Southern Wine & Spirits,STE MICHELLE WINE ESTATES,512979,088586630989,CHT STE MICH SAUVIGNON BLANC,Wine,750ML,12, ,ALL,120,88,88,,,,0.8,15, ,ongoing,88.8,7.3999999999999995,73.8,6.1499999999999995,14.99,11.99,9.96,0.3825301204819278,11.49,9.960000000000004,0,Southern Wine & Spirits,512979,CHT STE MICH SAUVIGNON BLANC, ,ALL,120,90,90.8,75.8,0,-2,-2, ,P2718,Southern Glazer's Wine & Spirits of MN,512979,,16,Chateau Ste Michelle 750ml,11.49,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,ONEILL,9326987,853086008008,Fit Vine Cabernet Sauvignon,Wine,750 ml,12,6cs purchased in a month ,"June, July",128,104,128,,,,1.15,24,50+,Jan-Feb,105.15,8.762500000000001,81.15,6.7625,15.99,11.99,9.96,0.3210341365461848,13.833750000000002,11.835000000000004,0,Breakthru Beverage,9326987,Fit Vine Cabernet Sauvignon,10cs purchase in a month,"Jan, Feb",128,96,97.15,73.15,0,8,8, ,P2929,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9326987,,12,,11.49,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,ONEILL,9326986,683318626225,Fit Vine Chardonnay,Wine,750 ml,12,6cs purchased in a month ,"June, July",128,104,128,,,,1.15,24,50+,Jan-Feb,105.15,8.762500000000001,81.15,6.7625,15.99,11.99,9.96,0.3210341365461848,11.49,9.960000000000004,0,Breakthru Beverage,9326986,Fit Vine Chardonnay,3cs purchase in a month,ALL,128,120,121.15,97.15,0,-16,-16, ,P3396,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9326986,,2,,11.49,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,ONEILL,9326988,853086008077,Fit Vine Pinot Grigio,Wine,750 ml,12,6cs purchased in a month ,"June, July",128,104,128,,,,1.15,24,50+,Jan-Feb,105.15,8.762500000000001,81.15,6.7625,15.99,11.99,9.96,0.3210341365461848,11.49,9.960000000000004,0,Breakthru Beverage,9326988,Fit Vine Pinot Grigio,10cs purchase in a month,"Jan, Feb",128,96,97.15,73.15,0,8,8, ,P3174,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9326988,,16,,11.49,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,ONEILL,9326989,683318626232,Fit Vine Pinot Noir,Wine,750 ml,12,6cs purchased in a month ,"June, July",128,104,128,,,,1.15,24,50+,Jan-Feb,105.15,8.762500000000001,81.15,6.7625,15.99,11.99,9.96,0.3210341365461848,11.49,9.960000000000004,0,Breakthru Beverage,9326989,Fit Vine Pinot Noir,3cs purchase in a month,ALL,128,120,121.15,97.15,0,-16,-16, ,P3794,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9326989,,0,,11.49,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,ONEILL,9326991,683318626249,Fit Vine Sauvigon Blanc,Wine,750 ml,12,6cs purchased in a month ,"June, July",128,104,128,,,,1.15,24,50+,Jan-Feb,105.15,8.762500000000001,81.15,6.7625,15.99,11.99,9.96,0.3210341365461848,11.49,9.960000000000004,0,Breakthru Beverage,9326991,Fit Vine Sauvigon Blanc,10cs purchase in a month,"Jan, Feb",128,96,97.15,73.15,0,8,8, ,P3209,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9326991,,5,,11.49,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,O'NEILL VINTNERS-WINE,9194024,847159001812,Harken Chardonnay,Wine,750 ml,12,15cs purchase in a month,"Jan-March, July and August",136,104,136,,,,1.15,,, ,105.15,8.762500000000001,105.15,8.762500000000001,16.99,17.99,14.96,0.4142713903743315,17.490000000000002,14.960000000000006,0,Breakthru Beverage,9194024,Harken Chardonnay,10cs purchase in a month (mixes with other O'Neill brands),ALL,136,120,121.15,121.15,0,-16,-16, ,P17654,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9194024,,4,,17.49,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,DUCKHORN VINEYARDS,1033240,769611454441,Sonoma Cutrer Chardonnay,Wine,750 ml,12,"12cs one store, one invoice.  25+ cs chain buy ok to split up throughout the month.  Intended for feature, ad, display, etc. ","March, April, July",216,176,216,,,,1.15,, , ,177.15,14.762500000000001,177.15,14.762500000000001,26.99,20.99,17.96,0.17803452115812915,21.990000000000006,17.960000000000004,0,Breakthru Beverage,1033240,Sonoma Cutrer Chardonnay,"12cs one store, one invoice.  25+ cs chain buy ok to split up throughout the month.  Intended for feature, ad, display, etc. ","March, April, July, August, Oct, Nov",208,176,177.15,177.15,8,0,0, ,P12591,"Breakthru Beverage Minnesota Wine & Spirits, LLC",1033240,,16,Sonoma Cutrer Chardonnay 750ml,20.99,0
,Price Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,DUCKHORN VINEYARDS,1033240,769611454441,Sonoma Cutrer Chardonnay,Wine,750 ml,12,12cs purchase in a month,All,216,184,216,,,,1.15,, , ,185.15,15.429166666666667,185.15,15.429166666666667,26.99,,,0.42833765592194634,21.990000000000006,17.960000000000004,0,Breakthru Beverage,1033240,Sonoma Cutrer Chardonnay,"12cs one store, one invoice.  25+ cs chain buy ok to split up throughout the month.  Intended for feature, ad, display, etc. ","March, April, July, August, Oct, Nov",208,176,177.15,177.15,8,8,8, ,P12591,"Breakthru Beverage Minnesota Wine & Spirits, LLC",1033240,,16,Sonoma Cutrer Chardonnay 750ml,,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,Riboli,9746336,087872632225,Stella Rosa Berry,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,14.99,12.96,0.3753215020576132,13.115000000000002,11.085000000000004,0,Breakthru Beverage,9746336,Stella Rosa Berry,25cs purchase in a month,"March (TBD June, Sept, Dec)",120,96,97.15,97.15,0,0,0, ,P11222,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746336,,15,Stella Rosa,14.99,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,RIBOLI,9746390,087872633369,Stella Rosa Black,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,12.99,10.96,0.2613290754257908,13.040000000000003,11.022500000000004,0,Breakthru Beverage,9746390,Stella Rosa Black,25cs purchase in a month,"March (TBD June, Sept, Dec)",120,96,97.15,97.15,0,0,0, ,P11223,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746390,,16,Stella Rosa,12.49,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,RIBOLI,9746454,087872630931,Stella Rosa Blueberry,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,13.99,11.96,0.32309085841694546,13.040000000000003,11.022500000000004,0,Breakthru Beverage,9746454,Stella Rosa Blueberry,25cs purchase in a month,"March (TBD June, Sept, Dec)",120,96,97.15,97.15,0,0,0, ,P11224,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746454,,16,Stella Rosa,13.79,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,Riboli,9746565,087872633635,Stella Rosa Golden Honey Peach,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,14.99,12.96,0.3753215020576132,14.990000000000004,12.960000000000006,0,Breakthru Beverage,9746565,Stella Rosa Golden Honey Peach,10cs purchase in a month,All,120,104,105.15,105.15,0,-8,-8, ,P12108,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746565,,8,Stella Rosa,14.99,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,Riboli,9746568,087872633901,Stella Rosa Green Apple,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,14.99,12.96,0.3753215020576132,14.990000000000004,12.960000000000006,0,Breakthru Beverage,9746568,Stella Rosa Green Apple,10cs purchase in a month,All,120,104,105.15,105.15,0,-8,-8, ,P11225,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746568,,5,Stella Rosa,14.99,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,RIBOLI,9746655,087872630122,Stella Rosa Moscato,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,14.99,12.96,0.3753215020576132,13.040000000000003,11.022500000000004,0,Breakthru Beverage,9746655,Stella Rosa Moscato,25cs purchase in a month,"March (TBD June, Sept, Dec)",120,96,97.15,97.15,0,0,0, ,P10619,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746655,,16,Stella Rosa,14.99,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,RIBOLI,9746689,087872637879,Stella Rosa NA Red,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,13.99,11.96,0.32309085841694546,14.990000000000004,12.960000000000006,0,Breakthru Beverage,9746689,Stella Rosa NA Red,10cs purchase in a month,All,120,104,105.15,105.15,0,-8,-8, ,P3479,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746689,,1,Stella Rosa,13.79,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,RIBOLI,9746690,087872637855,Stella Rosa NA Rose,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,13.99,11.96,0.32309085841694546,14.990000000000004,12.960000000000006,0,Breakthru Beverage,9746690,Stella Rosa NA Rose,10cs purchase in a month,All,120,104,105.15,105.15,0,-8,-8, ,P3314,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746690,,12,Stella Rosa,13.79,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,Riboli,9746687,087872637862,Stella Rosa Non-Alcoholic Black,Misc,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,13.99,11.96,0.32309085841694546,14.990000000000004,12.960000000000006,0,Breakthru Beverage,9746687,Stella Rosa Non-Alcoholic Black,10cs purchase in a month,All,120,104,105.15,105.15,0,-8,-8, ,P3450,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746687,,3,Stella Rosa,13.79,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,Riboli,9746688,087872637848,Stella Rosa Non-Alcoholic Peach ,Misc,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,13.99,11.96,0.32309085841694546,14.990000000000004,12.960000000000006,0,Breakthru Beverage,9746688,Stella Rosa Non-Alcoholic Peach ,10cs purchase in a month,All,120,104,105.15,105.15,0,-8,-8, ,P3313,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746688,,13,Stella Rosa,13.79,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,RIBOLI,9746737,087872632218,Stella Rosa Peach,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,14.99,12.96,0.3753215020576132,13.040000000000003,11.022500000000004,0,Breakthru Beverage,9746737,Stella Rosa Peach,25cs purchase in a month,"March (TBD June, Sept, Dec)",120,96,97.15,97.15,0,0,0, ,P11226,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746737,,16,Stella Rosa,14.99,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,Riboli,9746779,087872638401,Stella Rosa Pineapple,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,14.99,12.96,0.3753215020576132,14.990000000000004,12.960000000000006,0,Breakthru Beverage,9746779,Stella Rosa Pineapple,25cs purchase in a month,"March (TBD June, Sept, Dec)",120,96,97.15,97.15,0,0,0, ,P12611,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746779,,2,Stella Rosa,14.99,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,Riboli,9747145,087872632232,Stella Rosa Pink,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,13.99,11.96,0.32309085841694546,14.990000000000004,12.960000000000006,0,Breakthru Beverage,9747145,Stella Rosa Pink,10cs purchase in a month,All,120,104,105.15,105.15,0,-8,-8, ,P11227,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9747145,,16,Stella Rosa,13.79,0
,Disco,,,,,DISCONTINUED,,Breakthru Beverage,Riboli,9747212,087872633451,Stella Rosa Platinum,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,,,0.4599177229263954,14.990000000000004,12.960000000000006,0,Breakthru Beverage,9747212,Stella Rosa Platinum,10cs purchase in a month,All,120,104,105.15,105.15,0,-8,-8, ,P10620,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9747212,,2,Stella Rosa,,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,RIBOLI,9746834,087872633406,Stella Rosa Red,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,12.99,10.96,0.2613290754257908,13.040000000000003,11.022500000000004,0,Breakthru Beverage,9746834,Stella Rosa Red,25cs purchase in a month,"March (TBD June, Sept, Dec)",120,96,97.15,97.15,0,0,0, ,P12110,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746834,,16,Stella Rosa,12.49,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,Riboli,9746832,087872633864,Stella Rosa Red Apple,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,14.99,12.96,0.3753215020576132,14.990000000000004,12.960000000000006,0,Breakthru Beverage,9746832,Stella Rosa Red Apple,10cs purchase in a month,All,120,104,105.15,105.15,0,-8,-8, ,P12613,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9746832,,2,Stella Rosa,14.99,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,Riboli,9747218,087872634502,Stella Rosa Rose,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,14.99,12.96,0.3753215020576132,13.115000000000002,11.085000000000004,0,Breakthru Beverage,9747218,Stella Rosa Rose,25cs purchase in a month,"March (TBD June, Sept, Dec)",120,96,97.15,97.15,0,0,0, ,P12614,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9747218,,1,Stella Rosa,14.99,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,RIBOLI,9747142,087872630139,Stella Rosa Rosso,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,14.99,12.96,0.3753215020576132,13.040000000000003,11.022500000000004,0,Breakthru Beverage,9747142,Stella Rosa Rosso,25cs purchase in a month,"March (TBD June, Sept, Dec)",120,96,97.15,97.15,0,0,0, ,P12111,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9747142,,16,Stella Rosa,14.99,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,Riboli,9747171,087872633956,Stella Rosa Tropical Mango,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,14.99,12.96,0.3753215020576132,14.990000000000004,12.960000000000006,0,Breakthru Beverage,9747171,Stella Rosa Tropical Mango,10cs purchase in a month,All,120,104,105.15,105.15,0,-8,-8, ,P11228,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9747171,,5,Stella Rosa,14.99,0
,Buy Months Change,review,,,2026-06-01 00:00:00,,,Breakthru Beverage,Riboli,9747177,087872638425,Stella Rosa Watermelon,Wine,750 ml,12,25cs purchase in a month,"March, June, October",120,96,120,,,,1.15,,,,97.15,8.095833333333333,97.15,8.095833333333333,14.99,14.99,12.96,0.3753215020576132,14.990000000000004,12.960000000000006,0,Breakthru Beverage,9747177,Stella Rosa Watermelon,25cs purchase in a month,"March (TBD June, Sept, Dec)",120,96,97.15,97.15,0,0,0, ,P11229,"Breakthru Beverage Minnesota Wine & Spirits, LLC",9747177,,1,Stella Rosa,14.99,0
,Disco,,,,,DISCO/REMOVE,,Oxford Street Merchants,Albert Bichot, 1632206,792059000437,Sincerite Sauvignon Blanc 750ml,Wine,750ml,12,,all,136,120,,,,,1.1,,,,121.1,10.091666666666667,121.1,10.091666666666667,16.99,,,0.4060231508730625,17.677500000000002,14.960000000000006,0,Oxford Street Merchants, 1632206,Sincerite Sauvignon Blanc 750ml,0,all,136,120,121.1,121.1,0,0,0, ,P19274,Oxford Street Merchants,792059000437,,1,,,0
,Disco,,,,,DISCO/REMOVE,,Oxford Street Merchants,Miller Family Wines,1949283,818013013029,Barrel Burner Paso Robles Cabernet,Wine,750 ml,12, ,all,120,104,,,,,1.1,,,,105.1,8.758333333333333,105.1,8.758333333333333,14.99,,,0.41572159217255955,16.990000000000002,13.960000000000006,0,Oxford Street Merchants,1949283,Barrel Burner Paso Robles Cabernet, ,all,120,104,105.1,105.1,0,0,0, ,P17221,Oxford Street Merchants,1949283,,0,,,0
,Disco,,,,,DISCO/Remove, ,Oxford Street Merchants,Albert Bichot,26002,87113115227,C'est La Vie Red Blend,Wine,750 ml,12,Buyer's Select,all,108,108, ,,,,1.1,,,,109.1,9.091666666666667,109.1,9.091666666666667,13.99,,,0.35013104598522754,19.990000000000002,16.960000000000004,0,Oxford Street Merchants,000026002,C'est La Vie Red Blend,Buyer's Select,all,108,108,109.1,109.1,0,0,0,000026002,P9981,Oxford Street Merchants,000026002,,0,,,0
