Updated in Wine Tab?,Category,REVIEW,Notes,Reorder Point,Effective Date,REMOVE?,Supplier Supported Tasting Item,Distributor,Supplier,Item Number,Product UPC,Product Description,Department,Size,Units/Case,Deal Description,Buy Months (if appl.),Case 1 (Retail),Buy Month Invoice,Non-Buy Month Invoice,Free Case Value,Buy Qty,Free Qty,Freight,EO $,EO Cases,EO Period,Net Case,Net/Unit,Net Case EO,Net Cs EO/Unit,Retail Calc,Retail Override,Club Override,GM%,Avg Retail,Avg Club,Avg Sale,Distributor (1),Item Number (1),Product Description (1),Deal Description (1),Buy Months,Case 1,Buy Month Invoice (1),Net Case (1),Net Case EO (1),Diff b/w Case 1,Diff b/w Net Case,Diff b/w Net Case EO,Diff Item Number,Pnumber,Vendor,Vendor code,buy month,Reorder Points,Item Classfication,Retail Price,Rank
,Price Change,review,,,2026-06-01 00:00:00,,Y,Oxford Street Merchants,Crimson,18752,088254758724,Seghesio Sonoma Zinfandel,Wine,750 ml,12,1 free on 5 M/M All Segheso Sonoma Zin and Chard,ALL,208,184, ,184,5,1,1.1,,,,154.43333333333334,12.869444444444445,154.43333333333334,12.869444444444445,25.99,21.99,18.96,0.32123183309892167,25.990000000000006,21.959999999999997,0,Oxford Street Merchants,18752,Seghesio Sonoma Zinfandel,1 free case of Seghesio Sonoma Zinfandel on 15 mix and match Seghesio-QUARTERLY ,all,208,184,173.6,173.6,0,-19.166666666666657,-19.166666666666657, ,P2975,Oxford Street Merchants,18752,,13,Seghesio 750ml,22.49,184
,Price Change,review,,,2026-06-01 00:00:00, , ,Oxford Street Merchants,Gil Family Estates CRU,1890529,851115002874,Shania Cabernet Sauvignon,Wine,3 L Box,3,M/M 10 cases of Shania Boxes and receive 1 case Monastrell Box NC,All,45,41,,37.27,10,1,1.1,,,,38.373,12.790999999999999,38.373,12.790999999999999,22.99,21.99,18.96,0.3253691983122364,21.990000000000006,17.960000000000004,0,Oxford Street Merchants,1890529,Shania Cabernet Sauvignon,Deep Discount,All,44,36,37.1,37.1,1,1.2729999999999961,1.2729999999999961, ,P4763,Oxford Street Merchants,1890529,,1,,22.49,0
,Price Change,review,,,2026-06-01 00:00:00, , ,Oxford Street Merchants,Gil Family Estates CRU,001577621,851115002324,Shania Monastrell,Wine,3 L Box,3,M/M 10 cases of Shania Boxes and receive 1 case Monastrell Box NC,All,45,41,,37.27,10,1,1.1,,,,38.373,12.790999999999999,38.373,12.790999999999999,22.99,21.99,18.96,0.3253691983122364,21.990000000000006,17.960000000000004,0,Oxford Street Merchants,001577621,Shania Monastrell,Deep Discount,All,44,36,37.1,37.1,1,1.2729999999999961,1.2729999999999961, ,P10587,Oxford Street Merchants,001577621,,6,,22.49,0
,Price Change,review,,,2026-06-01 00:00:00, , ,Oxford Street Merchants,Gil Family Estates CRU,001126303,851115002768,Shania Rose,Wine,3 L Box,3,M/M 10 cases of Shania Boxes and receive 1 case Monastrell Box NC,All,45,41,,37.27,10,1,1.1,,,,38.373,12.790999999999999,38.373,12.790999999999999,22.99,21.99,18.96,0.3253691983122364,21.990000000000006,17.960000000000004,0,Oxford Street Merchants,001126303,Shania Rose,Deep Discount,All,44,36,37.1,37.1,1,1.2729999999999961,1.2729999999999961, ,P3457,Oxford Street Merchants,001126303,,1,,22.49,0
,Price Change,review,,,2026-06-01 00:00:00, , ,Oxford Street Merchants,Gil Family Estates CRU,001611577,851115002447,Shania White,Wine,3 L Box,3,M/M 10 cases of Shania Boxes and receive 1 case Monastrell Box NC,All,45,41,,37.27,10,1,1.1,,,,38.373,12.790999999999999,38.373,12.790999999999999,22.99,21.99,18.96,0.3253691983122364,21.990000000000006,17.960000000000004,0,Oxford Street Merchants,001611577,Shania White,Deep Discount,All,44,36,37.1,37.1,1,1.2729999999999961,1.2729999999999961, ,P3325,Oxford Street Merchants,001611577,,2,,22.49,0
,Price Change,review,,,2026-06-01 00:00:00,, ,Oxford Street Merchants,Silver Oak,1110851,785214190753,Silver Oak Alexander Valley Cabernet,Wine ,750ml,12,3 case Buy within the chain - no support if not full cases,March|May|June|October|November|December,719.18,639.96, ,,3,,1.1,,,,641.0600000000001,53.421666666666674,641.0600000000001,53.421666666666674,89.99,78.99,66.96,0.20218538430904004,85.99,71.96000000000001,0,Oxford Street Merchants,1110851,Silver Oak Alexander Valley Cabernet,3 case Buy within the chain - no support if not full cases,March|May|June|October|November|December,719.18,639.96,641.0600000000001,641.0600000000001,0,0,0, ,P16803,Oxford Street Merchants,1110851,"March, May, June, October, November, December",13,,80.99,202
,Price Change,review,,,2026-06-01 00:00:00, , ,Oxford Street Merchants,Silver Oak,1216370,785214290750,Silver Oak Napa Cabernet,Wine,750ml,12,3 case Buy within the chain - no support if not full cases,March|May|June|October|November|December,1359.96,1359.96, ,,3,,1.1,,,,1361.06,113.42166666666667,1361.06,113.42166666666667,169.99,159.99,135.96,0.1657717956261646,183.98999999999995,152.96,0,Oxford Street Merchants,1216370,Silver Oak Napa Cabernet,3 case Buy within the chain - no support if not full cases,March|May|June|October|November|December,1359.96,1359.96,1361.06,1361.06,0,0,0, ,P4324,Oxford Street Merchants,1216370,"March, May, June, October, November, December",0,,163.99,0
,Price Change,review,,,2026-06-01 00:00:00, , ,Oxford Street Merchants,Jackson family,001255551,737038001500,StoneStreet Cabernet,Wine,750 ml,6,1 free cab on 5,all,270,180, ,180,5,1,1.1,,,,151.1,25.183333333333334,151.1,25.183333333333334,67.99,38.99,32.96,0.23594255663430422,46.99,38.96,0,Oxford Street Merchants,001255551,StoneStreet Cabernet,1 free cab on 5,all,270,216,181.1,181.1,0,-30,-30, ,P3211,Oxford Street Merchants,001255551,,1,Stonestreet Cab 750ml,38.99,0
,Price Change,review,,,2026-06-01 00:00:00, , ,Oxford Street Merchants,Jackson family,001554366,737038001685,Stonestreet Chardonnay EC,Wine,750 ml,6,1 free chard on 5,all,240,150, ,150,5,1,1.1,,,,126.1,21.016666666666666,126.1,21.016666666666666,59.99,31.99,26.96,0.22045004945598423,51.24,37.08375,0,Oxford Street Merchants,001554366,Stonestreet Chardonnay EC,1 free chard on 5,all,240,210,176.1,176.1,0,-50,-50, ,P3547,Oxford Street Merchants,001554366,,0,,31.99,0
,Price Change,review,buy  months,,2026-06-01 00:00:00, ,Y,Oxford Street Merchants,Amass,001253223,812949021806,Summer Water Rose,Wine,750 ml,12,3 free on 10  ,ALL,152,152,,152,10,3,1.1,,,,118.02307692307691,9.83525641025641,118.02307692307691,9.83525641025641,18.99,17.99,14.96,0.34256307418072135,17.490000000000002,14.457500000000001,0,Oxford Street Merchants,001253223,Summer Water Rose,3 free on 10  accumulate program after intial buy in,June|July|August|September|November|December,152,152,118.02307692307691,118.02307692307691,0,0,0, ,P3045,Oxford Street Merchants,001253223,"June, July, August, September, November, December",12,Summer Water Rose 750ml,17.49,0
,Price Change,review,,,2026-06-01 00:00:00, , ,Oxford Street Merchants,Union,000017287,856036001005,Underwood Cellars Pinot Noir,Wine,750 ml,12,1 free Underwood PN 750 on 10 cases of Underwood 750's,all,128,112, ,112,10,1,1.1,,,,102.91818181818181,8.576515151515151,102.91818181818181,8.576515151515151,15.99,14.99,12.96,0.33823185559296676,14.990000000000004,0,0,Oxford Street Merchants,000017287,Underwood Cellars Pinot Noir, ,all,128,120,121.1,121.1,0,-18.181818181818187,-18.181818181818187, ,P3682,Oxford Street Merchants,000017287,,0,,14.99,435
,Price Change,,,,2026-06-01 00:00:00, , ,Oxford Street Merchants,Union,000025927,856036001081,Underwood Rose,Wine,750 ml,12,1 free Underwood PN 750 on 10 cases of Underwood 750's,all,128,112, ,112,10,1,1.1,,,,102.91818181818181,8.576515151515151,102.91818181818181,8.576515151515151,15.99,,,0.463632573388671,,,,Oxford Street Merchants,000025927,Underwood Rose, ,all,128,120,121.1,121.1,0,-18.181818181818187,-18.181818181818187, ,,,,,,,,0
,Price Change,,case qty,,2026-06-01 00:00:00, , ,Oxford Street Merchants,Ethica,1593638,8056477800294,Villa Cafaggio Cortaccio,Wine,750 ml,12,1 free case of Chianti on 10,all,325,240, ,240,10,1,1.1,,,,219.28181818181818,18.27348484848485,219.28181818181818,18.27348484848485,40.99,,,0.5541965150406234,,,,Oxford Street Merchants,1593638,Villa Cafaggio Cortaccio,1 free case of Chianti on 10,all,300,300,277.1,277.1,25,-57.81818181818184,-57.81818181818184, ,,,,,,,,0
,Item Detail Change,review,,,2026-06-01 00:00:00,,Y,Oxford Street Merchants,Prestige,1360500,084279998008,Champs de Provence Rose,Wine,750 ml,6,1 free case on 5,all,92,88,,88,5,1,1.1,,,,74.43333333333332,12.405555555555553,74.43333333333332,12.405555555555553,22.99,21.99,18.96,0.3456985466479139,22.458750000000006,18.835,0,Oxford Street Merchants,27662,Champs de Provence Rose,1 free case on 5,all,92,88,74.43333333333332,74.43333333333332,0,0,0,27662,P10005,Oxford Street Merchants,27662,,0,,22.49,0
,Item Detail Change,,,,2026-06-01 00:00:00,, ,Oxford Street Merchants,MMD CRU,1692935,753625103402,Delas Cotes Du Rhone Rouge,Wine,750 ml,12,1 free on 6,ALL,132,117,,100.29,6,1,1.1,,,,101.38499999999999,8.448749999999999,101.38499999999999,8.448749999999999,16.99,,,0.502722189523249,,,,Oxford Street Merchants,000028282,Delas Cotes Du Rhone Rouge,1 free on 6,ALL,132,117,101.38499999999999,101.38499999999999,0,0,0,000028282,,,,,,,,0
,Item Detail Change,review,,,2026-06-01 00:00:00,,,Oxford Street Merchants,MMD CRU,1723846,097546512128,Domaine Anderson Chardonnay 750ml,Wine,750 ml,12,Case 1,ALL,294,294,,,,,1.1,,,,295.1,24.59166666666667,295.1,24.59166666666667,36.99,36.99,30.96,0.2056955211024978,42.99,35.959999999999994,0,Oxford Street Merchants,24812,Domaine Anderson Chardonnay 750ml,Case 1,ALL,294,294,295.1,295.1,0,0,0,24812,P14939,Oxford Street Merchants,24812,,0,,36.99,0
,Item Detail Change,review,,,2026-06-01 00:00:00,,Y,Oxford Street Merchants,Domaine Serene,1694674,689192370278,Domaine Serene Evenstad Pinot Noir,Wine,750 ml,6,,ALL,420,400,, ,,,1.1,,,,401.1,66.85000000000001,401.1,66.85000000000001,104.99,98.99,83.96,0.20378751786565014,95.99,79.96000000000001,0,Oxford Street Merchants,1694674,Domaine Serene Evenstad Pinot Noir,3 cases at $400,June|August|November|December|January,420,400,401.1,401.1,0,0,0, ,P3743,Oxford Street Merchants,1694674,"August, June, November, December, January",2,,100.99,0
,Item Detail Change,review,,,2026-06-01 00:00:00,,,Oxford Street Merchants,Domaine Serene,23403,689192370179,Domaine Serene Yamhill Pinot Noir,Wine,750 ml,12,,ALL,544,520,,,,,1.1,,,,521.1,43.425000000000004,521.1,43.425000000000004,67.99,63.99,53.96,0.19523721275018527,66.74,54.64750000000001,0,Oxford Street Merchants,23403,Domaine Serene Yamhill Pinot Noir,3 cases at $520,June|August|November|December|January,544,520,521.1,521.1,0,0,0, ,P3718,Oxford Street Merchants,23403,"August, June, November, December, January",7,,64.99,655
,Item Detail Change,review,,,2026-06-01 00:00:00,, ,Oxford Street Merchants,MMD CRU,1513709,769692007239,Duas Quintas Red,Wine,750 ml,12,Case 1,ALL,172,172,,,,,1.1,,,,173.1,14.424999999999999,173.1,14.424999999999999,21.99,25.99,21.96,0.3431238615664846,24.990000000000006,20.96,0,Oxford Street Merchants,000057380,Duas Quintas Red,Case 1,ALL,172,172,173.1,173.1,0,0,0,000057380,P16980,Oxford Street Merchants,000057380,,0,,25.99,0
,Item Detail Change,,,,2026-06-01 00:00:00,, ,Oxford Street Merchants,MMD CRU,1904830,055125552026,Marc Bredif Vouvray,Wine,750 ml,12,Deepest pricing as Case 1,ALL,225,207,,,,,1.1,,,,208.1,17.341666666666665,208.1,17.341666666666665,27.99,,,0.38043348815052996,,,,Oxford Street Merchants,000004622,Marc Bredif Vouvray,Deepest pricing as Case 1,ALL,225,207,208.1,208.1,0,0,0,000004622,,,,,,,,0
,Item Detail Change,review,,,2026-06-01 00:00:00,, ,Oxford Street Merchants,MMD CRU,1082445,097546152898,Roederer Estate Ermitage Brut,Wine,750 ml,6,Case 1,ALL,366,357,,,,,1.1,,,,358.1,59.68333333333334,358.1,59.68333333333334,91.99,87.99,74.96,0.20379758093205252,103.99,86.96000000000002,0,Oxford Street Merchants,000019411,Roederer Estate Ermitage Brut,Case 1,ALL,366,357,358.1,358.1,0,0,0,000019411,P4431,Oxford Street Merchants,000019411,,0,,89.99,0
Completed,New Item,,bring in one case of Quilt Napa Pinot Noir and one case of Threadcount Cali Cabernet to a store and get a case of Boen Tri App Pinot Noir no charge ,,,,,Oxford Street Merchants,Copper Cane,1962229,859889006906,Quilt Napa Valley Pinot Noir 750ml,Wine,750ml,12,1 free Boen Tri-App Pinot Noir on 5 Cases M/M all Copper Cane Portfolio,ALL,320,240,,126.67,5,1,1.1,,,,215.766,17.9805,215.766,17.9805,39.99,28.99,24.96,0.2796274038461539,,,,Oxford Street Merchants,1962229,Quilt Napa Valley Pinot Noir 750ml,1 free Boen Tri-App Pinot Noir on 5 Cases M/M all Copper Cane Portfolio,ALL,320,240,215.766,215.766,0,0,0, ,,,,,,,29.99,0
Completed,New Item,,bring in one case of Quilt Napa Pinot Noir and one case of Threadcount Cali Cabernet to a store and get a case of Boen Tri App Pinot Noir no charge ,,,,,Oxford Street Merchants,Copper Cane,1332490,860009046122,Threadcount Cali Cabernet 750ml,WINE,750ml,12,1 free Boen Tri-App Pinot Noir on 5 Cases M/M all Copper Cane Portfolio,All,200,160,,126.67,5,1,1.1,,,,135.766,11.313833333333333,135.766,11.313833333333333,24.99,19.99,16.96,0.33291077044025164,,,,Oxford Street Merchants,1332490,Threadcount Cali Cabernet 750ml,1 free Boen Tri-App Pinot Noir on 5 Cases M/M all Copper Cane Portfolio,All,200,160,135.766,135.766,0,0,0, ,,,,,,,19.99,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Argyle,23936,721675970022,Argyle Brut,Wine,750 ml,12,,All,264,216, ,,,,1.5,,,,217.5,18.125,217.5,18.125,32.99,32.99,27.96,0.3517525035765379,32.83375,25.959999999999994,0,The Wine Company,23936,Argyle Brut,M&M 5 cases of Brut & Pinot Noir in one week to get 3 bottles free,All,264,216,207.21428571428572,207.21428571428572,0,10.285714285714278,10.285714285714278, ,P3757,The Wine Company,23936,,1,,33.49,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Argyle,23937,721675920140,Argyle Pinot Noir,Wine,750 ml,12,,All,264,208,,,,,1.5,,,,209.5,17.458333333333332,209.5,17.458333333333332,32.99,31.99,26.96,0.35243570722057377,32.8025,24.959999999999997,0,The Wine Company,23937,Argyle Pinot Noir,M&M 5 cases of Brut & Pinot Noir in one week to get 3 bottles free,All,264,208,199.5952380952381,199.5952380952381,0,9.904761904761898,9.904761904761898, ,P3252,The Wine Company,23937,,0,,31.99,381
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Sake One,17920,747846040011,Hakutsuru Awa Yuki Sparkling Sake ,Wine,300 ml,12, ,All,100,90, ,,,1,1.5,,,,91.5,7.625,91.5,7.625,12.99,13.99,11.96,0.3624581939799332,12.490000000000002,10.960000000000004,0,The Wine Company,17920,Hakutsuru Awa Yuki Sparkling Sake , ,All,100,90,81.5,81.5,0,10,10, ,P10231,The Wine Company,17920,,0,Sake One,13.79,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Sake One,7665,747846010083,Hakutsuru Draft Sake,Wine,300 ml,20, ,All,120,104, ,,,1,1.5,,,,105.5,5.275,105.5,5.275,8.99,8.99,7.96,0.33731155778894467,8.989999999999998,7.959999999999997,0,The Wine Company,7665,Hakutsuru Draft Sake, ,All,120,104,95.5,95.5,0,10,10, ,P10232,The Wine Company,7665,,13,Sake One,8.99,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Sake One,7664,747846010144,Hakutsuru Excellent Sake,Wine,720 ml,12, ,All,132,118, ,,,1,1.5,,,,119.5,9.958333333333334,119.5,9.958333333333334,16.99,17.99,14.96,0.3343360071301248,17.490000000000002,14.960000000000006,0,The Wine Company,7664,Hakutsuru Excellent Sake, ,All,132,118,109.5,109.5,0,10,10, ,P10233,The Wine Company,7664,,15,Sake One,17.49,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Sake One,7668,747846030029,Hakutsuru Plum Wine,Wine,750 ml,12, ,All,168,148, ,,,1,1.5,,,,149.5,12.458333333333334,149.5,12.458333333333334,20.99,21.99,18.96,0.34291490857946555,22.490000000000006,18.96,0,The Wine Company,7668,Hakutsuru Plum Wine, ,All,168,148,139.5,139.5,0,10,10, ,P3621,The Wine Company,7668,,16,Sake One,22.49,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Sake One,7662,747846020013,Hakutsuru Sayuri Nigori Sake,Wine,300 ml,12, ,All,102,90, ,,,1,1.5,,,,91.5,7.625,91.5,7.625,12.99,13.99,11.96,0.3624581939799332,12.490000000000002,10.960000000000004,0,The Wine Company,7662,Hakutsuru Sayuri Nigori Sake, ,All,102,90,81.5,81.5,0,10,10, ,P10234,The Wine Company,7662,,14,Sake One,13.79,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Sake One,7661,747846010021,Hakutsuru Superior Junmai Ginjo Sake,Wine,300 ml,12, ,All,102,90, ,,,1,1.5,,,,91.5,7.625,91.5,7.625,12.99,13.99,11.96,0.3624581939799332,12.490000000000002,10.960000000000004,0,The Wine Company,7661,Hakutsuru Superior Junmai Ginjo Sake, ,All,102,90,81.5,81.5,0,10,10, ,P10235,The Wine Company,7661,,14,Sake One,13.79,0
,Price Change,,,,2026-06-01 00:00:00,, ,The Wine Company,Sake One,16803,747846232003,Momokawa Diamond Ginjo,Wine,300 ml,12, ,All,92,88, ,,,1,1.5,,,,89.5,7.458333333333333,89.5,7.458333333333333,11.99,,,0.3779538504309147,,,,The Wine Company,16803,Momokawa Diamond Ginjo, ,All,92,88,79.5,79.5,0,10,10, ,,,,,,,,0
,Price Change,review,,,2026-06-01 00:00:00,, ,The Wine Company,Sake One,16799,747846563756,Momokawa G Joy Sake,Wine,300 ml,12, ,All,120,108, ,,,1,1.5,,,,109.5,9.125,109.5,9.125,14.99,15.99,13.96,0.34634670487106023,14.990000000000004,12.960000000000006,0,The Wine Company,16799,Momokawa G Joy Sake, ,All,120,108,99.5,99.5,0,10,10, ,P17073,The Wine Company,16799,,4,Sake One,15.99,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Sake One,16943,747846247502,Moonstone Asian Pear Sake,Wine,750 ml,12, ,All,150,136, ,,,,1.5,,,,137.5,11.458333333333334,137.5,11.458333333333334,18.99,20.99,17.96,0.3620081662954714,18.990000000000002,15.960000000000006,0,The Wine Company,16943,Moonstone Asian Pear Sake, ,All,150,136,127.5,127.5,0,10,10, ,P4074,The Wine Company,16943,,1,Sake One,20.99,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Sake One,16945,747846250007,Moonstone Coconut Lemongrass Sake,Wine,750 ml,12, ,All,150,136, ,,,,1.5,,,,137.5,11.458333333333334,137.5,11.458333333333334,18.99,20.99,17.96,0.3620081662954714,18.990000000000002,15.960000000000006,0,The Wine Company,16945,Moonstone Coconut Lemongrass Sake, ,All,150,136,127.5,127.5,0,10,10, ,P3910,The Wine Company,16945,,1,Sake One,20.99,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Quintessential,7945,899911000304,New Age Red Wine,Wine,750 ml,12,,All,120,96, ,,,,1.5,,,,97.5,8.125,97.5,8.125,14.99,14.99,12.96,0.373070987654321,13.2525,10.456875000000002,0,The Wine Company,7945,New Age Red Wine,1 on 10 accrue,All,120,96,88.77272727272728,88.77272727272728,0,8.72727272727272,8.72727272727272, ,P3635,The Wine Company,7945,,1,New Age 750ml,14.99,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Quintessential,7979,899911000472,New Age Rose Wine,Wine,750 ml,12,,All,120,96,,,,,1.5,,,,97.5,8.125,97.5,8.125,14.99,14.99,12.96,0.373070987654321,14.833750000000004,10.960000000000004,0,The Wine Company,7979,New Age Rose Wine,1 on 10 accrue,All,120,96,88.77272727272728,88.77272727272728,0,8.72727272727272,8.72727272727272, ,P4464,The Wine Company,7979,,0,New Age 750ml,14.99,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Quintessential,7978,899911000465,New Age White Wine,Wine,750 ml,12,,All,120,96,,,,,1.5,,,,97.5,8.125,97.5,8.125,14.99,14.99,12.96,0.373070987654321,13.864999999999995,11.207500000000003,0,The Wine Company,7978,New Age White Wine,1 on 10 accrue,All,120,96,88.77272727272728,88.77272727272728,0,8.72727272727272,8.72727272727272, ,P2790,The Wine Company,7978,,0,New Age 750ml,14.99,665
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,DVWP,25778,633438000122,Wither Hills Sauvignon Blanc 750ml,Wine,750ml,12,,All,144,144,,,,,1.5,,,,145.5,12.125,145.5,12.125,17.99,21.99,18.96,0.36049578059071735,16.240000000000002,13.834375000000005,0,The Wine Company,25778,Wither Hills Sauvignon Blanc 750ml,1 on 3 accrue,All,144,144,109.5,109.5,0,36,36, ,P10731,The Wine Company,25778,,2,Wither Hills Sauvignon Blanc 750ml,22.49,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Dreyfus Ashby,20795,894526000183,Dopff & Irion Cremant d'Alsace Brut Rose,Wine,750 ml,12,,All,244,228,,,,,1.5,,,,229.5,19.125,229.5,19.125,30.99,34.99,29.96,0.36164886515353806,26.990000000000006,0,0,The Wine Company,20795,Dopff & Irion Cremant d'Alsace Brut Rose,0,All,212,196,197.5,197.5,32,32,32, ,P12301,The Wine Company,20795,,0,,35.49,0
,Price Change,,,,2026-06-01 00:00:00,,X,The Wine Company,Vintus,22906,832841820857,Tenuta Sant'Antonio Valpolicella Nanfrè,Wine,750 ml,12,,All,160,156,,,,,1.5,,,,157.5,13.125,157.5,13.125,19.99,,,0.34342171085542766,,,,The Wine Company,22906,Tenuta Sant'Antonio Valpolicella Nanfrè,0,All,144,128,129.5,129.5,16,28,28, ,,,,,,,,0
,Price Change,review,,,2026-06-01 00:00:00,, ,The Wine Company,Trefethen,26390,013024070416,Trefethen Eshcol Chardonnay,Wine,750 ml,12, ,All,192,156, ,,,,1.5,,,,157.5,13.125,157.5,13.125,23.99,23.99,19.96,0.342434869739479,23.865000000000006,19.020625,0,The Wine Company,26390,Trefethen Eshcol Chardonnay, ,All,154,154,155.5,155.5,38,2,2, ,P3285,The Wine Company,26390,,0,Trefethen 750ml,23.99,0
,Price Change,review,,,2026-06-01 00:00:00,, ,The Wine Company,Trefethen,25703,013024270410,Trefethen Eshcol Red,Wine,750 ml,12, ,All,276,218, ,,,,1.5,,,,219.5,18.291666666666668,219.5,18.291666666666668,34.99,32.99,27.96,0.34579160705770146,29.083750000000006,25.959999999999994,0,The Wine Company,25703,Trefethen Eshcol Red, ,All,218,218,219.5,219.5,58,0,0, ,P3380,The Wine Company,25703,,0,Trefethen 750ml,33.49,0
,Price Change,review,,,2026-06-01 00:00:00,, ,The Wine Company,Vineyard Brands,9691,089419003161,Warre Otima Porto,Wine,500 ml,6, ,All,184,176,,,,,1.5,,,,177.5,29.583333333333332,177.5,29.583333333333332,45.99,53.99,45.96,0.3563243400058022,46.99,38.96,0,The Wine Company,9691,Warre Otima Porto, ,All,168,156,157.5,157.5,16,20,20, ,P10717,The Wine Company,9691,,0,,55.99,0
,Price Change,review,,,2026-06-01 00:00:00,, ,The Wine Company,Vineyard Brands,9692,089419003017,Warre's King's Tawny Port,Wine,750 ml,12, ,All,212,200,,,,,1.5,,,,201.5,16.791666666666668,201.5,16.791666666666668,26.99,30.99,25.96,0.3531715459681561,27.990000000000006,23.959999999999997,0,The Wine Company,9692,Warre's King's Tawny Port, ,All,212,192,193.5,193.5,0,8,8, ,P10718,The Wine Company,9692,,0,,30.49,0
,Price Change,,,,2026-06-01 00:00:00,, ,The Wine Company,Vineyard Brands,23737,089419345926,Warre's LBV Port,Wine,750 ml,12, ,All,376,352, ,,,,1.5,,,,353.5,29.458333333333332,353.5,29.458333333333332,46.99,,,0.37309356600695187,,,,The Wine Company,23737,Warre's LBV Port, ,All,336,312,313.5,313.5,40,40,40, ,,,,,,,,0
,Price Change,,,,2026-06-01 00:00:00,, ,The Wine Company,Vineyard Brands,9693,089419003000,Warre's Ruby Port,Wine,750 ml,12, ,All,216,192, ,,,,1.5,,,,193.5,16.125,193.5,16.125,26.99,,,0.4025565024082993,,,,The Wine Company,9693,Warre's Ruby Port, ,All,200,176,177.5,177.5,16,16,16, ,,,,,,,,0
,Price Change,review,,,2026-06-01 00:00:00,,X,The Wine Company,Vineyard Brands,9705,089419003031,Warres Warrior Sp Resv,Wine,750 ml,12, ,All,216,196,,,,,1.5,,,,197.5,16.458333333333332,197.5,16.458333333333332,26.99,30.99,25.96,0.3660118130457114,26.990000000000006,22.959999999999997,0,The Wine Company,9705,Warres Warrior Sp Resv, ,All,200,184,185.5,185.5,16,12,12, ,P10721,The Wine Company,9705,,0,,30.49,0
,Disco,,,,,DISCO, ,The Wine Company,Shafer,23032,400000022550,Shafer TD-9 2019,Wine,750 ml,12, ,All,760,760, ,,,,1.5,,,,761.5,63.458333333333336,761.5,63.458333333333336,94.99,,,0.3319472225146506,,,,The Wine Company,23032,Shafer TD-9 2019, ,All,760,760,761.5,761.5,0,0,0, ,,,,,,,,0
,Price Change,review,spiked program,,2026-06-01 00:00:00,,,Phillips Wine & Spirits,Bogle Vineyards Inc,1272724,080887551017,Bogle Juggernaut Cabernet 750ml,Wine,750 ml,12,6 free Juggernaut Cab on 25,June,165.5,149,,149,25,6,1.1,,,,121.26129032258063,10.105107526881719,121.26129032258063,10.105107526881719,20.99,18.99,15.96,0.36684789931818806,18.990000000000002,15.960000000000006,0,Phillips Wine & Spirits,1272724,Bogle Juggernaut Cabernet 750ml,1 free Juggernaut Cab on 10,All,165.5,149,136.55454545454546,136.55454545454546,0,-15.293255131964827,-15.293255131964827, ,P2633,Phillips Wine & Spirits - St. Paul,1272724,,16,Bogle Juggernaut 750ml,18.99,61
,Price Change,review,spiked program,,2026-06-01 00:00:00,,,Phillips Wine & Spirits,Bogle Vineyards Inc,1767226,080887551062,Bogle Juggernaut Chardonnay 750ml,Wine,750ml,12,6 free Juggernaut Cab on 25,June,149,132.5, ,149,25,6,1.1,,,,97.84,8.153333333333334,97.84,8.153333333333334,18.99,14.99,12.96,0.3708847736625514,14.990000000000004,12.960000000000006,0,Phillips Wine & Spirits,1767226,Bogle Juggernaut Chardonnay 750ml,1 free Juggernaut Cab on 10,All,149,132.5,119.94454545454545,119.94454545454545,0,-22.104545454545445,-22.104545454545445, ,P12206,Phillips Wine & Spirits - St. Paul,1767226,,10,Bogle Juggernaut 750ml,14.99,0
,Price Change,review,spiked program,,2026-06-01 00:00:00,,,Phillips Wine & Spirits,Bogle Vineyards Inc,1503183,080887551116,Bogle Juggernaut Red Blend 750ml,Wine,750 ml,12,6 free Juggernaut Cab on 25,June,165.5,149,,149,25,6,1.1,,,,121.26129032258063,10.105107526881719,121.26129032258063,10.105107526881719,20.99,18.99,15.96,0.36684789931818806,18.990000000000002,15.960000000000006,0,Phillips Wine & Spirits,1503183,Bogle Juggernaut Red Blend 750ml,1 free Juggernaut Cab on 10,All,165.5,149,136.55454545454546,136.55454545454546,0,-15.293255131964827,-15.293255131964827, ,0,Phillips Wine & Spirits - St. Paul,1503183,,16,Bogle Juggernaut 750ml,18.99,0
