Supplier,Average of Price,Average of Sale Price,Buy Month,Product Code,Average of Price A,Item Classification
Small Lot MN,34.0525,,,9421901920517,24.959999999999997,
Johnson Brothers - St. Paul,9.99,,,085000022276,7.959999999999997,Andre 750ml
Southern Glazer's Wine & Spirits of MN,15.865000000000004,,"August, December, February, May, November",086003780316,12.960000000000006,
"Grape Beginnings, Inc.",15.990000000000004,0,,089046520017,13.960000000000006,Tilia 750ml
"Grape Beginnings, Inc.",32.39625,,,094799050032,29.02124999999999,
Oxford Street Merchants,10.99,0,,851115002539,8.960000000000004,Honoro Vera 750ml
Rue 38 LLC,17.990000000000002,,,018446099229,0,
Paustis Wine,7.989999999999998,,All,081054394352,6.959999999999997,
Johnson Brothers - St. Paul,10.99,,,081308001111,0,Cupcake Still & Lighthearted 750ml
Johnson Brothers - St. Paul,14.990000000000004,,,082242544030,0,Noble Vines 750ml
"Breakthru Beverage Minnesota Wine & Spirits, LLC",6.864999999999998,,,086816801949,5.959999999999998,
Southern Glazer's Wine & Spirits of MN,15.990000000000004,,,088232005444,0,
Southern Glazer's Wine & Spirits of MN,11.33375,,,088586421860,9.337500000000004,
"Maverick Beverage Co., LLC - MN",19.990000000000002,,,094799020011,16.960000000000004,
Phillips Wine & Spirits - St. Paul,13.990000000000002,,,099988071201,0,
Libation Project,74.99,,,400000012018,0,
"Tradition Wine & Spirits, LLC",29.990000000000006,,,400000014531,23.4,
"Tradition Wine & Spirits, LLC",29.990000000000006,,,400000015620,0,
Oxford Street Merchants,350.6149999999999,,,813497005270,299.96,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",23.990000000000006,0,,890409002619,19.96,Daou 750ml
Southern Glazer's Wine & Spirits of MN,10.99,,,088586001345,0,
Southern Glazer's Wine & Spirits of MN,23.990000000000006,,,185977000038,19.96,
"Tradition Wine & Spirits, LLC",24.646250000000006,,,653233615604,22.459374999999998,
"Tradition Wine & Spirits, LLC",26.615000000000006,,,713382533683,24.209374999999998,
Oxford Street Merchants,18.990000000000002,0,,721512000653,15.960000000000006,Frey/Pacific 750ml
"New France Wine Co, Inc",17.990000000000002,,,8436532200427,0,
Southern Glazer's Wine & Spirits of MN,17.521250000000002,,,722358360109,14.960000000000006,Dashwood Sauvignon Blanc 750ml
"Bourget Imports, LLC",39.99,,,856959004367,29.959999999999994,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",71.99,0,,890409002527,59.960000000000015,Daou 750ml
"Breakthru Beverage Minnesota Wine & Spirits, LLC",19.990000000000002,,,082896740437,0,
Johnson Brothers - St. Paul,13.977500000000003,,,085000005873,11.960000000000004,Gallo 1.5L
Southern Glazer's Wine & Spirits of MN,15.990000000000004,,"August, December, February, May, November",086003780248,12.960000000000006,
The Wine Company,17.990000000000002,,,086942250024,0,
The Wine Company,14.915000000000003,,,089419163032,11.960000000000004,
The Wine Company,21.990000000000006,,,097985225009,0,
"Bourget Imports, LLC",19.990000000000002,,,752830625761,0,
"New France Wine Co, Inc",54.99,0,,816068010031,3.61875,
Paustis Wine,7.989999999999998,,All,081054002189,6.959999999999997,
Johnson Brothers - St. Paul,21.990000000000006,,,082242014038,12.960000000000006,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",14.990000000000004,,,083722023496,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",23.990000000000006,,,083722028361,0,
Libation Project,26.990000000000006,0,,400000014739,22.959999999999997,
"Tradition Wine & Spirits, LLC",37.99,,,400000014784,31.959999999999994,
Oxford Street Merchants,442.98999999999984,0,,400000017624,368.96,
Southern Glazer's Wine & Spirits of MN,19.990000000000002,,,739958983201,0,
Johnson Brothers - St. Paul,13.965000000000003,,,795652200631,11.960000000000004,Jinro
Southern Glazer's Wine & Spirits of MN,14.990000000000004,,,833302002447,12.960000000000006,
Libation Project,54.865,,,011668150013,51.95937500000001,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",10.08375,0,,012354000995,9.022500000000004,19 Crimes 750ml
"Tradition Wine & Spirits, LLC",26.990000000000006,,,061680666115,0,
Paustis Wine,7.989999999999998,0,All,081054395489,6.959999999999997,
"Grape Beginnings, Inc.",108.99,0,,084878830006,90.96000000000002,
Southern Glazer's Wine & Spirits of MN,14.990000000000004,,"August, February, July, May, November",083120015000,11.960000000000004,
Small Lot MN,17.990000000000002,,,088473823142,0,
Southern Glazer's Wine & Spirits of MN,32.99,,,088586655937,24.959999999999997,
Phillips Wine & Spirits - St. Paul,13.990000000000002,,,099988071218,0,
"New France Wine Co, Inc",68.74,,,115563952920,63.08375000000001,
Libation Project,29.990000000000006,,,400000014753,0,
Southern Glazer's Wine & Spirits of MN,119.99,,,554342010,119.99,
Paustis Wine,16.990000000000002,,,652935100586,0,
Oxford Street Merchants,23.990000000000006,0,,721512005030,19.96,Frey/Pacific 750ml
Oxford Street Merchants,17.990000000000002,,,729722700332,0,
Oxford Street Merchants,320.6149999999999,0,,081753811020,257.46,
Oxford Street Merchants,299.9899999999999,,,081753834661,279.96,
Oxford Street Merchants,499.98999999999984,,,081753834685,0,
"Tradition Wine & Spirits, LLC",29.990000000000006,,,787790814665,24.959999999999997,
Southern Glazer's Wine & Spirits of MN,14.990000000000004,,,833302004069,12.960000000000006,
"Vinocopia, Inc",16.802500000000002,,,850038053000,13.960000000000006,
Johnson Brothers - St. Paul,20.802500000000002,,"February, July, May, November, September",851645004058,17.583750000000002,
Phillips Wine & Spirits - St. Paul,34.99,,,856184006617,0,
Johnson Brothers - St. Paul,18.052500000000002,,,860129002169,15.960000000000006,Bev 4pks 250ml
"Grape Beginnings, Inc.",114.55250000000001,,,893924000047,79.39562500000001,
Southern Glazer's Wine & Spirits of MN,14.990000000000004,,,010986002813,12.960000000000006,Kenwood 750ml
Johnson Brothers - St. Paul,21.990000000000006,,,085000022658,19.96,Ghost Pines 750ml
Paustis Wine,21.990000000000006,,,089636240103,17.960000000000004,
"Tradition Wine & Spirits, LLC",44.99,0,,400000011462,1.559375,
Oxford Street Merchants,418.98999999999984,0,,734599721557,348.96,
"Tradition Wine & Spirits, LLC",29.990000000000006,,,793888844568,24.959999999999997,
"Bourget Imports, LLC",25.302500000000006,,,8412449102979,21.396874999999998,
Southern Glazer's Wine & Spirits of MN,34.99,,,859369001247,0,
"Grape Beginnings, Inc.",132.9275,,,893924000030,99.27187500000002,
"Grape Beginnings, Inc.",65.615,,,893924000146,46.89500000000001,
Southern Glazer's Wine & Spirits of MN,49.08375,,,016236001032,44.02187500000001,
Johnson Brothers - St. Paul,33.99,0,,031259045276,28.521874999999994,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",6.864999999999998,,,086816800201,5.959999999999998,
Southern Glazer's Wine & Spirits of MN,19.990000000000002,,,088232003648,0,
Southern Glazer's Wine & Spirits of MN,5.989999999999999,,,088586010347,0,
The Wine Company,39.99,0,,089419249002,5.240625,
"Bourget Imports, LLC",28.990000000000006,0,,3830047630017,23.959999999999997,
Southern Glazer's Wine & Spirits of MN,99.99,,,400000011097,84.96000000000001,
"Tradition Wine & Spirits, LLC",33.615,,,400000015576,28.709999999999994,
Johnson Brothers - St. Paul,63.9275,,,5512555761,58.709375000000016,
"Vinocopia, Inc",27.240000000000006,,,628623020405,19.96,
"Vinocopia, Inc",16.990000000000002,,,875752000116,0,
Southern Glazer's Wine & Spirits of MN,16.990000000000002,,,041985352012,14.960000000000006,
Phillips Wine & Spirits - St. Paul,24.677500000000006,,"December, June, March, September",081584131403,19.96,K J 750ml
Johnson Brothers - St. Paul,19.990000000000002,,,085000027240,0,
Phillips Wine & Spirits - St. Paul,7.989999999999998,,,08509521,0,
Southern Glazer's Wine & Spirits of MN,11.49,0,,086003903906,9.960000000000004,Woodbridge 1.5L
Southern Glazer's Wine & Spirits of MN,49.99,,,094799011187,41.96,
The Wine Company,17.990000000000002,,,711408927829,13.960000000000006,Toad Hollow 750ml
"New France Wine Co, Inc",130.99,0,,816068010048,108.96000000000002,
"New France Wine Co, Inc",25.865000000000006,,,850005509325,1.246875,
"New France Wine Co, Inc",22.490000000000006,,,852597003007,18.96,
Rue 38 LLC,14.990000000000004,0,,015643744785,12.960000000000006,
Phillips Wine & Spirits - St. Paul,7.989999999999998,,ALL,031259009711,6.959999999999997,Yellow Tail 750ml
"Grape Beginnings, Inc.",54.99,,,055125557151,0,
Southern Glazer's Wine & Spirits of MN,9.5525,,,080432104118,5.959999999999998,
Paustis Wine,7.989999999999998,0,All,081054394307,6.959999999999997,
Southern Glazer's Wine & Spirits of MN,17.490000000000002,,"August, February, May, November",083804043152,14.960000000000006,
Phillips Wine & Spirits - St. Paul,5.989999999999999,,,08504021,0,
Phillips Wine & Spirits - St. Paul,11.990000000000002,,,08509725,0,
Small Lot MN,16.990000000000002,,,088473316514,0,
"New France Wine Co, Inc",39.99,0,,400000002804,1.621875,
Libation Project,59.99,,,400000012001,0,
"Tradition Wine & Spirits, LLC",39.99,,,400000017525,19.96,
"Tradition Wine & Spirits, LLC",34.99,,,5554162182018,0,
"Tradition Wine & Spirits, LLC",17.990000000000002,,,637405073638,0,
"Grape Beginnings, Inc.",35.0525,,,644996139360,29.959999999999994,
Oxford Street Merchants,14.765000000000002,,,670580067177,11.960000000000004,McManis 750ml
Small Lot MN,15.990000000000004,,,767749010072,0,
Small Lot MN,21.990000000000006,,,850000571006,0,
"Maverick Beverage Co., LLC - MN",29.990000000000006,,,890095000753,24.959999999999997,
Oxford Street Merchants,191.98999999999995,0,,017224110101,159.96,
"Maverick Beverage Co., LLC - MN",32.99,,,044358900759,0,
Paustis Wine,7.989999999999998,,All,081054394406,6.959999999999997,
Southern Glazer's Wine & Spirits of MN,20.990000000000002,,,081308001432,0,
Southern Glazer's Wine & Spirits of MN,9.99,,,086003002951,0,
Johnson Brothers - St. Paul,24.990000000000006,,,087356405420,0,
Southern Glazer's Wine & Spirits of MN,12.990000000000002,,,088586004490,0,
"Grape Beginnings, Inc.",21.990000000000006,,,098709007666,0,
Phillips Wine & Spirits - St. Paul,11.49,0,,099988071300,9.960000000000004,
"Maverick Beverage Co., LLC - MN",59.99,21.475,,400000009551,2.496875,
"New France Wine Co, Inc",31.990000000000006,0,,400000014791,26.959999999999994,
"Maverick Beverage Co., LLC - MN",29.990000000000006,,,400000014838,0,
"Grape Beginnings, Inc.",49.3025,,,400000016818,44.209375,
Oxford Street Merchants,78.99,,,5512522615,59.960000000000015,
"Tradition Wine & Spirits, LLC",25.990000000000006,,,644216230655,24.959999999999997,
The Wine Company,18.990000000000002,0,,747846247502,15.960000000000006,Sake One
"Tradition Wine & Spirits, LLC",26.802500000000006,,,799665809799,19.09,
Paustis Wine,16.990000000000002,,,848375000580,0,
"Maverick Beverage Co., LLC - MN",57.24,0,,894591002112,48.52125000000001,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",19.990000000000002,,,082896003068,0,
Johnson Brothers - St. Paul,16.865000000000002,,,083085908126,13.960000000000006,Franciscan 750ml
Johnson Brothers - St. Paul,12.990000000000002,,,085000013076,0,
Johnson Brothers - St. Paul,3.9900000000000015,,,085000021811,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",4.99,,,086816801444,0,
Southern Glazer's Wine & Spirits of MN,19.990000000000002,,,088586004414,0,
Southern Glazer's Wine & Spirits of MN,11.990000000000002,,,088586005527,0,
Southern Glazer's Wine & Spirits of MN,14.990000000000004,,,088586010231,0,
"Grape Beginnings, Inc.",16.927500000000002,,,089208400164,13.960000000000006,
Southern Glazer's Wine & Spirits of MN,12.490000000000002,,,089819090303,10.960000000000004,
Oxford Street Merchants,43.99,0,,097546182000,36.96,
The Wine Company,21.990000000000006,,,400000002828,0,
Libation Project,26.990000000000006,0,,400000014746,22.959999999999997,
"Tradition Wine & Spirits, LLC",59.99,0,,400000015583,7.4906250000000005,
Oxford Street Merchants,15.990000000000004,0,,721512005023,12.960000000000006,Frey/Pacific 750ml
Oxford Street Merchants,17.990000000000002,,"March, May, August, November, December",729722700219,12.960000000000006,Angeline 750ml
Oxford Street Merchants,31.990000000000006,,,746751000110,26.959999999999994,
Small Lot MN,29.990000000000006,,,850000571020,0,
Oxford Street Merchants,81.99,0,,859889006111,67.96000000000001,Copper Cane 750ml
Johnson Brothers - St. Paul,20.365000000000002,,,860129002145,17.960000000000004,Bev 4pks 250ml
Johnson Brothers - St. Paul,17.490000000000002,,,865776000056,14.960000000000006,Elouan 750ml
Southern Glazer's Wine & Spirits of MN,15.990000000000004,0,,892931000750,13.960000000000006,
Paustis Wine,7.989999999999998,0,,081054394512,6.959999999999997,
Johnson Brothers - St. Paul,12.990000000000002,,,081308004242,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",19.990000000000002,,,082491091026,16.960000000000004,
Southern Glazer's Wine & Spirits of MN,13.977500000000001,,ALL,083085903213,11.960000000000004,
Johnson Brothers - St. Paul,8.989999999999998,,,08570103,0,
Southern Glazer's Wine & Spirits of MN,14.990000000000004,,"August, December, February, May, November",086003000520,9.960000000000004,
Southern Glazer's Wine & Spirits of MN,26.990000000000006,,,086003451865,0,
"New France Wine Co, Inc",22.990000000000006,,,094922197245,0,
"Tradition Wine & Spirits, LLC",54.99,0,,400000019017,2.309375,
Southern Glazer's Wine & Spirits of MN,150.74,,,400000020938,129.96,
Oxford Street Merchants,14.990000000000004,,,695235000743,0,
"New France Wine Co, Inc",24.990000000000006,,,835603002447,0,
Johnson Brothers - St. Paul,20.615000000000002,,,860002296579,17.960000000000004,Bev 4pks 250ml
"Breakthru Beverage Minnesota Wine & Spirits, LLC",22.990000000000006,,,040426992619,0,
Paustis Wine,10.99,,,081054393409,0,
Oxford Street Merchants,32.99,,,085155273349,0,
Johnson Brothers - St. Paul,17.990000000000002,,,088940000021,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",36.99,,,089819044412,0,
"Grape Beginnings, Inc.",33.49,,,094799050063,27.959999999999994,
Phillips Wine & Spirits - St. Paul,14.990000000000004,,,184745002052,0,
"Maverick Beverage Co., LLC - MN",159.98999999999995,,,400000015606,0,
Johnson Brothers - St. Paul,169.98999999999995,,,400000020372,129.96,
"Tradition Wine & Spirits, LLC",16.990000000000002,,,55016100717,0,
Southern Glazer's Wine & Spirits of MN,74.49,0,,733952987500,60.460000000000015,Justin 750ml
Phillips Wine & Spirits - St. Paul,12.490000000000002,0,,08510527,10.960000000000004,
Phillips Wine & Spirits - St. Paul,11.49,0,,08516123,9.960000000000004,
Phillips Wine & Spirits - St. Paul,11.49,0,,08510129,9.960000000000004,
Phillips Wine & Spirits - St. Paul,11.771250000000002,0,,08510828,9.960000000000004,
"New France Wine Co, Inc",66.99,0,,816068010239,55.96000000000001,
Southern Glazer's Wine & Spirits of MN,17.490000000000002,0,,833302002027,14.960000000000006,
Bellboy Corporation,15.990000000000004,,,848375000542,0,
Phillips Wine & Spirits - St. Paul,24.990000000000006,,,850315003025,0,
Phillips Wine & Spirits - St. Paul,12.427500000000002,0,,08510624,9.960000000000004,
Phillips Wine & Spirits - St. Paul,11.49,0,,08510420,9.960000000000004,
Phillips Wine & Spirits - St. Paul,12.708750000000002,0,,08516026,9.960000000000004,
Johnson Brothers - St. Paul,54.5525,,,015904507890,39.96,
Southern Glazer's Wine & Spirits of MN,5.989999999999999,,,033293003113,4.959999999999999,
Johnson Brothers - St. Paul,35.49,,,049331002215,29.959999999999994,
Phillips Wine & Spirits - St. Paul,11.990000000000002,,,085200021116,0,
"New France Wine Co, Inc",63.74,,,083648000014,53.08250000000001,
Southern Glazer's Wine & Spirits of MN,11.990000000000002,,,083804321090,0,
Phillips Wine & Spirits - St. Paul,11.990000000000002,,,085200021109,0,
Phillips Wine & Spirits - St. Paul,11.58375,0,,08510022,9.960000000000004,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",18.990000000000002,0,,084692511204,15.960000000000006,
"Grape Beginnings, Inc.",66.99,0,,084878800009,55.96000000000001,
Small Lot MN,24.990000000000006,0,,088473104135,20.96,Sokol Blosser Evolution Pinot Noir 750ml
"Maverick Beverage Co., LLC - MN",12.990000000000002,,,183491000282,0,
Southern Glazer's Wine & Spirits of MN,11.39625,,,088586008689,9.897500000000004,14 Hands
"Breakthru Beverage Minnesota Wine & Spirits, LLC",12.490000000000002,,"February, June, July, November, December",082734001010,10.960000000000004,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",12.490000000000002,0,"February, June, July, November, December",082734213673,10.960000000000004,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",7.989999999999998,,"December, February, July, June, November",082734213529,6.959999999999997,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",25.990000000000006,0,,669576020784,21.959999999999997,
The Wine Company,17.990000000000002,,,711408630538,13.960000000000006,Toad Hollow 750ml
Phillips Wine & Spirits - St. Paul,17.990000000000002,,,717888500224,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",12.490000000000002,0,"February, June, July, November, December",082734314127,10.960000000000004,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",12.490000000000002,,"February, June, July, November, December",082734313724,10.960000000000004,
Oxford Street Merchants,16.990000000000002,0,,721512000721,13.960000000000006,Frey/Pacific 750ml
Oxford Street Merchants,11.990000000000002,0,,721512005047,9.960000000000004,Frey/Pacific 750ml
Southern Glazer's Wine & Spirits of MN,20.927500000000002,0,,727760502031,17.897500000000004,
Southern Glazer's Wine & Spirits of MN,27.990000000000006,,,739958089330,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",5.989999999999999,,,082734561002,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",12.490000000000002,0,"February, June, July, November, December",082734001034,10.960000000000004,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",12.990000000000002,,"August, December, January, March, May, November",082734521488,0,
"Grape Beginnings, Inc.",16.990000000000002,,,856442005642,0,
Small Lot MN,24.990000000000006,,,857958003085,0,
Southern Glazer's Wine & Spirits of MN,18.990000000000002,,,85801800704,15.960000000000006,
Southern Glazer's Wine & Spirits of MN,34.99,,,812147070873,29.959999999999994,
Southern Glazer's Wine & Spirits of MN,15.990000000000004,,,033293640004,13.960000000000006,Segura Viudas 750ml
"New France Wine Co, Inc",39.99,,,083648000151,0,
Phillips Wine & Spirits - St. Paul,8.989999999999998,,,08502528,0,
"New France Wine Co, Inc",24.990000000000006,0,,695798117223,20.96,
"New France Wine Co, Inc",29.990000000000006,,,695798117124,0,
Johnson Brothers - St. Paul,12.990000000000002,,,08553407,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",17.990000000000002,,,086828300263,0,
The Wine Company,14.915000000000003,,,089419150032,11.960000000000004,
Paustis Wine,17.990000000000002,,,089744750501,12.960000000000006,Trapiche 750ml
The Wine Company,19.990000000000002,,,098652400040,0,
"Grape Beginnings, Inc.",17.990000000000002,,,098709007680,0,
Phillips Wine & Spirits - St. Paul,39.99,,,400000003092,0,
Libation Project,59.99,,,400000012025,0,
Johnson Brothers - St. Paul,401.2399999999999,,,753604062188,349.96,
Johnson Brothers - St. Paul,19.990000000000002,,,850026120134,0,Bev 4pks 250ml
Rue 38 LLC,4.99,,,015643426087,0,
Oxford Street Merchants,36.99,0,"February, March, April, July, August, November",017224770107,30.959999999999994,Wagner
Johnson Brothers - St. Paul,12.958750000000002,,,018341151138,10.960000000000004,
Paustis Wine,7.989999999999998,,All,081054394277,6.959999999999997,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",9.99,,"January, February, April, June, September, November, December",082896700394,8.960000000000004,
Johnson Brothers - St. Paul,13.990000000000002,,,083085301507,0,
Southern Glazer's Wine & Spirits of MN,9.99,,,086003002432,0,
Southern Glazer's Wine & Spirits of MN,39.99,,,086003269002,0,
Southern Glazer's Wine & Spirits of MN,13.990000000000002,,,086036104516,0,
Southern Glazer's Wine & Spirits of MN,17.990000000000002,,,088586003455,0,
Johnson Brothers - St. Paul,10.99,0,,088940000014,9.960000000000004,
Southern Glazer's Wine & Spirits of MN,355.9899999999999,0,,094799010111,296.96,
Southern Glazer's Wine & Spirits of MN,129.365,,,094799011200,99.96000000000002,
Southern Glazer's Wine & Spirits of MN,30.865000000000006,,,098652140137,27.959999999999994,Cline High Tier 750ml
Oxford Street Merchants,61.115,,,400000021645,54.96000000000001,
,49.865,0,,862442000013,39.96,
"Bourget Imports, LLC",299.9899999999999,,,3700092713396,249.96,
"Tradition Wine & Spirits, LLC",24.990000000000006,,,400000006765,0,
Southern Glazer's Wine & Spirits of MN,149.99,,,400000019598,129.96,
Phillips Wine & Spirits - St. Paul,44.99,,,71788190227,39.96,
,60.99,0,,733952997554,50.96000000000001,Justin 750ml
Small Lot MN,15.990000000000004,,,767946001002,0,
Small Lot MN,19.990000000000002,,,767946003006,0,
"Tradition Wine & Spirits, LLC",34.6775,,,787790813767,24.959999999999997,
Bellboy Corporation,15.990000000000004,,,855357000230,0,
Southern Glazer's Wine & Spirits of MN,27.990000000000006,0,"December, June, March, May, November, September",011034500039,23.959999999999997,
The Wine Company,39.865,,,013024070010,31.959999999999994,Trefethen 750ml
"Breakthru Beverage Minnesota Wine & Spirits, LLC",29.990000000000006,,,040426992510,0,
Southern Glazer's Wine & Spirits of MN,89.99,,,055125553115,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",6.989999999999998,,,080516130743,0,
Southern Glazer's Wine & Spirits of MN,47.865,,,083085220266,2.371875,
Johnson Brothers - St. Paul,10.99,,,083120002536,0,
Johnson Brothers - St. Paul,9.99,,"January, July, March, May, November, September",085000024218,8.960000000000004,
Johnson Brothers - St. Paul,11.865000000000002,,"April, January, July, October",085000034149,9.960000000000004,Clos Du Bois 750ml
Phillips Wine & Spirits - St. Paul,11.990000000000002,,,08505321,0,
Phillips Wine & Spirits - St. Paul,11.990000000000002,,,08505428,0,
Phillips Wine & Spirits - St. Paul,11.990000000000002,,,08505729,0,
Phillips Wine & Spirits - St. Paul,8.989999999999998,,,08513223,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",6.989999999999998,,,086816800300,5.959999999999998,
Southern Glazer's Wine & Spirits of MN,6.458749999999998,0,,088586010378,5.587499999999999,
Johnson Brothers - St. Paul,17.990000000000002,,,088940000182,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",14.990000000000004,0,"December, June, March, November, September",089121298527,12.960000000000006,J Lohr 750ml
"Grape Beginnings, Inc.",49.1775,,,089208400287,44.084375,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",17.490000000000002,,,089819720248,14.960000000000006,
Southern Glazer's Wine & Spirits of MN,35.115,0,,098652140076,29.52187499999999,Cline High Tier 750ml
Phillips Wine & Spirits - St. Paul,19.990000000000002,,,188985000922,0,
"New France Wine Co, Inc",70.99,0,,400000006772,58.960000000000015,
"Tradition Wine & Spirits, LLC",29.990000000000006,,,400000010823,0,
"Tradition Wine & Spirits, LLC",21.990000000000006,,,400000016498,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",35.49,0,"March, June, September, November, December",669576020548,29.959999999999994,
Southern Glazer's Wine & Spirits of MN,9.99,,,739958023105,0,
Johnson Brothers - St. Paul,399.9899999999999,,,753604062157,349.96,
Oxford Street Merchants,12.990000000000002,,,851718000116,0,
Oxford Street Merchants,28.990000000000006,,,856246002069,0,
Southern Glazer's Wine & Spirits of MN,17.490000000000002,,,870661008017,14.960000000000006,
"Tradition Wine & Spirits, LLC",9.365,0,,860205001314,6.957499999999999,
"Tradition Wine & Spirits, LLC",24.427500000000006,,,860205001338,21.958749999999995,
"Tradition Wine & Spirits, LLC",35.99,,,860205001390,32.959999999999994,
"Tradition Wine & Spirits, LLC",27.990000000000006,,,860205001369,24.959999999999997,
Rue 38 LLC,18.865000000000002,0,,015643257902,15.835000000000006,
"Tradition Wine & Spirits, LLC",27.302500000000006,,,860205001383,23.959999999999997,
Southern Glazer's Wine & Spirits of MN,54.99,,,016236000011,44.96,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",26.990000000000006,,,040426992213,0,
Johnson Brothers - St. Paul,45.99,,,049331002314,37.96,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",13.789999999999994,,,082896110292,11.960000000000004,
Johnson Brothers - St. Paul,4.99,,,083120004073,0,
"New France Wine Co, Inc",65.99,,,083648000007,54.96000000000001,
"New France Wine Co, Inc",56.99,,,083648000045,0,
Southern Glazer's Wine & Spirits of MN,13.789999999999994,,,084704091878,11.960000000000004,"Freixenet, Korbel, Mionetto 750ml"
Phillips Wine & Spirits - St. Paul,8.989999999999998,,,08502926,0,
Southern Glazer's Wine & Spirits of MN,8.927499999999998,,,086003004788,6.959999999999997,
Johnson Brothers - St. Paul,12.990000000000002,,,086003018112,0,
Johnson Brothers - St. Paul,13.990000000000002,,,087356953600,0,
Johnson Brothers - St. Paul,14.990000000000004,,,087754001880,0,
Southern Glazer's Wine & Spirits of MN,19.990000000000002,,,088232002634,0,
"Grape Beginnings, Inc.",12.990000000000002,,,089208400096,0,
"Grape Beginnings, Inc.",24.990000000000006,,,089208910519,0,
Phillips Wine & Spirits - St. Paul,14.990000000000004,,,184745002106,12.960000000000006,
Oxford Street Merchants,359.9899999999999,,,400000001326,299.96,
Southern Glazer's Wine & Spirits of MN,9.115,,,080432341070,5.959999999999998,
Southern Glazer's Wine & Spirits of MN,17.990000000000002,,,080432340028,0,
The Wine Company,124.6775,,,400000011004,99.96000000000002,
"Tradition Wine & Spirits, LLC",37.3025,,,400000013671,31.396874999999994,
"Tradition Wine & Spirits, LLC",29.990000000000006,,,400000014524,19.96,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",9.865,,,080432354070,6.959999999999997,
"Tradition Wine & Spirits, LLC",129.99,,,400000015439,0,
"Grape Beginnings, Inc.",59.99,0,,400000016825,2.684375,
,99.74,,,400000018973,79.96000000000001,
Southern Glazer's Wine & Spirits of MN,9.5525,,,080432344071,5.959999999999998,
"New France Wine Co, Inc",59.99,0,,55113062018,49.96000000000001,
"Tradition Wine & Spirits, LLC",24.990000000000006,,,637405073515,0,
"Grape Beginnings, Inc.",45.5525,,,644996139278,39.96,
Oxford Street Merchants,25.990000000000006,,,698743086896,0,
"Bourget Imports, LLC",31.990000000000006,,,713757762427,0,
"Bourget Imports, LLC",22.990000000000006,,,713757762724,0,
Southern Glazer's Wine & Spirits of MN,19.990000000000002,,,739958984406,0,
Southern Glazer's Wine & Spirits of MN,44.99,,,742651135198,6.555,
Oxford Street Merchants,8.989999999999998,,,852848000007,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",18.990000000000002,,,853086008251,0,
Libation Project,163.67749999999995,,,860003824108,138.08437500000002,
Bellboy Corporation,24.990000000000006,,,873964002690,0,
Oxford Street Merchants,44.99,,,890095000074,0,
"Maverick Beverage Co., LLC - MN",32.99,,,890095000906,0,
"Grape Beginnings, Inc.",24.990000000000006,,,897941000974,0,
The Wine Company,19.990000000000002,,,012086010675,0,
Oxford Street Merchants,189.98999999999995,0,"February, March, April, July, August, November",017224720102,157.96,Wagner
"Breakthru Beverage Minnesota Wine & Spirits, LLC",22.990000000000006,,,040426992312,0,
"Grape Beginnings, Inc.",44.99,,,055125553177,0,
"Grape Beginnings, Inc.",59.99,0,,055125556666,2.684375,
Oxford Street Merchants,246.8649999999999,,,081753833435,199.96,
Southern Glazer's Wine & Spirits of MN,19.177500000000002,,,085000005293,16.960000000000004,
Southern Glazer's Wine & Spirits of MN,50.24,0,,086003051843,44.771875,
Southern Glazer's Wine & Spirits of MN,7.989999999999998,,,086003903913,0,
,18.990000000000002,,All,086785212630,14.960000000000006,
The Wine Company,24.990000000000006,,,086942160026,19.96,
Oxford Street Merchants,25.990000000000006,,,088473712187,0,
Southern Glazer's Wine & Spirits of MN,58.99,,,088586001215,49.96000000000001,
