Supplier,Average of Price,Average of Sale Price,Buy Month,Product Code,Average of Price A,Item Classification
Bellboy Corporation,12.490000000000002,0,,5604575002060,10.960000000000004,
"New France Wine Co, Inc",18.990000000000002,,,718941463241,15.960000000000006,
Small Lot MN,15.990000000000004,,,854829005155,0,
"New France Wine Co, Inc",37.99,,,8429073022016,31.959999999999994,
Southern Glazer's Wine & Spirits of MN,30.365000000000006,,,852832105381,25.459374999999994,
Southern Glazer's Wine & Spirits of MN,15.990000000000004,,,852832104810,13.960000000000006,Campo Viejo Reserva 750ml
Oxford Street Merchants,19.990000000000002,0,,819451000053,16.960000000000004,
Cannon River Winery,19.990000000000002,,,896054001250,0,
Cannon River Winery,16.990000000000002,,,896054001113,0,
Cannon River Winery,22.990000000000006,,,896054001335,0,
Cannon River Winery,22.990000000000006,,,896054001038,0,
"Grape Beginnings, Inc.",16.990000000000002,,,716898402016,0,
"New France Wine Co, Inc",67.99,0,,400000006017,56.960000000000015,
,16.990000000000002,,,618471241275,0,
Paustis Wine,20.990000000000002,0,,089475501014,17.960000000000004,Cantina Zaccagnini Montepulciano d'Abruz
The Wine Company,17.521250000000002,0,,089419002102,14.832500000000001,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",13.789999999999994,,,089016017264,11.960000000000004,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",13.789999999999994,0,,089016019097,11.960000000000004,
Johnson Brothers - St. Paul,5.989999999999999,,,085000025024,0,
Johnson Brothers - St. Paul,5.989999999999999,,,085000029756,0,
Johnson Brothers - St. Paul,5.989999999999999,,,085000029749,0,
Johnson Brothers - St. Paul,9.99,,,08571306,0,
Johnson Brothers - St. Paul,5.989999999999999,,,085000025017,0,
,17.990000000000002,,,728028416091,0,
"Bourget Imports, LLC",19.490000000000002,,,089832922001,16.960000000000004,
"New France Wine Co, Inc",17.990000000000002,,,899175002069,0,
Phillips Wine & Spirits - St. Paul,13.789999999999994,0,,764793328306,11.960000000000004,
The Wine Company,119.99,,,400000014142,99.96000000000002,
,125.99000000000001,,,748789900035,99.20937500000002,
The Wine Company,149.99,,,400000018997,0,
Rue 38 LLC,15.990000000000004,0,,015643245268,12.83125,
"New France Wine Co, Inc",19.990000000000002,,,8425235753026,0,
Rue 38 LLC,20.990000000000002,0,,015643423956,17.960000000000004,
"Grape Beginnings, Inc.",30.052500000000006,,,098709121805,25.959999999999994,
Oxford Street Merchants,79.99,0,,8027185212112,66.96000000000001,
,95.99,,,6255589,0,
,109.99,,,400000000916,0,
"New France Wine Co, Inc",132.99,,,55125081917,0,
The Wine Company,14.990000000000004,,,7183840175992,0,
"Maverick Beverage Co., LLC - MN",25.990000000000006,,,8411423031113,21.959999999999997,
,85.99,,,3700400300621,0,
,44.99,0,,618471301078,1.934375,
"New France Wine Co, Inc",25.990000000000006,,,3176481013925,21.959999999999997,
The Wine Company,21.990000000000006,,,3547831970128,0,
"New France Wine Co, Inc",25.990000000000006,0,,664841100956,21.959999999999997,
"New France Wine Co, Inc",15.990000000000004,,,610373581312,13.960000000000006,
Bellboy Corporation,24.990000000000006,,,667220121016,0,
Bellboy Corporation,16.990000000000002,,,3760161831024,0,
,21.990000000000006,,,859524004120,0,
Origin Wine & Spirits,14.990000000000004,,,816467010366,0,
,9.99,,,086891080345,0,
The Wine Company,45.99,0,,6328231030356,37.96,
Bellboy Corporation,28.115000000000006,,,873964002348,19.96,
Bellboy Corporation,49.99,,,873964000023,0,
"New France Wine Co, Inc",35.99,,,3526510075002,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",49.99,,,00720815080539,0,
,25.990000000000006,,,3760049260809,0,
Bellboy Corporation,29.990000000000006,0,,873964004472,20.619374999999998,
"Lompian Wines, LLC",12.990000000000002,,,3479210714866,0,
Bellboy Corporation,27.990000000000006,,,873964002676,0,
Bellboy Corporation,15.990000000000004,,,873964002201,0,
Rue 38 LLC,34.99,,,015643427367,0,
Bellboy Corporation,37.115,,,873964003932,27.146874999999994,
"New France Wine Co, Inc",29.990000000000006,,,400000016542,0,
Bellboy Corporation,49.865,,,873964003901,39.96,
Bellboy Corporation,18.740000000000002,0,,873964004298,9.95,
Phillips Wine & Spirits - St. Paul,33.77125,0,,873964004496,24.017499999999995,
,27.990000000000006,,,3760040180427,0,
"Bourget Imports, LLC",35.99,,,3372220120019,0,
"New France Wine Co, Inc",78.99,,,611482010922,0,
Phillips Wine & Spirits - St. Paul,29.990000000000006,0,,873964001020,22.33124999999999,
Bellboy Corporation,24.521250000000006,,,873964003086,14.960000000000006,
,19.990000000000002,,,3511061559255,0,
,22.990000000000006,0,,3511061977882,14.860000000000007,
Phillips Wine & Spirits - St. Paul,17.490000000000002,0,,873964002287,12.141874999999999,
"New France Wine Co, Inc",15.990000000000004,,,3176481009812,0,
Libation Project,27.990000000000006,0,,400000016948,23.959999999999997,
The Wine Company,44.99,0,,089419458114,2.621875,
,18.990000000000002,,,664228487694,0,
,149.99,,,612129,0,
"Bourget Imports, LLC",62.99,,,8437008587172,51.96000000000001,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",124.99,,,8033675410128,0,
Small Lot MN,14.990000000000004,0,,181856000229,12.960000000000006,
Small Lot MN,14.990000000000004,,,181856000052,12.960000000000006,
"Bourget Imports, LLC",24.990000000000006,,,8025769201750,17.465000000000003,
"Maverick Beverage Co., LLC - MN",20.927500000000002,,,716898961759,17.960000000000004,
"New France Wine Co, Inc",49.99,,,8018099042155,0,
Bellboy Corporation,10.99,,,855357000025,0,
Bellboy Corporation,13.990000000000002,,,806809252066,0,
Bellboy Corporation,17.990000000000002,,,873964001136,0,
Southern Glazer's Wine & Spirits of MN,20.740000000000002,,,0810375000235,17.960000000000004,
,109.99,,,626960,0,
Johnson Brothers - St. Paul,15.990000000000004,0,,085000012178,13.960000000000006,
Johnson Brothers - St. Paul,34.99,,,085000012307,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",119.99,,,400000003207,0,
"Grape Beginnings, Inc.",31.990000000000006,0,,098709052000,26.959999999999994,
The Wine Company,29.990000000000006,,,3760191790087,0,
Oxford Street Merchants,5.989999999999999,,,083574710438,0,
Oxford Street Merchants,5.989999999999999,,,083574710551,0,
Oxford Street Merchants,5.989999999999999,,,083574710452,0,
"New France Wine Co, Inc",34.24,,,815102000526,28.70874999999999,
,45.99,,,0614525,0,
The Wine Company,15.990000000000004,0,,400000017075,13.960000000000006,
,29.990000000000006,,,3760228960032,0,
"Bourget Imports, LLC",44.99,,,3385191000303,0,
"New France Wine Co, Inc",19.990000000000002,,,400000002590,0,
,17.990000000000002,,,761503412362,0,
The Wine Company,18.990000000000002,0,,3760211650148,15.960000000000006,
Origin Wine & Spirits,15.865000000000004,,,3760143270513,12.960000000000006,Dom Gayda 750ml
"Bourget Imports, LLC",21.990000000000006,,,0519201655416123,17.960000000000004,
The Wine Company,20.052500000000002,,,400000000442,17.960000000000004,
The Wine Company,12.490000000000002,0,,3760094280135,9.643125,
,36.99,,,603648,0,
,16.990000000000002,,,629806,0,
Phillips Wine & Spirits - St. Paul,35.0525,0,,873964004519,28.271249999999995,
,24.990000000000006,,,3760290641860,0,
"New France Wine Co, Inc",19.990000000000002,,,400000020310,16.960000000000004,
,14.465,0,,335988019042,10.166250000000003,
"Maverick Beverage Co., LLC - MN",159.98999999999995,,,400000020440,0,
"Grape Beginnings, Inc.",19.990000000000002,,,805109340015,0,
"Lompian Wines, LLC",11.990000000000002,,,3770002321058,0,
"Lompian Wines, LLC",14.990000000000004,,,3770002321034,0,
The Wine Company,49.865,,,400000020570,2.496875,
,15.990000000000004,,,3268950004609,0,
,49.99,,,612146,39.96,
The Wine Company,14.990000000000004,,,3430560006865,0,
"New France Wine Co, Inc",65.99,0,,551251005180,54.96000000000001,
"New France Wine Co, Inc",38.99,0,,3760075540050,32.959999999999994,
,17.990000000000002,,,3268950004586,0,
"Bourget Imports, LLC",67.99,,,8032535710828,55.96000000000001,
"Bourget Imports, LLC",30.490000000000006,,,8026965601429,25.959999999999994,
"Vinocopia, Inc",13.789999999999994,0,,022916573089,11.331875,Donausonne Blaufrankisch
The Wine Company,23.365000000000006,,,5204734001035,19.96,
"Maverick Beverage Co., LLC - MN",13.789999999999994,0,,094799020738,11.960000000000004,
"Maverick Beverage Co., LLC - MN",125.74000000000001,,,400000020426,96.21000000000002,
"Maverick Beverage Co., LLC - MN",129.99,,,400000020433,96.21000000000002,
"New France Wine Co, Inc",23.990000000000006,,,761503222268,0,
"Bourget Imports, LLC",24.990000000000006,,,3385191000136,0,
The Wine Company,19.990000000000002,,,790559501003,0,
"New France Wine Co, Inc",17.990000000000002,,,8436532200601,6.545000000000002,
Oxford Street Merchants,58.99,0,,819451006505,48.96000000000001,
Oxford Street Merchants,145.99,0,,819451006000,121.96000000000002,
"New France Wine Co, Inc",25.302500000000006,,,8425402343692,0,
,39.99,,,8033675414195,0,
"New France Wine Co, Inc",17.990000000000002,,,3859892375010,0,
"New France Wine Co, Inc",35.99,0,,727760509719,1.309375,
"Vinocopia, Inc",14.490000000000004,0,,851390003009,6.480000000000002,
"Vinocopia, Inc",14.677500000000004,,,851390003023,8.910000000000004,
,22.990000000000006,,,1134855661,0,
Libation Project,24.990000000000006,,,9008743001057,0,
"Grape Beginnings, Inc.",13.990000000000002,,,098709200104,0,
Rue 38 LLC,17.490000000000002,0,,015643680731,13.860000000000003,
Libation Project,29.990000000000006,,,400000016955,0,
"Bourget Imports, LLC",17.927500000000002,,,810998010031,14.960000000000006,
,19.990000000000002,,,8052744686974,0,
The Wine Company,74.99,,,827772200359,0,
,55.3025,,,843701584220,49.96000000000001,
,59.99,,,607531183464,0,
,149.99,,,607531210337,0,
,229.9899999999999,,,607531462491,0,
Libation Project,10.99,,,5600206949735,8.960000000000004,
The Wine Company,31.990000000000006,,,3760129170028,0,
The Wine Company,14.990000000000004,,,899188001356,0,
The Wine Company,25.365000000000006,,,877397000018,21.959999999999997,
Johnson Brothers - St. Paul,18.990000000000002,0,"August, February, May, November",085000012017,15.960000000000006,Whitehaven Sauv Blanc 750ml
Paustis Wine,19.990000000000002,0,,815629028003,2.925625,
"New France Wine Co, Inc",43.615,0,,695798214922,3.61875,
"New France Wine Co, Inc",47.115,,,695798111023,39.271874999999994,
"New France Wine Co, Inc",23.990000000000006,15.86,,695798114222,19.96,
"New France Wine Co, Inc",19.990000000000002,0,,695798714026,17.960000000000004,
"New France Wine Co, Inc",28.490000000000006,,,695798112129,1.121875,
The Wine Company,191.98999999999995,0,,55125071615,159.96,
,104.99,,,055125555850,0,
Oxford Street Merchants,69.615,,,055125555843,63.77187500000001,
Johnson Brothers - St. Paul,10.99,,,085000025598,0,Gallo 1.5L
Johnson Brothers - St. Paul,13.965000000000003,,,085000027080,11.960000000000004,Gallo 1.5L
Johnson Brothers - St. Paul,13.9025,,,085000019917,11.960000000000004,Gallo 1.5L
Johnson Brothers - St. Paul,13.990000000000002,,,085000020470,0,Gallo 1.5L
,5.989999999999999,,,085000025574,0,
Johnson Brothers - St. Paul,13.977500000000003,,,085000017166,11.960000000000004,Gallo 1.5L
The Wine Company,12.990000000000002,,,819451007007,0,
Paustis Wine,9.99,,,739949010404,8.960000000000004,Gazela 750ml
Southern Glazer's Wine & Spirits of MN,23.990000000000006,,,894254002299,19.96,
,33.99,,,672523,0,
The Wine Company,24.990000000000006,,,089419649154,0,
Rue 38 LLC,18.427500000000002,,,015643426537,16.210000000000004,
"Grape Beginnings, Inc.",34.99,,,98709036246,0,
"New France Wine Co, Inc",16.740000000000002,,,804879598022,14.960000000000006,
"Grape Beginnings, Inc.",19.990000000000002,,,098709300255,0,
Small Lot MN,40.1775,0,,461390838046,4.056875,
The Wine Company,22.990000000000006,,,9007112192013,0,
Oxford Street Merchants,10.99,0,,851115002218,8.960000000000004,Honoro Vera 750ml
Oxford Street Merchants,10.99,0,,400000002187,8.960000000000004,Honoro Vera 750ml
Oxford Street Merchants,10.99,0,,851115002256,8.960000000000004,Honoro Vera 750ml
Oxford Street Merchants,10.99,0,,851115002775,8.960000000000004,Honoro Vera 750ml
Southern Glazer's Wine & Spirits of MN,97.99,,,086891076676,78.45875000000001,
,11.990000000000002,,,855057002220,0,
,13.990000000000002,,,855057002053,0,
"New France Wine Co, Inc",16.990000000000002,,,8032611571169,0,
,17.990000000000002,,,8000394210308,0,
,54.99,,,8000394310404,0,
,16.990000000000002,,,3105717050557,0,
,16.990000000000002,,,3105714150557,0,
Rue 38 LLC,16.927500000000002,,,8010145030093,0.8725,
Rue 38 LLC,18.177500000000002,,,8010145300172,15.960000000000006,
Rue 38 LLC,16.990000000000002,,,8010145030062,0,
"Bourget Imports, LLC",27.365000000000006,,,035127286129,24.959999999999997,
The Wine Company,27.115000000000006,,,012086312014,22.584374999999998,
Oxford Street Merchants,19.990000000000002,0,,819451005003,16.960000000000004,
Oxford Street Merchants,36.99,0,,851115002188,30.959999999999994,
"New France Wine Co, Inc",24.521250000000006,,,3830049281521,0.934375,
,29.990000000000006,,,400000008226,0,
Rue 38 LLC,19.990000000000002,,,018446801013,16.960000000000004,
,9.99,,,084756103802,0,
Rue 38 LLC,17.490000000000002,,,015643676222,14.960000000000006,
,9.99,,,8410451008258,0,
"Bourget Imports, LLC",14.990000000000004,0,,089832900061,11.266875,La Fiera 750ml
"Bourget Imports, LLC",14.990000000000004,0,,089832901143,12.960000000000006,La Fiera 750ml
"Bourget Imports, LLC",14.990000000000004,0,,089832901136,12.960000000000006,La Fiera 750ml
"New France Wine Co, Inc",22.615000000000006,,,676080090196,19.584375,
Rue 38 LLC,24.740000000000006,,,015643605550,19.96,
The Wine Company,29.990000000000006,,,839343000497,0,
"Bourget Imports, LLC",38.99,0,,890841002055,32.959999999999994,La Rioja Alta Vina Alberdi Rioja Reserva 750ml
"Grape Beginnings, Inc.",16.740000000000002,,,8424671001265,10.530000000000005,
"Bourget Imports, LLC",23.677500000000006,,,685443210553,20.89625,
The Wine Company,12.583750000000002,,,089419000108,10.960000000000004,
"Grape Beginnings, Inc.",21.677500000000006,,,3760031472791,16.960000000000004,Lafage Miraflors 750ml
,12.990000000000002,,,5201164121029,0,
,28.990000000000006,,,338082530406,0,
,73.99,,,747154059439,0,
Rue 38 LLC,33.99,0,,747154058722,28.959999999999994,
,19.990000000000002,,,011211200080,0,
,17.990000000000002,,,011211100045,0,
,24.990000000000006,,,011211200097,0,
,17.990000000000002,,,011211200073,0,
"Bourget Imports, LLC",11.990000000000002,,,185961000907,0,
"Bourget Imports, LLC",20.990000000000002,,,3760104955510,17.960000000000004,
Libation Project,15.990000000000004,0,,641586349932,13.960000000000006,
,49.99,,,659802,0,
,55.3025,,,659801,49.96000000000001,
"Bourget Imports, LLC",18.896250000000002,0,,185961000983,15.897500000000006,
"Maverick Beverage Co., LLC - MN",69.49,,,785255005795,54.96000000000001,
Rue 38 LLC,79.24,0,,785255008116,63.08375000000001,
,12.990000000000002,,,8000305111021,0,
Bellboy Corporation,24.240000000000006,0,,873964004502,18.2075,
"Maverick Beverage Co., LLC - MN",46.4275,0,,3760204540838,38.021249999999995,
"Maverick Beverage Co., LLC - MN",18.990000000000002,0,,763955412501,15.833750000000006,Les Allies Cotes du Rhone
"Grape Beginnings, Inc.",17.990000000000002,,,695235001047,0,
Johnson Brothers - St. Paul,11.990000000000002,,,085000021507,0,
"Grape Beginnings, Inc.",19.990000000000002,0,,098709252141,9.538125,
"Grape Beginnings, Inc.",21.990000000000006,,,8437007450873,0,
,20.990000000000002,,,098709300507,0,
"Grape Beginnings, Inc.",10.99,,,098709088306,0,
Southern Glazer's Wine & Spirits of MN,20.802500000000002,,,8437014256017,17.772500000000004,
Southern Glazer's Wine & Spirits of MN,20.802500000000002,,,8437014256024,16.837500000000006,
Rue 38 LLC,23.802500000000006,,,8437007162196,19.96,
"New France Wine Co, Inc",39.99,0,,721384040092,32.959999999999994,
"New France Wine Co, Inc",61.99,0,,721384040054,51.96000000000001,
,44.99,,,3760104958047,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",18.052500000000002,0,"April, December, March, November, October, September",084692400546,15.022500000000006,
"Lompian Wines, LLC",34.99,,,3485851512303,0,
,14.990000000000004,,,8019873924650,0,
"New France Wine Co, Inc",68.6775,,,695798131328,58.771875000000016,
,62.99,,,726452013749,0,
Libation Project,45.99,,,8031724000481,0,
Libation Project,25.990000000000006,0,,8031724000818,21.959999999999997,
Oxford Street Merchants,18.990000000000002,,,877397006867,15.960000000000006,
,16.990000000000002,,,098709011083,0,
Small Lot MN,24.990000000000006,,,767749016043,0,
"New France Wine Co, Inc",25.990000000000006,,,9120008894003,0,
Phillips Wine & Spirits - St. Paul,17.490000000000002,0,,873964004212,13.957500000000001,
,25.990000000000006,,,8027079022117,0,
"Bourget Imports, LLC",30.490000000000006,,,8012377000271,25.959999999999994,
Johnson Brothers - St. Paul,13.990000000000002,,,085976034150,0,
Johnson Brothers - St. Paul,8.989999999999998,,,085976034051,0,
,29.990000000000006,,,55125090718,0,
The Wine Company,20.990000000000002,,,089419000603,17.960000000000004,
The Wine Company,24.927500000000006,,,089419087505,1.2475,
The Wine Company,14.990000000000004,,,089419000559,2.99,
,49.99,,,819451007755,0,
,15.990000000000004,,,087236990220,0,
Oxford Street Merchants,83.99,0,,815132010076,69.96000000000001,
,15.990000000000004,,,815132010069,0,
"Grape Beginnings, Inc.",19.990000000000002,,,098709007697,0,
"Grape Beginnings, Inc.",27.990000000000006,,,098709007710,0,
The Wine Company,22.490000000000006,0,,748789700024,18.96,
Libation Project,23.990000000000006,0,,8437006252294,19.96,
The Wine Company,24.990000000000006,,,4260130710583,0,
"New France Wine Co, Inc",16.990000000000002,0,,55125071717,0,
Southern Glazer's Wine & Spirits of MN,8.989999999999998,,,085904194406,0,
Southern Glazer's Wine & Spirits of MN,13.614999999999995,0,,085904015503,11.772500000000004,
Southern Glazer's Wine & Spirits of MN,19.740000000000002,,,085904016609,0.871875,
Southern Glazer's Wine & Spirits of MN,8.989999999999998,,,085904014407,0,
Bellboy Corporation,24.990000000000006,,,667220111000,0,
,27.990000000000006,,,3375080776518,0,
"Maverick Beverage Co., LLC - MN",17.521250000000002,,,726452000152,14.960000000000006,
"New France Wine Co, Inc",32.49,,,400000006734,28.959999999999994,
,24.990000000000006,,,3760211650018,0,
"Bourget Imports, LLC",16.990000000000002,,,618471221215,0,
Oxford Street Merchants,11.49,,,8414219019807,9.960000000000004,
The Wine Company,17.990000000000002,,,3760171671108,0,
,20.990000000000002,,,75133908327,0,
"Maverick Beverage Co., LLC - MN",25.427500000000006,,,5600824210026,21.582499999999996,
The Wine Company,71.0525,,,9005654000261,59.960000000000015,
The Wine Company,89.99,,,9005654000988,0,
"Grape Beginnings, Inc.",26.677500000000006,,,805109502024,20.589375,
Libation Project,55.99,0,,8029145000166,45.96,
Libation Project,72.9275,,,400000016672,3.7475,
Libation Project,288.7399999999999,,,8029145000081,199.96,
,96.99,,,8029145000104,0,
The Wine Company,19.990000000000002,12.86,,8033140583050,0,
,15.990000000000004,,,082745110190,0,
,29.990000000000006,,,695345,0,
"Grape Beginnings, Inc.",15.990000000000004,,,098709085350,0,
"Grape Beginnings, Inc.",15.990000000000004,,,098709066038,0,
,13.990000000000002,,,739211000355,0,
"Bourget Imports, LLC",68.24,,,8032636135865,58.709375000000016,
"Bourget Imports, LLC",89.99,,,8032636135360,74.96000000000001,
"Bourget Imports, LLC",89.99,0,,8032636135407,3.934375,
"Bourget Imports, LLC",89.99,,,8032636135421,0,
"New France Wine Co, Inc",22.990000000000006,,,688262011059,0,
,17.990000000000002,,,400000002163,0,
,19.990000000000002,,,400000075150,0,
,24.990000000000006,,,400000080161,0,
Small Lot MN,34.99,,,400000019499,0,
"New France Wine Co, Inc",33.49,,,182515000529,27.959999999999994,
"Bourget Imports, LLC",18.115000000000002,,,097871013925,15.960000000000006,
The Wine Company,49.99,,,089419219968,0,
,19.990000000000002,,,894653000032,0,
"Grape Beginnings, Inc.",19.990000000000002,,,67946301941,0,
,45.365,,,8032535801038,4.99375,
"New France Wine Co, Inc",25.990000000000006,0,,7277605167244,21.959999999999997,
"Bourget Imports, LLC",29.990000000000006,,,097871005678,0,
"Grape Beginnings, Inc.",51.99,,,9870943745,44.96,
,17.990000000000002,,,8033040850023,0,
Libation Project,20.990000000000002,,,8032618583950,17.960000000000004,
"New France Wine Co, Inc",11.958750000000002,,,5604424209008,9.960000000000004,
"Bourget Imports, LLC",21.990000000000006,,,8032601850014,0,
,32.24,,,094799100034,27.457499999999992,
"New France Wine Co, Inc",15.990000000000004,,,8033196720461,0,
"Bourget Imports, LLC",24.990000000000006,0,,089832224273,20.96,
,26.990000000000006,,,9120027381140,0,
Oxford Street Merchants,69.99,,,665529002074,0,
"New France Wine Co, Inc",55.99,0,,8033219922131,46.96000000000001,
"Bourget Imports, LLC",19.990000000000002,,,097871004466,0,
Oxford Street Merchants,27.990000000000006,0,,8031481004661,22.959999999999997,
The Wine Company,16.990000000000002,,,5600379040284,0,
"New France Wine Co, Inc",85.99,0,,815783000013,71.96000000000001,
Phillips Wine & Spirits - St. Paul,11.990000000000002,,,817036010602,0,
The Wine Company,11.49,,,5600379041236,9.960000000000004,Raza 750ml
Southern Glazer's Wine & Spirits of MN,11.49,,,088320341034,9.960000000000004,
"New France Wine Co, Inc",58.365,,,664841014000,48.64687500000001,
"Bourget Imports, LLC",20.802500000000002,0,,745163236100,15.768125000000001,
Oxford Street Merchants,29.990000000000006,0,,811882009117,24.959999999999997,
,59.99,,,811882005157,0,
,49.99,,,8050148810186,0,
The Wine Company,14.990000000000004,,,8437009257081,0,
Oxford Street Merchants,10.99,0,,084279006970,0.371875,
Oxford Street Merchants,10.99,0,,084279006963,1.2375,
,23.990000000000006,,,086785120317,0,
"New France Wine Co, Inc",26.990000000000006,0,,3830041090060,22.959999999999997,
"Tradition Wine & Spirits, LLC",25.490000000000006,,,8437012689039,22.959999999999997,
,17.990000000000002,,,851453006060,0,
The Wine Company,14.990000000000004,0,,632823000495,12.960000000000006,
,52.99,,,709067123102,44.96,
Oxford Street Merchants,27.990000000000006,0,"March, May, August, September, November, December",086891077666,25.959999999999994,Santa Margherita 750ml
The Wine Company,34.99,0,,5203885001789,3.11875,
Oxford Street Merchants,18.990000000000002,0,,632987200281,15.960000000000006,
,19.990000000000002,,,3760064120270,0,
"Bourget Imports, LLC",45.99,,,3760104954773,0,
The Wine Company,14.990000000000004,,,832841820406,0,
"Bourget Imports, LLC",31.990000000000006,0,,400000003740,26.396874999999994,
Southern Glazer's Wine & Spirits of MN,19.990000000000002,,,086785121413,0,
"Bourget Imports, LLC",13.990000000000002,,,035127286044,0,
Oxford Street Merchants,16.990000000000002,0,,632987200106,14.960000000000006,Sella Antica Toscona IGT
The Wine Company,27.990000000000006,,,9120008796543,0,
The Wine Company,23.990000000000006,0,,663997000172,19.96,
The Wine Company,27.990000000000006,0,,663997000264,23.959999999999997,
The Wine Company,21.990000000000006,,,663997000073,0,
Saint Croix Vineyards,20.802500000000002,,,669835222294,17.960000000000004,
Saint Croix Vineyards,20.802500000000002,0,,669835222263,16.83125,
Saint Croix Vineyards,30.490000000000006,0,,669835225226,27.017499999999995,
Saint Croix Vineyards,23.365000000000006,0,,669835222416,19.583750000000002,
Saint Croix Vineyards,23.365000000000006,,,669835224144,20.206249999999997,
"Bourget Imports, LLC",21.240000000000002,,,8001487001100,17.960000000000004,
"Grape Beginnings, Inc.",17.990000000000002,,,098709300194,0,
Paustis Wine,12.990000000000002,,,042188750032,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",13.115000000000002,0,,087872632225,11.085000000000004,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",13.040000000000003,0,,087872633369,11.022500000000004,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",13.040000000000003,0,,087872630931,11.022500000000004,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",14.990000000000004,0,,087872633901,12.960000000000006,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",13.040000000000003,0,,087872632218,11.022500000000004,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",14.990000000000004,0,,087872632232,12.960000000000006,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",14.990000000000004,0,,087872633956,12.960000000000006,Stella Rosa
"Breakthru Beverage Minnesota Wine & Spirits, LLC",14.990000000000004,0,,087872638425,12.960000000000006,Stella Rosa
Small Lot MN,14.990000000000004,,,181856000335,0,
Small Lot MN,17.5525,0,,8057742969999,13.766249999999998,
Southern Glazer's Wine & Spirits of MN,15.990000000000004,,,098709270107,0,
The Wine Company,16.990000000000002,,,8420759900017,0,
,20.990000000000002,,,8436037401053,0,
Libation Project,26.990000000000006,,,400000016924,22.959999999999997,
Southern Glazer's Wine & Spirits of MN,239.9899999999999,,,084692492008,199.96,
Oxford Street Merchants,21.052500000000002,,,716898921494,4.984375,
Oxford Street Merchants,22.115000000000006,,,716898921463,1.246875,
Oxford Street Merchants,32.8025,,,716898921517,1.559375,
Libation Project,24.990000000000006,,,811644010801,0,
Bellboy Corporation,15.990000000000004,0,,761919750065,13.960000000000006,
Johnson Brothers - St. Paul,5.989999999999999,,,085000022252,0,
,29.990000000000006,,,087675059847,0,
"Maverick Beverage Co., LLC - MN",14.990000000000004,,,5604424367401,12.960000000000006,
Southern Glazer's Wine & Spirits of MN,16.990000000000002,,,088586006098,0,
,14.990000000000004,,,088586006395,0,
"Breakthru Beverage Minnesota Wine & Spirits, LLC",50.99,,,088586006456,0,
,12.990000000000002,,,8003387010046,0,
The Wine Company,25.990000000000006,,,8437012566002,0,
"Grape Beginnings, Inc.",26.115000000000006,,,098709087682,1.496875,
The Wine Company,15.990000000000004,,,089419001457,13.960000000000006,
,19.990000000000002,,,55512509142018,0,
,19.990000000000002,,,55125090918,0,
"Grape Beginnings, Inc.",19.990000000000002,,,098709201750,0,
Paustis Wine,14.990000000000004,0,,5600312190854,12.960000000000006,
,99.99,,,0659015,0,
"Grape Beginnings, Inc.",121.99,,,761503633217,69.58437500000001,
"Grape Beginnings, Inc.",105.3025,,,400000002866,78.95937500000001,
Southern Glazer's Wine & Spirits of MN,29.990000000000006,0,,088586002755,24.959999999999997,
Oxford Street Merchants,31.990000000000006,,,8003545802308,26.959999999999994,Villa Cafaggio Chianti 750ml
Rue 38 LLC,18.865000000000002,,,015643415210,15.835000000000006,
Johnson Brothers - St. Paul,10.99,,,031259027029,0,
Oxford Street Merchants,18.990000000000002,0,,8021321080719,15.960000000000006,
"New France Wine Co, Inc",52.99,,,656374220652,0,
"New France Wine Co, Inc",31.208750000000006,,,656374299658,28.084374999999994,
"New France Wine Co, Inc",46.615,,,664841001000,38.834375,
"Maverick Beverage Co., LLC - MN",18.990000000000002,0,,8410451009446,14.081249999999999,
"Grape Beginnings, Inc.",15.990000000000004,,,098709201385,0,
"Grape Beginnings, Inc.",15.990000000000004,,,098709201316,0,
The Wine Company,34.99,19.86,,9120040282707,2.49375,
,14.990000000000004,,,602003679285,0,
The Wine Company,59.99,,,843304024040,49.96000000000001,
Rue 38 LLC,22.365000000000006,,,819243001183,18.96,
Paustis Wine,17.990000000000002,0,,052392122938,2.4281249999999996,Winehaven 750ml
Paustis Wine,15.990000000000004,0,,052392122075,2.4281249999999996,Winehaven 750ml
Paustis Wine,22.990000000000006,,,052392122877,0,Winehaven 750ml
Paustis Wine,12.990000000000002,0,,052392122945,11.960000000000004,Winehaven 750ml
Paustis Wine,17.990000000000002,0,,052392122211,4.85625,Winehaven 750ml
Paustis Wine,22.990000000000006,,,052392122372,0,Winehaven 750ml
Paustis Wine,17.990000000000002,,,052392122105,0,Winehaven 750ml
