Product Description,Product UPC,Department,Size,Units/Case,Supplier,Distributor,Deal Description,Buy Months (if appl.),Net/Unit,Net Case,Case 1 (Retail),Retail,Club,GM%,Buy Month Invoice,Non-Buy Month Invoice,Vendor UPC,Item Number,Net Case EO,Net Cs EO/Unit,Competitor Pricing
Frankly Organic Apple Vodka,854439008263,Liquor,750 ml,6,BE IN GOOD SPIRITS LLC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN854439008263,964346,0,0,
FRANKLY ORGANIC VOD APPLE 60 LSE,00,Liquor,50ML,60,BE IN GOOD SPIRITS LLC,Southern Wine & Spirits,,ALL,92,92,110,1.5333333333333334,1.99,,92,92,SWS Southern Glazer's Wine & Spirits of MN00,964351,1.5333333333333334,92,
FRANKLY ORGANIC VOD GRAPEFRT 60LSE,00,Liquor,50ML,60,BE IN GOOD SPIRITS LLC,Southern Wine & Spirits,,ALL,92,92,110,1.5333333333333334,1.99,,92,92,SWS Southern Glazer's Wine & Spirits of MN00,964354,1.5333333333333334,92,
FRANKLY ORGANIC VOD GRAPEFRUIT 60,854439008102,Liquor,750ML,6,BE IN GOOD SPIRITS LLC,Southern Wine & Spirits,,ALL,90,90,120,15,25.99,,90,90,SWS Southern Glazer's Wine & Spirits of MN854439008102,964355,15,90,
FRANKLY ORGANIC VOD POMEGRAN 60LSE,00,Liquor,50ML,60,BE IN GOOD SPIRITS LLC,Southern Wine & Spirits,,ALL,92,92,110,1.5333333333333334,1.99,,92,92,SWS Southern Glazer's Wine & Spirits of MN00,964362,1.5333333333333334,92,
FRANKLY ORGANIC VOD POMEGRANATE 60,854439008348,Liquor,750ML,6,BE IN GOOD SPIRITS LLC,Southern Wine & Spirits,,ALL,90,90,120,15,25.99,,90,90,SWS Southern Glazer's Wine & Spirits of MN854439008348,964363,15,90,
FRANKLY ORGANIC VOD STRAWBERRY 60,854439008188,Liquor,750ML,6,BE IN GOOD SPIRITS LLC,Southern Wine & Spirits,,ALL,90,90,120,15,25.99,,90,90,SWS Southern Glazer's Wine & Spirits of MN854439008188,964359,15,90,
FRANKLY ORGANIC VOD STRAWBRY 60LSE,00,Liquor,50ML,60,BE IN GOOD SPIRITS LLC,Southern Wine & Spirits,,ALL,92,92,110,1.5333333333333334,1.99,,92,92,SWS Southern Glazer's Wine & Spirits of MN00,964358,1.5333333333333334,92,
FRANKLY ORGANIC VODKA 80,854439008027,Liquor,750ML,6,BE IN GOOD SPIRITS LLC,Southern Wine & Spirits,,ALL,90,90,120,15,25.99,,90,90,SWS Southern Glazer's Wine & Spirits of MN854439008027,964348,15,90,
FRANKLY ORGANIC VODKA 80 LSE,854439008003,Liquor,50ML,60,BE IN GOOD SPIRITS LLC,Southern Wine & Spirits,,ALL,92,92,110,1.5333333333333334,1.99,,92,92,SWS Southern Glazer's Wine & Spirits of MN854439008003,964347,1.5333333333333334,92,
French Kiss,88004019594,Liquor,750ml,12,SAZERAC,Breakthru Beverage, ,All,118.35000000000001,,117.2,9.8625,12.99,,117.2,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88004019594",9219574,9.8625,118.35000000000001,0.24076212471131636
Fris Vodka,88004026141,Liquor,1.75 L,6,SAZERAC,Breakthru Beverage, ,All,91.15,,90,15.191666666666668,19.99,,90,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88004026141",9043474,15.191666666666668,91.15,0.2400366850091711
Fris Vodka,80432105542,Liquor,Ltr,1,SAZERAC,Breakthru Beverage, ,All,127.05000000000001,,125.9,127.05000000000001,163.99,,125.9,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC80432105542",9043472,127.05000000000001,127.05000000000001,0.22525763766083295
Fulton's Harvest Apple Pie,096749003709,Liquor,750 ml,12,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749003709,337819,0,0,
Fuzzy's Vodka,850183002007,Liquor,750ml,6,MHW LTD - FUZZY'S SPIRITS,Breakthru Beverage, ,All,117.15,,116,19.525000000000002,24.99,,116,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC850183002007",9092382,19.525000000000002,117.15,0.21868747498999586
Fuzzy's Vodka,850183002045,Liquor,1.75 L,3,MHW LTD - FUZZY'S SPIRITS,Breakthru Beverage, ,All,141.15,,140,47.050000000000004,60.99,,140,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC850183002045",9170251,47.050000000000004,141.15,0.2285620593539924
Galliano,080915112111,Liquor,375 ml,24,LUCAS BOLS USA/MHW LTD,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080915112111,267087,0,0,
Galliano,080915112128,Liquor,750 ml,12,LUCAS BOLS USA/MHW LTD,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080915112128,267088,0,0,
Galliano L'Aperitivo,80915122899,Liquor,750ml,6,MHW LTD - LUCAS BOLS USA,Breakthru Beverage, ,All,158.65,,157.5,26.441666666666666,33.99,,157.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC80915122899",9333256,26.441666666666666,158.65,0.2220751201333726
Galliano Ristretto,80915111688,Liquor,375 ml,24,MHW LTD - LUCAS BOLS USA,Breakthru Beverage, ,All,301.15,,300,12.547916666666666,15.99,,300,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC80915111688",9133478,12.547916666666666,301.15,0.21526474880133423
Galliano Ristretto,80915111695,Liquor,750ml,12,MHW LTD - LUCAS BOLS USA,Breakthru Beverage, ,All,241.15,,240,20.095833333333335,25.99,,240,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC80915111695",9133479,20.095833333333335,241.15,0.22678594331152996
Gas Monkey Cinnamon Tequila,810735014193,Liquor,750ml,6,LOCAL CHOICE SPIRITS,Breakthru Beverage, ,All,158.65,,157.5,26.441666666666666,33.99,,157.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC810735014193",9191450,26.441666666666666,158.65,0.2220751201333726
George Remus Straight Bourbon Whiskey,700381690103,Liquor,750ml,6,LUXCO,Breakthru Beverage, ,All,214.15,,213,35.69166666666667,45.99,,213,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC700381690103",9286641,35.69166666666667,214.15,0.22392549104877868
George T Stagg Bourbon,088004027841,Liquor,750ml,3,SAZERAC,Breakthru Beverage, ,All,283.15,,282,94.38333333333333,121.99,,282,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC088004027841",9705404,94.38333333333333,283.15,0.2263027024073012
Georgia Moon Corn Whisky,096749011551,Liquor,750 ml,12,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749011551,25331,0,0,
Georgia Moon Peach,096749011469,Liquor,750 ml,12,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749011469,198655,0,0,
Germain Robin XO,25907100097,Liquor,750 ml,1,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC25907100097",,,,
Gibson's Canadian Whisky 750ml,083664872558,Liquor,750ml,12,,Breakthru Beverage,,All,226.15,,225,18.845833333333335,23.99,,225,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC083664872558",9521,18.845833333333335,226.15,
Giffard Liqueur Creme de La Passion,852322824075,Liquor,750ml,6,PARK ST IMP/BACK BAR PROJECT,Breakthru Beverage, ,All,131.65,,130.5,21.941666666666666,27.99,,130.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC852322824075",9260847,21.941666666666666,131.65,0.21608907943313085
Gilbeys Gin,080686122609,Liquor,375 ml,24,JIM BEAM BRANDS CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080686122609,18040,0,0,
Gilbeys Gin,080686122432,Liquor,Traveler,12,JIM BEAM BRANDS CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080686122432,2813,0,0,
Gin Mare,855153005026,Liquor,750 ml,6,Vantguard,Maverick Wine Company,,All,186,0,196.02,31,41.99,,186,,"70000 Maverick Beverage Co., LLC - MN855153005026",S-BP-GM,31,186,
Glen Grant 12 Yr,721059002349,Liquor,750 ml,6,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN721059002349,417696,0,0,
Glen Moray 12yr,084279981505,Liquor,750 ml,6,Park Street,Phillips Wine & Spirits,Case 1,ALL,212.25,212.25,240,35.375,51.99,,212.25,,PH Phillips Wine & Spirits - St. Paul084279981505,000013854,35.375,212.25,
Glen Moray Port Finish,084279994611,Liquor,750 ml,6,Park Street,Phillips Wine & Spirits,Case 1,ALL,135,135,160,22.5,34.99,,135,,PH Phillips Wine & Spirits - St. Paul084279994611,000025488,22.5,135,
Glen Moray Sherry Cask,084279001517,Liquor,750 ml,6,Park Street,Phillips Wine & Spirits,Case 1,ALL,135,135,160,22.5,34.99,,135,,PH Phillips Wine & Spirits - St. Paul084279001517,001076679,22.5,135,
Glenfarclas 21 Yr Single Malt,088004033743,Liquor,750ml,6,SAZERAC,Breakthru Beverage, ,All,727.14,,725.99,121.19,156.99,,725.99,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC088004033743",9031464,121.19,727.14,0.22804000254793305
Glenfiddich - Cask of Dreams,083664872596,Liquor,750ml,3,WM GRANT & SONS,Breakthru Beverage, ,All,215.36,,214.21,71.78666666666668,92.99,,214.21,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC083664872596",9142332,71.78666666666668,215.36,0.22801734953579222
Glenfiddich 18 Yr Ancient Res,083664990412,Liquor,750 ml,6,WILLIAM GRANT & SONS INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN083664990412,402743,0,0,
Glenfiddich 45 Yr Trio Pack,083664871315,Liquor,3x200 ml,6,WM GRANT & SONS,Breakthru Beverage,9 case deal on invoice mixed with Balvenie,All,161.15,,160,26.858333333333334,34.99,,160,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC083664871315",9096874,26.858333333333334,161.15,0.2323997332571211
Glenfiddich Fire & Cane,083664873982,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage,9 case deal on invoice mixed with Balvenie,All,239.65,,238.5,39.94166666666667,51.99,,238.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC083664873982",9320152,39.94166666666667,239.65,0.23174328396486502
Glenfiddich IPA Cask,083664873692,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage,9 case deal on invoice mixed with Balvenie,All,262.15,,261,43.69166666666666,56.99,,261,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC083664873692",9238521,43.69166666666666,262.15,0.23334503129203962
Glenfiddich Original 1963,083664873296,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage,9 case deal on invoice mixed with Balvenie,All,451.09999999999997,,449.95,75.18333333333332,96.99,,449.95,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC083664873296",9180436,75.18333333333332,451.09999999999997,0.2248341753445373
Glenfiddich Project XX,083664873708,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage,9 case deal on invoice mixed with Balvenie,All,379.15,,378,63.19166666666666,81.99,,378,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC083664873708",9249893,63.19166666666666,379.15,0.22927592795869414
Glenfiddich Snow Phoenix,083664871865,Liquor,750ml,6,WM GRANT & SONS,Breakthru Beverage,9 case deal on invoice mixed with Balvenie,All,400.15,,399,66.69166666666666,85.99,,399,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC083664871865",9127111,66.69166666666666,400.15,0.22442532077373337
Glenfiddich Tri Pack Sampler,083664873456,Liquor,3 pk,4,WM GRANT & SONS,Breakthru Beverage,9 case deal on invoice mixed with Balvenie,All,187.15,,186,46.7875,59.99,,186,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC083664873456",9190361,46.7875,187.15,0.2200783463910652
Glenglassaugh Evolution,5060193841649,Liquor,750ml,6,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage, ,All,266.60999999999996,,265.46,44.434999999999995,57.99,,265.46,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC5060193841649",9246079,44.434999999999995,266.60999999999996,0.233747197792723
Glenglassaugh Revival,5060193840994,Liquor,750ml,6,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage, ,All,266.60999999999996,,265.46,44.434999999999995,57.99,,265.46,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC5060193840994",9246078,44.434999999999995,266.60999999999996,0.233747197792723
Glenglassaugh Torfa,5060193841946,Liquor,750ml,6,BROWN FORMAN SPIRITS & WINES,Breakthru Beverage, ,All,280.10999999999996,,278.96,46.684999999999995,59.99,,278.96,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC5060193841946",9246077,46.684999999999995,280.10999999999996,0.22178696449408244
Glengoyne 10yr Scotch,5010493002806,Liquor,750 ml,6,SHAW ROSS INTERNATIONAL,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN5010493002806,3906,0,0,
Glenlivet 3 pk Tasting Kit,080432108024,Liquor,600 ml,6,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432108024,340280,0,0,
Glenlivet Code Single Malt,080432113660,Liquor,750 ml,1,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432113660,904317,0,0,
Glenlivet Enigma,080432114711,Liquor,750 ml,6,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432114711,935310,0,0,
Glenlivet Nadurra 16 Yr,080432103159,Liquor,750 ml,6,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432103159,140320,0,0,
Glenlivet Nadurra First Fill,080432109762,Liquor,750 ml,6,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432109762,944017,0,0,
Glenlivet Nadurra Oloroso,080432108710,Liquor,750 ml,6,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432108710,464992,0,0,
Glenlivet Scotch 12 Yr,080432400722,Liquor,1.75 L,6,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432400722,175097,0,0,
Glenlivet Scotch 21 Yr,80432101513,Liquor,750 ml,3,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC80432101513",,,,
Glenlivet Scotch 21 Yr,080432101513,Liquor,750 ml,3,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432101513,122446,0,0,
Glenlivet XXV,080432103685,Liquor,750 ml,3,PERNOD RICARD USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080432103685,188321,0,0,
Glenmorangie Quinta Ruban,081753810870,Liquor,750 ml,6,MOET HENNESSY USA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN081753810870,304186,0,0,
Glenrothes 1995,721059067683,Liquor,750ml,6,THE EDRINGTON GROUP,Breakthru Beverage, ,All,406.15,,405,67.69166666666666,87.99,,405,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC721059067683",9200733,67.69166666666666,406.15,0.23068909345758987
Glenrothes 1998,87229176983,Liquor,750ml,6,EDRINGTON USA,Breakthru Beverage, ,All,316.15,,315,52.69166666666666,67.99,,315,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC87229176983",9200734,52.69166666666666,316.15,0.22500857969309213
Glenrothes Peated Cask,87229176150,Liquor,750ml,6,EDRINGTON USA,Breakthru Beverage, ,All,248.65,,247.5,41.44166666666667,53.99,,247.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC87229176150",9245683,41.44166666666667,248.65,0.2324195838735568
Glenrothes Reserve,87229176013,Liquor,750ml,6,EDRINGTON USA,Breakthru Beverage, ,All,226.15,,225,37.69166666666667,48.99,,225,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC87229176013",9200735,37.69166666666667,226.15,0.23062529767979856
Glenrothes Sherry Cask Reserve,5010493038324,Liquor,750 ml,6,THE EDRINGTON GROUP,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC5010493038324",,,,
Glenrothes Triple Pack,87229176143,Liquor,3 pk btl,12,EDRINGTON USA,Breakthru Beverage, ,All,176.15,,175,14.679166666666667,18.99,,175,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC87229176143",9248321,14.679166666666667,176.15,0.22700544146041768
Glenrothes Vintage Reserve,87229176051,Liquor,750ml,6,EDRINGTON USA,Breakthru Beverage, ,All,206.65,,205.5,34.44166666666667,44.99,,205.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC87229176051",9201244,34.44166666666667,206.65,0.23445950952063419
Godiva White Chocoalte Liqueur,08755506,Liquor,50 ml,0,,Southern Wine & Spirits,,,0,0,,0,,,0,0,SWS Southern Glazer's Wine & Spirits of MN08755506,ZZZ30056,,0,
Goldschlager,088004036737,Liquor,Liter,12,SAZERAC COMPANY INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088004036737,26101,0,0,
Goldschlager,86767500090,Liquor,375 ml,24,SAZERAC,Breakthru Beverage, ,All,129.65,,128.5,5.402083333333334,6.99,,128.5,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC86767500090",9000446,5.402083333333334,129.65,0.22716976633285646
Gordons Gin,08860139,Liquor,Liter,0,DIAGEO SPIRITS,Southern Wine & Spirits,,,0,0,,0,,,0,0,SWS Southern Glazer's Wine & Spirits of MN08860139,317959,,0,
Gracias A Dios Mezcal,7500326365607,Liquor,750 ml,6,PALM BAY INTERNATIONAL INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN7500326365607,418791,0,0,
Gran Gala,86024000783,Liquor,375 ml,12,SAZERAC,Breakthru Beverage, ,All,109.10000000000001,,107.95,9.091666666666667,11.99,,107.95,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC86024000783",9220545,9.091666666666667,109.10000000000001,0.24172921879343898
Grand Marnier Cuvee du Centenaire,088110935016,Liquor,750 ml,6,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088110935016,471860,0,0,
Grand Marnier Liqueur,088110931018,Liquor,1.75 L,6,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN088110931018,471638,0,0,
Grand Marnier Liqueur,649188900377,Liquor,200 ml,24,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN649188900377,236930,0,0,
Grand Marnier Liqueur,649188900360,Liquor,50 ml,120,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN649188900360,472476,0,0,
Grand Marnier Liqueur,649188900483,Liquor,Liter,12,CAMPARI AMERICA,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN649188900483,471639,0,0,
Grande Canadian Whiskey,096749906871,Liquor,Liter,12,HEAVEN HILL SALES CO,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN096749906871,720,0,0,
Granny's gingerbread cream,88004023591,Liquor,750ml,12,SAZERAC,Breakthru Beverage, ,All,100.12,,98.97,8.343333333333334,10.99,,98.97,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC88004023591",9243580,8.343333333333334,100.12,0.2408249924173491
Green Mark Vodka,4620006990820,Liquor,Ltr,0,,Southern Wine & Spirits,,,0,0,,0,,,0,0,SWS Southern Glazer's Wine & Spirits of MN4620006990820,ZZZ28393,,0,
Grey Goose 50ml Variety Pack,080480007034,Liquor,4x50 ml,12,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480007034,446524,0,0,
Grey Goose Cherry Noir Vodka,080480002862,Liquor,50 ml,120,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480002862,314318,0,0,
Grey Goose Cherry Noir Vodka,080480002831,Liquor,750 ml,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480002831,312791,0,0,
Grey Goose La Vanille,080480984182,Liquor,750 ml,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480984182,916912,0,0,
Grey Goose Le Melon Vodka,080480004897,Liquor,750 ml,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480004897,355341,0,0,
Grey Goose Strawberry & Lemongrass Vodka,080480985714,Liquor,Liter,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480985714,972683,0,0,
Grey Goose Vodka Ducasse,080480006129,Liquor,750 ml,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480006129,480006,0,0,
Grey Goose Vodka w/ Perrier,080480983642,Liquor,750 ml,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480983642,910097,0,0,
Grey Goose VX,080480004521,Liquor,750 ml,4,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480004521,406942,0,0,
Grey Goose Watermelon & Basil Vodka,080480985738,Liquor,Liter,6,BACARDI USA INC,Southern Wine & Spirits,,,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080480985738,972680,0,0,
Hairless Dog N/A Black Ale,860321002608,Misc,6pk 12oz cn,4,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC860321002608",,,,
Hairless Dog N/A IPA,860321002639,Misc,6pk 12oz cn,4,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC860321002639",,,,
Hairless Dog NA Citra Lager,860321002622,Misc,6pk 12oz cn,4,,Breakthru Beverage,,,,,,0,,,,,"WB Breakthru Beverage Minnesota Wine & Spirits, LLC860321002622",,,,
Hammer & Sickle Ginger Beer,852622002234,Misc,4 pk cn,6,KLIN SPIRITS LLC,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN852622002234,372546,0,0,
Hammer & Sickle Honey Lemon,852622002258,Misc,4 pk cn,6,KLIN SPIRITS LLC,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN852622002258,392405,0,0,
Hammer & Sickle Vodka,852622002005,Liquor,750 ml,6,KLIN SPIRITS LLC,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN852622002005,308272,0,0,
Hancock's Reserve,080244006938,Liquor,750 ml,1,SAZERAC COMPANY INC,Southern Wine & Spirits,,ALL,0,0,,0,-0.01,,0,0,SWS Southern Glazer's Wine & Spirits of MN080244006938,78366,0,0,
