upc,Item,Department
628623020412,Dixie & Bass Red Mtn Cabernet Sauvignon,Wine
628623021501,Gia Bella Brut Rose Red Mountain 20 750ml,Wine
628623021303,Inches Cabernet Sauvignon,Wine
628623021210,Inches Rose,Wine
628623020917,Roaming Dog Cab Sauv,Wine
628623020931,Roaming Dog Chardonnay,Wine
628623020924,Roaming Dog Red Blend,Wine
628623020948,Roaming Dog Riesling,Wine
628623020900,Roaming Dog Rose,Wine
15643528835,Reserve Turant Sauvignon Blanc,Wine
850784003229,Canned Oregon Pinot Gris,Wine
857151003264,Middle Sister Moscato,Wine
856622001396,Bieler Family Daisy Pinot Grigio,Wine
86785211251,CAVIT CABERNET SAUVIGNON,Wine
86785211237,CAVIT CABERNET SAUVIGNON,Wine
86785221038,CAVIT CHARDONNAY,Wine
86785211398,CAVIT MERLOT,Wine
86785212364,CAVIT MOSCATO,Wine
86785212425,CAVIT MOSCATO(SC),Wine
86785211107,CAVIT PINOT GRIGIO 6/4PK,Wine
86785000039,CAVIT PINOT GRIGIO(SC),Wine
86785000084,CAVIT PINOT GRIGIO(SC),Wine
86785211503,CAVIT PINOT NOIR,Wine
867852126612,CAVIT PINOT NOIR,Wine
86785212081,CAVIT RIESLING(SC),Wine
86785212067,CAVIT RIESLING(SC),Wine
86785212487,CAVIT SELECT RED BLEND,Wine
86786212470,CAVIT SELECT RED BLEND,Wine
86785212401,ROSCATO BIANCO DOLCE(SC),Wine
86785110790,Roscato Black Cherry 750ml,Wine
86785110820,Roscato Blueberry 750ml,Wine
86785213002,ROSCATO MOSCATO (SC),Wine
86785110745,Roscato Peach 750ml,Wine
86785212586,ROSCATO PROSECCO,Wine
86785212951,ROSCATO ROSE DOLCE CAN 12/2PK,Wine
86785212463,ROSCATO ROSE DOLCE(SC),Wine
86785110738,ROSCATO ROSSO DOLCE,Wine
86785213125,ROSCATO ROSSO DOLCE GOLD(SC),Wine
86785212777,Roscato Smooth Red Blend,Wine
86785212623,ROSCATO SPARKLING MOSCATO(OL),Wine
86785212630,ROSCATO SPARKLING ROSSO DOLCE(OL),Wine
86785110837,Roscato Tropical 750ml,Wine
850784003236,Canned Oregon Pink Rose Bubbly,Wine
850784003205,Canned Oregon Pinot Noir,Wine
850784003212,Canned Oregon White Bubbly,Wine
87512073005,RODNEY STRONG UPSHOT RED(SC)19,Wine
87512073203,RODNEY STRONG UPSHOT WHITE(SC)19,Wine
98709020283,Cantele Amativo Salento,Wine
8009015031520,Cantele Chardonnay,Wine
98709020238,Cantele Negroamaro Rosato,Wine
716898402016,Cantele Primativo,Wine
716898401002,Cantele Salice Salentino,Wine
805109990012,Evodia Garnacha,Wine
86785211626,BOTTEGA VINAIA PINOT GRIGIO 21,Wine
86785211701,Bottega Vinaia Pinot Noir,Wine
86785750354,Callia Alta Malbec,Wine
86785750613,Callia Bella Syrah Malbec,Wine
86785212111,LUNETTA PROSECCO,Wine
86785213132,LUNETTA PROSECCO ROSE EX DRY 20,Wine
86785750088,PORTILLO MALBEC(SC),Wine
86785120317,ROCCA DELLE MACIE CHIANTI CLASS 21,Wine
86785750200,SALENTEIN MALBEC RSV 21,Wine
890409002022,Daou Bodyguard Red Blend 750ml,Wine
890409002398,Daou Cabernet Sauvignon,Wine
890409002619,Daou Chardonnay,Wine
850008182105,Daou Patrimony Est Cabernet 2019,Wine
890409002794,Daou Pessimist Red Blend,Wine
890409002527,Daou Reserve Cab Sauv,Wine
890409002015,Daou Sauvignon Blanc,Wine
400000020372,Daou Soul of a Lion,Wine
850008182785,Daou Soul of a Lion 2019,Wine
10890409002739,Daou Soul of a Lion 2020 750ml,Wine
87754000401,Hogue Chardonnay,Wine
87754000159,Hogue L H White Riesling,Wine
87754000104,Hogue Riesling,Wine
86003251052,MEIOMI ROSE(SC)21,Wine
84279981970,Starling Castle Sweet Red,Wine
8023296000907,Cieck Rosso Canavese,Wine
82100739127,Arbor Mist Cherry Moscato,Wine
82100739110,Arbor Mist Cherry Moscato,Wine
82100739325,Arbor Mist Pineapple Strawb,Wine
82242017794,Bota Box Chenin Viognier,Wine
74806198001,Daily's Poptails Variety 12 Pack,Wine
85000008423,Ecco Domani Merlot,Wine
85000022566,Gallo Sweet Pineapple,Wine
85000017173,Gallo Sweet Red,Wine
8176258355,Girard Old Vine Zinfandel,Wine
8176700014,Girard RRVR Chardonnay,Wine
8176700403,Girard Sauvignon Blanc,Wine
84279916088,JJ Muller Riesling,Wine
5604086016020,Lavradores Tres Bagos,Wine
851645004126,Locations E Spanish Red,Wine
84279950426,Luccio Chianti Wicker,Wine
84279988511,Luccio Lucious Red,Wine
85976034235,Manischewitz Cherry,Wine
851895004174,Whoa Nelly Pinot Noir,Wine
689352010099,Kim Crawford Rose Illuminate,Wine
40232096723,Angels & Cowboys Red Blend,Wine
9421019370020,Astrolabe Sauvignon Blanc,Wine
896499001105,Cannonball Cabernet Sauvignon,Wine
896499001402,Cannonball Chardonnay,Wine
896499001112,Cannonball Merlot,Wine
848375004335,Harvest Press Cabernet Sauvignon BIB,Wine
848375004342,Harvest Press Chardonnay BIB,Wine
848375004366,Harvest Press Pinot Grigio BIB,Wine
848375004373,Harvest Press Red Blend BIB,Wine
848375010015,Harvest Press Sauvignon Blanc BIB,Wine
87872632225,Stella Rosa Berry,Wine
87872630115,Stella Rosa Bianco,Wine
87872633369,Stella Rosa Black,Wine
87872633116,Stella Rosa Black,Wine
87872634014,Stella Rosa Black Lux,Wine
87872630931,Stella Rosa Blueberry,Wine
87872683159,Stella Rosa Blueberry,Wine
87872633635,Stella Rosa Golden Honey Peach,Wine
87872633901,Stella Rosa Green Apple,Wine
87872634311,Stella Rosa Imperiale Rosso Lux,Wine
87872630122,Stella Rosa Moscato D'Asti,Wine
87872637862,Stella Rosa Non-Alcoholic Black,Wine
87872637848,Stella Rosa Non-Alcoholic Peach,Wine
87872637879,Stella Rosa Non-Alcoholic Red,Wine
87872637855,Stella Rosa Non-Alcoholic Rose,Wine
87872632218,Stella Rosa Peach,Wine
87872638401,Stella Rosa Pineapple,Wine
87872683135,Stella Rosa Pineapple,Wine
87872632232,Stella Rosa Pink,Wine
87872633451,Stella Rosa Platinum,Wine
87872633406,Stella Rosa Red,Wine
87872633864,Stella Rosa Red Apple,Wine
87872634502,Stella Rosa Rose,Wine
87872630139,Stella Rosa Rosso,Wine
87872683111,Stella Rosa Ruby Grapefruit,Wine
87872633956,Stella Rosa Tropical Mango,Wine
87872683173,Stella Rosa Tropical Mango,Wine
87872684033,Stella Rosa Tropical Splash Variety 250ml 8pk,Wine
87872638425,Stella Rosa Watermelon,Wine
87872683197,Stella Rosa Watermelon,Wine
763312479314,Steele Carneros Pinot Noir,Wine
763312479307,Steele Chard Steele Cuvee,Wine
763312479321,Steele Old Vine Pacini Zinfandel,Wine
763312479949,Steele Writer's Block,Wine
767749002299,d'Arenberg Laughing Magpie Shiraz-Viognier,Wine
9421003659728,Orchard Lane Rose,Wine
181856000335,Talamonti Moda,Wine
699446000059,Graham Beck Brut NV,Wine
699446000318,Graham Beck Brut Rose,Wine
33293003007,Freixenet Brut,Wine
33293003113,Freixenet Cordon Negro brut,Wine
33293003809,Freixenet Extra Dry,Wine
816253012192,Freixenet Sparkling Rose 187ml,Wine
816253012505,Freixenet Still Pinot Grigio 750ml,Wine
816253012482,Freixenet Still Rose 750ml,Wine
33293005551,Freixnet Carta Nevada,Wine
33293118008,Gloria Ferrer Blanc De Noir,Wine
33293116004,Gloria Ferrer Pinot Noir,Wine
87872849319,Highlands 41 Black Granite Red,Wine
87872843294,Highlands 41 Cabernet,Wine
87872847018,Highlands 41 Chardonnay,Wine
87872849302,Highlands 41 Pinot Noir,Wine
87872230100,San Antonio Cardinale Red,Wine
33293690009,Segura Viudas Brut,Wine
33293640004,Segura Viudas Brut Rose,Wine
83837020007,Honig Cab Sauv,Wine
83837010008,Honig Sauvignon Blanc,Wine
91771016000,La Playa Carmenere,Wine
91771895001,La Playa Sauvignon Blanc,Wine
91771893007,La Playa Unoaked Chardonnay,Wine
728028127546,Carlos Creek Apl/Cran,Wine
728028127492,Carlos Creek Blueberry,Wine
728028087161,Carlos Creek Hot Dish Red,Wine
728028127508,Carlos Creek Marquette,Wine
728028168419,Carlos Creek Minnescato,Wine
728028490978,Carlos Creek MinnTerra Red,Wine
728028490992,Carlos Creek MinnTerra Rose,Wine
728028490985,Carlos Creek MinnTerra White,Wine
728028127485,Carlos Creek Peach Street Char,Wine
728028127478,Carlos Creek Raspberry Road,Wine
728028416091,Carlos Creek Ruby Minnescato,Wine
728028127560,Carlos Creek Trinity,Wine
728028087178,Carlos Creek Wobegon White,Wine
728028087185,Carlos Creek You Betcha Blush,Wine
12086010675,Cloudline Willamette Valley Rose,Wine
89419120967,Domaine Pichot Vouvray,Wine
859551001239,Mossback CC Pinot Noir,Wine
859551001079,Mossback Pinot Noir,Wine
711408721519,Toad Hollow Amplexus Brut,Wine
5605891095514,Oscar's Douro Red,Wine
5605891104513,Oscar's Douro White,Wine
16697000766,Deloach Heritage Merlot,Wine
89419178005,MAN Vintners Cap Classique Brut,Wine
16697000650,Deloach Heritage Zinfandel,Wine
839743001698,Yellow Tail Sangria Blanco,Wine
873964002157,Biscaye Baie,Wine
873964001020,Chateau Paloumey Haut Medoc 2020 750ml,Wine
873964002287,Chateau Saby Bordeaux Superieur,Wine
873964004519,Dom Reverdy Ducroux Sancerre,Wine
873964004403,JC Calvet Brut Cremant de Bordeaux,Wine
873964004243,Koaa Sauvignon Blanc 750ml,Wine
873964001167,Laroque Cabernet Franc,Wine
873964001914,Laroque Chardonnay,Wine
873964001907,Laroque Pinot Noir,Wine
873964004298,"Malijay, Cotes du Rhone Rouge",Wine
873964004496,"Malijay, Gigondas",Wine
873964004212,"Malijay, Le Petit Prince",Wine
8016947006069,Scarpetta Brut Rosé Timido,Wine
8033116405454,Scarpetta Frico Frizzante,Wine
8033116406451,Scarpetta Frico Lambrusco,Wine
850477006087,Scarpetta Rosato,Wine
98709670259,Tilia Merlot,Wine
890414001713,4 Vents Cotes Du Rhone,Wine
890414001737,4 Vents Tavel Rose 2018,Wine
85000029466,Andre Brut Rose Can,Wine
82100738755,Arbor Mist Pink Moscato,Wine
97871015400,Arrumaco Verdejo,Wine
8437006093040,Balnea Verdejo Rueda,Wine
85000031025,Barefoot Sunset Red Blend,Wine
804879333203,Benovia Pinot Noir RR,Wine
851115002164,Bula Montsant,Wine
89016016755,Capriccio Bubbly Sangria 375ml,Wine
3372220120019,Chateau Montus,Wine
703432000234,Dante Reserve Cabernet,Wine
85000028322,Gallo Sweet Grape,Wine
3760104954773,"Louis Chenu Savigny ""Aux Clous"" Pinot Noir",Wine
875359002926,Nexo Rioja,Wine
97871005678,Plan Pegau,Wine
81434031433,Rex Goliath Free Range Red,Wine
81434031457,Rex Goliath Moscato,Wine
89832259336,Tortoise Creek Sauvignon Blanc,Wine
848375008432,HOUSE WINE CKTL CRANB COSMO CAN,Wine
839743002237,Yellow Tail Smooth Red Blend,Wine
896599002101,Layer Cake BB Cab Sauv,Wine
896599002088,Layer Cake Cabernet,Wine
896599002095,Layer Cake Chardonnay,Wine
896599002033,Layer Cake Malbec,Wine
896599002132,Layer Cake Pinot Noir,Wine
896599002002,Layer Cake Primitivo Zin,Wine
896599002217,Layer Cake Sea of Stones,Wine
896599002026,Layer Cake Shiraz,Wine
400000020587,Amuse Bouche Red 2018,Wine
720815670136,Buglioni Il Disperato Blanco,Wine
720815570238,Castello di Volpaia Chianti Classico Rsv,Wine
81054394833,Crane Lake Gewurztraminer,Wine
81054393089,Crane Lake Moscato,Wine
81054394284,Crane Lake Sangiovese,Wine
81054001281,Crane Lake Sauvignon Blanc,Wine
81054393515,Crane Lake Sweet Red,Wine
400000003207,Dal Forno Romano Valpolicella,Wine
82896100392,Fetzer AH Merlot,Wine
82896000210,Fetzer Malbec,Wine
82896062355,Fetzer Pinot Noir,Wine
400000021058,Fisher Vineyard Mt Cabernet Sauvignon,Wine
81054084406,Forest Glen Chardonnay,Wine
81054084444,Forest Glen Pinot Noir,Wine
82734561002,Frontera Pinot Noir,Wine
82734300328,Frontera Shiraz,Wine
82734521488,Frontera Vintage red,Wine
81054005470,Gravel Bar Alluvial Red Blend,Wine
400000006222,J Davies Cabernet,Wine
84704098037,Korbel Organic Brut,Wine
898756001019,Red Tree Pinot Grigio,Wine
80516135342,Riunite Rosato,Wine
89819044412,Stags' Leap Merlot,Wine
88692864056,Sterling Vintners Meritage,Wine
641586353519,Las Ninas Mapuche Carmenere Syrah Blend,Wine
31259014043,Yellow Tail Cab Merlot,Wine
839743001513,Yellow Tail Pink Moscato,Wine
839743001285,Yellow Tail Rose,Wine
839743001278,Yellow Tail Rose,Wine
839743002220,Yellow Tail Smooth Red Blend,Wine
98709670006,Tilia Bonarda,Wine
579000029,Pine Ridge Sparkling Wine,Wine
604331008232,Elisabetta Prosecco,Wine
55125051117,Massican Annia White Blend,Wine
55125051017,Massican Sauvignon Blanc,Wine
896054001038,Cannon River St Pepin White,Wine
856589001170,Boomtown Merlot,Wine
652733820747,Bouchard Cabernet Sauvignon Lot 120,Wine
854837002047,Corvidae Riesling Rivenna Wa,Wine
5600321001585,Niepoort Rotula Tinto Red Blend 750ml,Wine
855741002062,Owen Roe Sinister Hand,Wine
9120017116059,Sohm & Kracher Gruner Veltliner Liter,Wine
858973002527,Bodegas Ananto Macabeo,Wine
858973002503,Bodegas Ananto Red,Wine
9421003659827,Orchard Lane Sauvignon Blanc,Wine
86003820937,WOODBRIDGE PINOT NOIR BIB,Wine
98652700027,Cline Ancient Vine Carignane,Wine
98652600020,Cline Ancient Vines Mourvedre,Wine
98652300067,Cline Ancient Vines Red Blend,Wine
98652300029,Cline Ancient Vines Zinfandel,Wine
98652610043,Cline Cabernet Sauvignon,Wine
98652400019,Cline Cashmere,Wine
98652190064,Cline Chardonnay Sonoma Coast,Wine
98652140137,Cline Eight Spur Zinfandel,Wine
98652840013,Cline Farmhouse Red,Wine
98652840006,Cline Farmhouse White,Wine
98652140076,Cline Fog Swept Pinot Noir,Wine
98652190040,Cline Mourvedre Rose,Wine
98652350024,Cline Old Vine Zinfandel,Wine
98652140021,Cline Pinot Gris,Wine
98652190057,Cline Pinot Noir,Wine
98652860011,Cline Rock Carved Cabernet Sauvignon,Wine
98652210021,Cline Sauvignon Blanc,Wine
98652130022,Cline Syrah,Wine
98652180027,Cline Viognier,Wine
763955017003,XXL Apple 750ml,Wine
763955010004,XXL Blackberry 750ml,Wine
763955020003,XXL Blueberry 750ml,Wine
763955019007,XXL Cherry 750ml,Wine
764227446385,XXL Extreme 750ml,Wine
763955018000,XXL Guava 750ml,Wine
763955013005,XXL Mango 750ml,Wine
763955015009,XXL Peach 750ml,Wine
763955014002,XXL Pineapple 750ml,Wine
763955000081,XXL Sparkling Moscato 750ml,Wine
763955000098,XXL Sparkling Rose Moscato 750ml,Wine
763955016006,XXL Strawberry 750ml,Wine
89832000006,Avive Peach Sparkling,Wine
89832000013,Avive Pink Grapefruit Sparklin,Wine
4260196280105,Leitz Chardonnay N/A 750ml,Wine
4260196280198,Leitz Eins Zwei Zero Rose Sparkling NA,Wine
4260196280174,Leitz EinsZweiZero Brut Riesling N/A,Wine
870701001886,Leitz Feinherb Riesling,Wine
4620196280136,Leitz NA Still Riesling,Wine
4620196280075,Leitz Sparkling Blanc de Blanc N/A 750ml,Wine
4260196280235,Leitz Sparkling Riesling N/A,Wine
4260196280266,Leitz Sparkling Rose N/A,Wine
4260196280167,Leitz Zero Point Five Pinot Noir NA,Wine
98709300507,Loimer Lois Gruner Veltliner,Wine
98709300514,Loimer Organic Gruner Veltliner,Wine
98709300606,Loimer Rose,Wine
82544006502,Moss Roxx Ancient Vine Zinfandel,Wine
848375008708,House Wine Blueberry Lemonade Can,Wine
85000025598,Gallo FV Sweet Berry,Wine
85000026458,Prophecy Cabernet Sauvignon,Wine
85000550943,13 Rams Red Blend,Wine
651357839326,Architect Cabernet Sauvignon 750ml,Wine
899109002196,Badenhorst Caperitif,Wine
899109002035,Badenhorst Secateurs Red Blend,Wine
4260061877027,Battenfeld Spanier Trocken Riesling,Wine
400000001968,Bell-Graves Lalande de Pomerol,Wine
851718000499,BEX RIESLING,Wine
611482040011,Broadbent Madeira 10 yr old,Wine
611482990187,Broadbent Rainwater Madeira,Wine
611482980218,Broadbent Sweet Madeira,Wine
611482060330,Broadbent Vinho Verde,Wine
700686046209,Broc Cellars Love Red,Wine
611482060149,Ch Hochar Red Blend,Wine
3548601997024,Ch Sainte Eulalie Rose,Wine
3526510075002,Chateau De Tracy Pouilly Fume,Wine
611482010922,Chateau Musar Bekaa Valley Rouge,Wine
8033673680486,Colli di Lapio Greco di Tufo DOCG 750ml,Wine
6004635000293,De Wetshof Chardonnay Limestone,Wine
400000015699,"Dom Chamfort CDR Village ""Sablet"" Rose",Wine
3309200402469,Dom des Blais Cotes de Provence Rose,Wine
3760257010067,"Dom Moreaux Sancerre Rose ""Les Lys""",Wine
3509072081018,Domaine Dozon Chinon Rose,Wine
8033020790417,Ferraris Sensazioni Bianco,Wine
611482903002,Gusbourne Brut Reserve,Wine
400000023892,Guy Amiot Cremant de Bourgogne Brut NV 750ml,Wine
400000009896,Matthiasson Linda Vista Chardonnay,Wine
5600824210422,Niepoort Drink Me Nat Cool Dao,Wine
857680001953,Ovis Cabernet Sauvignon,Wine
837371000090,Paitin Barbaresco DOCG Serraboella 750ml,Wine
793573252425,Palafox Pionero Red Blend,Wine
8032636135339,Paolo Scavino Barolo DOCG 2018,Wine
8032636135469,Paolo Scavino Bric Del Fiasc 2018,Wine
8032636135384,Paolo Scavino Bricco Ambrogio 2018,Wine
8032636135407,"Paolo Scavino Monvigliero
2018",Wine
8032636135421,Paolo Scavino Ravera 2018,Wine
82745519825,Pflüger Quarzit Sauvignon Blanc,Wine
400000010410,Storm Wines Pinot Noir,Wine
61680666115,The Fableist Merlot,Wine
713382533812,The Fableist Zinfandel,Wine
787790814467,Union Sacre Syrah,Wine
400000015606,Venge Bone Ash Cabernet 2018,Wine
400000005706,"Venge Bone Ash Cabernet
2017",Wine
400000009551,Venge Brown Ranch Chardonnay,Wine
8017048007023,Villa M Peach Moscato NV 750ml,Wine
763955803217,Werewolf Cabernet Sauvignon,Wine
763955803316,Werewolf Pinot Noir,Wine
836957000400,Bollig Lehnert Riesling Kabine,Wine
9418076001158,Fire Road Sauvignon Blanc,Wine
796238016011,Peirano Estate Petite Sirah,Wine
796238018015,Peirano Estate Viognier,Wine
796238029011,Peirano Illusion Red Blend,Wine
796238027017,Peirano The Immortal Zin,Wine
89832845409,Santa Julia Malbec,Wine
89832848448,Santa Julia Organic Chardonnay,Wine
89832849742,Santa Julia Organic Malbec,Wine
89832848431,Santa Julia Organic Tempranill,Wine
89832848424,Santa Julia Organica Cabernet,Wine
89832845607,Santa Julia Reserve Cabernet,Wine
89832845706,Santa Julia Reserve Malbec,Wine
89832845003,Santa Julia Torrontes,Wine
810879024881,90+ Cellars Lot 214 Dao Vinho Tinto 750ml,Wine
810879022313,Ironside BB Red Blend,Wine
85000423882,Barefoot Spritzer Crisp White,Wine
85000424988,Barefoot Spritzer Moscato,Wine
85000428917,Barefoot Spritzer Pink Moscato,Wine
85000425886,Barefoot Spritzer Red Sangria,Wine
85000025888,Barefoot Spritzer Red Sangria,Wine
85000424995,Barefoot Spritzer Rose,Wine
85000024997,Barefoot Spritzer Rose,Wine
85000423875,Barefoot Spritzer Summer Red,Wine
83663441007,Dreyer Sonoma Chardonnay,Wine
88586011924,TOPBOX SAUVIGNON BLANC BIB,Wine
88586012334,TOPBOX SYRAH BIB,Wine
81434000057,Black Box Shiraz,Wine
860000980210,Moji Pinot Grigio,Wine
664841009204,Bodegas Itxas Harri Roxa Rose,Wine
84279006963,Risata Peach,Wine
82242012560,Bota Brick Cabernet Sauvignon,Wine
15643240256,Domaine du Pere Caboche Rose,Wine
857151003141,Purple Cowboy Tenacious Red,Wine
635818000029,Santa Ema Merlot,Wine
4930127090157,Miyashita Sunshine Country,Wine
6002462000899,Neil Ellis White Hall Chardonnay,Wine
3760145080400,Arnoux Bourgogne Rouge 750ml,Wine
93532049029,Badger Mt Pure White,Wine
631471000918,Beaucastel Coudoulet CDR Rouge 2020,Wine
89419002003,Borgo Scopeto Chianti Classico,Wine
400000018997,Casanova di Neri Brunello Tenuta Nuov 17,Wine
748789900066,Casanova di Neri Brunello White Label,Wine
7487899000732,Casanova di Neri Rosso/IRROSSO,Wine
55125556376,Ch Montelena Zinfandel,Wine
337508014957,Ch Tour De Mirambeau Bordeaux,Wine
337508054151,Ch Tour De Mirambeau Resv Blan,Wine
91771030037,Don Rodolfo Cabernet Sauvignon,Wine
91771030044,Don Rodolfo Tannat Blend,Wine
91771944402,Eyzaguirre Cabernet Sauvignon,Wine
3296184017034,Fleur de Miraval,Wine
843304000440,Henriot Brut Souverain,Wine
8033140584057,Olianas Cannonau,Wine
8033140583050,Olianas Vermentino,Wine
5540728186,Paetra Elwetritsche Riesling,Wine
400000007779,Paetra Pinot Noir Rose,Wine
400000011417,Paetra WV Riesling,Wine
86942250024,Pedroncelli Chardonnay,Wine
86942132023,Pedroncelli Pinot Noir,Wine
86942410077,Pedroncelli Port,Wine
11699005825,Bouchard Beaujolais Nouveau,Wine
818808002085,Girasole Hybrid Red,Wine
818808002047,Girasole Pinot Blanc,Wine
818808002009,Girasole Pinot Noir,Wine
818808002030,Girasole Sangiovese,Wine
11699017903,Jean Louis Ice Blanc de Blancs,Wine
83729006522,Louis Laurent Rose d'Anjou,Wine
83729006515,Louis Laurent Vouvray,Wine
11699008741,Mommessin Beaujolias Nouveau,Wine
839543001898,Mommy's Time Out Moscato,Wine
839543001010,Mommy's Time Out Pinot Grigio,Wine
864105000002,Thomas Henry Pinot Noir,Wine
869382000233,One Flock Chardonnay 750ml,Wine
869382000219,One Flock Red Blend,Wine
869382000271,One Flock Sauvignon Blanc,Wine
637411000970,Giesen Zero Red Blend N/A 750ml,Wine
637411000956,Giesen Zero Rose N/A 750ml,Wine
637411000819,Giesen Zero Sauv Blanc N/A 750ml,Wine
94799020165,Dow's 10 Yr Old Tawny Port,Wine
94799020684,DOW'S 40YR TAWNY,Wine
94799020028,Dow's Fine Ruby Porto,Wine
94799020011,Dow's Fine Tawny Porto,Wine
94799020349,Dow's Late Bottled Vint,Wine
94799090694,Dow's Quinta do Vesuvio 2019,Wine
94799020738,Dow's Vale Do Bomfim Douro,Wine
94799021131,Dow's Vintage 2016,Wine
94799100034,Prat & Symington Post Scriptum,Wine
752541007542,West 32 Soju Classic,Wine
400000009384,Brooks WV Janus Pinot Noir,Wine
8411423031106,Cerro Anon Gran Reserva 2015 750ml,Wine
400000005683,Croix Estate 1904 Zinfandel,Wine
400000006925,FEL Savoy Pinot Noir 2014,Wine
894591002129,Long Meadow Ranch Farmstead Chardonnay,Wine
894591002303,Long Meadow Ranch Rose of Pinot Noir,Wine
9120013662727,Hubert Hugo Sparkling Rose,Wine
664841101502,Jose Garcia Unculin Bierzo (Red),Wine
676080030086,La Gerla Birba IGT Toscana,Wine
55416033020184,LJ Cabernet Franc,Wine
554164252018,LJ Rose of Cabernet Franc,Wine
721384040061,Lopez de Heredia Gravonia,Wine
857131002010,Luzia de Ripa White,Wine
9120008894003,Malat 'Crazy Creatures' Gruner Veltliner,Wine
400000022116,Pérez Pascuas El Pedrosal Reserva,Wine
812153010375,Pikorua Sauvignon Blanc,Wine
8033196720508,Pratello Torrazzo Valtenesi,Wine
94922027634,Roganto Piccolo Red Blend,Wine
761503334183,Roulot Meursault Clos du Haut Tesson '17,Wine
761503334138,Roulot Meursault Vireuils 2017,Wine
835207000023,Spy Valley Sauvignon Blanc,Wine
727760507555,Tenuta di Trinoro Le Cupole,Wine
7503019402160,Vi?as del Sol Santos Brujos Tempranillo,Wine
8030227032500,VVS La Passione Sweet Red,Wine
3830036711239,Zajc Cvicek,Wine
8027185413618,Castiglion de Bosco Dainero,Wine
85124159124,Landmark Overlook Chardonnay,Wine
86891025414,Markham Cabernet Sauvignon,Wine
86891025438,Markham Merlot,Wine
86891025452,Markham Napa Chardonnay,Wine
86891025445,Markham Sauvignon Blanc,Wine
851718000017,AVALON CABERNET SAUVIGNON LODI(SC),Wine
851718000352,AVALON CHARDONNAY(SC),Wine
851718000376,AVALON PINOT NOIR CALIF(SC),Wine
851718001021,AVALON PINOT NOIR CALIF(SC),Wine
851718000284,AVALON RED BLEND,Wine
851718000246,AVALON SAUV BLANC FLINT&STEEL,Wine
848375004588,HOUSE WINE RED BLEND CAN,Wine
8801100130572,Good Day Grapefruit Soju,Wine
813497005270,Ace Armand De Brignac,Wine
716898070529,Camigliano Brunello,Wine
716898921364,Colpetrone Sagrantino,Wine
716898962459,Fattoria Del Cerro Chianti,Wine
716898910146,Fattoria Del Cerro Rosso,Wine
8003545807105,Fontella Organic Chianti,Wine
721512000905,Frey White Zinfandel,Wine
850023739094,Giant Steps Primavera Pinot Noir,Wine
850023739056,Giant Steps Terraford Chardonnay,Wine
850023739001,Giant Steps Yarra Chardonnay,Wine
850023739018,Giant Steps Yarra Pinot Noir,Wine
811994010759,Hendry Albarino,Wine
811994010681,Hendry Barrel Fermented Chard,Wine
811994010742,Hendry Un-Oaked Chardonnay,Wine
81753801809,Newton Chardonnay,Wine
665529001602,Produttori Barbaresco Rabaja,Wine
665529001541,Produttori Cru Asili Riserva,Wine
665529001626,Produttori Cru Rio Sordo,Wine
665529005020,Produttori Langhe Nebbiolo,Wine
97921975104,Rombauer DS Cabernet Sauvignon,Wine
8034041270100,Santa Tresa Frappato,Wine
673087761821,Villalta Valpolicella Ripasso,Wine
657891716130,Treana White,Wine
761503224019,Trotereau Quincy,Wine
716898961759,Colosi Nero d'Avola,Wine
850651005257,La Gioiosa Brut Rose,Wine
850651005110,La Gioiosa Prosecco DOC,Wine
850651005158,La Gioiosa Prosecco DOCG,Wine
8033286610016,Le Sughere Frassinello,Wine
665529000049,Produttori del Barbaresco,Wine
716898962824,Rapido Pinot Grigio 750ml,Wine
716898962817,Rapido Sangiovese 750ml,Wine
716898921494,Terredora Dipaolo Aglianico,Wine
716898921463,Terredora Dipaolo Falanghina,Wine
716898921487,Terredora Dipaolo Greco Di Tuf,Wine
716898921517,Terredora Taurasi,Wine
816136025370,Avaline Red,Wine
816136025349,Avaline Rose,Wine
816136025363,Avaline White,Wine
6009801749334,Aphaea Red Blend,Wine
610373582357,Castello Romeo Etna Allegracore Rosso,Wine
816031007983,Lagar de Santina Albarino,Wine
5541603302018,LJ Sauvignon Blanc,Wine
9316475001925,Bleasdale Bremerview Shiraz,Wine
9316475001932,Bleasdale Broadside Red Blend,Wine
9316475001918,Bleasdale Mulberry Tree Cabernet Sauv,Wine
816467010366,Chante Cigale Cicada Rouge,Wine
857649002274,Decibel Sauvignon Blanc,Wine
3760143270483,Dom Gayda 'Cepage' Chardonnay,Wine
3760143270513,Dom Gayda 'Cepage' Syrah,Wine
3760143270667,Flying Solo White,Wine
717888120224,Hess Su'skol Chardonnay,Wine
763159120110,Vina Borgia Garnacha 3L,Wine
400000023953,Bevan Cellars Bennett Valley Chardonnay 2021 750ml,Wine
891241000016,Dom de L'Espigouette CDR VV,Wine
5600395702012,Dona Maria,Wine
400000021621,"Eden Ciders ""Chinin""",Wine
400000022314,Eden Ciders Sourciere,Wine
400000021614,Eden Farm Study,Wine
685443210553,La Val Albarino,Wine
35127286181,Leo Steen Cuvee Steen White Blend,Wine
35127208968,Leo Steen Mendo Pinto Noir,Wine
8437009913307,Obalo Rioja,Wine
745163231204,Remo Farina Ripasso Classico Superiore,Wine
745163236100,Remo Farina Soave Classico,Wine
89832412076,Tortoise Creek Merlot,Wine
