Item,Category,Supplier,Chain OH,Wk Velocity,WOS,Cost,Retail,Club Price,Margin %,Deal,30D Units,90D Units,By Store OH
Bodegas Valdespino Deliciosa Manzanilla 375ml,Fortified,"Bourget Imports, LLC",3,0.0,,10.15,17.99,14.96,44,,0,0,Blaine:3
Bodegas Olivares Jumilla Rosado 750ml,Rose,"New France Wine Co, Inc",0,0.0,,8.88,13.99,,37,,0,0,
Bodegas Itxas Harri Roxa Rose 750ml,Rose,"New France Wine Co, Inc",1,0.0,,10.67,17.99,,41,,0,0,Minnetonka:1
"Bodegas Henri Lurton ""Nebbiolo"" 750ml",Other Reds,"New France Wine Co, Inc",11,0.0,353.6,24.01,39.99,,40,,0,1,Woodbury:11
Boen Tri Appelation Pinot Noir  1.5L,Pinot Noir,Phillips Wine & Spirits - St. Paul,0,0.0,,,35.99,,,,0,0,
Blue Nun Qualitatswein 1.5L,Sparkling,Southern Glazer's Wine & Spirits of MN,2,0.0,64.3,15.47,26.99,22.96,43,,0,1,Ramsey:2
Haden Fig Pinot Noir Willamette Valley 750ml,Pinot Noir,The Wine Company,3,0.0,96.4,17.52,29.99,,42,,0,1,Minnetonka:3
Hacienda Lopez de Haro Rioja Crianza 750ml,Other Reds,Rue 38 LLC,5,0.0,,9.5,17.49,14.96,46,,0,0,Minnetonka:5
Gusbourne Brut Reserve 750ml,Sparkling,"New France Wine Co, Inc",5,0.0,,42.67,84.99,,50,,0,0,Vadnais Heights:1;Minnetonka:2;Plymouth:2
Dry Sack Medium Dry Sherry 750ml,Fortified,Bellboy Corporation,2,0.0,,13.33,19.99,,33,,0,0,Rosemount:2
Dry Creek Vineyard Cabernet  Sauvignon 750ml,Cabernet,"Breakthru Beverage Minnesota Wine & Spirits, LLC",0,0.0,,20.1,35.49,29.96,43,3cs purchase in a month,0,0,
Dry Creek The Mariner Meritage 750ml,Red Blends,"Breakthru Beverage Minnesota Wine & Spirits, LLC",2,0.0,,30.19,56.99,46.96,47,3cs purchase in a month,0,0,Woodbury:2
Drew The Suitcase Pinot Noir 750ml,Pinot Noir,"Tradition Wine & Spirits, LLC",0,0.0,,19.17,24.99,,23,,0,0,
Shania Rose 3L Box,Rose,Oxford Street Merchants,3,0.0,,12.79,21.99,18.96,42,,0,0,St. Louis Park:3
Dr. L Sparkling Riesling/ D,Accessories,,15,0.0,,5.66,14.99,,62,,0,0,Stillwater:15
Dow's Vale Do Bomfim Douro,Red Blends,"Maverick Beverage Co., LLC - MN",0,0.0,,7.62,13.79,11.96,45,,0,0,
Bleasdale Broadside Red Blend 750ml,Red Blends,Origin Wine & Spirits,6,0.0,192.9,10.7,18.99,15.96,44,,0,1,Chanhassen:6
Blandy's Verdelho Madeira 5yr 750ml,Fortified,"Grape Beginnings, Inc.",11,0.0,,19.5,33.49,27.96,42,,0,0,Plymouth:5;Blaine:6
Blandy's Rainwater 750ml,Fortified,"Grape Beginnings, Inc.",7,0.0,225.0,13.5,23.99,19.96,44,,0,1,Rosemount:7
Blanchet Pouilly Fume Silice 750ml,Sauvignon Blanc,The Wine Company,2,0.0,64.3,18.12,31.99,26.96,43,,0,1,Plymouth:2
Sho Chiku Bai Nigori 375ml,Fortified,Johnson Brothers - St. Paul,1,0.0,,3.32,5.49,4.96,40,,0,0,Minneapolis:1
Sheffield Dry Sherry 1.5L,Fortified,Southern Glazer's Wine & Spirits of MN,2,0.0,,12.03,20.99,,43,,0,0,Rosemount:2
Dragon Langhe Bianco 750ml,White Blends,"New France Wine Co, Inc",0,0.0,,15.21,28.99,23.96,48,,0,0,
Hebrart Cuvee de Reserve Brut 750ml,Sparkling,The Wine Company,1,0.0,,46.79,83.99,69.96,44,,0,0,Rosemount:1
Hazlitt White Cat Finger Lakes 750ml,Other Whites,Bellboy Corporation,0,0.0,,6.02,9.99,,40,,0,0,
Hayes Valley Meritage 750ml,Red Blends,,2,0.0,64.3,10.0,14.99,,33,,0,1,Stillwater:2
Harvest Press Sauvignon Blanc BIB 3L Box,Sauvignon Blanc,Paustis Wine,8,0.0,,11.92,24.99,,52,,0,0,Osseo:4;Vadnais Heights:4
Harvest Press Cabernet Sauvignon BIB 3L Box,Cabernet,Paustis Wine,1,0.0,,11.99,24.99,,52,,0,0,Minnetonka:1
Hanjan Apple Wine 375ML BTL/ D,,,0,0.0,,4.0,,,,,0,0,
Hand Work Tempranillo,Other Reds,"New France Wine Co, Inc",4,0.0,128.6,9.54,17.49,14.96,45,,0,1,Minneapolis:4
Hana Fuji Apple Sake 750ml,Fortified,Johnson Brothers - St. Paul,0,0.0,,7.92,14.99,12.96,47,,0,0,
Selection des Cognettes Muscad,Other Whites,"Bourget Imports, LLC",4,0.0,,10.81,13.99,,23,,0,0,Minnetonka:4
Hahn Pinot Gris 750ml,Pinot Grigio/Gris,Johnson Brothers - St. Paul,10,0.0,,9.09,15.99,,43,,0,0,Stillwater:10
"Savigny ""Aux Clous"" Pinot Noir",Other Reds,"Bourget Imports, LLC",6,0.0,,30.6,45.99,,33,,0,0,Woodbury:6
Saracco Moscato d' Asti 750ml,Sparkling,Paustis Wine,4,0.0,,11.42,16.99,,33,,0,0,Vadnais Heights:4
Santa Di Terrossa Pinot Grigio 750ml,Pinot Grigio/Gris,The Wine Company,0,0.0,,7.79,12.99,,40,,0,0,
Boston Bual Madeira 750ml,Fortified,"New France Wine Co, Inc",4,0.0,,38.67,47.99,42.95,19,,0,0,Minnetonka:4
Borgo Maragliano Chardonnay Brut 750ml,Sparkling,,6,0.0,,9.33,20.99,,56,,0,0,Andover:2;Chanhassen:4
Bordiga Extra Dry Vermouth 375ml,Box Wines,The Wine Company,3,0.0,96.4,21.25,31.99,16.95,34,,0,1,Vadnais Heights:3
Boones Farm Strawberry Hill,Flavored,Johnson Brothers - St. Paul,1,0.0,,4.09,5.99,,32,,0,0,Vadnais Heights:1
Hall Cabernet Sauvignon 750ml,Cabernet,Southern Glazer's Wine & Spirits of MN,0,0.0,,45.4,56.99,46.95,20,,0,0,
Selbach Saar Riesling Kabinett 750ml,Other Whites,The Wine Company,0,0.0,,14.46,25.99,21.96,44,,0,0,
Secco Bertani Verona Rosso,Other Reds,Southern Glazer's Wine & Spirits of MN,2,0.0,,13.14,19.99,,34,,0,0,Cottage Grove:2
Sebastien Riffault Quarterons Sancerre 750ml,Sauvignon Blanc,,0,0.0,,22.37,39.99,,44,,0,0,
Sebastiani Sauvignon Blanc 750ml,Sauvignon Blanc,Southern Glazer's Wine & Spirits of MN,0,0.0,,5.16,15.99,,68,,0,0,
Sebastiani Bourbon Barrel Red 750ml,Red Blends,Southern Glazer's Wine & Spirits of MN,40,0.0,,10.73,20.99,17.96,49,,0,0,Minnetonka:9;Chanhassen:15;Vadnais Heights:16
Sean Minor 4 Bears Chard 750ml,Chardonnay,"Grape Beginnings, Inc.",0,0.0,,11.25,13.99,,20,,0,0,
Scribe Carneros Pinot Noir 750ml,Pinot Noir,Libation Project,3,0.0,,36.83,62.99,51.96,42,,0,0,Minnetonka:3
Schaller Chablis,Chardonnay,"Bourget Imports, LLC",1,0.0,,19.15,31.99,26.96,40,,0,0,Plymouth:1
Hedges HIP Cabernet 750ml,Cabernet,The Wine Company,1,0.0,,12.67,19.99,,37,,0,0,Osseo:1
Scarpetta Brut Ros� Timido  750ml,Sparkling,"Maverick Beverage Co., LLC - MN",13,0.0,,7.5,18.99,,61,,0,0,Plymouth:2;Stillwater:11
Bollinger Special Cuvee Brut 750ml,Sparkling,The Wine Company,0,0.0,,59.25,65.99,54.95,10,,0,0,
Bojo Do Luar Drasloup 750ml,Other Reds,Mezzogiorno Wines,10,0.0,321.4,13.5,23.99,19.96,44,,0,1,Minnetonka:10
Bohigas Cava Brut 750ml,Sparkling,Small Lot MN,3,0.0,,11.0,20.99,,48,,0,0,Minnetonka:3
Bookwalter Protagonist Cabernet 750ml,Cabernet,Bellboy Corporation,0,0.0,,33.5,43.99,36.95,24,,0,0,
Bonhomme Telquel,Red Blends,"New France Wine Co, Inc",6,0.0,,17.54,28.99,24.96,39,,0,0,Minnetonka:6
Boneshaker Zinfandel/ D,Accessories,,1,0.0,,11.42,16.99,,33,,0,0,Stillwater:1
Heiwa Shuzou Nigori 720ml,Fortified,Libation Project,9,0.0,289.3,22.83,41.99,34.96,46,,0,1,Minnetonka:9
Scarpetta Rosato 750ml,Rose,"Maverick Beverage Co., LLC - MN",0,0.0,,8.33,12.99,,36,,0,0,
Bevan Cellars Tench EE Red 2018 750ml,Red Blends,"Bourget Imports, LLC",2,0.0,,168.0,230.99,192.45,27,,0,0,Woodbury:2
Bevan Cellars Tench Cabernet Sauv 2019 750ml,Cabernet,"Bourget Imports, LLC",8,0.0,,169.48,221.99,184.95,24,,0,0,Roseville:8
Bevan Cellars Sugarloaf Red Blend 2018 750ml,Red Blends,"Bourget Imports, LLC",0,0.0,,168.0,221.99,184.95,24,,0,0,
Bevan Cellars Ontogeny 2022 750ml,Red Blends,"Bourget Imports, LLC",21,0.0,,86.81,119.99,99.96,28,,0,0,Minnetonka:21
Bevan Cellars Ontogeny 2019 750ml,Red Blends,"Bourget Imports, LLC",21,0.0,,84.0,127.49,105.95,34,,0,0,Roseville:21
Bev Cal Sauvignon Blanc 4pk 250ml,Sauvignon Blanc,Johnson Brothers - St. Paul,0,0.0,0.0,11.52,18.99,15.96,39,,0,1,
Bev Cal Pinot Noir 4pk 250ml,Pinot Noir,Johnson Brothers - St. Paul,0,0.0,,11.52,18.99,15.96,39,,0,0,
Bev Cal Pinot Grigio 4pk 250ml,Pinot Grigio/Gris,Johnson Brothers - St. Paul,0,0.0,,11.52,20.99,17.96,45,,0,0,
Bodegas Breca Breca,Other Reds,The Wine Company,4,0.0,,11.55,20.99,17.96,45,,0,0,Cottage Grove:4
St. Innocent Pinot Blanc 750ml,Other Whites,The Wine Company,5,0.0,,19.12,24.99,,23,,0,0,Rosemount:5
St. Francis Zin 750ml,Zinfandel,"Breakthru Beverage Minnesota Wine & Spirits, LLC",12,0.0,385.7,16.1,29.99,24.96,46,,0,1,Woodbury:2;Minnetonka:10
St. Christopher Gluhwein White Grape Wine 1L/ D,,,9,0.0,,7.49,11.23,,33,,0,0,Stillwater:9
St Supery Napa Cabernet Sauvignon 750ml,Cabernet,,8,0.0,,38.0,69.99,54.96,46,,0,0,Minnetonka:8
St Hallet Poachers 750ml,White Blends,Bellboy Corporation,2,0.0,,8.0,15.99,,50,,0,0,Blaine:2
St Gabriel Riesling 1.5L,Other Whites,Johnson Brothers - St. Paul,1,0.0,,9.25,14.99,,38,,0,0,Ramsey:1
St Croix Vineyards Marquette Rose 750ml,Rose,Saint Croix Vineyards,13,0.0,417.9,11.83,20.99,17.96,44,,0,1,Osseo:3;Ramsey:3;Chanhassen:7
St Christopher Gluhwein Red Liter,Fortified,"Vinocopia, Inc",39,0.0,1253.6,6.25,11.49,9.96,46,,0,1,Ramsey:2;Roseville:2;Cottage Grove:7;Minneapolis:8;Stillwater:8;Vadnais Heights:12
Betz Family Clos de Betz 750ml,Red Blends,"Bourget Imports, LLC",0,0.0,,34.33,59.99,,43,,0,0,
Stella Rosa Tropical Splash Variety 250ml 6pk,Flavored,Paustis Wine,0,0.0,,13.33,21.99,,39,,0,0,
Stella Rosa Ruby Grapefruit 250ml,Flavored,,7,0.0,,4.6,7.99,6.96,42,,0,0,Andover:2;Woodbury:2;Cottage Grove:3
Stella Rosa Rose 750ml,Rose,"Breakthru Beverage Minnesota Wine & Spirits, LLC",24,0.0,,8.76,14.99,12.96,42,,0,0,Blaine:24
Stella Rosa Red Apple 750ml,Flavored,"Breakthru Beverage Minnesota Wine & Spirits, LLC",14,0.0,450.0,8.76,14.99,12.96,42,,0,1,Blaine:1;Rosemount:4;Vadnais Heights:9
Stella Rosa Platinum 750ml,Sparkling,"Breakthru Beverage Minnesota Wine & Spirits, LLC",32,0.0,,8.54,14.99,12.96,43,,0,0,Osseo:12;Vadnais Heights:20
Bertrand Cigalus Rouge,Other Reds,Southern Glazer's Wine & Spirits of MN,5,0.0,,34.8,54.99,,37,,0,0,Blaine:5
Bernard Moreau Chassagne Montrachet,Chardonnay,"Maverick Beverage Co., LLC - MN",0,0.0,,67.98,89.99,74.95,24,,0,0,
Bernard Diochon Moulin-a-Vent,Other Reds,"New France Wine Co, Inc",4,0.0,,21.54,34.99,29.96,38,,0,0,Minnetonka:4
Bevan Dry Sack Sauvignon Blanc 750ml,Sauvignon Blanc,"Bourget Imports, LLC",9,0.0,,32.81,48.99,,33,,0,0,St. Louis Park:9
Beringer Lemonade Stand Moscato Lemonade 1.5L,Flavored,Johnson Brothers - St. Paul,0,0.0,,7.0,9.99,8.96,30,,0,0,
Bera Brachetto 375ml,Fortified,"Grape Beginnings, Inc.",6,0.0,,6.5,14.99,,57,,0,0,Osseo:2;Roseville:4
"Statera WV ""Est"" Pinot Noir 750ml",Pinot Noir,,1,0.0,,21.67,35.99,23.95,40,,0,0,Chanhassen:1
Statera Synergy Chardonnay 750ml,Chardonnay,,2,0.0,,,25.99,,,,0,0,Andover:2
Statera Johan Vineyard Chardonnay 2017 750ml,Chardonnay,,0,0.0,,24.33,39.99,,39,,0,0,
Starling Castle Sweet Red 750ml,Flavored,Phillips Wine & Spirits - St. Paul,8,0.0,,5.46,11.99,,54,,0,0,St. Louis Park:1;Chanhassen:7
Staglin Estate Chardonnay 750ml,Chardonnay,,1,0.0,,59.33,74.99,62.45,21,,0,0,Roseville:1
Bex Riesling 750ml,Other Whites,Southern Glazer's Wine & Spirits of MN,2,0.0,64.3,7.33,11.99,,39,,0,1,Ramsey:2
Beringer White Merlot 1.5L,Merlot,Southern Glazer's Wine & Spirits of MN,6,0.0,,7.13,12.49,10.96,43,,0,0,Chanhassen:6
Sono Montenidoli San Gimignano Carato 750ml,Other Reds,"New France Wine Co, Inc",10,0.0,,40.21,30.49,25.95,-32,,0,0,Andover:10
Sokol Blosser Evolution Red 750ml,Red Blends,Small Lot MN,16,0.0,514.3,10.12,16.99,,40,,0,1,Ramsey:1;Stillwater:15
Sokol Blosser Evolution Lucky No. 9 White Blend 1.5L Box,White Blends,Oxford Street Merchants,2,0.0,,10.57,19.99,,47,,0,0,Andover:2
Smoking Loon Red Blend,Red Blends,,3,0.0,,7.4,12.49,10.96,41,,0,0,Stillwater:3
Smashberry Red Blend,Red Blends,,0,0.0,,9.26,13.99,,34,,0,0,
Skouras St George Nemea,Other Reds,The Wine Company,10,0.0,,13.46,21.99,,39,,0,0,Chanhassen:4;Andover:6
Skinner Vineyard Grenache Blanc 750ml,Other Whites,,1,0.0,,13.0,20.99,,38,,0,0,Vadnais Heights:1
SixSip Peach Mango 500ml,Flavored,Phillips Wine & Spirits - St. Paul,2,0.0,64.3,2.89,5.49,4.96,47,,0,1,Minneapolis:2
St Agrestis Spritz Can 4pk,Flavored,,55,0.0,,7.93,16.99,12.95,53,,0,0,Chanhassen:2;Plymouth:11;Blaine:42
Simi Chardonnay Brightful 750ml,Chardonnay,Southern Glazer's Wine & Spirits of MN,24,0.0,771.4,9.4,17.99,14.96,48,,0,1,Chanhassen:4;St. Louis Park:6;Blaine:14
Silver Palm Chardonnay 750ml,Chardonnay,,1,0.0,,10.0,14.99,,33,,0,0,Blaine:1
Silver Oak Napa Cab Sauv 2016 750ml,Cabernet,Southern Glazer's Wine & Spirits of MN,0,0.0,,48.33,155.99,129.96,69,,0,0,
Silvan Ridge Pinot Gris 750ml,Pinot Grigio/Gris,,4,0.0,,9.85,14.99,,34,,0,0,Osseo:4
"Sileni Rsv ""Plateau"" Pinot Noir 750ml",Pinot Noir,Johnson Brothers - St. Paul,4,0.0,128.6,12.22,20.99,,42,,0,1,Osseo:4
Shoofly Shiraz 750ml,Syrah/Shiraz,Small Lot MN,0,0.0,,7.75,19.99,,61,,0,0,
Black Stallion Napa Cab 750ml,Cabernet,Johnson Brothers - St. Paul,0,0.0,,21.16,36.99,30.96,43,,0,0,
Black Box Sangria 500ml,Flavored,Johnson Brothers - St. Paul,0,0.0,0.0,3.33,6.99,,52,,0,1,
Sincerely Sauvignon Blanc 750ml,Sauvignon Blanc,"Maverick Beverage Co., LLC - MN",0,0.0,0.0,9.79,17.49,14.96,44,,0,1,
Spy Valley Sauvignon Blanc 750ml,Sauvignon Blanc,"New France Wine Co, Inc",1,0.0,32.1,12.47,24.99,,50,,0,1,Minnetonka:1
Spottswoode Cabernet 2022 750ml,Cabernet,Paustis Wine,5,0.0,,200.17,287.99,239.96,30,,0,0,St. Louis Park:5
Sourcd Amazing Australia Box 750ml,Box Wines,Small Lot MN,1,0.0,32.1,30.0,44.99,,33,,0,1,Rosemount:1
Soon Hari Grape Soju 375ml,Fortified,Johnson Brothers - St. Paul,6,0.0,,4.72,7.99,6.96,41,,0,0,Minneapolis:6
Soon Hari Citron Soju 375ml,Fortified,Johnson Brothers - St. Paul,7,0.0,,4.72,7.99,6.96,41,,0,0,Minneapolis:7
"Bisson ""Glera"" Vino Frizzante 2019 750ml",Sparkling,Libation Project,0,0.0,,17.83,29.99,24.96,41,,0,0,
Biscaris Frappato,Other Reds,"New France Wine Co, Inc",5,0.0,,20.21,35.49,29.96,43,,0,0,Minnetonka:5
Billecart-Salmon Brut Sous Bois 750ml,Sparkling,"New France Wine Co, Inc",33,0.0,,89.54,119.99,99.96,25,,0,0,Andover:2;Minnetonka:5;Plymouth:5;Roseville:5;Woodbury:6;Cottage Grove:10
Sono Montenidoli Toscano Rosso 750ml,Other Reds,"New France Wine Co, Inc",0,0.0,,17.21,30.49,25.96,44,,0,0,
Gruvi Bubbly Rose 275ml,Sparkling,,0,0.0,0.0,,3.99,,,,0,1,
Groundwork Syrah 2019 750ml,Syrah/Shiraz,"Tradition Wine & Spirits, LLC",0,0.0,0.0,15.83,24.99,,37,,0,1,
Groundwork Grenache Rose 2019 750ml,Other Reds,"Tradition Wine & Spirits, LLC",1,0.0,,9.0,19.99,,55,,0,0,Cottage Grove:1
Groth Cabernet Sauvignon 750ml,Cabernet,,2,0.0,,0.0,75.99,59.96,100,,0,0,Minnetonka:2
Eladio Pi�eiro La Ola Albarino,Other Whites,"New France Wine Co, Inc",1,0.0,,15.3,24.99,,39,,0,0,Minnetonka:1
El Nido Jumilla,Other Reds,Oxford Street Merchants,2,0.0,,97.78,145.99,121.96,33,,0,0,St. Louis Park:1;Woodbury:1
El Nido Clio Jumilla,Other Reds,Oxford Street Merchants,2,0.0,,33.52,58.99,48.96,43,,0,0,St. Louis Park:2
Sonoroso Sweet White Wine/ D,,,0,0.0,,10.16,15.24,,33,,0,0,
Guild Red Blend 750ml,Red Blends,"Bourget Imports, LLC",0,0.0,0.0,11.33,19.99,,43,,0,1,
Vina Vik Red Blend 2021 750ml,Red Blends,"Breakthru Beverage Minnesota Wine & Spirits, LLC",0,0.0,,116.19,173.99,117.15,33,,0,0,
Vina Sastre Ribera del Duero Crianza,Other Reds,"New France Wine Co, Inc",0,0.0,,30.21,49.99,41.96,40,,0,0,
Vina Borgia Garnacha 3L,Other Reds,"Grape Beginnings, Inc.",0,0.0,,14.7,23.99,19.96,39,,0,0,
Villion Syrah 750ml,Syrah/Shiraz,,2,0.0,,13.33,21.99,,39,,0,0,Osseo:2
Villa Pozzi Nero D'Avola,Other Reds,Johnson Brothers - St. Paul,2,0.0,,8.27,10.99,,25,,0,0,Cottage Grove:2
Anthill Farms Sonoma Coast Pinot Noir 750ml,Pinot Noir,"Bourget Imports, LLC",1,0.0,,27.33,49.99,,45,,0,0,Minnetonka:1
Anselmi San Vincenzo Veneto,Other Reds,,0,0.0,,10.0,9.99,,0,,0,0,
Fairbanks Cream Sherry 750ml,Fortified,Southern Glazer's Wine & Spirits of MN,0,0.0,,5.66,8.99,,37,,0,0,
Exhib Rose 750ml,Rose,Rue 38 LLC,0,0.0,,8.67,15.99,,46,,0,0,
The Prisoner Wine Co Blindfold White 750ml,White Blends,Southern Glazer's Wine & Spirits of MN,0,0.0,,19.27,34.99,,45,,0,0,
Eugene Muller Basalt Riesling Kabinett 750ml,Other Whites,The Wine Company,1,0.0,,12.42,21.99,,44,,0,0,St. Louis Park:1
Estancia Cab Sauv 750ml,Cabernet,Johnson Brothers - St. Paul,0,0.0,,8.76,15.99,,45,,0,0,
Feuduccio Santa Maria D'Orni Fonte Venna 750ml/ D,Accessories,,17,0.0,,7.38,19.99,,63,,0,0,Stillwater:17
Fetzer AH Pinot Grigio 1.5L,Pinot Grigio/Gris,"Breakthru Beverage Minnesota Wine & Spirits, LLC",1,0.0,,0.53,15.99,,97,,0,0,Woodbury:1
Fetzer AH Cabernet Sauvignon 1.5L,Cabernet,"Breakthru Beverage Minnesota Wine & Spirits, LLC",3,0.0,,8.19,13.79,11.96,41,,0,0,Woodbury:3
Ferraton Hermitage Rouge Le Meal  750ml,Syrah/Shiraz,"New France Wine Co, Inc",0,0.0,,68.0,144.99,,53,,0,0,
Andre Sweet Fizzy Sangria 750ml,Flavored,Johnson Brothers - St. Paul,0,0.0,,,8.99,,,,0,0,
Villa Jolanda Moscato Coconut 750ml,Other Whites,Rue 38 LLC,1,0.0,,10.0,18.99,15.96,47,,0,0,Chanhassen:1
Villa Jolanda I love you Prosecco 187ml,Sparkling,Rue 38 LLC,9,0.0,,4.0,6.49,5.96,38,,0,0,Chanhassen:3;Ramsey:6
Villa Jolanda I Love You Spark 750ml,Sparkling,Rue 38 LLC,0,0.0,,8.67,18.99,15.96,54,,0,0,
Eugenie Cahors Reservee de L'Aieul 750ml,Other Reds,The Wine Company,0,0.0,,16.79,29.99,,44,,0,0,
Field Recordings Gris 750ml,Pinot Grigio/Gris,"Tradition Wine & Spirits, LLC",2,0.0,64.3,7.78,19.99,,61,,0,1,Ramsey:2
Almira Los Dos Grenache Syrah,,,0,0.0,,6.08,10.99,,45,,0,0,
Almare Spritz Hugo 750ml,Sparkling,The Wine Company,12,0.0,,13.58,19.99,,32,,0,0,Roseville:1;Chanhassen:2;Stillwater:9
Almare Spritz Classico 750ml,Sparkling,The Wine Company,3,0.0,,13.58,19.99,,32,,0,0,Roseville:3
Alma Negra Brut Nature Rose 750ml,Sparkling,The Wine Company,0,0.0,,15.46,24.99,,38,,0,0,
Willakenzie Pinot Gris,Box Wines,,5,0.0,,2.17,20.99,,90,,0,0,Stillwater:5
Whiplash Red Wine 750ml,Red Blends,,2,0.0,,8.0,10.99,,27,,0,0,Osseo:2
WestMount Pinot Grigio 750ml,Pinot Grigio/Gris,Southern Glazer's Wine & Spirits of MN,0,0.0,,9.46,15.99,,41,,0,0,
Andre Pineapple Mimosa 750ml,Flavored,Johnson Brothers - St. Paul,1,0.0,,5.42,8.99,,40,,0,0,Minneapolis:1
Vincent Dampt Petite Chablis 750ml,Chardonnay,"New France Wine Co, Inc",1,0.0,,18.21,27.99,,35,,0,0,Minnetonka:1
Andre Brut Rose Can 375ml,Sparkling,Johnson Brothers - St. Paul,0,0.0,,2.46,5.99,,59,,0,0,
Andre Brut Can 375ml,Sparkling,Johnson Brothers - St. Paul,3,0.0,,2.55,5.99,,57,,0,0,Cottage Grove:3
Andezon Cote Du Rhone 750ml,Red Blends,,0,0.0,,9.92,13.99,,29,,0,0,
Amuse Bouche Red 2019 750ml,Cabernet,"Breakthru Beverage Minnesota Wine & Spirits, LLC",5,0.0,,222.86,299.99,249.96,26,,0,0,Roseville:5
Amuse Bouche Red 2018 750ml,Cabernet,"Breakthru Beverage Minnesota Wine & Spirits, LLC",4,0.0,,222.67,399.99,,44,,0,0,Woodbury:4
West 32 Soju Classic 750ml,Fortified,Libation Project,0,0.0,,15.11,19.99,16.95,24,,0,0,
Wente Merlot 750ml,Merlot,Paustis Wine,0,0.0,,10.08,15.99,,37,,0,0,
Warre's White Port 750ml,Fortified,The Wine Company,0,0.0,,16.12,27.99,23.96,42,,0,0,
W&L Graham's Fine Ruby Porto 750ML/ D,Accessories,,0,0.0,,16.73,20.99,,20,,0,0,
Vitiano Bianco,Other Whites,"Grape Beginnings, Inc.",0,0.0,,9.33,15.99,,42,,0,0,
Andre Moscato 750ml,Other Whites,Johnson Brothers - St. Paul,0,0.0,,5.42,8.99,,40,,0,0,
Versante Nord Nerello Mascalese  750ml,Other Reds,"New France Wine Co, Inc",7,0.0,,24.0,34.99,,31,,0,0,Minnetonka:7
Vera Wang Prosecco Brut 750ml,Sparkling,Southern Glazer's Wine & Spirits of MN,0,0.0,,13.4,23.99,19.95,44,,0,0,
Venge Silencieux Cabernet 750ml,Cabernet,"Maverick Beverage Co., LLC - MN",0,0.0,,56.25,59.99,49.95,6,,0,0,
Vendange Merlot 1.5L,Merlot,Johnson Brothers - St. Paul,0,0.0,,8.85,9.99,,11,,0,0,
Velenosi Pecorino 750ml,Other Whites,"Maverick Beverage Co., LLC - MN",1,0.0,,15.46,26.99,22.96,43,,0,0,St. Louis Park:1
Valserano Graciano Rioja 750ml,Other Reds,Rue 38 LLC,3,0.0,,27.67,47.99,39.96,42,,0,0,Minnetonka:3
Valentina Passalacqua Calcarius Bianco  750ml,Other Whites,Libation Project,0,0.0,0.0,17.5,31.99,26.96,45,,0,1,
VVS La Passione Sweet Red 750ml,Flavored,"New France Wine Co, Inc",8,0.0,,5.37,10.99,,51,,0,0,Rosemount:8
Urogallo Fanferria Red,Other Reds,,1,0.0,,,19.99,,,,0,0,Woodbury:1
Villa Cafaggio Chianti Classic Riserva 750ml,Other Reds,Oxford Street Merchants,0,0.0,,20.09,35.49,29.96,43,,0,0,
Union Sacre Pinot Blanc 750ml,Other Whites,"Tradition Wine & Spirits, LLC",3,0.0,,15.17,19.99,16.95,24,,0,0,Stillwater:3
Union Sacre Cabernet Franc 750ml,Cabernet,"Tradition Wine & Spirits, LLC",13,0.0,417.9,17.17,19.99,16.95,14,,0,1,Plymouth:1;Stillwater:2;St. Louis Park:10
"Union Sacre ""Orange Riesling"" 750ml",Other Whites,"Tradition Wine & Spirits, LLC",0,0.0,,17.17,29.99,24.96,43,,0,0,
Underwood Nouveau Pinot Noir 375ml,Pinot Noir,Oxford Street Merchants,1,0.0,,4.17,6.49,5.96,36,,0,0,Cottage Grove:1
Underwood Cellars Pinot Noir 750ml,Pinot Noir,Oxford Street Merchants,0,0.0,,8.58,14.99,12.96,43,,0,0,
Arbor Mist Strawberry 750ml,Flavored,Johnson Brothers - St. Paul,0,0.0,0.0,4.76,4.99,,5,,0,1,
Arbor Mist Raspberry Pink Moscato,Flavored,Johnson Brothers - St. Paul,0,0.0,,6.85,9.99,,31,,0,0,
Arbor Mist Exotic Fruits 1.5L,Flavored,Johnson Brothers - St. Paul,0,0.0,,6.85,9.99,,31,,0,0,
Arbo Malbec,Other Reds,,0,0.0,,,19.99,,,,0,0,
Fu-Ki Plum 750ml,Fortified,"Breakthru Beverage Minnesota Wine & Spirits, LLC",5,0.0,,12.39,23.99,19.96,48,,0,0,Rosemount:5
Union Sacre Pinot Noir 750ml,Pinot Noir,"Tradition Wine & Spirits, LLC",0,0.0,,17.17,29.99,24.96,43,,0,0,
Vigin Moscato d' Asti 750ml,Sparkling,,1,0.0,,11.0,16.99,,35,,0,0,Vadnais Heights:1
Vigilance Chardonnay 750ml,Chardonnay,"New France Wine Co, Inc",0,0.0,,8.67,19.99,,57,,0,0,
Vieux Telegraphe CDP 16,Red Blends,"Grape Beginnings, Inc.",12,0.0,,58.5,95.99,79.96,39,,0,0,Minnetonka:12
Vieux Telegraphe CDP 10,Red Blends,"Grape Beginnings, Inc.",2,0.0,,82.5,76.99,63.95,-7,,0,0,Andover:2
Vibe Mango 500ml,Flavored,Johnson Brothers - St. Paul,3,0.0,96.4,2.09,4.49,3.96,53,,0,1,Minneapolis:3
Veuve Clicquot La Grande Dame 750ml,Sparkling,Oxford Street Merchants,1,0.0,,165.18,239.99,199.96,31,,0,0,Blaine:1
