Item,Category,Supplier,Chain OH,Wk Velocity,WOS,Cost,Retail,Club Price,Margin %,Deal,30D Units,90D Units,By Store OH
Gekkeikan Sake 750ml,Fortified,Southern Glazer's Wine & Spirits of MN,77,7.4,10.5,5.4,9.99,8.96,46,,31,97,Stillwater:3;Roseville:5;Rosemount:6;St. Louis Park:6;Minneapolis:7;Vadnais Heights:9;Cottage Grove:9;Minnetonka:10;Ramsey:10;Woodbury:12
Reciente Rioja Reserva 750ml,Other Reds,Bellboy Corporation,226,7.4,30.7,9.08,20.99,17.96,57,,32,93,Rosemount:4;Minneapolis:5;Andover:7;Chanhassen:7;Ramsey:10;Minnetonka:11;Plymouth:11;Cottage Grove:12;Osseo:14;Vadnais Heights:14;Woodbury:14;St. Louis Park:18;Roseville:23;Stillwater:26;Blaine:50
Black Box Cabernet Liter Tetra,Cabernet,Johnson Brothers - St. Paul,35,7.4,4.7,6.09,9.99,8.96,39,,30,102,Minneapolis:1;Ramsey:1;Woodbury:1;Osseo:3;Stillwater:4;Plymouth:5;Andover:5;Minnetonka:7;Chanhassen:8
Barefoot Cab Sauv 1.5L,Cabernet,Johnson Brothers - St. Paul,56,7.4,7.6,7.56,12.99,10.96,42,,33,88,Chanhassen:1;Roseville:1;Minnetonka:2;Rosemount:2;St. Louis Park:2;Minneapolis:2;Ramsey:2;Andover:3;Plymouth:4;Stillwater:4;Woodbury:5;Cottage Grove:5;Osseo:5;Vadnais Heights:9;Blaine:9
Dark Horse Cabernet Sauvignon 750ml,Cabernet,Johnson Brothers - St. Paul,125,7.4,17.0,5.43,9.99,8.96,46,,28,111,Ramsey:4;Rosemount:4;Cottage Grove:4;Chanhassen:5;St. Louis Park:5;Stillwater:6;Roseville:7;Minneapolis:8;Osseo:8;Andover:9;Vadnais Heights:14;Blaine:16;Plymouth:17;Woodbury:18
Soon Hari Apple Soju 375ml,Fortified,Johnson Brothers - St. Paul,119,7.4,16.0,4.38,7.99,6.96,45,,27,117,Cottage Grove:1;Andover:2;Stillwater:5;Vadnais Heights:5;Roseville:6;Ramsey:8;Rosemount:13;Woodbury:13;Bloomington:18;Plymouth:21;Minneapolis:27
Cupcake Still Rose 750ml,Rose,Southern Glazer's Wine & Spirits of MN,102,7.4,13.9,5.4,9.99,8.96,46,,33,88,Cottage Grove:3;Woodbury:3;Minneapolis:3;Stillwater:4;Ramsey:6;Vadnais Heights:6;Osseo:9;Blaine:10;Roseville:12;St. Louis Park:23;Rosemount:23
Robert Mondavi PS Cabernet 750ml,Cabernet,Southern Glazer's Wine & Spirits of MN,255,7.4,34.5,6.07,11.49,9.96,47,,29,107,Cottage Grove:4;Vadnais Heights:5;Woodbury:10;Ramsey:11;Stillwater:11;St. Louis Park:11;Osseo:12;Roseville:12;Plymouth:13;Minnetonka:14;Rosemount:16;Minneapolis:17;Andover:22;Blaine:35;Chanhassen:62
Barefoot Moscato 3L Box,Other Whites,Johnson Brothers - St. Paul,49,7.3,6.7,14.18,22.99,18.96,38,,30,100,Woodbury:1;Plymouth:2;Vadnais Heights:2;Rosemount:3;St. Louis Park:3;Minneapolis:3;Andover:4;Minnetonka:4;Blaine:4;Chanhassen:5;Cottage Grove:5;Ramsey:6;Osseo:7
Chateau Ste Michelle Harvest Riesling 750ml,Other Whites,Southern Glazer's Wine & Spirits of MN,130,7.3,17.7,7.4,11.99,9.96,38,,33,87,Minneapolis:2;Cottage Grove:2;Ramsey:4;Woodbury:5;Roseville:6;Stillwater:8;Andover:9;Blaine:11;Osseo:11;Minnetonka:11;Rosemount:12;St. Louis Park:12;Vadnais Heights:15;Chanhassen:22
Pike Road Willamette Valley Pinot Noir 750ml,Pinot Noir,"New France Wine Co, Inc",105,7.3,14.4,12.21,20.99,17.96,42,,29,104,Blaine:1;Andover:1;Ramsey:2;Chanhassen:3;Osseo:3;Plymouth:3;Stillwater:5;Minneapolis:5;Minnetonka:6;Cottage Grove:9;Bloomington:11;Rosemount:11;Vadnais Heights:11;Roseville:11;St. Louis Park:11;Woodbury:12
The Little Sheep Rose 750ml,Rose,Rue 38 LLC,110,7.3,15.1,8.17,14.99,12.96,45,,35,77,Rosemount:1;Stillwater:2;Plymouth:3;Andover:3;Cottage Grove:4;Roseville:5;St. Louis Park:6;Vadnais Heights:7;Ramsey:7;Chanhassen:8;Woodbury:10;Minnetonka:11;Minneapolis:11;Blaine:11;Bloomington:21
Franzia Sunset Blush 3L Box,Rose,Southern Glazer's Wine & Spirits of MN,59,7.2,8.2,7.79,13.79,11.96,44,,32,86,Vadnais Heights:1;Osseo:1;Rosemount:2;Stillwater:2;Roseville:3;Chanhassen:4;Andover:4;Blaine:5;Bloomington:5;St. Louis Park:5;Plymouth:6;Ramsey:6;Woodbury:6;Minneapolis:9
Wairau River Sauvignon Blanc 750ml,Sauvignon Blanc,Southern Glazer's Wine & Spirits of MN,137,7.2,19.1,11.4,18.99,15.96,40,,30,96,St. Louis Park:2;Minnetonka:3;Rosemount:7;Plymouth:7;Ramsey:8;Stillwater:8;Cottage Grove:9;Chanhassen:9;Vadnais Heights:9;Blaine:10;Bloomington:11;Andover:12;Osseo:12;Woodbury:13;Roseville:17
A to Z Pinot Gris 750ml,Pinot Grigio/Gris,Southern Glazer's Wine & Spirits of MN,109,7.2,15.0,10.07,16.99,14.96,41,,34,80,Vadnais Heights:1;Rosemount:2;Minneapolis:4;Minnetonka:6;Andover:6;Blaine:7;Cottage Grove:8;Plymouth:9;Woodbury:9;St. Louis Park:10;Bloomington:11;Chanhassen:11;Ramsey:12;Stillwater:13
90+ Cellars Muscadet Sevre et Maine Sur Lie,Other Whites,Bellboy Corporation,248,7.2,34.7,7.58,17.99,14.96,58,,36,68,Chanhassen:4;Andover:6;Vadnais Heights:6;Blaine:10;Plymouth:10;Stillwater:10;Rosemount:12;Osseo:13;Cottage Grove:14;Woodbury:20;Minnetonka:22;Ramsey:23;Roseville:26;Minneapolis:29;St. Louis Park:43
Dark Horse Sauvignon Blanc 750ml,Sauvignon Blanc,Johnson Brothers - St. Paul,76,7.2,10.6,5.43,9.99,8.96,46,,26,113,Osseo:2;Ramsey:3;Minnetonka:3;Bloomington:4;Andover:5;Woodbury:6;Blaine:6;Chanhassen:6;Plymouth:8;Roseville:9;St. Louis Park:10;Vadnais Heights:14
Chateau Ste Michelle Light Chardonnay  750ml,Chardonnay,Southern Glazer's Wine & Spirits of MN,125,7.2,17.4,7.4,11.49,9.96,36,,31,92,Chanhassen:2;Minnetonka:3;Rosemount:3;Plymouth:5;Blaine:7;Cottage Grove:8;St. Louis Park:8;Roseville:9;Andover:10;Woodbury:10;Osseo:11;Ramsey:12;Minneapolis:12;Stillwater:12;Vadnais Heights:13
Vega Douro,Red Blends,Paustis Wine,90,7.2,12.6,6.75,14.99,12.96,55,,31,91,Roseville:1;Cottage Grove:3;Woodbury:3;Chanhassen:4;Ramsey:4;Vadnais Heights:4;Plymouth:4;Osseo:5;St. Louis Park:5;Minnetonka:5;Stillwater:9;Minneapolis:9;Andover:10;Rosemount:11;Blaine:13
Grove Mill Sauvignon Blanc 750ml,Sauvignon Blanc,Southern Glazer's Wine & Spirits of MN,97,7.2,13.5,9.4,21.99,17.96,57,,28,105,Woodbury:2;Plymouth:3;Andover:3;Ramsey:5;Vadnais Heights:5;Rosemount:6;Stillwater:6;Minneapolis:6;Roseville:9;Blaine:9;Cottage Grove:10;Osseo:10;St. Louis Park:11;Minnetonka:12
Caymus Napa Cab Sauv 750ml,Cabernet,Oxford Street Merchants,174,7.1,24.5,54.42,79.99,64.96,32,,29,98,Chanhassen:2;Minnetonka:8;Blaine:8;Rosemount:8;Woodbury:10;Cottage Grove:12;Plymouth:12;Minneapolis:13;Andover:13;Vadnais Heights:15;St. Louis Park:17;Stillwater:17;Ramsey:18;Roseville:21
Winehaven Honeywine Stinger,Flavored,Paustis Wine,108,7.1,15.2,8.08,12.99,11.96,38,,25,116,Minnetonka:2;Chanhassen:5;Cottage Grove:5;Rosemount:5;Roseville:5;Stillwater:6;Ramsey:7;Woodbury:9;Andover:11;Bloomington:11;Plymouth:11;Minneapolis:13;Blaine:18
Rancho La Gloria Lime Maragrita RTD 1.5L,Flavored,Phillips Wine & Spirits - St. Paul,17,7.1,2.4,10.85,20.99,17.96,48,,34,75,Rosemount:1;Stillwater:5;Roseville:5;Ramsey:6
90+ Cellars 2022 Lot 217 Chablis 750ml,Chardonnay,Bellboy Corporation,183,7.1,25.9,16.08,35.99,29.96,55,,30,92,Andover:3;Vadnais Heights:4;Cottage Grove:7;Osseo:8;Blaine:9;Minnetonka:10;Plymouth:10;Minneapolis:13;Roseville:14;Ramsey:15;Woodbury:16;Rosemount:17;St. Louis Park:20;Chanhassen:37
Mer Soleil Unoaked Chardonnay 750ml,Chardonnay,Oxford Street Merchants,138,7.1,19.3,8.59,15.99,12.96,46,,29,99,Andover:2;St. Louis Park:2;Blaine:4;Woodbury:9;Stillwater:10;Roseville:12;Minnetonka:14;Chanhassen:15;Osseo:17;Plymouth:21;Rosemount:32
Hess Select Cab Sauv 750ml,Cabernet,Phillips Wine & Spirits - St. Paul,96,7.1,13.5,9.17,17.49,14.96,48,,30,93,Chanhassen:2;Vadnais Heights:2;Rosemount:3;Andover:6;Minnetonka:6;St. Louis Park:6;Minneapolis:8;Roseville:9;Stillwater:10;Plymouth:10;Bloomington:11;Osseo:11;Woodbury:12
Pacific Sound Carmenere 750ml,Other Reds,"Bourget Imports, LLC",210,7.1,29.7,6.15,14.99,12.96,59,,28,101,Vadnais Heights:1;Chanhassen:2;St. Louis Park:6;Andover:7;Plymouth:10;Ramsey:16;Stillwater:18;Rosemount:19;Minneapolis:22;Cottage Grove:23;Minnetonka:26;Woodbury:29;Blaine:31
Cooks Extra Dry 1.5L,Sparkling,Southern Glazer's Wine & Spirits of MN,67,7.0,9.6,10.46,17.49,14.96,40,,36,62,Stillwater:1;Vadnais Heights:1;Woodbury:2;Chanhassen:3;Blaine:4;Plymouth:5;Ramsey:5;Minneapolis:5;Roseville:5;Minnetonka:6;St. Louis Park:6;Osseo:7;Rosemount:7;Andover:10
Trapiche Oak Cask Malbec 750ml,Malbec,Paustis Wine,113,7.0,16.1,6.75,11.49,9.96,41,,27,104,Woodbury:3;Roseville:3;Cottage Grove:4;Osseo:4;Stillwater:4;Minnetonka:4;Blaine:6;Minneapolis:8;Chanhassen:8;St. Louis Park:9;Vadnais Heights:9;Rosemount:11;Ramsey:12;Andover:12;Plymouth:16
Raza Vinho Verde 750ml,Other Whites,The Wine Company,258,7.0,36.8,7.46,11.99,9.96,38,,27,104,Ramsey:4;Andover:6;Plymouth:9;Roseville:11;Osseo:12;Vadnais Heights:12;Blaine:14;Woodbury:14;Minneapolis:15;Stillwater:17;Chanhassen:21;Minnetonka:23;St. Louis Park:27;Cottage Grove:28;Rosemount:45
House Wine Brut Bubbles Can 375ml,Sparkling,Southern Glazer's Wine & Spirits of MN,95,7.0,13.6,3.57,6.49,5.96,45,,32,81,Rosemount:1;Blaine:2;Roseville:2;Chanhassen:3;St. Louis Park:3;Osseo:5;Vadnais Heights:6;Woodbury:7;Plymouth:7;Bloomington:9;Ramsey:9;Minnetonka:12;Stillwater:12;Cottage Grove:17
Sta Maria La Palma Aragosta Vermentino,Other Whites,"Bourget Imports, LLC",57,7.0,8.2,11.48,20.99,17.96,45,,32,80,Minneapolis:2;St. Louis Park:2;Woodbury:7;Plymouth:9;Chanhassen:11;Minnetonka:12;Roseville:14
Beringer Main & Vine Cab Sauv 750ml,Cabernet,Southern Glazer's Wine & Spirits of MN,105,7.0,14.9,3.57,6.49,5.96,45,,33,78,Rosemount:1;Andover:2;Roseville:3;Blaine:4;Osseo:5;Stillwater:6;Cottage Grove:6;Minneapolis:6;Ramsey:7;Chanhassen:9;Plymouth:9;Woodbury:9;Vadnais Heights:10;Minnetonka:13;St. Louis Park:15
Chateau Ste Michelle Rose 750ml,Rose,Southern Glazer's Wine & Spirits of MN,127,6.9,18.4,7.4,11.99,9.96,38,,29,91,Andover:2;Vadnais Heights:3;Woodbury:4;Cottage Grove:6;Plymouth:8;Chanhassen:9;Ramsey:9;Osseo:10;St. Louis Park:10;Minnetonka:11;Minneapolis:12;Roseville:13;Rosemount:14;Stillwater:16
Raeburn Chardonnay 750ml,Chardonnay,Oxford Street Merchants,85,6.9,12.3,10.09,19.99,15.96,50,,31,82,Chanhassen:3;Minneapolis:3;Roseville:5;Vadnais Heights:5;Andover:7;Blaine:9;Bloomington:10;Woodbury:10;Rosemount:11;Stillwater:11;St. Louis Park:11
Sutter Home Merlot 187ml,Merlot,Phillips Wine & Spirits - St. Paul,91,6.9,13.2,5.18,7.99,6.96,35,,26,106,Cottage Grove:1;Plymouth:1;Minnetonka:2;Vadnais Heights:2;Woodbury:2;Rosemount:4;Andover:5;Roseville:7;Stillwater:9;Ramsey:13;Osseo:22;St. Louis Park:23
Freixenet Extra Dry 750ml,Sparkling,Southern Glazer's Wine & Spirits of MN,104,6.9,15.1,6.22,11.49,9.96,46,,27,100,St. Louis Park:1;Vadnais Heights:2;Cottage Grove:2;Roseville:3;Rosemount:5;Minnetonka:6;Andover:7;Osseo:7;Ramsey:7;Woodbury:8;Plymouth:10;Minneapolis:11;Blaine:17;Stillwater:18
Cupcake Moscato 750ml,Other Whites,Southern Glazer's Wine & Spirits of MN,120,6.9,17.3,5.4,9.49,7.96,43,,28,97,Rosemount:1;Ramsey:3;Minnetonka:4;Andover:5;Minneapolis:8;Roseville:9;Osseo:10;Vadnais Heights:10;Woodbury:10;Chanhassen:11;Plymouth:12;Stillwater:12;Cottage Grove:12;Blaine:13
Sangre de Toro Original 750ml,Red Blends,"Bourget Imports, LLC",207,6.8,30.5,8.15,14.99,8.95,46,,28,92,Osseo:3;Minneapolis:4;Woodbury:5;Stillwater:6;Vadnais Heights:6;Roseville:6;Ramsey:9;Chanhassen:11;Cottage Grove:18;Minnetonka:18;Plymouth:21;Rosemount:21;St. Louis Park:79
Rancho La Gloria Strawberry Margarita RT 1.5L,Flavored,Phillips Wine & Spirits - St. Paul,19,6.8,2.8,10.85,20.99,17.96,48,,32,74,Osseo:2;Plymouth:2;St. Louis Park:3;Vadnais Heights:3;Ramsey:4;Stillwater:5
Alberigo Pinot Grigio 750ml,Pinot Grigio/Gris,Paustis Wine,217,6.8,31.7,6.49,14.99,12.96,57,,26,103,Chanhassen:5;Cottage Grove:6;Ramsey:7;Blaine:7;Andover:9;Plymouth:10;Minnetonka:11;Stillwater:12;Woodbury:13;Minneapolis:13;Vadnais Heights:15;Osseo:16;Roseville:17;Rosemount:23;St. Louis Park:25;Bloomington:28
Bota Box Nighthawk Black Malbec 3L Box,Malbec,Phillips Wine & Spirits - St. Paul,56,6.8,8.3,13.4,19.99,17.96,33,,29,87,Minnetonka:2;Woodbury:2;Andover:3;Chanhassen:3;Rosemount:3;Roseville:3;Minneapolis:4;St. Louis Park:4;Plymouth:4;Stillwater:4;Cottage Grove:4;Ramsey:5;Vadnais Heights:15
XXL Strawberry 750ml,Flavored,Paustis Wine,94,6.8,13.9,6.14,11.49,9.96,47,,29,87,Woodbury:2;Rosemount:3;Andover:5;Bloomington:5;Osseo:6;Blaine:7;Minneapolis:7;St. Louis Park:8;Ramsey:9;Roseville:9;Cottage Grove:10;Vadnais Heights:10;Plymouth:13
Peter Vella Moscato Sangria 5L Box,Other Whites,Johnson Brothers - St. Paul,33,6.8,4.9,10.63,18.99,15.96,44,,29,88,Rosemount:1;Stillwater:2;Woodbury:2;Osseo:2;Chanhassen:3;St. Louis Park:3;Roseville:4;Vadnais Heights:4;Cottage Grove:4;Andover:8
Bouchard VDF Pinot Noir Rose 750ml,Rose,"Vinocopia, Inc",36,6.8,5.3,8.79,15.99,13.96,45,,33,70,Chanhassen:1;Vadnais Heights:2;Rosemount:2;Roseville:5;Blaine:6;Minnetonka:9;St. Louis Park:11
Fit Vine Cabernet Sauvignon 750ml,Cabernet,"Breakthru Beverage Minnesota Wine & Spirits, LLC",148,6.8,21.7,8.1,11.99,9.96,32,,29,89,Osseo:2;Rosemount:3;Vadnais Heights:4;Blaine:5;Minneapolis:6;Minnetonka:6;Plymouth:6;St. Louis Park:9;Ramsey:11;Stillwater:14;Woodbury:14;Cottage Grove:15;Andover:15;Chanhassen:18;Roseville:20
TopBox Cabernet Sauvignon 3L Box,Cabernet,Southern Glazer's Wine & Spirits of MN,133,6.8,19.5,9.47,17.49,14.96,46,,27,98,Andover:4;Minnetonka:5;Ramsey:6;Chanhassen:7;St. Louis Park:7;Roseville:7;Plymouth:8;Stillwater:8;Woodbury:10;Blaine:13;Osseo:15;Rosemount:16;Cottage Grove:27
Les Allies Pinot Noir 750ml,Pinot Noir,"Maverick Beverage Co., LLC - MN",67,6.7,10.1,7.62,17.49,14.96,56,,26,97,Minneapolis:2;Plymouth:3;Woodbury:4;Chanhassen:4;Roseville:6;Stillwater:8;Blaine:8;Minnetonka:10;St. Louis Park:11;Andover:11
7 Deadly Zins 750ml,Zinfandel,Southern Glazer's Wine & Spirits of MN,76,6.7,11.4,8.73,14.99,12.96,42,,30,79,Chanhassen:1;Roseville:1;Blaine:2;Stillwater:3;Vadnais Heights:4;Plymouth:4;St. Louis Park:4;Woodbury:6;Osseo:8;Minneapolis:10;Cottage Grove:11;Minnetonka:11;Rosemount:11
Barefoot Chardonnay 750ml,Chardonnay,Johnson Brothers - St. Paul,101,6.7,15.0,4.41,7.99,6.96,45,,27,95,Chanhassen:1;Stillwater:3;Andover:3;Woodbury:6;Minneapolis:7;St. Louis Park:9;Roseville:11;Ramsey:12;Rosemount:12;Blaine:13;Plymouth:24
LaMarca Prosecco 187ml,Sparkling,Johnson Brothers - St. Paul,0,6.7,0.0,4.05,6.99,5.96,42,,32,71,
Hakutsuru Superior Junmai Ginjo Sake 300ml,Fortified,The Wine Company,194,6.7,29.0,7.62,13.99,11.96,46,,30,80,Vadnais Heights:3;Osseo:5;Stillwater:6;Minnetonka:9;Ramsey:9;Minneapolis:9;Andover:10;Woodbury:10;Bloomington:11;Roseville:11;Cottage Grove:11;Chanhassen:11;Rosemount:12;Plymouth:17;St. Louis Park:23;Blaine:37
Seven Daughters Moscato 750ml,Moscato,Southern Glazer's Wine & Spirits of MN,90,6.7,13.5,8.73,14.99,12.96,42,,22,116,Stillwater:3;Blaine:3;Plymouth:4;Minneapolis:4;Vadnais Heights:5;Andover:6;Cottage Grove:6;Rosemount:7;St. Louis Park:9;Minnetonka:10;Ramsey:10;Chanhassen:11;Osseo:12
J Vineyards Pinot Noir 750ml,Pinot Noir,Johnson Brothers - St. Paul,110,6.7,16.5,15.42,25.99,21.96,41,,32,70,Woodbury:2;Minnetonka:6;Ramsey:6;Osseo:6;Blaine:7;Plymouth:8;Cottage Grove:9;Minneapolis:10;Stillwater:10;Bloomington:11;Rosemount:11;Roseville:11;St. Louis Park:13
Pizzolato Muse Rose 750ml,Sparkling,Oxford Street Merchants,94,6.7,14.1,9.63,22.49,18.96,57,,28,89,Vadnais Heights:2;Stillwater:3;St. Louis Park:4;Woodbury:4;Chanhassen:5;Cottage Grove:5;Minnetonka:5;Osseo:6;Blaine:6;Minneapolis:8;Rosemount:10;Ramsey:11;Andover:12;Plymouth:13
Beringer Main & Vine White Zinfandel 750ml,Other Whites,Southern Glazer's Wine & Spirits of MN,115,6.7,17.1,3.57,6.49,5.96,45,,31,77,Minneapolis:3;Vadnais Heights:3;Roseville:4;Andover:4;St. Louis Park:4;Bloomington:4;Minnetonka:5;Chanhassen:6;Ramsey:7;Blaine:7;Plymouth:10;Stillwater:10;Cottage Grove:11;Osseo:12;Woodbury:12;Rosemount:13
"90+ Cellars 2022 Lot 215 Orange, Abruzzo, Italy 750ml",Other Whites,Bellboy Corporation,195,6.6,29.4,8.58,18.99,15.96,55,,26,96,Woodbury:4;Rosemount:9;Stillwater:11;Minnetonka:12;Vadnais Heights:14;Andover:15;Plymouth:20;Chanhassen:26;Blaine:27;St. Louis Park:28;Roseville:29
Meiomi Cabernet Sauvignon 750ml,Cabernet,Southern Glazer's Wine & Spirits of MN,113,6.6,17.1,12.01,19.99,16.96,40,,24,104,Osseo:1;Andover:1;Chanhassen:2;Blaine:3;Stillwater:4;Minnetonka:5;St. Louis Park:5;Roseville:5;Woodbury:7;Vadnais Heights:9;Plymouth:10;Minneapolis:11;Rosemount:11;Cottage Grove:14;Ramsey:25
Menage a Trois Midnight 750ml,Red Blends,Phillips Wine & Spirits - St. Paul,114,6.6,17.4,7.09,11.49,9.96,38,,30,76,Andover:1;Ramsey:4;Minnetonka:5;Plymouth:5;Blaine:7;Woodbury:8;Rosemount:9;Roseville:9;Vadnais Heights:9;Osseo:10;Chanhassen:23;Cottage Grove:24
Decoy Limited Alexander Valley Cabernet Sauvignon 750ml,Cabernet,"Breakthru Beverage Minnesota Wine & Spirits, LLC",47,6.6,7.1,16.1,25.99,21.96,38,,29,81,Andover:5;St. Louis Park:6;Roseville:7;Blaine:7;Plymouth:10;Minnetonka:12
Fit Vine Sauvigon Blanc 750ml,Sauvignon Blanc,"Breakthru Beverage Minnesota Wine & Spirits, LLC",112,6.6,17.0,8.1,11.99,9.96,32,,27,90,Andover:1;Chanhassen:1;Blaine:4;Woodbury:4;Vadnais Heights:5;Cottage Grove:7;Minneapolis:7;Ramsey:8;Osseo:9;Bloomington:11;Stillwater:12;Roseville:13;Rosemount:14;Minnetonka:16
Stella Rosa Peach 750ml,Flavored,"Breakthru Beverage Minnesota Wine & Spirits, LLC",117,6.6,17.7,8.76,13.99,11.96,37,,27,91,Vadnais Heights:1;Plymouth:1;Cottage Grove:3;Chanhassen:3;St. Louis Park:4;Minneapolis:4;Osseo:6;Stillwater:7;Woodbury:8;Minnetonka:10;Blaine:10;Bloomington:11;Rosemount:12;Roseville:12;Ramsey:12;Andover:13
Clay Shannon Napa Cabernet Sauvignon 750ml,Cabernet,Paustis Wine,89,6.6,13.4,11.62,20.99,17.96,45,,29,83,Stillwater:1;Chanhassen:2;Plymouth:3;Andover:3;Blaine:4;Minnetonka:5;Vadnais Heights:6;Roseville:7;Osseo:11;Minneapolis:11;Ramsey:11;Woodbury:11;Cottage Grove:14
Fre Cabernet Sauvignon N/A 750ml,Cabernet,Phillips Wine & Spirits - St. Paul,112,6.6,17.0,6.42,11.49,9.96,44,,31,72,Osseo:1;Blaine:2;Minnetonka:3;Ramsey:3;St. Louis Park:6;Stillwater:6;Andover:8;Cottage Grove:8;Woodbury:8;Chanhassen:9;Roseville:9;Plymouth:10;Rosemount:11;Minneapolis:14;Vadnais Heights:14
Murphy Goode Liars Dice Zin 750ml,Zinfandel,Johnson Brothers - St. Paul,132,6.6,20.1,12.36,22.49,19.96,45,,26,94,Stillwater:5;Minnetonka:9;Woodbury:9;Cottage Grove:12;Blaine:13;Chanhassen:15;Ramsey:19;St. Louis Park:24;Roseville:26
Quartz Chardonnay 750ml,Chardonnay,Paustis Wine,113,6.5,17.5,6.99,17.49,14.96,60,,30,73,Minneapolis:1;Andover:2;Roseville:3;Rosemount:5;Cottage Grove:8;Osseo:8;Plymouth:9;St. Louis Park:9;Stillwater:9;Chanhassen:9;Ramsey:11;Blaine:11;Vadnais Heights:13;Woodbury:15
Black Box Vibrant Velvety Red Blend 3L Box,Red Blends,Johnson Brothers - St. Paul,64,6.5,9.8,13.15,19.99,16.96,34,,30,74,Osseo:2;Andover:3;Rosemount:3;Stillwater:3;Cottage Grove:3;Blaine:3;Minneapolis:4;Chanhassen:4;Bloomington:5;Plymouth:5;Roseville:5;Vadnais Heights:5;Minnetonka:6;Woodbury:6;Ramsey:7
Barefoot Red Moscato 750ml,Flavored,Johnson Brothers - St. Paul,139,6.5,21.5,4.41,7.99,6.96,45,,26,91,Blaine:5;Stillwater:7;Cottage Grove:7;Rosemount:7;Osseo:8;Ramsey:8;Andover:8;St. Louis Park:9;Chanhassen:10;Vadnais Heights:10;Woodbury:10;Plymouth:10;Minnetonka:11;Roseville:13;Minneapolis:16
Contessa Annalisa Cabernet Sauvignon 750ml,Cabernet,Bellboy Corporation,184,6.5,28.2,5.58,13.79,11.96,60,,25,97,Stillwater:1;Ramsey:4;Vadnais Heights:6;Roseville:6;Woodbury:7;Minneapolis:8;Blaine:10;Rosemount:15;Chanhassen:17;Osseo:18;Plymouth:20;St. Louis Park:21;Andover:22;Cottage Grove:29
Ironside Chardonnay 750ml,Chardonnay,Bellboy Corporation,207,6.5,31.6,10.78,18.99,15.96,43,,29,80,Chanhassen:7;Stillwater:7;Vadnais Heights:7;Ramsey:8;Cottage Grove:10;Minneapolis:10;Osseo:11;Andover:11;Minnetonka:12;Roseville:15;Woodbury:15;Plymouth:18;Rosemount:18;Blaine:19;St. Louis Park:39
Summit Cabernet Sauvignon 3L Box,Cabernet,Southern Glazer's Wine & Spirits of MN,61,6.5,9.4,11.32,17.99,14.96,37,,26,92,Stillwater:1;Vadnais Heights:1;Roseville:1;Minnetonka:2;Chanhassen:3;Minneapolis:3;Rosemount:3;Woodbury:4;Cottage Grove:5;Osseo:6;Plymouth:6;St. Louis Park:6;Andover:6;Ramsey:7;Blaine:7
Bev Glam Sparkling Rose 4pk 250ml,Sparkling,Johnson Brothers - St. Paul,30,6.5,4.6,12.18,19.99,17.96,39,,29,77,Andover:1;Roseville:1;St. Louis Park:1;Vadnais Heights:2;Chanhassen:4;Rosemount:5;Plymouth:16
Tutela Valpolicella 750ml,Other Reds,Bellboy Corporation,171,6.5,26.2,8.08,18.99,15.96,57,,30,75,Ramsey:5;Stillwater:5;Cottage Grove:6;Minneapolis:6;Andover:7;Minnetonka:7;Osseo:7;Roseville:8;Chanhassen:9;Woodbury:11;Rosemount:12;Vadnais Heights:12;St. Louis Park:16;Plymouth:18;Blaine:20;Bloomington:22
Willamette Valley Whole Clust P. Noir 750ml,Pinot Noir,Bellboy Corporation,131,6.4,20.5,14.04,25.99,22.96,46,,28,79,Rosemount:1;Ramsey:2;Minnetonka:4;Woodbury:5;Minneapolis:6;Osseo:8;Plymouth:9;Chanhassen:9;Vadnais Heights:12;Roseville:13;St. Louis Park:13;Blaine:14;Cottage Grove:15;Andover:20
Apothic Cabernet Sauv 750ml,Cabernet,Johnson Brothers - St. Paul,191,6.4,29.7,7.42,11.99,10.96,38,,29,76,Rosemount:2;Stillwater:5;Plymouth:6;Woodbury:6;Ramsey:8;Blaine:9;Minneapolis:10;Cottage Grove:11;Minnetonka:12;Osseo:12;St. Louis Park:14;Vadnais Heights:15;Roseville:17;Andover:22;Chanhassen:42
Bogle Juggernaut RRV Pinot Noir 750ml,Pinot Noir,Phillips Wine & Spirits - St. Paul,116,6.4,18.2,11.37,19.99,16.96,43,,28,79,Ramsey:2;Minnetonka:4;Vadnais Heights:6;Woodbury:6;Cottage Grove:7;Roseville:7;Rosemount:8;Blaine:8;Andover:10;Stillwater:10;Chanhassen:12;Plymouth:14;St. Louis Park:22
Sutter Home Pink Moscato 187ml,Flavored,Phillips Wine & Spirits - St. Paul,55,6.4,8.5,5.18,7.99,6.96,35,,28,81,Minneapolis:1;Roseville:1;Andover:2;Osseo:2;Plymouth:2;Blaine:2;Vadnais Heights:2;Cottage Grove:3;Chanhassen:4;Stillwater:4;Woodbury:4;St. Louis Park:5;Minnetonka:6;Ramsey:6;Bloomington:11
Readers Chardonnay 750ml,Chardonnay,Bellboy Corporation,107,6.4,16.7,8.58,18.99,15.96,55,,31,67,Andover:2;Ramsey:4;Minneapolis:4;Woodbury:5;Minnetonka:7;Blaine:8;Cottage Grove:9;Osseo:9;Plymouth:10;Chanhassen:10;Roseville:12;St. Louis Park:12;Vadnais Heights:15
