Item,Category,Supplier,Chain OH,Wk Velocity,WOS,Cost,Retail,Club Price,Margin %,Deal,30D Units,90D Units,By Store OH
Goose Island Hazy Bear Hug 19.2oz can,Single Serve,,70,2.0,35.2,2.19,2.99,,27,,8,28,Bloomington:11;St. Louis Park:15;Ramsey:17;Vadnais Heights:27
Firestone Walker 805 Cerveza 6pk 12oz btl,Craft,Artisan Beer,19,2.0,9.7,7.93,10.99,,28,,8,27,Woodbury:2;St. Louis Park:5;Rosemount:6;Minneapolis:6
Bud Ice  30pk 12oz can,Below Premium,,14,1.9,7.6,15.3,17.99,,15,,7,28,Blaine:14
Stone Buenaveza 12pk 12oz CN 12pk 12oz can,Craft,,7,1.9,3.7,12.0,16.99,,29,,9,21,Blaine:5;Woodbury:2
Urban Growler Minnow Bite 4pk 16oz can,Craft,Urban Growler Brewing Company,29,1.9,15.3,8.13,12.99,,37,,8,25,Roseville:1;Minneapolis:4;St. Louis Park:5;Rosemount:6;Woodbury:13
Vodkade Berry Cherry 4pk 12oz can,RTD,"Capitol Beverage Sales, L.P.",6,1.9,3.2,9.0,13.99,11.96,36,,11,11,Woodbury:6
Barrel Theory Rotator 4pk 16oz can,Craft,Barrel Theory Beer Company,1,1.9,0.5,10.83,15.99,,32,,11,11,Roseville:1
Miller Genuine Draft 24pk 12oz btl,Premium,Bernicks,20,1.9,10.5,20.02,25.99,,23,,8,25,Osseo:2;Andover:8;Blaine:11
NOCA Too Turnt Tea Bayou Berry Blast 12pk 12oz can,RTD,,22,1.9,11.3,13.74,19.99,,31,,9,22,Blaine:3;Minneapolis:4;Cottage Grove:4;Andover:11
Modist Watermeloncholy 4pk 16oz can,Craft,Modist Brewing Company,11,1.9,5.7,11.53,16.99,,32,,11,12,Stillwater:5;Woodbury:6
Toppling Goliath Pompeii IPA 4pk 16oz can,Craft,Artisan Beer,35,1.9,18.1,10.0,13.99,,29,,10,17,Blaine:1;Cottage Grove:1;Andover:2;Rosemount:4;Minnetonka:8;Roseville:9;Plymouth:10
2 Towns Cider Pacific Pineapple 6pk 12oz can,Cider,2 Towns,32,1.9,17.3,8.72,12.99,,33,,9,19,Blaine:1;Woodbury:2;Roseville:4;Vadnais Heights:4;Bloomington:4;Andover:7;Rosemount:11
Michelob Ultra 18pk 12oz can,Super Premium,"College City Beverage, Inc.",5,1.9,2.6,17.25,21.99,,22,,9,21,Woodbury:5
Busch Light 6pk 12oz btl,Below Premium,,14,1.9,7.5,6.66,9.99,,33,,8,24,Osseo:1;Andover:4;Plymouth:7;Woodbury:2
Venn Gold 4pk 16oz can,Micro Brews,,8,1.9,4.3,5.83,8.99,,35,,10,15,St. Louis Park:1;Woodbury:7
Steel Toe Carbide IPA 6pk 12oz can,Craft,Steel Toe Brewing,22,1.9,11.5,10.0,14.99,,33,,7,30,Ramsey:2;St. Louis Park:20
Moose Lake New England Morning Haze 4pk 16oz can,Craft,Moose Lake Brewing Co.,14,1.9,7.2,12.0,16.99,,29,,9,22,Woodbury:1;Rosemount:2;Roseville:4;Cottage Grove:7
Big Wood Jack Savage 4pk 16oz can,Craft,"Breakthru Beverage Minnesota Beer, LLC",9,1.9,4.7,8.84,12.99,,32,,10,16,Woodbury:9
Barrel Theory Rhine & Shine 4pk 16oz can,Craft,Barrel Theory Beer Company,1,1.9,0.5,10.83,15.99,,32,,11,11,Roseville:1
Michelob Ultra Seltzer Essential 12pk 12oz can,Seltzer,,20,1.9,10.5,14.51,19.99,,27,,10,16,Andover:7;Ramsey:10;Woodbury:3
Falling Knife Funky Sheet Milkshake IPA 4pk 16oz can,Craft,Dahlheimer Beverage Monticello,11,1.9,5.7,14.55,21.99,,34,,11,13,Rosemount:1;Blaine:3;Ramsey:7
Wild State Imperial Rotator 4pk 12oz can,Cider,"Capitol Beverage Sales, L.P.",4,1.9,2.1,10.0,13.99,,29,,9,21,St. Louis Park:2;Vadnais Heights:2
Oliphant Honees Honees 4pk 16oz can,Craft,,48,1.9,24.7,11.0,15.99,,31,,9,22,St. Louis Park:1;Stillwater:4;Cottage Grove:7;Woodbury:7;Roseville:7;Blaine:10;Plymouth:12
Leinenkugel's Summer Shandy 19.2oz can,Single Serve,"Breakthru Beverage Minnesota Beer, LLC",511,1.9,276.1,0.47,3.49,,86,,5,37,Cottage Grove:28;Minneapolis:483
Miller High Life 24pk 16oz can,Below Premium,,-83,1.9,-44.5,15.23,26.99,,44,,8,24,
Griffo Tomales Collins 4pk 12oz can,RTD,Bellboy Corporation,93,1.9,48.6,13.02,23.99,19.96,46,,9,21,Blaine:1;Ramsey:4;Andover:6;Vadnais Heights:7;Minnetonka:11;Osseo:14;Rosemount:14;Cottage Grove:17;Chanhassen:22
Modist Brewing Dreamyard 19.2oz can,Single Serve,Modist Brewing Company,44,1.9,23.2,2.14,3.96,,46,,8,25,Minneapolis:9;Rosemount:16;Woodbury:19
Pabst Blue Ribbon 12pk 12oz btl,Below Premium,,14,1.9,7.3,10.24,13.99,,27,,10,17,Vadnais Heights:8;St. Louis Park:6
Dual Citizen Lake State Lager 4pk 16oz can,Craft,,21,1.9,10.8,8.61,10.99,,22,,9,22,Plymouth:2;Woodbury:10;Roseville:10
3 Floyds Gumball Head 6pk 12oz can,Craft,,6,1.9,3.1,9.0,12.99,,31,,10,17,Roseville:3;St. Louis Park:3
Sierra Nevada Hop Water Variety 12pk 12oz can,Craft,"Breakthru Beverage Minnesota Beer, LLC",12,1.8,6.6,15.14,20.99,15.96,28,,9,18,Rosemount:2;Roseville:2;Woodbury:3;St. Louis Park:5
Sierra Nevada Torpedo 19.2oz can,Single Serve,Dahlheimer Beverage Monticello,6,1.8,3.4,2.09,3.49,,40,,5,34,Ramsey:6
Elm Creek Amore Italian Pilsner 4pk 16oz can,Craft,,9,1.8,5.1,7.72,10.99,,30,,8,21,St. Louis Park:2;Woodbury:2;Bloomington:5
NOCA Weekend Water 12pk 12oz can,RTD,,15,1.8,8.2,13.57,18.99,,29,,8,23,Blaine:2;Andover:3;Minneapolis:10
Sociable Cider Werks Skinny Tire 10pk 12oz can,Cider,,10,1.8,5.7,13.65,20.99,18.96,35,,9,16,St. Louis Park:7;Woodbury:3
Hop Butcher Grid 4pk 16oz can,Craft,McDonald Distributing Co dba Clear River Beverage,4,1.8,2.3,12.0,16.99,,29,,8,21,Andover:1;Roseville:1;Woodbury:2
Happy Dad Fruit Punch 24oz can,Single Serve,"Breakthru Beverage Minnesota Beer, LLC",22,1.8,12.5,2.18,3.49,,37,,7,25,Minneapolis:22
Monaco Crush Variety 6pk 12oz can ,Malternatives,"Breakthru Beverage Minnesota Beer, LLC",10,1.8,5.5,11.65,15.99,14.96,27,net down pricing,7,27,Chanhassen:1;St. Louis Park:2;Cottage Grove:7
Unmapped Brewing Aloft Hazy IPA 4pk 16o can,Craft,"Unmapped Brewing Company, LLC",7,1.8,3.9,10.33,14.99,,31,,5,35,St. Louis Park:1;Roseville:6
NUTRL Lime 4pk 12oz can,RTD,,19,1.8,10.4,7.51,11.99,,37,,8,23,Rosemount:3;Chanhassen:6;Andover:15
Belching Beaver PB Milk Stout 6pk 16oz can,Craft,McDonald Distributing Co dba Clear River Beverage,23,1.8,13.0,11.5,15.99,,28,,8,21,Woodbury:1;Roseville:3;Rosemount:4;Andover:4;Vadnais Heights:5;Blaine:6
Stilly The Fuzz (Peach) 6pk 12oz can,RTD,,51,1.8,28.5,11.98,17.49,14.96,32,,7,26,Vadnais Heights:1;Ramsey:2;Minnetonka:4;Plymouth:5;Minneapolis:5;Osseo:7;St. Louis Park:7;Blaine:18;Rosemount:2
Lagunitas Hazicus Maximus Hazy IPA 19.2oz can,Single Serve,"Hohensteins, Inc.",32,1.8,17.6,1.9,3.49,,46,,9,18,Rosemount:7;Roseville:8;Woodbury:8;Cottage Grove:9
Modelo Chelada Limon Y Sal 4pk 16oz can,Import,"Breakthru Beverage Minnesota Beer, LLC",15,1.8,8.5,5.27,7.99,,34,,7,25,Woodbury:4;Bloomington:11
Venn Cosmosis Pacific Punch 4pk 16oz can,Craft,Venn Brewing Co.,30,1.8,16.9,13.25,19.99,,34,,10,12,Andover:2;Bloomington:3;Plymouth:4;Roseville:7;Woodbury:14
Corona N/A 12pk 12oz btl,Import,"Breakthru Beverage Minnesota Beer, LLC",22,1.8,12.4,13.27,18.99,15.96,30,,6,30,Cottage Grove:3;St. Louis Park:3;Blaine:6;Chanhassen:10
Natural Light Naturdays 12pk 12oz can,Below Premium,,3,1.7,1.7,9.43,12.99,,27,,6,29,Cottage Grove:3
Bell's Amber Ale 6pk 12oz btl,Craft,"Hohensteins, Inc.",0,1.7,0.0,7.86,12.99,,39,,8,20,
Drekker Braaaaaaaains Mix Pack 6pk 12oz can,Craft,Mega Beer LLC,1,1.7,0.6,16.75,23.99,,30,,7,24,Andover:1
Inbound Speacial Treat Scotchroo Cream Ale 4pk 16oz can,Craft,Lucid Brewing LLC Dba Inbound Brewco,14,1.7,8.2,7.43,10.99,,32,,10,10,Roseville:4;St. Louis Park:10
Malibu Strawberry Daiquiri 4pk 12oz can,RTD,Southern Glazer's Wine & Spirits of MN,4,1.7,2.3,7.31,12.49,10.96,41,,6,29,Blaine:1;St. Louis Park:3
Untitled Art Florida Seltzer Variety #1 12pk 12oz can,Seltzer,,2,1.7,1.2,19.5,31.99,,39,,5,32,Blaine:2
Deschutes Fresh Squeezed IPA 12pk 12oz btl,Craft,,14,1.7,8.3,14.25,23.99,19.96,41,,7,23,Blaine:9;Chanhassen:5
Venn Choconut Stout 4pk 16oz can,Craft,Venn Brewing Co.,8,1.7,4.7,12.0,16.99,,29,,6,28,Vadnais Heights:2;St. Louis Park:2;Rosemount:4
Bent Paddle Bent Hop IPA 12pk 12oz can,Craft,Artisan Beer,10,1.7,5.8,14.3,21.99,,35,,8,19,Roseville:1;Blaine:4;Vadnais Heights:5
Redd's Wicked Apple Bites 12pk 7.5oz can,Craft,Dahlheimer Beverage Monticello,25,1.7,14.5,10.51,16.99,,38,,7,24,Bloomington:1;Plymouth:4;Blaine:20
Headflyer Must Be Jelly Fruited IPA 4pk 16oz can,Craft,HeadFlyer Brewing,6,1.7,3.5,10.28,13.99,,27,,4,37,Rosemount:1;Vadnais Heights:1;St. Louis Park:2;Roseville:2
New Belgium Juicy Haze IPA 6pk 12oz can,Craft,,-9,1.7,-5.4,7.58,10.99,,31,,7,22,Osseo:2;Rosemount:6
Lagunitas Little Sumpin' Ale 6pk 12oz btl,Craft,,7,1.6,4.4,7.5,10.99,,32,,6,24,Woodbury:3;Osseo:4
Outlaw Light 12pk 12oz can,Below Premium,,17,1.6,10.9,8.46,11.99,,29,,6,23,Roseville:1;St. Louis Park:19
Smirnoff Ice Strawberry 6pk 12oz btl,Malternatives,Bernicks,10,1.6,6.1,7.38,10.99,,33,,6,26,Rosemount:5;Stillwater:5
Alaskan Mixed Can Pack 12pk 12oz can,Craft,,18,1.6,11.3,13.43,17.99,,25,,6,24,Blaine:3;Plymouth:15
Toppling Goliath Uncaged Sue Variety 12pk 12oz can,Craft,Artisan Beer,8,1.6,4.9,8.0,24.99,,68,,7,21,Bloomington:4;Rosemount:4
Ursa Minor Badass Warrior Goddess Hazy IPA 4pk 16oz can,Craft,,0,1.6,0.0,12.3,17.99,,32,,4,34,
Junkyard Endless Horizon 4pk 16oz can,Craft,Junkyard Brewing Company,8,1.6,5.1,12.0,16.99,,29,,5,28,Ramsey:1;Woodbury:7
White Claw Peach NA 6pk 12oz can,Craft,Dahlheimer Beverage Monticello,13,1.6,7.9,7.73,12.99,10.96,40,,8,17,Andover:3;Woodbury:4;Blaine:6
Dansk Mjod Viking Blod 750ml,Single Serve,,96,1.6,58.8,24.71,35.99,,31,,7,21,Andover:1;Bloomington:3;Rosemount:3;Chanhassen:4;St. Louis Park:4;Woodbury:5;Vadnais Heights:6;Roseville:10;Plymouth:13;Cottage Grove:16;Blaine:31
Modist Supra Deluxe Lager 19oz can,Craft,Modist Brewing Company,27,1.6,16.5,1.78,3.49,,49,,9,12,St. Louis Park:7;Rosemount:10;Minneapolis:12
Modelo Chelada Naranja Picosa 24oz can,Single Serve,,26,1.6,16.5,2.38,3.49,,32,,7,19,Andover:5;Plymouth:6;Minneapolis:15
Modelo Chelada Fresa Picante 24oz can,Single Serve,,40,1.6,24.5,2.36,3.49,,32,,7,21,St. Louis Park:9;Minneapolis:23;Ramsey:8
Minneapolis Cider Co. Blueberry Borealis 6pk 12oz can,Cider,"Hohensteins, Inc.",6,1.6,3.8,9.75,13.99,,30,,6,24,Blaine:6
Samuel Adams Boston/Winter 12pk 12oz can,Craft,"Breakthru Beverage Minnesota Beer, LLC",26,1.6,16.1,13.92,21.74,18.96,36,,8,16,Blaine:27
Alesmith Speedway Stout 4pk 16oz can,Craft,,28,1.6,17.1,10.75,14.99,,28,,7,21,Andover:2;Ramsey:3;Vadnais Heights:6;St. Louis Park:7;Rosemount:10
Shiner Raspberry Shandy 12pk 12oz can,Craft,Dahlheimer Beverage Monticello,12,1.6,7.3,12.8,19.99,,36,,9,12,Blaine:12
Pizza Port Mongo DIPA 6pk 16oz can,Craft,McDonald Distributing Co dba Clear River Beverage,19,1.6,11.5,11.88,15.99,,26,,6,26,Roseville:4;St. Louis Park:6;Blaine:9
Founders Porter 6pk 12oz btl,Craft,,10,1.6,6.1,8.02,11.99,,33,,6,26,Blaine:2;Andover:8
Pacifico Clara�32oz btl,Single Serve,"Breakthru Beverage Minnesota Beer, LLC",14,1.6,8.9,3.05,4.99,,39,,9,10,Bloomington:14
New Belgium Trippel 6pk 12oz btl,Craft,"Breakthru Beverage Minnesota Beer, LLC",13,1.6,8.4,8.45,11.99,,30,,6,23,Vadnais Heights:4;Cottage Grove:4;Roseville:5
Brooklyn Special Effects Hoppy Amber 6pk 12oz can,Craft,"Hohensteins, Inc.",8,1.6,5.1,6.75,12.49,10.96,46,,8,14,Rosemount:1;Roseville:2;Woodbury:5
Amstel Light 6pk 12oz btl,Import,,1,1.6,0.6,8.45,10.99,,23,,8,14,Blaine:1
2 Towns Brightcider 6pk 12oz can,Cider,2 Towns,21,1.6,13.0,9.15,13.99,,35,,6,25,Roseville:3;Blaine:4;Vadnais Heights:14
Mike's Hard Zero Lemonade 6pk 12oz can,FMB,Dahlheimer Beverage Monticello,19,1.6,11.5,7.3,10.99,,34,,6,26,Andover:8;Blaine:11
Arnold Palmer Variety 12pk 12oz can,FMB,,21,1.6,12.7,13.09,18.99,,31,,8,17,Rosemount:1;Andover:5;Ramsey:15
Bero Variety Pack 12pk 12oz can,Craft,,13,1.6,8.2,16.29,26.99,22.96,40,,8,15,Blaine:2;St. Louis Park:3;Roseville:4;Cottage Grove:4
Surly Dry Irish Stout 4pk 16oz can,Craft,Artisan Beer,14,1.6,8.7,9.23,12.99,,29,,6,25,Blaine:3;Chanhassen:4;Minnetonka:5;Cottage Grove:8
Hoegaarden 6pk 12oz btl,Import,"Breakthru Beverage Minnesota Beer, LLC",7,1.6,4.4,8.05,11.99,,33,,7,20,St. Louis Park:2;Rosemount:2;Minnetonka:3
Fair State Party Forward 6pk 12oz can,Craft,"Capitol Beverage Sales, L.P.",56,1.6,36.1,8.84,12.99,,32,,7,19,Rosemount:4;St. Louis Park:4;Minnetonka:5;Woodbury:8;Osseo:10;Roseville:11;Chanhassen:14
Bent Paddle Summer Sampler Pack 12pk 12oz can,Craft,Artisan Beer,6,1.6,3.7,14.74,20.99,,30,,8,16,Roseville:1;Vadnais Heights:5
Captain Sliced Sweet vs Heat 12pk 12oz can,FMB,,35,1.6,21.6,13.64,18.99,15.96,28,,8,16,Minneapolis:2;Minnetonka:2;Plymouth:3;St. Louis Park:3;Roseville:3;Chanhassen:9;Andover:13
Michelob Ultra 18pk 12oz btl,Super Premium,,3,1.6,1.9,17.25,21.96,,21,,8,15,Woodbury:3
Newcastle Brown Ale 12pk 12oz btl,Import,,21,1.6,13.5,13.65,19.99,,32,,6,23,Blaine:15;Rosemount:6
Summit Hefe 12pk 12oz can,Craft,Dahlheimer Beverage Monticello,19,1.6,11.5,12.19,19.99,16.96,39,,8,17,Rosemount:1;Woodbury:5;St. Louis Park:6;Blaine:7
Venn Pineapple Northodox 4pk 16oz can,Craft,Venn Brewing Co.,22,1.5,14.3,11.17,16.99,,34,,9,9,Woodbury:7;Rosemount:15
CIderboys Strawberry Magic 6pk 12oz can,Cider,"College City Beverage, Inc.",8,1.5,5.2,8.25,10.99,,25,,6,22,Blaine:8
Hop Butcher Double Snorkel Squad 4pk 16oz can,Craft,McDonald Distributing Co dba Clear River Beverage,1,1.5,0.7,13.0,18.99,,32,,8,11,Andover:1
Elm Creek Muligans 4pk 16oz can,Craft,,29,1.5,19.2,11.64,15.99,,27,,7,17,Andover:1;Woodbury:2;St. Louis Park:7;Minnetonka:9;Cottage Grove:10
2 Towns Seasonal Rotator 4pk 16oz can,Cider,McDonald Distributing Co dba Clear River Beverage,4,1.5,2.6,10.33,14.99,,31,,7,18,Woodbury:3;St. Louis Park:8
Lagunitas Spritz Refresher 6pk 12oz can,Craft,"Hohensteins, Inc.",12,1.5,8.2,7.0,12.99,10.96,46,,8,11,Plymouth:3;Vadnais Heights:4;Blaine:5
Brooklyn Special Effects NA Variety 12pk 12oz can,Craft,"Hohensteins, Inc.",0,1.5,0.0,13.5,18.99,15.96,29,,7,18,
Dos Equis Lime & Salt N/A 6pk 12oz can,Import,"Breakthru Beverage Minnesota Beer, LLC",0,1.5,0.0,7.53,12.49,10.96,40,,6,20,
Surly Outlook Good N/A Oatmeal Ale 6pk 12oz can,Craft,Artisan Beer,3,1.5,2.0,8.46,10.99,,23,,6,22,Roseville:3
Simply Spiked Strawberry Lemonade 24oz can,Single Serve,,7,1.5,4.7,2.4,4.49,,47,,8,12,Andover:7
Jack & Coke 4pk 12oz can,RTD,Johnson Brothers - St. Paul,24,1.5,16.1,8.68,13.79,11.96,37,,8,12,Minnetonka:3;Chanhassen:21
Sierra Nevada Premium Pils 8pk 8oz can,Craft,"Breakthru Beverage Minnesota Beer, LLC",7,1.5,4.5,8.47,11.99,,29,,5,27,Chanhassen:3;Roseville:4
Deschutes Seasonal 12pk 12oz can,Craft,,6,1.5,4.1,14.31,22.99,,38,,7,16,Roseville:2;Cottage Grove:4
Pabst Blue Ribbon NA 12pk 12oz can,Below Premium,,2,1.5,1.3,9.6,14.99,12.96,36,,8,13,Blaine:2
Wild State Dessert Variety 9pk 12oz can,Cider,"College City Beverage, Inc.",8,1.5,5.5,18.45,22.99,,20,,6,20,Ramsey:3;Andover:6
Junkyard Retro Swim Suit 4pk 16oz can,Craft,Junkyard Brewing Company,5,1.5,3.3,12.0,16.99,,29,,8,13,Roseville:5
Fulton Sour Rotator 4pk 16oz can,Craft,,10,1.5,6.8,9.75,13.99,,30,,6,20,Rosemount:1;Woodbury:9
Bud Light 15pk 16oz can,Premium,,8,1.5,5.3,17.65,24.99,20.96,29,,5,26,Cottage Grove:5;Blaine:6
Venn Old School West Coast IPA 4pk 16oz can,Craft,Venn Brewing Co.,8,1.5,5.4,9.17,13.99,,34,,7,16,Roseville:8
Barrel Theory In Love With A Memory 4pk 16oz can,Craft,Barrel Theory Beer Company,-1,1.5,-0.7,12.31,17.99,,32,,0,49,
Keystone Light 6pk 16oz can,Below Premium,,10,1.5,6.6,5.8,7.99,,27,,7,17,Andover:5;Blaine:5
Founders All Day IPA 19.2oz can,Single Serve,"Hohensteins, Inc.",15,1.5,10.2,1.89,3.49,,46,,3,34,Woodbury:1;Rosemount:6;Roseville:8
Drekker Brunch Bubbz Mimosa Sour 4pk 16oz can,Craft,,3,1.5,1.9,10.12,14.99,,32,,7,18,Plymouth:2;Andover:1
Paulaner Hefe Weizen 6pk 11oz btl,Import,"Hohensteins, Inc.",15,1.5,9.7,9.75,12.99,,25,,5,27,Plymouth:2;Woodbury:5;Rosemount:8
Back Channel Brewing Dunzo 4pk 16oz can,Craft,,17,1.5,11.6,12.01,17.99,,33,,6,20,Woodbury:2;Minnetonka:6;Roseville:11
Fruh Kolsch 4pk 16oz can,Import,,23,1.4,15.9,10.7,12.99,,18,,5,24,Blaine:1;Roseville:2;Chanhassen:3;St. Louis Park:9;Woodbury:10
Stone IPA Variety Pack 12pk 12oz can,Craft,,13,1.4,9.3,13.69,19.99,,32,,6,18,St. Louis Park:9;Blaine:4
Crispin Imperial 6pk 12oz can,Cider,"Hohensteins, Inc.",6,1.4,4.4,9.75,13.99,,30,,7,12,Cottage Grove:3;Bloomington:3
Insight Vibe New England IPA 4pk 16oz can,Craft,,33,1.4,24.1,9.93,13.99,,29,,8,8,Vadnais Heights:7;Woodbury:13;Roseville:14
Good Boy Vodka John Daly Blackberry 4pk 12oz can,RTD,,9,1.4,6.4,8.08,12.74,10.96,37,,5,23,Osseo:7;Woodbury:2
Bud Light x Posty Co. 12pk 8oz can,Premium,"College City Beverage, Inc.",5,1.4,3.5,8.5,12.99,10.96,35,,7,15,Woodbury:1;Cottage Grove:4
Bud Light Seltzer Variety Pack 24pk 12oz can,Seltzer,"College City Beverage, Inc.",11,1.4,7.9,23.74,35.49,29.96,33,,5,22,Rosemount:11
Budweiser ALUM BTL 15pk 16oz can,Premium,,10,1.4,7.1,17.37,24.99,20.96,30,,5,23,Blaine:2;Woodbury:2;Cottage Grove:6
Pabst Pickle Beer 6pk 12oz can,Craft,Dahlheimer Beverage Monticello,2,1.4,1.4,5.43,7.99,,32,,0,46,Blaine:1;Roseville:1
Labatt Blue N/A 6pk 12oz btl,Import,,19,1.4,13.4,6.49,11.49,9.96,44,,7,14,Blaine:10;Roseville:3;St. Louis Park:6
Bud Select 55 24pk 12oz can,Premium,,3,1.4,2.2,19.67,24.99,,21,,6,17,Blaine:1;Rosemount:2
Oliphant Brewing Co Strawberry Pickle Beer 4pk 16oz can,Craft,Mega Beer LLC,9,1.4,6.4,9.17,12.99,,29,,8,9,Roseville:2;Blaine:7
Wooden Hill Mojito Seltzer 4pk 16oz can,Seltzer,,16,1.4,11.4,10.95,14.99,,27,,6,18,St. Louis Park:1;Rosemount:15
21st Amendment Blood Orange IPA 12pk 12oz can,Craft,"Hohensteins, Inc.",3,1.4,2.1,13.5,18.99,,29,,7,15,Woodbury:3
Back Channel Lake Maker 4pk 16oz can,Craft,Back Channel Brewing Co.,4,1.4,2.9,7.83,9.99,,22,,8,8,Minnetonka:6
Modist Skull Seltzer Pineapple Key Lime Sea Salt 4pk 16oz can,Craft,Modist Brewing Company,9,1.4,6.4,9.57,15.99,,40,,8,9,Woodbury:1;Roseville:3;Rosemount:5
Wooden Hill Pink Lemonade Seltzer 4pk 16oz can,Seltzer,,19,1.4,13.9,10.95,15.99,,32,,6,17,Blaine:3;Chanhassen:6;Rosemount:11
Venn Cosmosis Cherry Lime 4pk 16oz can,Craft,Venn Brewing Co.,3,1.4,2.1,14.0,19.99,,30,,4,28,Andover:4
Modist Mega Liquid El Dorado Crystals DDH Hazy DIPA 4pk 16oz can,Craft,Modist Brewing Company,8,1.4,5.8,12.69,19.99,,37,,5,22,Rosemount:8
Steel Toe Sommer Vice 6pk 12oz can,Craft,,23,1.4,16.2,9.33,9.99,,7,,7,14,Minnetonka:2;Andover:4;St. Louis Park:7;Ramsey:10
Twisted Tea Rocket Pop 6pk 12oz btl,FMB,"Breakthru Beverage Minnesota Beer, LLC",57,1.4,41.6,3.0,10.99,,73,,0,44,Minneapolis:57
Surly Hop Water 6pk 12oz can,Craft,,13,1.4,9.0,6.25,11.49,9.96,46,,7,15,Rosemount:1;Andover:1;Blaine:4;Ramsey:7
Monaco Watermelon Crush 4pk 12oz can,RTD,"Breakthru Beverage Minnesota Beer, LLC",13,1.4,9.5,7.77,11.74,10.96,34,net down pricing,6,17,Blaine:1;St. Louis Park:12
Bero Kingston Golden Pils 6pk 12oz can,Craft,,18,1.4,12.7,8.33,13.99,11.96,40,,7,14,Ramsey:2;Andover:3;Blaine:3;Rosemount:1;Stillwater:2;Minneapolis:2;Cottage Grove:5
Founders All Day IPA Variety 12pk 12oz can,Craft,,-60,1.4,-41.5,14.25,19.99,,29,,7,15,Blaine:2;Rosemount:3
Seattle Cider Dry 6pk 12oz can,Cider,"Breakthru Beverage Minnesota Beer, LLC",3,1.4,2.1,10.0,14.99,,33,,7,15,St. Louis Park:3
Alaskan Amber 12pk 12oz btl,Craft,,18,1.4,12.7,13.43,17.99,,25,,5,23,Andover:1;Blaine:17
Untitled Art Italian Pils 6pk 12oz can,Craft,"Capitol Beverage Sales, L.P.",5,1.4,3.7,9.0,13.99,,36,,6,17,St. Louis Park:1;Vadnais Heights:4
Urban Growler Lemon-Lime Sourpuss 4pk 16oz can,Craft,Urban Growler Brewing Company,16,1.4,11.4,10.17,14.99,,32,,6,18,Blaine:2;Roseville:3;Rosemount:4;Minneapolis:7
Good Boy Vodka John Daly Raspberry Tea 4pk 12oz can,RTD,,14,1.4,9.7,8.68,12.99,10.96,33,,7,15,St. Louis Park:6;Woodbury:8
O'Douls N/A 12pk 12oz can,Premium,,9,1.4,6.4,12.14,18.99,15.96,36,,6,18,Vadnais Heights:1;Osseo:2;Blaine:2;Ramsey:4
Surly One Man Mosh Pit 6pk 12oz can,Craft,Artisan Beer,10,1.4,7.4,8.47,12.99,,35,,7,12,Bloomington:5;Roseville:5
Grain Belt Premium 12pk 12oz can,Premium,,5,1.4,3.6,11.25,14.99,,25,,6,18,Andover:6
Odell 90 Shillings 6pk 12oz can,Craft,"Capitol Beverage Sales, L.P.",7,1.4,4.8,9.0,12.99,,31,,7,15,Blaine:7
Venn Creamium 4pk 16oz can,Craft,Venn Brewing Co.,4,1.4,3.0,7.5,13.99,,46,,7,12,Rosemount:4
Goose Island IPA 15pk 12oz can,Craft,"College City Beverage, Inc.",-4,1.4,-2.9,14.67,21.99,,33,,6,17,Cottage Grove:2;Andover:4;Blaine:4
Inbound Contains Bees 4pk 16oz can,Craft,,17,1.4,11.8,6.83,10.99,,38,,3,33,Woodbury:5;Bloomington:5;Rosemount:8
Falling Knife Convivio - Italian Pilsner 4pk 16oz can,Craft,,0,1.4,0.0,9.04,11.99,,25,,7,13,
Moose Lake Bumper Knot Mango 4pk 16oz can,Craft,Moose Lake Brewing Co.,22,1.4,15.9,9.0,13.99,,36,,5,22,Rosemount:3;Cottage Grove:6;Roseville:7;Woodbury:11
Guinness Zero 15oz can,Single Serve,,-6,1.4,-4.4,,2.99,,,,7,12,Woodbury:1;Plymouth:7;Roseville:21
Surfside Green Tea Variety 12pk 12oz can,Seltzer,"College City Beverage, Inc.",3,1.4,2.1,15.0,31.99,26.96,53,,8,9,Woodbury:3
On The Rocks Blue Hawaiian LTO 375ml,Single Serve,Southern Glazer's Wine & Spirits of MN,18,1.3,13.8,8.67,13.79,11.96,37,,2,33,St. Louis Park:4;Chanhassen:5;Minnetonka:10
Junkyard Werewolves At Luncheon 4pk 16oz can,Craft,Junkyard Brewing Company,3,1.3,2.4,12.0,16.99,,29,,7,9,Roseville:3
Stone Delicious Variety 12pk 12oz can,Craft,,17,1.3,12.7,13.88,19.99,,31,,6,16,Rosemount:2;Andover:6;St. Louis Park:9
Blue Moon 6pk 12oz can,Craft,,20,1.3,15.3,7.7,10.99,,30,,4,24,St. Louis Park:6;Andover:9;Bloomington:5
Lift Bridge Farm Day 12pk 12oz can,Craft,"Capitol Beverage Sales, L.P.",22,1.3,17.0,15.12,23.99,18.96,37,,5,19,Blaine:1;Roseville:1;Bloomington:5;Stillwater:6;Vadnais Heights:9
Bud Light Lime-A-Rita 4pk 16oz can,FMB,,15,1.3,11.6,6.5,9.99,,35,,5,19,Blaine:2;Rosemount:3;Cottage Grove:10
