Item,Category,Supplier,Chain OH,Wk Velocity,WOS,Cost,Retail,Club Price,Margin %,Deal,30D Units,90D Units,By Store OH
Miller Lite 15pk 16oz can,Premium,Bernicks,144,32.0,4.5,17.69,21.99,,20,,136,417,Stillwater:3;Osseo:4;St. Louis Park:4;Vadnais Heights:5;Ramsey:8;Plymouth:8;Bloomington:11;Rosemount:11;Roseville:11;Woodbury:11;Andover:15;Cottage Grove:21;Blaine:36
Corona N/A 6pk 12oz btl,Import,"Breakthru Beverage Minnesota Beer, LLC",75,32.0,2.3,7.23,10.99,9.96,34,,143,384,Rosemount:1;Minnetonka:2;Osseo:2;Ramsey:3;Plymouth:3;Andover:3;Minneapolis:4;Vadnais Heights:4;Bloomington:6;Blaine:6;Roseville:7;Cottage Grove:11;St. Louis Park:13;Chanhassen:15
Cutwater Grape Transfusion 4pk 12oz can,RTD,"Capitol Beverage Sales, L.P.",158,31.8,5.0,9.94,12.99,11.96,23,,149,351,Minnetonka:4;Chanhassen:6;St. Louis Park:8;Plymouth:10;Cottage Grove:15;Woodbury:17;Vadnais Heights:17;Rosemount:18;Bloomington:30;Minneapolis:31
Stilly Variety Pack #2 8pk 12oz can,RTD,,138,31.8,4.3,12.11,21.99,17.96,45,,151,342,Minnetonka:3;Rosemount:3;Blaine:3;Osseo:5;Roseville:7;Cottage Grove:7;St. Louis Park:8;Bloomington:9;Chanhassen:10;Andover:17;Stillwater:18;Minneapolis:20;Vadnais Heights:28
Good Boy Golf The Golf Pack 8pk 12oz can,Craft,"College City Beverage, Inc.",54,31.7,1.7,16.03,25.99,21.96,38,,185,186,Blaine:11;Woodbury:17;Andover:26
Michelob Ultra 4pk 16oz can,Super Premium,,92,31.7,2.9,4.54,6.99,,35,,140,389,Minneapolis:2;Vadnais Heights:6;Minnetonka:7;Andover:7;Chanhassen:9;Ramsey:9;Bloomington:10;Blaine:12;Roseville:14;Stillwater:10;Cottage Grove:13
NUTRL Fruit Variety Pack 8pk 12oz can,RTD,,84,31.6,2.7,14.98,23.99,19.96,38,,152,332,Osseo:1;Minnetonka:2;Blaine:2;Bloomington:5;Minneapolis:5;Plymouth:6;Roseville:13;Andover:14;Chanhassen:15;St. Louis Park:15;Stillwater:4;Rosemount:12
Miller Lite 9pk 16oz can,Premium,Bernicks,86,31.2,2.8,10.74,14.99,,28,,144,354,Bloomington:4;Roseville:4;Minnetonka:5;Vadnais Heights:6;Andover:6;Cottage Grove:6;Ramsey:7;Woodbury:8;Rosemount:9;Osseo:12;Blaine:23
Twisted Tea Light 12pk 12oz can,FMB,,205,31.0,6.6,13.15,19.99,15.96,34,,132,401,Roseville:1;Osseo:2;Bloomington:3;Woodbury:16;Rosemount:17;St. Louis Park:23;Minneapolis:23;Blaine:28;Andover:41;Cottage Grove:53
Cayman Jack Margarita 12pk 12oz can,FMB,,190,30.6,6.2,13.95,22.49,18.96,38,,138,364,Plymouth:8;Minneapolis:49;Chanhassen:3;Stillwater:3;Roseville:3;Vadnais Heights:9;Bloomington:10;St. Louis Park:12;Blaine:12;Rosemount:14;Cottage Grove:14;Andover:27;Ramsey:28
Lupulin Hooey IPA 4pk 16oz can,Craft,,104,30.5,3.4,11.13,18.99,15.96,41,,129,399,Minneapolis:1;St. Louis Park:2;Minnetonka:4;Roseville:4;Plymouth:5;Chanhassen:6;Blaine:6;Woodbury:7;Ramsey:17;Andover:17;Osseo:21;Cottage Grove:3;Stillwater:4;Rosemount:7
Monaco Watermelon Crush 12oz can,Single Serve,"Breakthru Beverage Minnesota Beer, LLC",225,30.2,7.5,1.89,3.49,2.96,46,,138,349,Ramsey:3;Chanhassen:4;Woodbury:5;Rosemount:9;Andover:10;Blaine:10;St. Louis Park:15;Osseo:16;Stillwater:16;Bloomington:22;Cottage Grove:22;Minneapolis:30;Vadnais Heights:63
Stella Artois 12pk 11oz can,Import,,218,30.1,7.2,13.62,19.99,16.96,32,,134,364,Minnetonka:3;Woodbury:3;Roseville:5;Bloomington:8;Osseo:14;Rosemount:15;Cottage Grove:16;Ramsey:19;Blaine:19;St. Louis Park:20;Chanhassen:21;Plymouth:24;Minneapolis:25;Andover:26
White Claw Surge Blackberry 19.2oz can,Single Serve,,109,30.1,3.6,2.33,3.99,,42,,139,343,Andover:4;Plymouth:8;Minneapolis:8;Chanhassen:12;Cottage Grove:14;Ramsey:26;Bloomington:3;Rosemount:6;Roseville:6;Woodbury:24
Fosters Lager 25oz can,Single Serve,,211,30.0,7.0,2.29,3.99,,43,,139,338,Andover:5;Osseo:5;Ramsey:8;Plymouth:11;Blaine:49;Rosemount:7;Roseville:9;Stillwater:13;Cottage Grove:15;St. Louis Park:16;Bloomington:18;Minneapolis:21;Woodbury:34
Truly Seasonal Variety Pack 12pk 12oz can,Seltzer,"Breakthru Beverage Minnesota Beer, LLC",160,29.9,5.3,13.75,19.99,16.96,31,,139,337,Ramsey:1;Woodbury:1;Stillwater:5;Roseville:5;Bloomington:6;St. Louis Park:11;Vadnais Heights:11;Cottage Grove:13;Rosemount:14;Blaine:22;Andover:24;Minneapolis:53
Press Sparkling Signature 12pk 12oz can,Seltzer,,309,29.9,10.3,13.93,21.99,18.96,37,,131,373,Minnetonka:2;Bloomington:4;Roseville:7;Chanhassen:8;Osseo:10;Woodbury:18;Ramsey:21;Minneapolis:22;Rosemount:25;Andover:29;Blaine:35;Vadnais Heights:40;St. Louis Park:41;Cottage Grove:49
Strongbow Original Dry Hard Cider 4pk 17oz can,Import,Bernicks,109,29.8,3.7,5.5,7.99,,31,,120,418,Rosemount:1;Stillwater:3;Andover:5;Vadnais Heights:6;Roseville:7;Woodbury:7;St. Louis Park:10;Cottage Grove:12;Minnetonka:12;Plymouth:12;Bloomington:12;Minneapolis:22
Corona Extra 24oz can,Single Serve,,163,29.8,5.5,2.37,3.99,,41,,120,418,Cottage Grove:4;Rosemount:6;Ramsey:6;Andover:9;Stillwater:9;Roseville:15;Blaine:20;St. Louis Park:20;Woodbury:23;Bloomington:24;Minneapolis:27
Heineken 4pk 16oz can,Import,,175,29.7,5.9,4.77,7.99,,40,,131,365,Osseo:7;Ramsey:15;Woodbury:25;Vadnais Heights:1;Minnetonka:2;Blaine:2;Rosemount:5;Cottage Grove:9;St. Louis Park:11;Bloomington:13;Minneapolis:18;Chanhassen:25;Roseville:43
Kona Wave Rider Variety Pack 12pk 12oz can,Craft,"College City Beverage, Inc.",80,29.7,2.7,13.54,19.99,16.96,32,,134,353,St. Louis Park:1;Stillwater:1;Blaine:1;Minnetonka:4;Rosemount:5;Vadnais Heights:5;Plymouth:5;Cottage Grove:7;Minneapolis:9;Osseo:10;Andover:32
Mike's Variety Pack 12pk 12oz btl,FMB,"Breakthru Beverage Minnesota Beer, LLC",180,29.7,6.1,13.96,20.99,17.96,33,,132,360,Minnetonka:2;Stillwater:4;Woodbury:5;Plymouth:5;Rosemount:7;Chanhassen:9;Vadnais Heights:11;Cottage Grove:12;Bloomington:15;Blaine:18;Roseville:19;Minneapolis:20;Andover:20;Ramsey:33
Arnold Palmer Spiked 12pk 12oz can,FMB,Dahlheimer Beverage Monticello,121,29.6,4.1,13.24,18.99,,30,,136,339,Rosemount:1;Blaine:6;St. Louis Park:7;Bloomington:8;Andover:8;Vadnais Heights:9;Stillwater:12;Minneapolis:14;Woodbury:19;Cottage Grove:40
Bell's Big Hearted 19.2oz can,Single Serve,,122,29.5,4.1,1.91,3.49,,45,,120,408,Blaine:3;Ramsey:10;Andover:16;Chanhassen:10;Rosemount:12;Cottage Grove:12;St. Louis Park:17;Woodbury:22;Minneapolis:27
BlackStack Local 755 IPA 4pk 16oz can,Craft,,151,29.2,5.2,11.53,16.99,15.96,32,,119,403,Blaine:5;Minnetonka:6;Ramsey:6;Vadnais Heights:6;Woodbury:6;Cottage Grove:7;Minneapolis:7;Rosemount:7;Roseville:7;Bloomington:9;Osseo:9;Plymouth:10;Andover:10;Chanhassen:16;St. Louis Park:40
Cutwater Tiki Rum Mai Tai 12oz can,Single Serve,Single Can,0,29.2,0.0,1.51,4.49,3.96,66,,119,402,
Cayman Jack Margarita 6pk 12oz btl,FMB,,146,29.2,5.0,7.4,11.99,10.96,38,,125,377,Minneapolis:44;Rosemount:2;Minnetonka:3;Plymouth:3;Stillwater:5;Andover:5;Bloomington:7;Osseo:7;Cottage Grove:8;St. Louis Park:8;Ramsey:13;Blaine:15;Vadnais Heights:16;Roseville:18
Pabst Blue Ribbon 6pk 16oz can,Below Premium,,137,29.2,4.7,4.88,7.99,,39,,124,379,Blaine:2;Andover:4;Osseo:14;Minnetonka:4;Stillwater:4;Bloomington:6;St. Louis Park:6;Cottage Grove:6;Rosemount:20;Woodbury:27;Minneapolis:47
Miller Lite 12pk 12oz btl,Premium,Bernicks,186,29.1,6.4,11.29,14.99,,25,,122,386,Chanhassen:3;Minnetonka:5;Andover:5;Rosemount:6;Bloomington:6;Stillwater:6;Roseville:8;St. Louis Park:8;Plymouth:9;Osseo:9;Vadnais Heights:12;Woodbury:12;Minneapolis:23;Ramsey:24;Blaine:25;Cottage Grove:25
High Noon Black Cherry 4pk 12oz can,RTD,Johnson Brothers - St. Paul,85,28.9,2.9,8.43,13.79,11.96,39,Deep Net,131,339,Rosemount:1;Osseo:3;Woodbury:4;Chanhassen:5;Minnetonka:5;Bloomington:5;Andover:5;Vadnais Heights:6;St. Louis Park:7;Blaine:9;Minneapolis:17;Cottage Grove:18
Athletic Brew Upside Dawn Golden 6pk 12oz can,Craft,,94,28.9,3.3,8.05,11.99,10.96,33,,124,370,Ramsey:2;Minneapolis:3;Osseo:4;Plymouth:4;Blaine:6;Minnetonka:2;Stillwater:2;Vadnais Heights:3;Chanhassen:4;Rosemount:4;Roseville:5;Bloomington:7;St. Louis Park:9;Cottage Grove:19;Woodbury:20
Heineken 6pk 12oz btl,Import,Bernicks,111,28.8,3.8,7.36,10.99,,33,,124,369,Vadnais Heights:1;Chanhassen:1;Rosemount:3;Ramsey:3;Stillwater:5;St. Louis Park:5;Minnetonka:6;Andover:6;Plymouth:6;Woodbury:8;Bloomington:10;Cottage Grove:12;Blaine:13;Minneapolis:14;Roseville:22
Grain Belt Nordeast 12pk 16oz can,Premium,Bernicks,165,28.8,5.7,12.23,17.99,15.96,32,,123,371,Woodbury:4;Minnetonka:5;Andover:6;Bloomington:6;Roseville:9;Ramsey:10;St. Louis Park:10;Blaine:13;Cottage Grove:13;Minneapolis:17;Chanhassen:18;Osseo:19;Rosemount:20;Plymouth:20
Budweiser 24pk 16oz can,Premium,,199,28.7,6.9,21.75,29.99,24.96,27,,133,323,Stillwater:3;Rosemount:7;Vadnais Heights:8;Minneapolis:9;Roseville:11;Osseo:12;Blaine:20;Andover:21;Ramsey:24;Cottage Grove:27;St. Louis Park:28;Plymouth:29
Coors Heritage 6pk 12oz btl,Premium,"Breakthru Beverage Minnesota Beer, LLC",99,28.7,3.4,6.69,8.99,,26,,119,388,Vadnais Heights:1;Osseo:5;Stillwater:6;Plymouth:8;Cottage Grove:10;St. Louis Park:14;Minneapolis:14;Minnetonka:5;Woodbury:6;Andover:7;Ramsey:11;Roseville:12
Cutwater Strawberry Margarita 12oz can,Single Serve,Single Can,0,28.5,0.0,2.48,4.49,3.96,45,,122,367,
Cutwater Mango Margatira 12oz can,Single Serve,Single Can,0,28.2,0.0,2.47,4.49,3.96,45,,121,362,
Topo Chico Hard Seltzer Variety 12pk 12oz can,Seltzer,,56,28.2,2.0,14.0,20.99,17.96,33,,130,322,Roseville:1;Plymouth:2;Bloomington:6;Andover:11;Blaine:21;Rosemount:1;Chanhassen:2;Vadnais Heights:2;Minnetonka:3;St. Louis Park:4;Minneapolis:23
Beatbox Juicy Mango 500ml,Single Serve,McDonald Distributing Co dba Clear River Beverage,199,28.2,7.0,2.42,4.49,3.96,46,,119,372,Plymouth:3;Stillwater:3;Cottage Grove:7;Chanhassen:11;Andover:11;Woodbury:11;Vadnais Heights:12;Osseo:14;Roseville:16;Minneapolis:16;St. Louis Park:18;Rosemount:20;Blaine:24;Bloomington:33
Michelob Ultra 6pk 12oz btl,Super Premium,,129,28.1,4.6,7.21,10.99,,34,,118,371,Bloomington:4;Minnetonka:5;Osseo:6;Ramsey:7;Vadnais Heights:7;Andover:7;Minneapolis:10;Roseville:14;St. Louis Park:14;Blaine:16;Chanhassen:17;Rosemount:3;Cottage Grove:5;Stillwater:6;Woodbury:8
Smirnoff Ice Red White & Berry 6pk 11oz btl,FMB,Bernicks,80,27.9,2.9,7.42,10.99,,33,,127,324,Blaine:2;Andover:2;Vadnais Heights:2;Rosemount:3;Bloomington:6;Woodbury:6;St. Louis Park:7;Stillwater:7;Cottage Grove:10;Roseville:10;Minneapolis:25
Modelo Chelada Pina Picante 24oz can,Single Serve,,121,27.7,4.4,2.32,3.49,,33,,116,369,Ramsey:2;Plymouth:13;Stillwater:6;Vadnais Heights:6;Roseville:7;Rosemount:7;Bloomington:10;Cottage Grove:14;St. Louis Park:15;Woodbury:26;Minneapolis:31
Bud Light 12pk 12oz btl,Premium,,164,27.6,5.9,11.28,15.99,11.96,29,,123,333,Minnetonka:1;Chanhassen:1;St. Louis Park:1;Andover:2;Ramsey:3;Plymouth:9;Osseo:12;Roseville:12;Blaine:13;Vadnais Heights:16;Minneapolis:22;Bloomington:26;Stillwater:2;Cottage Grove:7;Rosemount:18;Woodbury:19
Monaco Blue Crush 12oz can,Single Serve,"Breakthru Beverage Minnesota Wine & Spirits, LLC",135,27.5,4.9,1.99,3.49,2.96,43,net down pricing,123,332,Andover:1;Ramsey:8;Woodbury:8;Roseville:9;Minnetonka:10;Vadnais Heights:10;Bloomington:11;Rosemount:18;St. Louis Park:18;Stillwater:21;Cottage Grove:31
Athletic Brew Free Wave Hazy IPA 6pk 12oz can,Craft,,73,27.4,2.7,7.98,11.99,10.96,33,,114,368,Plymouth:1;Osseo:2;Andover:2;Chanhassen:6;Blaine:7;Stillwater:2;Vadnais Heights:3;Minnetonka:3;Rosemount:4;St. Louis Park:7;Woodbury:10;Roseville:10;Cottage Grove:16
Lagunitas Daytime IPA 12pk 12oz can,Craft,Bernicks,94,27.4,3.4,11.44,17.49,14.96,35,,119,345,Stillwater:2;Ramsey:4;Vadnais Heights:4;Rosemount:5;Cottage Grove:10;Minneapolis:11;Roseville:11;St. Louis Park:11;Blaine:11;Woodbury:17;Chanhassen:18
Budweiser 25oz can,Single Serve,,254,27.4,9.3,2.07,3.99,,48,,123,328,Osseo:3;St. Louis Park:6;Bloomington:7;Andover:12;Plymouth:13;Roseville:17;Cottage Grove:21;Vadnais Heights:23;Ramsey:27;Blaine:40;Minneapolis:75;Rosemount:10
Cutwater Pineapple Margarita 4pk 12oz can,RTD,"Capitol Beverage Sales, L.P.",200,27.4,7.3,9.85,17.99,11.96,45,,129,299,Rosemount:8;Minnetonka:9;Vadnais Heights:9;Chanhassen:11;Roseville:16;St. Louis Park:24;Minneapolis:26;Bloomington:28;Woodbury:67
Mike's Harder Cranberry 23oz can,Single Serve,,169,27.2,6.2,2.35,3.99,,41,,121,330,Cottage Grove:4;Woodbury:4;Andover:5;Blaine:6;Rosemount:9;Ramsey:10;Stillwater:10;Minneapolis:10;St. Louis Park:12;Plymouth:13;Roseville:18;Bloomington:20;Minnetonka:48
Mike's Harder Variety 12pk 12oz can,FMB,,173,27.1,6.4,13.84,20.99,17.96,34,,123,319,Stillwater:5;Rosemount:5;Cottage Grove:11;Ramsey:16;Blaine:19;Andover:26;Minneapolis:69;Bloomington:6;Vadnais Heights:6;Woodbury:11
New Belgium Voodoo Ranger Imperial IPA 19.2oz can,Single Serve,Bernicks,105,27.1,3.9,1.95,3.49,,44,,115,355,Vadnais Heights:3;Blaine:3;Bloomington:9;Roseville:13;Cottage Grove:15;Woodbury:22;Minneapolis:24;St. Louis Park:25
Negra Modelo 6pk 12oz btl,Import,,103,26.9,3.8,7.24,10.99,,34,,120,326,Minnetonka:3;Andover:10;St. Louis Park:16;Minneapolis:18;Blaine:2;Osseo:3;Vadnais Heights:3;Woodbury:3;Plymouth:4;Ramsey:6;Bloomington:9;Cottage Grove:9;Rosemount:10;Stillwater:12
Lagunitas Maximus 12pk 12oz can,Craft,,126,26.9,4.7,11.61,17.49,14.96,34,,113,356,Ramsey:3;Woodbury:9;Minnetonka:3;Minneapolis:4;Plymouth:5;Stillwater:5;Osseo:6;Vadnais Heights:9;St. Louis Park:10;Roseville:12;Blaine:15;Rosemount:17;Bloomington:19;Cottage Grove:19
Corona Premier 12pk 12oz can,Import,"Breakthru Beverage Minnesota Beer, LLC",113,26.8,4.2,13.34,18.99,15.96,30,,122,311,Minnetonka:1;Osseo:3;St. Louis Park:3;Vadnais Heights:3;Bloomington:6;Plymouth:9;Blaine:13;Woodbury:15;Rosemount:16;Cottage Grove:18;Andover:29
Corona Light 12pk 12oz can,Import,,125,26.7,4.7,13.37,18.99,15.96,30,,123,304,St. Louis Park:18;Bloomington:1;Minnetonka:2;Ramsey:2;Roseville:2;Plymouth:6;Osseo:8;Vadnais Heights:10;Woodbury:12;Rosemount:13;Andover:14;Cottage Grove:17;Blaine:20
Heineken 12pk 12oz can,Import,,213,26.7,8.0,12.93,19.99,16.96,35,,119,323,Plymouth:3;Blaine:3;Minnetonka:4;Osseo:4;Woodbury:5;St. Louis Park:5;Ramsey:6;Cottage Grove:12;Rosemount:17;Chanhassen:22;Bloomington:24;Minneapolis:27;Roseville:35;Andover:37;Vadnais Heights:9
Smirnoff Ice 6pk 12oz btl,FMB,,91,26.7,3.4,7.43,10.99,,32,,114,345,Blaine:4;Osseo:6;Vadnais Heights:7;Minnetonka:2;Cottage Grove:4;St. Louis Park:6;Rosemount:8;Woodbury:9;Bloomington:11;Roseville:17;Minneapolis:21
Grain Belt Premium 12pk 16oz can,Premium,Bernicks,126,26.7,4.7,12.26,15.99,14.96,23,,115,340,Minnetonka:1;Stillwater:1;Vadnais Heights:2;Rosemount:3;Plymouth:4;Andover:4;Woodbury:8;Cottage Grove:8;Chanhassen:9;St. Louis Park:11;Roseville:11;Osseo:11;Bloomington:13;Ramsey:21;Blaine:23
Carbliss Pineapple 4pk 12oz can,RTD,"Capitol Beverage Sales, L.P.",203,26.5,7.7,8.89,13.79,11.96,36,,121,306,Minneapolis:2;Minnetonka:2;Osseo:3;Stillwater:6;Roseville:12;Bloomington:13;Cottage Grove:14;Rosemount:15;Woodbury:41;Andover:41;Blaine:63
Mike's Black Cherry Lemonade 23oz can,Single Serve,"Breakthru Beverage Minnesota Beer, LLC",191,26.5,7.2,2.34,3.99,,41,,126,284,Rosemount:2;Vadnais Heights:3;Roseville:8;Stillwater:10;Blaine:11;Cottage Grove:14;Ramsey:19;Bloomington:22;Woodbury:22;Plymouth:22;Andover:23;Minneapolis:35
Michelob Ultra Zero 12pk 12oz can,Super Premium,,81,26.5,3.1,11.84,18.99,15.96,38,,119,317,Plymouth:1;Stillwater:1;Vadnais Heights:4;Bloomington:5;Osseo:6;Woodbury:6;Roseville:8;Ramsey:8;Chanhassen:9;Blaine:9;Rosemount:10;Andover:14
Angry Orchard Crisp Apple 12pk 12oz btl,Cider,Dahlheimer Beverage Monticello,124,26.4,4.7,14.39,21.99,16.46,35,,115,331,Chanhassen:1;Stillwater:2;Bloomington:4;Cottage Grove:9;Roseville:10;St. Louis Park:12;Rosemount:12;Woodbury:14;Blaine:15;Andover:15;Ramsey:30
Victoria Lager 12pk 12oz btl,Import,Dahlheimer Beverage Monticello,171,26.3,6.5,13.31,18.99,15.96,30,,109,355,Minnetonka:2;Plymouth:2;Roseville:2;Osseo:2;Ramsey:3;Stillwater:6;Rosemount:7;St. Louis Park:11;Blaine:12;Woodbury:17;Andover:22;Bloomington:24;Cottage Grove:24;Minneapolis:37
Modist Brewing Dreamyard 4pk 16oz can,Craft,,145,26.0,5.6,10.04,17.49,14.96,43,,108,349,Stillwater:2;Woodbury:4;Minnetonka:7;Minneapolis:7;Cottage Grove:9;Roseville:9;Osseo:9;Bloomington:10;Vadnais Heights:12;Chanhassen:13;St. Louis Park:13;Plymouth:14;Rosemount:17;Andover:19
Kona Big Wave Golden Ale 6pk 12oz btl,Craft,,122,25.5,4.8,6.87,10.99,,38,,102,362,Osseo:3;Ramsey:3;St. Louis Park:3;Vadnais Heights:4;Bloomington:6;Roseville:7;Blaine:11;Andover:41;Rosemount:4;Cottage Grove:5;Stillwater:11;Woodbury:24
War Pigs Foggy Geezer 6pk 12oz can,Craft,,102,25.5,4.0,9.0,12.99,,31,,105,346,Bloomington:2;Minneapolis:6;Minnetonka:7;Plymouth:8;Vadnais Heights:9;St. Louis Park:9;Roseville:10;Ramsey:11;Osseo:13;Blaine:13;Rosemount:6;Woodbury:8
White Claw Surge Blood Orange 19.2oz can,Single Serve,,95,25.5,3.7,2.33,3.99,,42,,104,352,Blaine:2;Andover:7;Ramsey:16;Chanhassen:1;St. Louis Park:5;Rosemount:7;Cottage Grove:7;Stillwater:11;Vadnais Heights:12;Woodbury:12;Roseville:14;Bloomington:17
Happy Dad Variety Pack 12pk 12oz can,Seltzer,,199,25.5,7.8,13.77,22.49,18.96,39,,107,337,Rosemount:2;Minnetonka:6;Osseo:6;Vadnais Heights:9;Roseville:10;Bloomington:11;Cottage Grove:15;Ramsey:16;St. Louis Park:18;Woodbury:19;Plymouth:23;Blaine:24;Chanhassen:9;Minneapolis:12;Andover:19
Mike's Black Cherry 6pk 12oz can,FMB,Dahlheimer Beverage Monticello,136,25.4,5.4,7.49,10.99,,32,,114,304,Stillwater:1;Chanhassen:2;Osseo:4;St. Louis Park:5;Bloomington:6;Roseville:6;Rosemount:7;Vadnais Heights:8;Cottage Grove:10;Andover:11;Blaine:11;Minneapolis:14;Ramsey:19;Woodbury:32
MIke's Variety 12pk 12oz can,FMB,,106,25.4,4.2,13.88,20.99,17.96,34,,108,331,Cottage Grove:1;Woodbury:6;Chanhassen:7;Rosemount:9;Blaine:12;Bloomington:14;Ramsey:16;Andover:19;Minneapolis:22
White Claw Blackberry 19.2oz can,Single Serve,"Breakthru Beverage Minnesota Beer, LLC",182,25.3,7.2,2.33,3.99,,42,,105,342,Roseville:2;Andover:4;Bloomington:13;Vadnais Heights:16;Cottage Grove:16;St. Louis Park:26;Blaine:27;Ramsey:37;Woodbury:41
White Claw Mango 19.2oz can,Single Serve,Dahlheimer Beverage Monticello,104,25.3,4.1,2.25,3.49,,35,,113,304,Roseville:1;Rosemount:5;St. Louis Park:6;Plymouth:9;Ramsey:11;Andover:12;Cottage Grove:16;Blaine:16;Minneapolis:30
Modelo Chelada Limon y Sal 12pk 12oz can,Import,,112,25.2,4.5,13.33,18.99,15.96,30,,121,264,Plymouth:2;Andover:5;Blaine:7;Ramsey:8;Minnetonka:4;Bloomington:4;Chanhassen:6;Rosemount:7;Woodbury:9;Cottage Grove:14;Minneapolis:47
Indeed Mexican Honey 4pk 16oz can,Craft,,111,25.2,4.4,9.75,13.99,,30,,105,338,Osseo:4;Andover:6;Ramsey:7;Blaine:7;Minneapolis:3;Rosemount:3;Plymouth:3;Minnetonka:6;Cottage Grove:8;Chanhassen:9;Woodbury:16;Bloomington:17;St. Louis Park:22
Sun Cruiser Pink Lemonade 4pk 12oz can,RTD,"Breakthru Beverage Minnesota Beer, LLC",80,25.1,3.2,7.23,11.99,,40,,121,262,Chanhassen:1;Vadnais Heights:3;St. Louis Park:6;Andover:8;Blaine:11;Roseville:13;Bloomington:18;Minneapolis:20
Bud Light 25oz can,Single Serve,,148,24.6,6.0,2.31,3.99,,42,,118,261,Andover:9;Blaine:10;Bloomington:12;Osseo:13;Ramsey:14;Minneapolis:14;Roseville:17;Plymouth:25;St. Louis Park:25;Cottage Grove:8;Rosemount:10
Bud Light 24pk 16oz can,Premium,,275,24.6,11.2,21.66,29.99,24.96,28,,101,336,Chanhassen:6;Stillwater:7;Vadnais Heights:8;Rosemount:10;Bloomington:14;Blaine:15;Ramsey:16;Minneapolis:17;Roseville:17;St. Louis Park:20;Woodbury:21;Andover:29;Cottage Grove:29;Osseo:30;Plymouth:36
Monaco Citrus Rush 12oz can,Single Serve,"Breakthru Beverage Minnesota Beer, LLC",130,24.5,5.3,1.99,3.49,2.96,43,net down pricing,117,261,Andover:1;Blaine:1;Osseo:1;Minnetonka:2;Ramsey:5;Stillwater:5;Chanhassen:9;Woodbury:12;Bloomington:12;St. Louis Park:13;Vadnais Heights:13;Rosemount:15;Minneapolis:16;Cottage Grove:38
Grain Belt Nordeast 12pk 12oz btl,Premium,Bernicks,193,24.4,7.9,11.69,14.99,13.96,22,,100,334,Plymouth:2;Stillwater:4;Ramsey:7;Andover:7;Vadnais Heights:8;Minneapolis:9;Cottage Grove:10;Bloomington:11;Woodbury:16;Roseville:17;St. Louis Park:31;Chanhassen:34;Blaine:37
Budweiser 12pk 12oz btl,Premium,,150,24.3,6.2,11.28,15.99,11.96,29,,106,305,Andover:2;Cottage Grove:3;Blaine:10;St. Louis Park:12;Plymouth:12;Vadnais Heights:12;Chanhassen:14;Bloomington:14;Osseo:14;Roseville:19;Minneapolis:21;Stillwater:2;Rosemount:7;Woodbury:8
Cutwater White Russian 12oz can,Single Serve,Single Can,0,24.3,0.0,2.47,4.49,3.96,45,,106,304,
Beatbox Green Apple 500ml,Single Serve,McDonald Distributing Co dba Clear River Beverage,142,24.2,5.9,2.43,4.49,3.96,46,,107,297,Andover:5;Stillwater:6;Woodbury:9;Osseo:11;Bloomington:12;Cottage Grove:13;Ramsey:16;Blaine:16;Roseville:18;Minneapolis:36
Surly Xtra Citra Pale Ale 12pk 12oz can,Craft,,69,24.1,2.9,13.28,16.99,15.96,22,,109,284,Minnetonka:2;Plymouth:2;Chanhassen:2;Blaine:3;Roseville:5;Bloomington:5;Cottage Grove:7;Rosemount:8;Minneapolis:11;St. Louis Park:11;Andover:13
High Noon Grapefruit 4pk 12oz can,RTD,Johnson Brothers - St. Paul,85,24.1,3.5,8.43,13.79,11.96,39,Deep Net,92,361,Minneapolis:3;Minnetonka:4;Vadnais Heights:4;Chanhassen:5;Osseo:5;Bloomington:5;St. Louis Park:5;Woodbury:6;Blaine:6;Rosemount:6;Roseville:10;Plymouth:12;Stillwater:14
Truly Punch Variety 12pk 12oz can,Seltzer,,170,24.1,7.0,13.69,19.99,16.96,32,,93,357,St. Louis Park:14;Ramsey:22;Andover:28;Blaine:31;Woodbury:1;Osseo:2;Roseville:2;Minneapolis:5;Bloomington:6;Vadnais Heights:14;Cottage Grove:21;Rosemount:24
Sierra Nevada Pale Ale 12pk 12oz can,Craft,"Breakthru Beverage Minnesota Beer, LLC",122,24.1,5.1,13.81,20.99,15.96,34,,109,285,Plymouth:2;Stillwater:3;Bloomington:4;Woodbury:4;Osseo:5;Rosemount:6;St. Louis Park:7;Blaine:7;Chanhassen:15;Cottage Grove:17;Minneapolis:18;Andover:19;Roseville:19
Smirnoff Sunny Days Variety 12pk 12oz can,FMB,"Breakthru Beverage Minnesota Beer, LLC",113,24.1,4.7,13.03,20.99,17.96,38,,107,292,Vadnais Heights:1;Stillwater:1;Plymouth:6;Rosemount:8;Cottage Grove:9;Bloomington:10;Roseville:12;St. Louis Park:15;Blaine:16;Woodbury:17;Andover:18
Natural Ice 15pk 12oz can,Economy,,143,24.0,5.9,9.65,12.99,,26,,100,323,St. Louis Park:1;Roseville:7;Vadnais Heights:10;Bloomington:12;Minneapolis:17;Andover:20;Ramsey:22;Osseo:34;Woodbury:9;Cottage Grove:18
