Item,Category,Supplier,Chain OH,Wk Velocity,WOS,Cost,Retail,Club Price,Margin %,Deal,30D Units,90D Units,By Store OH
Leafy Maui Fruit Punch 10mg THC 2oz btl,Beverages,Get Chai,2588,31.9,81.2,1.33,4.46,3.96,70,60 Day Reorder Time,141,390,Blaine:16;Bloomington:49;Rosemount:79;Minneapolis:94;Ramsey:102;Woodbury:111;St. Louis Park:116;Roseville:121;Osseo:124;Plymouth:146;Vadnais Heights:151;Andover:217;Cottage Grove:260;Chanhassen:284;Stillwater:313;Minnetonka:405
Uncle Arnie's Straw Lemonade 10mg THC 4pk 12oz can,Beverages,"Capitol Beverage Sales, L.P.",376,31.5,11.9,10.0,17.49,14.96,43,,138,391,Stillwater:1;Vadnais Heights:2;Rosemount:5;St. Louis Park:6;Plymouth:6;Minnetonka:7;Chanhassen:8;Ramsey:11;Cottage Grove:12;Osseo:12;Woodbury:20;Andover:37;Bloomington:69;Roseville:79;Blaine:102
Looner Twilight Blackberry Gummies 5mg THC 10 Pack,Edibles,Global Reserve LLC,168,31.0,5.4,5.0,12.99,10.96,62,,139,372,Vadnais Heights:1;Chanhassen:2;Rosemount:2;Bloomington:3;Ramsey:7;Cottage Grove:9;Minneapolis:9;Osseo:11;Minnetonka:11;Andover:13;Woodbury:16;Roseville:16;St. Louis Park:18;Plymouth:24;Blaine:26
Brez Extra Strength 10mg THC 4pk 12oz can,Beverages,Bellboy Corporation,181,30.9,5.9,12.17,21.99,18.96,45,,146,337,St. Louis Park:4;Stillwater:6;Minnetonka:7;Chanhassen:7;Roseville:7;Plymouth:8;Vadnais Heights:8;Cottage Grove:10;Woodbury:10;Ramsey:11;Minneapolis:11;Andover:11;Osseo:12;Rosemount:12;Blaine:27;Bloomington:30
Tempter's Strawberry 10mg THC 4pk 12oz can,Beverages,"Capitol Beverage Sales, L.P.",215,30.9,7.0,10.68,18.99,15.96,44,,133,395,Chanhassen:6;Stillwater:8;Minneapolis:9;Vadnais Heights:9;Minnetonka:10;Ramsey:11;Roseville:12;Woodbury:13;Osseo:17;Andover:17;St. Louis Park:19;Rosemount:21;Bloomington:28;Blaine:31
Minny Grown Minnarita 4pk 12oz can,Beverages,Bellboy Corporation,171,30.3,5.6,11.0,19.99,16.96,45,$200 order qty per store,135,366,Minnetonka:1;Minneapolis:5;St. Louis Park:6;Stillwater:7;Plymouth:8;Woodbury:8;Ramsey:10;Andover:10;Osseo:10;Bloomington:11;Cottage Grove:11;Vadnais Heights:13;Blaine:13;Roseville:18;Rosemount:20;Chanhassen:20
Gigli 10mg THC Variety Seltzer 12pk 12oz can,Beverages,Gigli MN LLC,454,30.2,15.1,25.98,43.49,32.96,40,,153,281,Blaine:5;Minnetonka:11;Rosemount:11;Roseville:16;Chanhassen:17;Osseo:17;Cottage Grove:18;Woodbury:26;Plymouth:28;Ramsey:28;Stillwater:33;Andover:36;Bloomington:49;Minneapolis:66;Vadnais Heights:93
Nothing But Hemp Grand Daddy 10mg 5 Pack,Edibles,Logan Fleischman,256,30.1,8.5,3.5,17.49,14.96,80,,130,384,Vadnais Heights:7;Rosemount:11;Blaine:12;Woodbury:14;Minneapolis:15;Plymouth:20;Ramsey:21;Minnetonka:21;Osseo:21;Chanhassen:22;Andover:23;Roseville:33;St. Louis Park:36
Looner Spirits Unflavored 50mg THC 750ml,Beverages,Global Reserve LLC,181,30.1,6.0,18.33,32.99,29.96,44,,133,370,Stillwater:2;Bloomington:2;Minnetonka:2;Osseo:4;Minneapolis:8;Rosemount:8;Chanhassen:12;Vadnais Heights:12;Andover:13;Woodbury:13;Plymouth:13;St. Louis Park:15;Ramsey:22;Blaine:26;Roseville:29
Minny Grown St. Croix Sunrise Yummy Gummy Bar 50mg THC,Edibles,Bellboy Corporation,103,30.0,3.4,6.0,13.79,11.96,56,$200 order qty per store,130,380,Plymouth:1;Ramsey:4;St. Louis Park:4;Osseo:7;Rosemount:9;Cottage Grove:11;Minnetonka:11;Chanhassen:12;Minneapolis:12;Andover:15;Woodbury:20
Looner Diet Root Beer 10mg 4pk 12oz can,Beverages,Global Reserve LLC,125,29.6,4.2,11.2,22.49,14.96,50,,173,173,Andover:3;Bloomington:4;Rosemount:4;Minnetonka:6;Minneapolis:6;Osseo:7;Roseville:8;Ramsey:8;St. Louis Park:8;Vadnais Heights:8;Stillwater:8;Woodbury:8;Chanhassen:9;Cottage Grove:9;Plymouth:11;Blaine:18
Daizy's Variety Pack 10mg THC 12pk 12oz can,Beverages,Phillips Wine & Spirits - St. Paul,319,29.4,10.9,24.27,39.99,34.96,39,,129,363,Stillwater:2;Minnetonka:6;Cottage Grove:6;Bloomington:7;Andover:11;Osseo:12;St. Louis Park:13;Ramsey:15;Chanhassen:17;Minneapolis:20;Roseville:25;Vadnais Heights:25;Rosemount:26;Woodbury:28;Plymouth:38;Blaine:68
Nothing But Hemp Gelato 10mg 5 Pack,Edibles,Logan Fleischman,333,29.2,11.4,3.5,17.49,14.96,80,,124,382,Ramsey:3;Minnetonka:11;Osseo:12;Vadnais Heights:13;Blaine:13;Minneapolis:16;Roseville:20;Bloomington:21;Cottage Grove:22;Woodbury:23;Chanhassen:26;Plymouth:26;St. Louis Park:40;Andover:42;Rosemount:45
Plift Fruit Punch Mini 10mg THC 2oz shot,Beverages,"Capitol Beverage Sales, L.P.",2759,29.2,94.3,0.82,3.99,3.46,79,,138,319,Osseo:12;Blaine:44;Bloomington:47;Ramsey:81;Minneapolis:81;Cottage Grove:103;Rosemount:107;Minnetonka:121;Chanhassen:168;Stillwater:178;Woodbury:228;Vadnais Heights:228;Roseville:239;Andover:255;Plymouth:369;St. Louis Park:498
Looner Lemon Lime 10mg THC 4pk 12oz can,Beverages,Global Reserve LLC,134,29.2,4.6,11.2,22.49,14.96,50,,129,357,Minnetonka:1;St. Louis Park:4;Cottage Grove:5;Plymouth:5;Roseville:5;Ramsey:6;Chanhassen:7;Osseo:8;Minneapolis:8;Bloomington:9;Stillwater:9;Woodbury:11;Vadnais Heights:12;Blaine:12;Rosemount:13;Andover:13
Leafy Blackberry Lemon 10mg THC 2oz btl,Beverages,Get Chai,2196,28.8,76.3,1.33,4.46,3.96,70,60 Day Reorder Time,129,345,Blaine:15;Bloomington:48;Rosemount:58;Ramsey:71;Minneapolis:80;Woodbury:108;Roseville:116;Osseo:134;Plymouth:142;Andover:152;Vadnais Heights:153;Minnetonka:261;Cottage Grove:267;Chanhassen:267;Stillwater:324
Leafy Margarita 10mg THC 12oz can,Beverages,Get Chai,1085,28.6,37.9,2.23,5.99,4.96,63,60 Day Reorder Time,121,376,Stillwater:16;Plymouth:28;St. Louis Park:33;Ramsey:36;Vadnais Heights:37;Minneapolis:47;Rosemount:48;Osseo:60;Woodbury:61;Blaine:66;Roseville:89;Minnetonka:103;Andover:110;Chanhassen:111;Bloomington:113;Cottage Grove:127
Leafy Cherry Limeade 10mg THC 2oz btl 	 	 	 ,Beverages,Get Chai,2393,28.4,84.4,1.33,4.46,3.96,70,60 Day Reorder Time,119,376,Rosemount:17;Blaine:24;Bloomington:52;Ramsey:62;Minneapolis:68;Osseo:83;Woodbury:110;Roseville:119;St. Louis Park:125;Plymouth:153;Vadnais Heights:155;Minnetonka:261;Cottage Grove:265;Chanhassen:272;Andover:288;Stillwater:339
You Betcha Anytime 10mg THC 4pk 12oz can,Beverages,"North Star Hemp, LLC",108,28.4,3.8,10.0,18.99,15.96,47,Kiwi Strawberry (Pink),120,374,Woodbury:1;Minnetonka:3;Bloomington:3;Rosemount:3;Minneapolis:4;Cottage Grove:5;Plymouth:5;Ramsey:5;Roseville:5;Vadnais Heights:7;Andover:9;Blaine:10;St. Louis Park:11;Chanhassen:16;Stillwater:21
You Betcha Nighttime 5mg THC 4pk 12oz can,Beverages,"North Star Hemp, LLC",172,27.8,6.2,8.33,14.99,12.96,44,Blackberry Lemon (Purple),117,366,Osseo:4;Rosemount:4;Cottage Grove:5;Minnetonka:6;Woodbury:7;Vadnais Heights:8;Minneapolis:8;Ramsey:9;Chanhassen:12;Blaine:12;Plymouth:13;Roseville:13;Andover:14;Stillwater:27;St. Louis Park:30
Leafy Sparkling Wild Straw Lemon Basil 10mg THC 12oz can,Beverages,Get Chai,683,27.4,24.9,2.23,5.99,4.96,63,60 Day Reorder Time,107,400,Andover:9;Plymouth:11;Rosemount:14;Ramsey:14;Roseville:14;Minneapolis:15;Stillwater:20;St. Louis Park:27;Bloomington:42;Woodbury:44;Osseo:59;Minnetonka:69;Blaine:77;Chanhassen:78;Vadnais Heights:79;Cottage Grove:111
Leafy Orchard Grape 10mg THC 2oz btl,Beverages,Get Chai,2502,27.2,92.0,1.33,4.46,3.96,70,60 Day Reorder Time,119,339,Blaine:31;Rosemount:41;Bloomington:49;Minneapolis:70;Ramsey:78;Andover:102;Osseo:112;Woodbury:131;Plymouth:140;St. Louis Park:140;Vadnais Heights:156;Roseville:166;Minnetonka:259;Cottage Grove:262;Stillwater:323;Chanhassen:442
Looner Pink Lemonade 10mg THC 4pk 12oz can,Beverages,Global Reserve LLC,150,26.6,5.6,11.2,22.49,14.96,50,,130,270,Minnetonka:3;Roseville:3;Ramsey:5;Chanhassen:5;Minneapolis:6;Cottage Grove:7;Vadnais Heights:7;Bloomington:8;Stillwater:8;Plymouth:9;Blaine:9;Woodbury:11;Osseo:12;Andover:13;St. Louis Park:17;Rosemount:22
Tempter's Blueberry 10mg THC 4pk 12oz can,Beverages,"Capitol Beverage Sales, L.P.",160,26.5,6.0,10.67,18.99,15.96,44,,118,322,Chanhassen:1;Minnetonka:4;Minneapolis:6;Woodbury:6;Roseville:8;Vadnais Heights:8;Osseo:9;Plymouth:9;St. Louis Park:9;Ramsey:10;Rosemount:11;Andover:14;Cottage Grove:15;Stillwater:18;Blaine:27
Sweet Leaves Sleep 5mg THC 5mg CBN 10mg CBD 10pk,Edibles,"Sweet Leaves, LLC",255,26.4,9.7,5.2,11.49,9.96,55,Direct Ship to Blaine,119,312,Rosemount:5;Minnetonka:5;Stillwater:8;Bloomington:9;Cottage Grove:10;Osseo:10;Woodbury:10;Roseville:10;Minneapolis:14;Ramsey:15;Vadnais Heights:16;Plymouth:17;Chanhassen:21;Blaine:21;St. Louis Park:38;Andover:46
Plift Crisp Ginger 10mg THC 4pk 7.5 oz can,Beverages,"Capitol Beverage Sales, L.P.",171,25.7,6.7,11.33,15.99,13.96,29,,111,327,Minneapolis:3;Stillwater:3;Rosemount:5;Andover:7;Osseo:7;Vadnais Heights:8;Minnetonka:9;Blaine:9;Plymouth:9;Roseville:12;Woodbury:16;St. Louis Park:17;Cottage Grove:18;Ramsey:23;Chanhassen:25
Leafy Sunshine Peach 10mg THC 2oz btl,Beverages,Get Chai,2589,25.7,100.6,1.33,4.46,3.96,70,60 Day Reorder Time,110,332,Ramsey:29;Blaine:29;Bloomington:52;Rosemount:61;Andover:75;Woodbury:120;Minneapolis:128;Osseo:129;Vadnais Heights:137;St. Louis Park:141;Plymouth:144;Roseville:145;Cottage Grove:271;Stillwater:329;Minnetonka:369;Chanhassen:430
Birch's Blueberry 10mg THC 4pk 12oz can,Beverages,Birch's on the Lake,211,25.5,8.3,8.0,17.49,14.96,54,,106,344,Cottage Grove:3;Chanhassen:5;Vadnais Heights:5;Woodbury:6;Andover:6;Roseville:9;Minnetonka:11;Rosemount:12;Osseo:12;Blaine:13;Ramsey:13;St. Louis Park:14;Stillwater:15;Minneapolis:20;Plymouth:26;Bloomington:36
Uncle Arnie's Grape Soda 10mg THC 4pk 12oz can,Beverages,,211,25.0,8.4,10.0,17.49,14.96,43,,117,277,Minnetonka:3;Minneapolis:3;Chanhassen:4;Stillwater:4;Ramsey:5;Osseo:11;Plymouth:11;Roseville:12;St. Louis Park:12;Vadnais Heights:13;Bloomington:20;Rosemount:20;Andover:22;Woodbury:28;Blaine:43
Plift Tangerine Mini 10mg THC 2oz Shot,Beverages,"Capitol Beverage Sales, L.P.",1751,25.0,69.9,1.59,3.99,3.46,60,,112,301,Chanhassen:5;Andover:39;Blaine:51;Minnetonka:57;Osseo:65;Plymouth:74;Minneapolis:78;Ramsey:83;Bloomington:94;Cottage Grove:105;Rosemount:133;Stillwater:146;Roseville:155;Vadnais Heights:201;Woodbury:228;St. Louis Park:237
Gigli Variety 5mg THC 4pk 12oz can,Beverages,Gigli MN LLC,320,24.6,13.0,8.67,17.49,12.96,50,,111,290,Minnetonka:8;Cottage Grove:8;Chanhassen:10;Osseo:11;Stillwater:13;Woodbury:13;Ramsey:16;Plymouth:19;Rosemount:22;Andover:24;Vadnais Heights:25;Blaine:28;Roseville:29;Minneapolis:29;Bloomington:32;St. Louis Park:33
Smokiez Blackberry Lemonade 4pk 12oz can,Beverages,Bellboy Corporation,163,24.5,6.7,13.33,18.99,15.96,30,Case 1,106,310,Stillwater:4;Chanhassen:5;Minnetonka:6;Vadnais Heights:7;Minneapolis:8;Bloomington:9;Cottage Grove:9;Woodbury:9;Andover:9;Ramsey:10;Plymouth:11;Osseo:13;St. Louis Park:14;Blaine:14;Rosemount:17;Roseville:18
Gigli Sativa Mixed Fruit 5mg THC 10 Pack,Edibles,Gigli MN LLC,171,24.4,7.0,5.0,11.99,9.96,58,,110,290,Minneapolis:1;Plymouth:2;Roseville:5;Andover:6;Blaine:7;Osseo:8;Rosemount:9;Chanhassen:9;Cottage Grove:10;St. Louis Park:10;Ramsey:12;Minnetonka:13;Vadnais Heights:17;Woodbury:20;Stillwater:42
Minny Grown Highbernate Moon Melon 5mg THC 10mg CBD 20mg CBN 10pk,Edibles,Minny Grown,93,24.0,3.9,5.52,23.99,19.96,77,,68,465,Osseo:2;Rosemount:2;Chanhassen:3;St. Louis Park:4;Blaine:4;Cottage Grove:5;Ramsey:8;Vadnais Heights:14;Andover:15;Minneapolis:36
Climbing Kites Variety Pack 10mg THC 6pk 12oz can,Beverages,Dahlheimer Beverage Monticello,134,23.8,5.6,14.4,25.99,21.96,45,Case 1,110,270,Andover:2;Bloomington:4;Minnetonka:4;Stillwater:7;Rosemount:7;Vadnais Heights:7;Woodbury:8;Plymouth:8;Ramsey:9;Chanhassen:10;Minneapolis:10;Cottage Grove:10;Blaine:14;Roseville:15;St. Louis Park:19
Looner Zenith Strawberry Gummies 5mg THC 10 Pack,Edibles,Global Reserve LLC,136,23.8,5.7,5.0,12.99,10.96,62,,97,328,Rosemount:3;Minnetonka:4;Bloomington:4;Ramsey:4;Chanhassen:4;Vadnais Heights:5;Osseo:5;Woodbury:6;Cottage Grove:6;Roseville:10;Plymouth:12;Minneapolis:12;St. Louis Park:12;Andover:23;Blaine:26
Looner Deww 10mg THC 4pk 12oz can,Beverages,Global Reserve LLC,144,23.3,6.2,11.2,22.49,14.96,50,,96,316,Minneapolis:1;Ramsey:1;Osseo:4;Plymouth:5;Vadnais Heights:5;Stillwater:6;Cottage Grove:7;St. Louis Park:7;Minnetonka:8;Roseville:9;Blaine:11;Rosemount:11;Chanhassen:11;Andover:15;Bloomington:16;Woodbury:20
Nothing But Hemp Blue Dream 10mg 5 Pack,Edibles,Logan Fleischman,345,23.2,14.9,3.5,17.49,14.96,80,,94,322,Rosemount:13;Minneapolis:14;Roseville:17;Minnetonka:18;Bloomington:19;Osseo:19;Cottage Grove:20;Plymouth:21;St. Louis Park:21;Stillwater:24;Blaine:25;Chanhassen:27;Woodbury:28;Ramsey:40;Andover:40
Gigli Cherry Limeade 10mg THC 4pk 12oz can,Beverages,,220,22.7,9.7,10.67,18.99,14.96,44,,102,270,Cottage Grove:14;Stillwater:4;Osseo:4;Minnetonka:6;Bloomington:8;Rosemount:8;Vadnais Heights:8;Plymouth:9;Chanhassen:10;Ramsey:14;Minneapolis:14;Blaine:17;Andover:18;Roseville:18;Woodbury:31;St. Louis Park:37
Jixxie Peach Rhubarb 10mg THC 4pk 12oz can,Beverages,"Jixxie, Inc.",119,22.5,5.3,7.83,13.99,12.96,44,,97,287,Stillwater:3;Minnetonka:5;Ramsey:5;Vadnais Heights:5;Rosemount:5;St. Louis Park:5;Chanhassen:6;Minneapolis:6;Andover:8;Cottage Grove:9;Bloomington:9;Woodbury:13;Roseville:16;Blaine:24
THC 4pk Giveaway,Beverages,,277,22.5,12.3,,9.99,9.96,,,27,603,Andover:1;Roseville:3;Woodbury:4;Osseo:6;Plymouth:6;Vadnais Heights:10;Blaine:11;Rosemount:50;Ramsey:56;Minneapolis:131
Leafy Espresso Martini 10mg THC 12oz can,Beverages,Get Chai,1096,22.3,49.1,2.23,5.99,4.96,63,60 Day Reorder Time,104,250,Rosemount:14;Stillwater:28;Minneapolis:36;Woodbury:37;Plymouth:37;Osseo:43;Ramsey:46;St. Louis Park:46;Vadnais Heights:54;Roseville:58;Blaine:59;Chanhassen:67;Bloomington:109;Andover:125;Cottage Grove:132;Minnetonka:205
Granny's Granny Smith 5mg THC Gummies 10pk,Edibles,"Capitol Beverage Sales, L.P.",150,22.1,6.8,5.7,9.99,7.96,43,,93,292,Bloomington:1;Blaine:2;Rosemount:2;Plymouth:4;Woodbury:6;Vadnais Heights:6;Osseo:7;Minneapolis:8;Minnetonka:10;St. Louis Park:11;Cottage Grove:12;Chanhassen:16;Andover:20;Roseville:22;Ramsey:23
Minny Grown Highbernate Snoozeberry 2.5mg THC 5mg CBD 10mg CBN 10pk,Edibles,Minny Grown,96,22.0,4.4,5.38,17.49,14.96,69,,88,312,Blaine:1;St. Louis Park:2;Ramsey:3;Minneapolis:4;Rosemount:4;Osseo:6;Vadnais Heights:7;Minnetonka:8;Plymouth:9;Chanhassen:10;Cottage Grove:11;Andover:14;Woodbury:17
Sweet Leaves Pink Lemon 5mg THC 10 Pack,Edibles,"Sweet Leaves, LLC",169,21.7,7.8,5.2,11.49,9.96,55,Direct Ship to Blaine,93,280,Cottage Grove:2;Bloomington:6;Ramsey:8;Minneapolis:8;Minnetonka:9;Osseo:9;St. Louis Park:9;Woodbury:12;Chanhassen:12;Plymouth:12;Rosemount:15;Stillwater:15;Roseville:17;Vadnais Heights:17;Blaine:18
Looner Wild Grape 10mg THC 12oz can,Beverages,Single Can,0,21.5,0.0,2.8,5.99,4.96,53,,100,241,
Looner Professor Pepper 10mg THC 12oz can,Beverages,Single Can,0,21.3,0.0,2.8,5.99,4.96,53,,96,252,
Wild State Lil Birdie Pineapple Mango Shot 10mg 2oz shot,Beverages,Wild State Cider,1717,21.2,80.9,1.67,3.99,3.46,58,,77,336,Blaine:26;Minnetonka:31;Roseville:34;Stillwater:38;Rosemount:48;Minneapolis:60;Chanhassen:62;Plymouth:87;Bloomington:140;St. Louis Park:150;Osseo:164;Vadnais Heights:199;Ramsey:199;Woodbury:209;Andover:270
Gigli Citrus Seltzer 10mg THC 4pk 12oz can,Beverages,Gigli MN LLC,273,21.1,12.9,9.75,18.99,14.96,49,,98,237,Stillwater:4;Minnetonka:6;Osseo:9;Bloomington:10;Rosemount:11;Chanhassen:16;Ramsey:17;Roseville:17;Vadnais Heights:19;Minneapolis:19;St. Louis Park:19;Blaine:29;Woodbury:32;Plymouth:32;Andover:33
Gigli Raspberry Ginger Mule 10mg THC 4pk 12oz can,Beverages,Gigli MN LLC,348,20.7,16.8,9.75,18.99,14.96,49,,91,257,Bloomington:8;Ramsey:10;Cottage Grove:11;Stillwater:11;Minnetonka:13;Osseo:14;Vadnais Heights:19;Plymouth:24;Roseville:25;Rosemount:26;Minneapolis:29;St. Louis Park:29;Blaine:30;Andover:32;Woodbury:33;Chanhassen:34
Leafy Sweet Tea Lemonade 10mg THC 12oz can,Beverages,Get Chai,1135,20.6,55.0,2.23,5.99,4.96,63,60 Day Reorder Time,86,276,St. Louis Park:20;Minneapolis:28;Rosemount:31;Woodbury:31;Vadnais Heights:38;Blaine:41;Osseo:42;Ramsey:45;Roseville:59;Stillwater:68;Plymouth:69;Minnetonka:98;Bloomington:114;Cottage Grove:138;Chanhassen:148;Andover:165
Looner Root Beer 10mg THC Soda 12oz can,Beverages,Single Can,0,20.5,0.0,2.8,5.99,4.96,53,,92,245,
Insight Flavor Pixels 10mg THC Variety #2 12pk 12oz can,Beverages,,95,20.5,4.6,24.78,47.49,35.96,48,Quarterly buy,93,241,Minnetonka:2;Ramsey:2;Osseo:2;Minneapolis:3;Bloomington:3;Andover:3;Chanhassen:4;Cottage Grove:5;Plymouth:5;Vadnais Heights:8;Stillwater:9;Blaine:11;Woodbury:12;Roseville:13;Rosemount:13
GRAV Pink Lemonade 10mg THC 50ml btl,Beverages,Gravitron LLC dba GRAV,399,20.4,19.5,1.84,4.99,4.46,63,,88,261,Minnetonka:1;Plymouth:4;Andover:7;Chanhassen:10;Rosemount:13;Osseo:15;Minneapolis:17;Ramsey:23;Vadnais Heights:26;Bloomington:32;Roseville:36;Woodbury:43;St. Louis Park:46;Blaine:56;Cottage Grove:70
Drops Lemon Active 5mg THC 10 Pack,Edibles,Global Reserve LLC,143,20.2,7.1,6.0,14.99,12.96,60,Case 1,86,263,Rosemount:2;Vadnais Heights:3;Blaine:5;Bloomington:5;Osseo:6;Andover:7;Plymouth:7;Ramsey:7;Minnetonka:8;Roseville:8;Stillwater:10;Minneapolis:11;Woodbury:13;St. Louis Park:18;Chanhassen:33
Looner Zenith Blackberry Gummies 5mg THC 10 Pack,Edibles,Global Reserve LLC,165,20.2,8.2,5.0,12.99,10.96,62,,79,294,Osseo:5;Bloomington:7;Andover:8;Woodbury:8;Vadnais Heights:8;St. Louis Park:10;Chanhassen:11;Roseville:11;Minnetonka:13;Ramsey:13;Minneapolis:15;Rosemount:15;Plymouth:16;Blaine:25
Nothing But Hemp Zkittles 10mg THC 5 Pack,Edibles,Logan Fleischman,340,20.1,16.9,3.5,17.49,14.96,80,,89,245,Blaine:7;Plymouth:8;Chanhassen:11;St. Louis Park:16;Cottage Grove:16;Vadnais Heights:18;Rosemount:19;Ramsey:20;Woodbury:20;Osseo:21;Bloomington:23;Minnetonka:24;Roseville:24;Andover:43;Minneapolis:70
GRAV Wild Raspberry 10mg THC 50ml btl,Beverages,Gravitron LLC dba GRAV,400,20.1,19.9,1.84,4.99,4.46,63,,79,292,Stillwater:3;Plymouth:6;Rosemount:8;Andover:8;Blaine:11;Vadnais Heights:12;Osseo:13;Roseville:15;Woodbury:16;Minnetonka:27;Bloomington:32;Minneapolis:35;Ramsey:35;St. Louis Park:52;Chanhassen:58;Cottage Grove:69
Granny's 5mg THC Gummy Variety Pack 10pk,Edibles,"Capitol Beverage Sales, L.P.",205,19.8,10.3,5.7,9.99,7.96,43,,79,282,Bloomington:2;Woodbury:3;Ramsey:7;Andover:7;Osseo:7;Rosemount:10;Vadnais Heights:11;Cottage Grove:13;Minneapolis:13;Roseville:16;Chanhassen:17;St. Louis Park:21;Blaine:25;Plymouth:26;Minnetonka:27
Granny's Cranberry Apple 5mg THC Gummies 10pk,Edibles,"Capitol Beverage Sales, L.P.",237,19.7,12.1,5.7,9.99,7.96,43,,88,236,Minnetonka:2;Ramsey:7;Osseo:7;Plymouth:8;Minneapolis:8;Bloomington:9;Roseville:9;Rosemount:10;Vadnais Heights:10;Woodbury:11;Cottage Grove:12;Andover:13;Chanhassen:13;St. Louis Park:20;Blaine:98
Plift Zero Sugar Variety Pack 10mg THC 12pk 7.5oz can,Beverages,"College City Beverage, Inc.",175,19.7,8.9,20.21,40.99,32.96,51,,82,264,Rosemount:4;Woodbury:4;Minneapolis:5;Chanhassen:6;Minnetonka:8;Andover:8;Osseo:9;Ramsey:11;Roseville:11;Cottage Grove:12;St. Louis Park:12;Plymouth:12;Vadnais Heights:16;Blaine:27;Stillwater:30
Odder Lemon Lime Cherry 10mg THC 4pk 12oz can,Beverages,Wild State Cider,169,19.7,8.6,6.67,11.49,10.96,42,Pallet Orders,78,281,Blaine:4;Osseo:5;Minnetonka:6;Woodbury:6;Plymouth:8;Stillwater:8;Chanhassen:9;Cottage Grove:10;Ramsey:11;St. Louis Park:14;Bloomington:16;Roseville:16;Andover:16;Vadnais Heights:17;Rosemount:23
Looner Sweet Orange Soda 10mg THC 12oz can,Beverages,Single Can,0,19.5,0.0,2.8,5.99,4.96,53,,88,232,
Smokiez Watermelon THC 10 pack,Edibles,Bellboy Corporation,191,19.1,10.0,5.5,15.49,12.96,64,Case 1,103,149,Minnetonka:2;St. Louis Park:5;Cottage Grove:9;Rosemount:9;Blaine:9;Bloomington:10;Andover:11;Chanhassen:12;Ramsey:12;Roseville:12;Woodbury:12;Plymouth:12;Minneapolis:14;Vadnais Heights:26;Osseo:36
Insight Flavor Pixels Black Lemon 10mg 12pk 12oz can,Beverages,Insight Brewing Company (D),90,18.9,4.8,24.78,47.49,35.96,48,Quarterly buy,81,244,Minneapolis:2;Minnetonka:2;Osseo:2;Chanhassen:2;Blaine:3;Stillwater:3;Andover:4;Cottage Grove:4;Plymouth:5;Ramsey:6;Vadnais Heights:6;Roseville:8;St. Louis Park:8;Woodbury:11;Rosemount:24
Uncle Arnie's Ice Tea Lemonade 10mg THC 4pk 12oz can,Beverages,"Capitol Beverage Sales, L.P.",281,18.8,15.0,10.0,17.49,14.96,43,,78,252,Vadnais Heights:5;Plymouth:6;Cottage Grove:6;Minneapolis:6;Ramsey:8;St. Louis Park:9;Osseo:10;Stillwater:10;Rosemount:12;Chanhassen:13;Woodbury:15;Andover:24;Blaine:47;Bloomington:53;Roseville:57
Utepils Happy Pack 10mg THC 12pk 12oz can,Beverages,"Breakthru Beverage Minnesota Beer, LLC",198,18.4,10.8,22.35,42.99,35.96,48,Case 1,87,200,Vadnais Heights:1;Minnetonka:2;Ramsey:3;St. Louis Park:3;Roseville:3;Stillwater:5;Andover:9;Osseo:12;Rosemount:14;Woodbury:14;Plymouth:20;Bloomington:21;Blaine:23;Cottage Grove:27;Chanhassen:42
You Betcha Daytime 10mg THC 4pk 12oz can,Beverages,"North Star Hemp, LLC",130,18.4,7.0,10.0,18.99,15.96,47,,98,152,Cottage Grove:2;Minnetonka:2;Vadnais Heights:3;Ramsey:4;Bloomington:5;Osseo:5;Chanhassen:7;Roseville:7;Woodbury:8;Rosemount:9;Minneapolis:10;Blaine:10;Plymouth:11;St. Louis Park:11;Stillwater:14;Andover:22
Leafy Craft Root Beer 10mg THC 2oz btl,Beverages,Get Chai,2436,18.3,133.1,1.33,4.46,3.96,70,60 Day Reorder Time,75,251,Bloomington:47;Ramsey:56;Minneapolis:66;Rosemount:73;Blaine:89;Roseville:111;Vadnais Heights:118;Osseo:123;Woodbury:125;St. Louis Park:132;Plymouth:143;Andover:176;Minnetonka:260;Cottage Grove:277;Chanhassen:297;Stillwater:343
Stigma Lime Seltzer 10mg THC 4pk 16oz can,Beverages,,189,18.0,10.5,9.15,16.99,14.96,46,"10 Free on 104, 3 from Stigma, 7 from Artisan",90,174,Cottage Grove:16;Andover:1;Minnetonka:4;Minneapolis:5;Ramsey:7;Rosemount:9;Roseville:10;Plymouth:11;Woodbury:11;St. Louis Park:12;Stillwater:14;Blaine:27;Chanhassen:27;Osseo:36
Wild State Birdie Tea + Lemon Variety 10mg THC 9pk 12oz can,Beverages,Wild State Cider,146,17.9,8.2,20.0,33.49,27.96,40,,78,223,Rosemount:2;Vadnais Heights:2;Minneapolis:4;Stillwater:4;Woodbury:7;Roseville:7;Blaine:9;Chanhassen:10;Ramsey:10;Cottage Grove:11;St. Louis Park:12;Plymouth:13;Osseo:14;Minnetonka:16;Andover:25
Smokiez Sour Watermelon THC 10 pack,Edibles,Bellboy Corporation,193,17.8,10.8,5.5,15.49,12.96,64,Case 1,95,146,Roseville:3;Blaine:4;Minnetonka:9;Bloomington:9;Ramsey:11;St. Louis Park:11;Rosemount:11;Chanhassen:12;Vadnais Heights:12;Plymouth:23;Woodbury:24;Minneapolis:29;Osseo:35
