Item,Category,Supplier,Chain OH,Wk Velocity,WOS,Cost,Retail,Club Price,Margin %,Deal,30D Units,90D Units,By Store OH
Truly Pineapple Mango Vodka Liter,Vodka,Southern Glazer's Wine & Spirits of MN,111,3.3,34.0,13.0,11.49,9.96,-13,,14,42,St. Louis Park:1;Plymouth:5;Andover:7;Ramsey:9;Chanhassen:10;Stillwater:16;Osseo:17;Vadnais Heights:18;Minnetonka:28
Captain Morgan White Liter,Rum,Bellboy Corporation,28,3.3,8.6,12.91,20.99,17.96,38,4cs across chain - same week,10,60,St. Louis Park:1;Blaine:1;Rosemount:2;Stillwater:2;Woodbury:4;Roseville:8;Bloomington:10
Malibu Rum 375ml,Rum,Southern Glazer's Wine & Spirits of MN,130,3.3,39.1,7.05,13.79,11.96,49,,14,44,Ramsey:4;Minneapolis:6;Chanhassen:10;Cottage Grove:18;Blaine:21;Bloomington:23;Andover:48
New Amsterdam Apple Vodka 1.75L,Vodka,Johnson Brothers - St. Paul,6,3.3,1.8,14.47,23.49,19.96,38,1 free on 20 NAV 1.75 May/June.  Deep $90 invoice All months,15,38,Minneapolis:1;Blaine:2;Bloomington:3
Michter's Small Batch Bourbon 750ml,Whisky/Whiskey,Phillips Wine & Spirits - St. Paul,22,3.3,6.8,35.17,51.99,42.96,32,Case 1,11,55,Minnetonka:1;Rosemount:1;St. Louis Park:3;Bloomington:4;Plymouth:6;Blaine:7
New Amsterdam Mango Vodka 1.75L,Vodka,Johnson Brothers - St. Paul,21,3.3,6.5,14.47,23.49,19.96,38,1 free on 20 NAV 1.75 May/July.  Deep $90 invoice All months,13,46,Bloomington:4;Minneapolis:17
Jack Daniels Tennessee Honey 50ml,Whisky/Whiskey,Johnson Brothers - St. Paul,319,3.3,97.2,1.52,3.49,,56,,15,38,Cottage Grove:53;Rosemount:60;Minneapolis:206
Jack Daniels Tennessee Honey 1.75L,Whisky/Whiskey,Johnson Brothers - St. Paul,62,3.3,18.5,35.47,52.99,42.96,33,,13,49,Andover:1;Plymouth:1;Cottage Grove:2;Osseo:2;Blaine:2;Vadnais Heights:3;Bloomington:3;Minneapolis:3;Stillwater:4;Woodbury:4;Minnetonka:5;Rosemount:6;Chanhassen:7;Roseville:9;St. Louis Park:10
Caravella Limoncello 750ml,Cordials,Southern Glazer's Wine & Spirits of MN,23,3.3,6.9,12.28,22.99,19.96,47,,11,58,Bloomington:2;St. Louis Park:2;Chanhassen:4;Minnetonka:4;Blaine:5;Plymouth:6
Empress 1908 Gin 750ml,Gin,Phillips Wine & Spirits - St. Paul,19,3.3,5.8,26.35,43.99,37.96,40,Buy 10 cases  750 get 1 cs Campo Bravo 50 ml free,13,46,Bloomington:2;Vadnais Heights:2;Roseville:2;Blaine:3;Andover:5;St. Louis Park:5
Jim Beam Apple 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,60,3.3,18.2,12.56,20.99,17.96,40,,14,43,Blaine:1;Chanhassen:1;Rosemount:1;St. Louis Park:2;Vadnais Heights:2;Stillwater:3;Andover:6;Ramsey:7;Woodbury:7;Cottage Grove:9;Plymouth:10;Bloomington:11
High Noon Pineapple 8pk 12oz can,Pre-Mix,Johnson Brothers - St. Paul,23,3.3,7.1,16.87,24.99,21.96,32,Deep Net,19,19,St. Louis Park:1;Woodbury:4;Roseville:4;Bloomington:5;Minneapolis:9
Casamigos Anejo Tequila 50ml,Agave,Johnson Brothers - St. Paul,72,3.2,22.6,3.86,5.99,,36,Case 1,13,44,Chanhassen:1;Vadnais Heights:4;Plymouth:9;Roseville:21;Osseo:37
Johnnie Walker Red 1.75L,Whisky/Whiskey,Johnson Brothers - St. Paul,24,3.2,7.5,32.17,37.99,34.96,15,2 cs  across chain-same week,15,36,Minnetonka:1;St. Louis Park:1;Stillwater:2;Rosemount:3;Woodbury:3;Bloomington:4;Andover:4;Plymouth:6
New Amsterdam Mango 750ml,Vodka,Johnson Brothers - St. Paul,9,3.2,2.9,9.09,14.99,,39,,15,34,Minneapolis:9
Jagermeister 100ml,Cordials,Southern Glazer's Wine & Spirits of MN,45,3.2,14.0,3.34,5.49,4.96,39,,11,54,Blaine:7;Minneapolis:12;Cottage Grove:26
On The Rocks Whiskey Sour 750ml,Pre-Mix,Southern Glazer's Wine & Spirits of MN,58,3.2,18.2,15.2,24.99,18.96,39,,17,26,St. Louis Park:2;Andover:3;Cottage Grove:3;Plymouth:4;Osseo:4;Bloomington:5;Rosemount:5;Roseville:5;Vadnais Heights:5;Woodbury:5;Minneapolis:7;Blaine:10
Gran Centenario Reposado Tequila 750ml,Agave,Johnson Brothers - St. Paul,37,3.1,11.8,22.68,34.99,31.96,35,Case 1 Pricing,15,33,Roseville:1;Rosemount:2;Stillwater:4;Blaine:4;Bloomington:4;St. Louis Park:5;Woodbury:8;Osseo:9
Truly Wild Berry Vodka Liter,Vodka,Southern Glazer's Wine & Spirits of MN,150,3.1,48.5,13.0,11.49,9.96,-13,,15,32,Stillwater:2;St. Louis Park:3;Rosemount:7;Vadnais Heights:12;Plymouth:16;Ramsey:17;Chanhassen:23;Osseo:23;Minnetonka:23;Woodbury:24
Bacardi Superior Light Rum 750ml,Rum,Southern Glazer's Wine & Spirits of MN,68,3.1,21.9,10.51,17.49,14.96,40,,10,55,Cottage Grove:2;Minnetonka:4;St. Louis Park:7;Woodbury:8;Minneapolis:11;Bloomington:17;Chanhassen:19
Angel's Envy Rye 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,26,3.1,8.4,60.4,86.99,79.96,31,,14,37,Vadnais Heights:1;Ramsey:1;St. Louis Park:1;Chanhassen:2;Rosemount:2;Blaine:2;Minnetonka:2;Bloomington:3;Stillwater:3;Woodbury:4;Roseville:5
Heaven Hill Bottled-in-Bond 7yr 750ml,Whisky/Whiskey,Bellboy Corporation,14,3.1,4.6,36.83,44.99,39.96,18,,11,49,Minneapolis:2;Minnetonka:2;Osseo:3;Rosemount:3;Cottage Grove:4
Old Forester Bourbon 1910 750ml,Whisky/Whiskey,Johnson Brothers - St. Paul,23,3.1,7.3,36.88,54.99,44.96,33,,14,38,Plymouth:1;Roseville:1;Stillwater:2;Cottage Grove:3;Minneapolis:5;St. Louis Park:5;Blaine:6
Booker's Bourbon 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,96,3.1,31.3,75.12,111.99,89.96,33,Case 1,15,31,Bloomington:1;Minneapolis:2;Woodbury:3;Andover:3;Osseo:4;Stillwater:5;Vadnais Heights:5;Chanhassen:6;Minnetonka:9;Blaine:15;St. Louis Park:20;Roseville:23
Casamigos Spicy Margarita 375ml,Pre-mixed,Johnson Brothers - St. Paul,51,3.1,16.2,9.09,14.99,12.96,39,6 case M&M,10,56,Blaine:5;Bloomington:6;Roseville:6;St. Louis Park:11;Woodbury:11;Minneapolis:12
Woodford Reserve Rye Whiskey 750ml,Whisky/Whiskey,Johnson Brothers - St. Paul,31,3.1,9.9,25.96,40.99,34.96,37,,11,51,Osseo:1;Vadnais Heights:1;Chanhassen:2;Ramsey:3;Stillwater:3;Blaine:3;Minnetonka:4;Plymouth:4;St. Louis Park:4;Roseville:6
Old Grand Dad 100 pf Bourbon Liter,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,41,3.0,13.4,19.67,26.99,,27,,12,44,Roseville:1;St. Louis Park:5;Minnetonka:7;Blaine:8;Bloomington:10;Plymouth:10
Old Forester Barrel Strength Top Ten Liquors Private Barrel 750ml,Whisky/Whiskey,Johnson Brothers - St. Paul,101,3.0,34.0,67.67,106.99,89.96,37,Case 1 Pricing,13,37,Vadnais Heights:2;Plymouth:4;Bloomington:5;Minneapolis:5;Minnetonka:5;Ramsey:5;Andover:8;Rosemount:9;Chanhassen:10;Cottage Grove:10;Woodbury:10;Roseville:13;Blaine:15
Dekuyper Amaretto 750ml,Cordials,Southern Glazer's Wine & Spirits of MN,101,3.0,33.8,7.11,13.99,11.96,49,,12,42,Stillwater:2;Osseo:3;Minnetonka:4;Ramsey:5;Plymouth:6;Roseville:6;Cottage Grove:7;St. Louis Park:10;Vadnais Heights:10;Bloomington:11;Blaine:13;Woodbury:24
Tattersall Manhattan 100ml,Pre-Mix,Phillips Wine & Spirits - St. Paul,92,3.0,30.6,3.68,5.99,,39,Case 1,15,29,Minnetonka:1;St. Louis Park:7;Blaine:8;Minneapolis:8;Stillwater:14;Woodbury:16;Ramsey:18;Chanhassen:20
Rumple Minze 375ml,Schnapps,Bellboy Corporation,2,3.0,0.7,7.17,12.99,,45,Case 1,16,25,Blaine:2
Windsor Canadian 200ml,Whisky/Whiskey,Phillips Wine & Spirits - St. Paul,119,3.0,39.4,3.02,5.99,,50,Case 1,14,34,St. Louis Park:1;Vadnais Heights:13;Stillwater:13;Chanhassen:15;Andover:18;Minnetonka:28;Cottage Grove:31
Midori Melon Liqueur 750ml,Cordials,Bellboy Corporation,59,3.0,19.5,18.82,30.49,25.96,38,,13,39,Cottage Grove:1;Osseo:2;St. Louis Park:2;Minnetonka:3;Plymouth:3;Minneapolis:3;Andover:4;Roseville:7;Vadnais Heights:7;Bloomington:8;Woodbury:9;Blaine:10
Brovo Vodka Liter,Vodka,"Grape Beginnings, Inc.",90,3.0,29.7,13.0,19.99,14.86,35,,17,21,Cottage Grove:1;Stillwater:1;Blaine:4;Chanhassen:6;Minnetonka:6;Osseo:8;Ramsey:10;Woodbury:21;Andover:33
Don Julio 1942 Anejo Tequila 750ml,Agave,Bellboy Corporation,48,3.0,16.2,123.83,154.99,129.96,20,Case 1,10,50,Andover:1;Minneapolis:1;Minnetonka:1;Stillwater:1;Cottage Grove:1;Bloomington:2;St. Louis Park:2;Woodbury:2;Ramsey:3;Blaine:4;Osseo:5;Roseville:5;Chanhassen:6;Vadnais Heights:6;Plymouth:8
Dolin Rouge Vermouth 375ml,Vermouth,Libation Project,33,3.0,11.1,9.58,16.99,13.96,44,Case 1,13,37,Chanhassen:1;Osseo:1;Woodbury:1;Andover:2;Ramsey:3;Blaine:6;Minnetonka:9;St. Louis Park:10
Bushmills Irish Whiskey 750ml,Whisky/Whiskey,Johnson Brothers - St. Paul,126,3.0,41.8,19.0,27.99,24.96,32,Case One,14,34,Minnetonka:1;Plymouth:5;Stillwater:5;Bloomington:6;Andover:7;Roseville:10;Vadnais Heights:10;Cottage Grove:11;Minneapolis:11;Woodbury:11;Osseo:12;Rosemount:12;St. Louis Park:12;Blaine:13
Maker's Mark Cask Strength For The Brave 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,62,3.0,21.0,32.8,56.99,49.96,42,,12,41,Minnetonka:1;Ramsey:1;Andover:2;Rosemount:2;Vadnais Heights:3;Minneapolis:4;Chanhassen:5;Plymouth:5;Stillwater:5;Blaine:6;Roseville:6;St. Louis Park:11;Woodbury:11
Mi Campo Blanco Tequila 1.75L,Agave,Southern Glazer's Wine & Spirits of MN,21,3.0,7.0,6.74,39.99,35.96,83,,13,38,Cottage Grove:1;Roseville:1;Woodbury:1;Minneapolis:1;Blaine:2;Bloomington:2;Plymouth:2;Rosemount:2;Vadnais Heights:2;St. Louis Park:3;Chanhassen:4
Truly Strawberry Lemon Vodka Liter,Vodka,Southern Glazer's Wine & Spirits of MN,152,2.9,52.8,10.69,11.49,9.96,7,,13,34,Woodbury:2;Blaine:7;Plymouth:10;St. Louis Park:11;Chanhassen:21;Vadnais Heights:21;Ramsey:25;Osseo:26;Minnetonka:29
Svedka Strawberry Vodka 1.75L,Vodka,Southern Glazer's Wine & Spirits of MN,33,2.9,11.5,14.76,18.49,15.96,20,"Buy Deep Every Month, EO Months Listed",9,52,St. Louis Park:3;Andover:4;Woodbury:4;Minneapolis:5;Blaine:6;Bloomington:11
Cruzan Aged Dark Rum 1.75L,Rum,Southern Glazer's Wine & Spirits of MN,23,2.9,7.8,12.56,21.99,19.96,43,,13,36,Cottage Grove:1;St. Louis Park:1;Blaine:2;Roseville:2;Chanhassen:2;Minnetonka:3;Plymouth:3;Rosemount:4;Bloomington:5
Four Roses TTL Private Barrel 750ml,Whisky/Whiskey,Johnson Brothers - St. Paul,172,2.9,59.1,75.18,123.99,99.96,39,Case 1 Pricing,9,53,Osseo:5;Minneapolis:6;Ramsey:6;Chanhassen:7;Rosemount:9;Blaine:9;Bloomington:11;Stillwater:11;Vadnais Heights:11;Cottage Grove:11;Woodbury:11;Minnetonka:14;St. Louis Park:16;Andover:19;Roseville:26
On The Rocks Mai Tai 100ml,Pre-Mix,Southern Glazer's Wine & Spirits of MN,108,2.9,36.7,3.67,5.49,4.96,33,,15,27,St. Louis Park:3;Cottage Grove:10;Plymouth:39;Andover:56
Casamigos Anejo 750ml,Agave,Johnson Brothers - St. Paul,39,2.9,13.3,39.33,58.99,49.96,33,Case 1,11,45,Rosemount:1;Bloomington:2;Andover:3;Blaine:3;Plymouth:4;St. Louis Park:4;Chanhassen:5;Cottage Grove:5;Minneapolis:6;Minnetonka:6
Captain Morgan White 1.75L,Rum,Bellboy Corporation,9,2.9,3.1,16.58,29.99,22.96,45,3cases across chain in one week,11,45,Bloomington:1;St. Louis Park:2;Blaine:2;Roseville:4
Bacardi Spiced Rum 1.75L,Rum,Southern Glazer's Wine & Spirits of MN,18,2.9,6.1,17.29,25.99,21.96,33,,13,36,Osseo:1;Rosemount:1;Woodbury:2;Blaine:7;Bloomington:7
Dr McGillicuddys Cherry Traveler,Schnapps,Southern Glazer's Wine & Spirits of MN,42,2.8,14.9,12.33,17.49,14.96,30,,11,41,Plymouth:4;Cottage Grove:5;Osseo:5;Rosemount:5;Blaine:5;St. Louis Park:5;Chanhassen:13
1792 Small Batch 750ml,Whisky/Whiskey,Bellboy Corporation,19,2.8,6.7,24.13,34.99,29.96,31,,7,60,Minnetonka:1;Chanhassen:2;Ramsey:2;Stillwater:3;Bloomington:5;Plymouth:6
Chi-Chi's Pina Colada 750ml,Pre-Mix,Southern Glazer's Wine & Spirits of MN,15,2.8,5.4,3.82,6.99,,45,,8,53,Minnetonka:5;Blaine:10
Platinum Vodka Liter,Vodka,"Breakthru Beverage Minnesota Wine & Spirits, LLC",71,2.8,25.1,8.35,14.99,12.96,44,25cs purchase in a month,12,37,Andover:2;Blaine:2;Plymouth:2;Rosemount:2;Woodbury:2;Cottage Grove:2;Osseo:3;Minnetonka:4;Vadnais Heights:5;Chanhassen:7;Roseville:8;Stillwater:8;Bloomington:11;St. Louis Park:13
Deep Eddy Lemon Vodka 1.75L,Vodka,Southern Glazer's Wine & Spirits of MN,20,2.8,7.3,17.81,26.99,22.96,34,,13,30,Chanhassen:2;Blaine:5;Minnetonka:5;Ramsey:8
Brady's Irish Cream 1.75L,Cordials,"Vinocopia, Inc",24,2.8,8.4,18.68,33.99,27.96,45,Net Down Pricing,13,33,Chanhassen:1;Bloomington:3;Blaine:3;Osseo:3;Stillwater:4;Minnetonka:5;Ramsey:5
Buzzballz Cookie Nookie 187ml,Pre-Mix,Phillips Wine & Spirits - St. Paul,2,2.8,0.7,2.14,4.99,3.96,57,,9,48,Woodbury:2
Jim Beam Vanilla 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,79,2.8,28.7,12.56,20.99,17.96,40,,11,39,Cottage Grove:2;Roseville:3;Blaine:4;Minnetonka:6;Andover:9;St. Louis Park:9;Vadnais Heights:9;Bloomington:11;Rosemount:11;Plymouth:15
G4 Tequila Blanco 750ml,Agave,"Grape Beginnings, Inc.",13,2.8,4.6,35.0,52.99,44.96,34,,12,37,St. Louis Park:1;Roseville:2;Blaine:10
On The Rocks Watermelon Margarita 4pk 12oz can,Pre-Mix,Southern Glazer's Wine & Spirits of MN,6,2.8,2.1,8.38,12.99,10.96,35,,14,28,St. Louis Park:3;Blaine:4
El Nivel Blanco 750ml,Agave,"Vinocopia, Inc",16,2.8,5.7,32.82,51.99,42.96,37,M&M 5 Cases Receive 1 Case Blanco NC,12,37,Blaine:1;Minneapolis:3;Vadnais Heights:6;St. Louis Park:6
Two State Vodka 750ml,Vodka,Bellboy Corporation,113,2.8,40.8,3.58,11.49,7.96,69,CASE 1,12,35,Andover:2;Chanhassen:5;Roseville:7;Minnetonka:9;Stillwater:15;Cottage Grove:24;Woodbury:25;Osseo:26
Tribuno Dry Vermouth 750ml,Vermouth,Southern Glazer's Wine & Spirits of MN,68,2.8,24.7,5.4,8.99,7.96,40,,11,39,Andover:1;Roseville:3;Stillwater:4;Vadnais Heights:6;Osseo:7;St. Louis Park:7;Blaine:8;Minnetonka:10;Plymouth:22
99 Apples 100ml,Schnapps,Southern Glazer's Wine & Spirits of MN,0,2.8,0.0,1.01,2.64,1.96,62,,10,46,
Rittenhouse Rye 100 750ml,Whisky/Whiskey,Bellboy Corporation,84,2.7,31.0,20.0,30.49,25.96,34,,10,42,Ramsey:3;Minnetonka:4;Blaine:5;Minneapolis:5;Chanhassen:6;Cottage Grove:7;Plymouth:8;Bloomington:10;Rosemount:12;Roseville:12;St. Louis Park:12
Redwood Empire Pipe Dream Bourbon 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,29,2.7,10.9,27.88,47.99,39.96,42,,11,36,Rosemount:1;Roseville:2;Chanhassen:4;Andover:5;Minnetonka:5;Stillwater:5;Blaine:7
Wheel Horse Barrel Master Select Bourbon Batch #2 750ml,Bourbon,Bellboy Corporation,26,2.7,9.5,22.67,39.99,34.96,43,,16,16,Rosemount:1;Andover:4;Plymouth:5;Blaine:7;Roseville:9
Bacardi Limon Rum 375ml,Rum,Southern Glazer's Wine & Spirits of MN,13,2.7,4.8,5.52,11.49,9.96,52,,9,47,Roseville:2;Woodbury:2;Blaine:9
Chambord Liqueur Royale 700ml,Cordials,Johnson Brothers - St. Paul,88,2.7,32.5,22.88,38.99,32.96,41,,12,33,Roseville:1;Plymouth:2;St. Louis Park:2;Stillwater:2;Cottage Grove:3;Osseo:4;Minneapolis:5;Rosemount:5;Chanhassen:8;Blaine:8;Minnetonka:11;Vadnais Heights:11;Ramsey:12;Woodbury:14
Five Farms Irish Cream 750ml,Cordials,Southern Glazer's Wine & Spirits of MN,56,2.7,20.7,22.59,35.99,29.96,37,,14,24,Minnetonka:1;Plymouth:1;Ramsey:4;Andover:5;Minneapolis:5;St. Louis Park:5;Chanhassen:6;Roseville:6;Blaine:7;Rosemount:7;Stillwater:9
Pinnacle Vodka 375ml,Vodka,Southern Glazer's Wine & Spirits of MN,37,2.7,13.5,3.07,6.49,5.96,53,,10,43,Vadnais Heights:1;Plymouth:3;Andover:4;Cottage Grove:11;Blaine:18
Platinum Vodka 750ml,Vodka,"Breakthru Beverage Minnesota Wine & Spirits, LLC",68,2.7,25.1,5.71,10.99,9.96,48,25cs purchase in a month,10,42,Andover:1;Plymouth:1;Ramsey:1;Woodbury:1;Minnetonka:6;Osseo:6;Stillwater:6;Rosemount:7;St. Louis Park:9;Blaine:10;Bloomington:20
Espolon Tequila Blanco 1.75L,Agave,Southern Glazer's Wine & Spirits of MN,14,2.6,5.3,43.63,61.99,49.96,30,,12,31,Blaine:1;St. Louis Park:2;Bloomington:11
High Noon Pineapple 24oz can,Pre-Mix,Johnson Brothers - St. Paul,128,2.6,49.6,4.59,7.99,6.96,43,,14,20,Minnetonka:8;Stillwater:10;Andover:11;Osseo:11;Blaine:12;Ramsey:12;St. Louis Park:12;Woodbury:12;Roseville:12;Minneapolis:28
Glenlivet Founder's Reserve 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,69,2.6,26.4,29.54,47.99,39.96,38,,12,30,Andover:1;Ramsey:2;Osseo:4;Vadnais Heights:5;Woodbury:5;Minnetonka:6;St. Louis Park:8;Bloomington:11;Blaine:12;Rosemount:15
Dolin Dry Vermouth 750ml,Vermouth,Libation Project,77,2.6,29.1,12.92,21.99,17.96,41,Case 1,10,40,Woodbury:4;St. Louis Park:4;Minnetonka:5;Plymouth:5;Stillwater:5;Chanhassen:6;Roseville:7;Minneapolis:8;Osseo:10;Bloomington:11;Rosemount:12
Jim Beam Kentucky Fire 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,103,2.6,40.1,12.56,20.99,17.96,40,,11,33,Chanhassen:1;Cottage Grove:1;Andover:2;Stillwater:4;Vadnais Heights:4;Blaine:7;Minneapolis:8;Ramsey:9;Roseville:9;Bloomington:10;Plymouth:10;Rosemount:11;St. Louis Park:27
New Amsterdam Pineapple 750ml,Vodka,Johnson Brothers - St. Paul,11,2.6,4.2,9.09,13.99,,35,,9,43,Minnetonka:1;Minneapolis:10
Cocchi di Torino 750ml,Vermouth,Libation Project,44,2.6,17.0,17.75,29.99,24.96,41,Case 1,10,38,Cottage Grove:1;Minneapolis:1;Plymouth:1;St. Louis Park:1;Ramsey:3;Roseville:10;Blaine:12;Minnetonka:15
Griffo Still Waldos Whisky 750ml,Brandy,Bellboy Corporation,101,2.6,39.1,0.08,59.49,49.91,100,Buyer's Select,14,20,Vadnais Heights:1;Minneapolis:3;Osseo:8;Blaine:10;Roseville:16;St. Louis Park:20;Plymouth:21;Cottage Grove:22
Hiram Walker Apricot Brandy Liter,Brandy,Southern Glazer's Wine & Spirits of MN,0,2.6,0.0,10.56,14.99,,30,,13,24,
Maestro Dobel Diamante 750ml,Agave,Johnson Brothers - St. Paul,26,2.6,10.2,28.93,46.99,39.96,38,Buy 3cs get 1cs Diamante Free,10,37,Cottage Grove:2;Minneapolis:2;Blaine:2;Minnetonka:3;St. Louis Park:3;Woodbury:4;Rosemount:5;Roseville:5
Maker's Mark Bourbon Cask Strength 7 Year 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,23,2.6,8.9,37.62,56.99,47.96,34,,8,47,Chanhassen:2;Osseo:2;Rosemount:2;Bloomington:4;Minneapolis:4;Ramsey:4;Stillwater:5
Noilly Prat Dry Vermouth 375ml,Vermouth,Southern Glazer's Wine & Spirits of MN,26,2.6,9.9,5.83,9.99,7.96,42,,11,35,Blaine:2;Minnetonka:3;Ramsey:3;Roseville:4;Andover:6;St. Louis Park:8
Oban 14yr Scotch 750ml,Whisky/Whiskey,Johnson Brothers - St. Paul,72,2.6,27.2,63.17,92.99,77.96,32,Case 1,10,40,Chanhassen:2;Minneapolis:3;Osseo:3;Woodbury:3;Plymouth:4;Rosemount:4;Vadnais Heights:4;Ramsey:6;St. Louis Park:10;Blaine:11;Cottage Grove:11;Stillwater:11
Bacardi Lime Liter,Rum,Southern Glazer's Wine & Spirits of MN,8,2.6,3.1,12.01,20.99,17.96,43,,12,30,Bloomington:1;Minnetonka:1;Ramsey:1;Blaine:1;Chanhassen:2;Vadnais Heights:2
Seagrams 7 Blended 375ml,Whisky/Whiskey,Phillips Wine & Spirits - St. Paul,18,2.6,6.9,5.0,9.99,8.96,50,Case 1,11,34,Minnetonka:6;St. Louis Park:12
Admiral Nelson's Spiced Rum Liter,Rum,Southern Glazer's Wine & Spirits of MN,40,2.6,15.5,6.82,11.49,9.96,41,,8,47,Andover:1;Bloomington:2;Cottage Grove:7;Plymouth:8;Minneapolis:10;Blaine:12
Seagrams Extra Smooth Vodka 1.75L,Vodka,"Breakthru Beverage Minnesota Wine & Spirits, LLC",24,2.6,9.2,12.19,18.99,15.96,36,10cs Mix and Match,10,39,St. Louis Park:1;Vadnais Heights:1;Chanhassen:4;Ramsey:4;Stillwater:6;Bloomington:8
Bailey's Chocolate 750ml,Cordials,Phillips Wine & Spirits - St. Paul,82,2.5,33.2,19.09,30.99,25.96,38,Case 1 Must hit 16 cs within month,11,30,Minneapolis:1;Rosemount:1;Minnetonka:3;Andover:3;St. Louis Park:5;Ramsey:6;Blaine:6;Chanhassen:7;Osseo:8;Plymouth:9;Woodbury:10;Roseville:11;Vadnais Heights:12
Captain Morgan 100 Proof Liter,Rum,Bellboy Corporation,67,2.5,26.9,19.38,30.49,25.96,36,4 cases  - across chain - same week,12,26,Blaine:2;Cottage Grove:2;Plymouth:6;Vadnais Heights:8;Minneapolis:9;Bloomington:10;Ramsey:10;Rosemount:10;Woodbury:10
Twisted Shotz Miami Vice 4pk,Pre-Mix,Bellboy Corporation,36,2.5,14.5,3.97,6.49,5.96,39,,10,35,Andover:1;Blaine:1;Vadnais Heights:1;Cottage Grove:1;Chanhassen:4;Plymouth:4;Minnetonka:11;Osseo:13
Bailey's Vanilla Mint Shake 750ml,Cordials,Phillips Wine & Spirits - St. Paul,48,2.5,19.0,19.58,29.99,25.96,35,,10,36,Andover:1;Minneapolis:4;Cottage Grove:7;St. Louis Park:7;Vadnais Heights:8;Woodbury:10;Roseville:11
Malibu Pineapple Rum Liter,Rum,Southern Glazer's Wine & Spirits of MN,5,2.5,2.0,13.56,19.99,16.96,32,,11,30,Andover:2;Minneapolis:3
Fireball 50ml Trick or Treat Bags,Whisky/Whiskey,,11,2.5,4.4,6.52,17.49,14.96,63,,1,75,Minneapolis:1;Cottage Grove:2;Chanhassen:8
Chuckle Rum 50ml,Rum,Bellboy Corporation,55,2.5,22.2,0.68,1.49,1.24,54,CASE 1,11,30,Minneapolis:55
On The Rocks Espresso Martini 750ml,Pre-Mix,Southern Glazer's Wine & Spirits of MN,44,2.5,17.6,15.2,24.99,18.96,39,,13,22,Andover:3;Vadnais Heights:3;Bloomington:4;Woodbury:4;Cottage Grove:4;Roseville:5;St. Louis Park:5;Blaine:5;Minneapolis:11
Reyka Vodka 1.75L,Vodka,"Breakthru Beverage Minnesota Wine & Spirits, LLC",20,2.4,8.3,26.83,39.99,33.96,33,"5 cs mix & match Reyka 750s, Liters, 1.75s - across chain one week",9,37,Cottage Grove:1;Woodbury:1;Vadnais Heights:2;St. Louis Park:2;Stillwater:3;Blaine:5;Minnetonka:6
Seagrams Extra Dry Gin Traveler,Gin,Southern Glazer's Wine & Spirits of MN,17,2.4,7.0,7.87,12.49,10.96,37,,12,24,Minnetonka:1;Roseville:2;St. Louis Park:3;Blaine:11
Don Julio Reposado Tequila 1.75L,Agave,Bellboy Corporation,43,2.4,17.6,67.22,117.99,99.96,43,Buy 4cs get 1cs free across chain same week,11,29,Osseo:1;Rosemount:1;Plymouth:2;Stillwater:2;Vadnais Heights:2;Woodbury:2;Bloomington:4;Blaine:5;Roseville:5;St. Louis Park:5;Cottage Grove:7;Minneapolis:7
Bardstown KY Straight Bourbon 750ml,Whisky/Whiskey,"Breakthru Beverage Minnesota Wine & Spirits, LLC",16,2.4,6.6,32.44,46.99,39.96,31,3cs purchase in a month,9,38,Andover:1;Blaine:1;Stillwater:1;St. Louis Park:2;Cottage Grove:3;Bloomington:4;Rosemount:4
Mi Campo Reposado Tequila 1.75L,Agave,Southern Glazer's Wine & Spirits of MN,11,2.4,4.6,9.4,39.99,35.96,76,,11,28,Andover:1;Bloomington:1;Osseo:2;Plymouth:2;Woodbury:2;Minneapolis:3
Knob Creek Smoked Maple 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,25,2.4,10.3,25.63,42.99,39.96,40,,10,33,Minnetonka:1;Rosemount:1;Plymouth:1;Chanhassen:2;St. Louis Park:2;Cottage Grove:3;Roseville:3;Stillwater:5;Blaine:7
Knob Creek Rye Whiskey 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,35,2.4,14.4,25.63,42.99,39.96,40,,10,33,Cottage Grove:1;Woodbury:1;St. Louis Park:3;Chanhassen:4;Rosemount:5;Osseo:6;Blaine:7;Stillwater:8
Carpano Antica Formula 375ml,Vermouth,"Breakthru Beverage Minnesota Wine & Spirits, LLC",80,2.4,32.8,15.1,23.99,19.96,37,,11,29,Chanhassen:5;Cottage Grove:5;Stillwater:6;Minnetonka:7;Plymouth:7;Ramsey:8;Osseo:10;Roseville:10;St. Louis Park:10;Blaine:12
