Item,Category,Supplier,Chain OH,Wk Velocity,WOS,Cost,Retail,Club Price,Margin %,Deal,30D Units,90D Units,By Store OH
Wheel Horse Bourbon 750ml,Whisky/Whiskey,Bellboy Corporation,603,18.1,33.3,19.0,30.49,24.96,38,,62,303,Ramsey:23;Minneapolis:23;Roseville:27;Minnetonka:29;Stillwater:30;Cottage Grove:31;Andover:33;Bloomington:33;Chanhassen:39;Plymouth:39;Osseo:41;Woodbury:44;Blaine:46;Vadnais Heights:48;Rosemount:56;St. Louis Park:61
Jose Cuervo Gold Tequila 375ml,Agave,Johnson Brothers - St. Paul,163,18.1,9.0,7.3,13.79,11.96,47,Case One,82,214,Andover:4;Woodbury:5;Bloomington:9;Osseo:13;Stillwater:15;Minnetonka:17;Cottage Grove:23;Blaine:33;Minneapolis:44
Bailey's Irish Cream 750ml,Cordials,Bellboy Corporation,160,18.0,8.9,18.54,29.99,24.96,38,9 cases 750 - across chain - same week,79,223,Vadnais Heights:4;Blaine:5;Osseo:6;Chanhassen:8;Stillwater:8;Minnetonka:10;Ramsey:10;Cottage Grove:10;Roseville:11;Woodbury:11;Andover:11;Plymouth:12;Minneapolis:13;Rosemount:13;St. Louis Park:13;Bloomington:15
Beefeater Gin Liter,Gin,Southern Glazer's Wine & Spirits of MN,66,17.6,3.8,15.42,23.99,21.96,36,,75,228,Minnetonka:2;Plymouth:2;Roseville:2;Cottage Grove:3;Ramsey:5;Rosemount:5;Woodbury:5;Vadnais Heights:7;St. Louis Park:9;Chanhassen:11;Bloomington:15
Grey Goose Vodka 750ml,Vodka,Southern Glazer's Wine & Spirits of MN,112,17.5,6.4,18.81,29.99,24.96,37,,73,233,Cottage Grove:2;Blaine:2;Rosemount:3;Plymouth:4;Stillwater:4;Minnetonka:5;Andover:7;Chanhassen:7;Roseville:8;Woodbury:8;St. Louis Park:8;Osseo:11;Vadnais Heights:13;Bloomington:15;Ramsey:15
Svedka Strawberry Lemonade Vod 1.75L,Vodka,Southern Glazer's Wine & Spirits of MN,40,17.4,2.3,14.76,17.99,15.96,18,"Buy Deep Every Month, EO Months Listed",76,216,Rosemount:1;Blaine:2;Woodbury:2;Bloomington:3;Vadnais Heights:3;Osseo:3;Stillwater:4;Minnetonka:5;St. Louis Park:5;Plymouth:6;Minneapolis:6
Woodford Reserve Bourbon 750ml,Whisky/Whiskey,Johnson Brothers - St. Paul,107,17.3,6.2,25.87,38.99,32.96,34,,67,253,Roseville:1;Minnetonka:2;Chanhassen:3;Woodbury:6;Plymouth:6;Bloomington:7;Andover:9;Stillwater:9;Osseo:10;St. Louis Park:10;Cottage Grove:10;Ramsey:11;Blaine:11;Rosemount:12
High Noon Tequila Fiesta Pack 8pk 12oz can,Pre-Mix,Johnson Brothers - St. Paul,97,17.3,5.6,18.37,29.99,24.96,39,Deep Net,69,247,Minnetonka:1;St. Louis Park:1;Chanhassen:2;Osseo:3;Bloomington:3;Stillwater:3;Cottage Grove:4;Minneapolis:4;Andover:6;Blaine:6;Woodbury:9;Plymouth:55
Absolut Vodka 750ml,Vodka,Southern Glazer's Wine & Spirits of MN,411,17.3,23.7,12.67,19.99,17.96,37,,75,219,Minnetonka:2;Bloomington:5;Vadnais Heights:5;Plymouth:7;Rosemount:10;St. Louis Park:10;Osseo:11;Woodbury:11;Andover:13;Minneapolis:13;Chanhassen:21;Ramsey:22;Roseville:22;Stillwater:33;Blaine:35;Cottage Grove:191
TLC Vodka 1.75L,Vodka,"Maverick Beverage Co., LLC - MN",61,17.3,3.5,14.39,23.99,20.96,40,3 on 25 accumulated all stores one calendar month,68,251,Woodbury:2;St. Louis Park:3;Blaine:4;Minnetonka:4;Rosemount:4;Andover:5;Chanhassen:6;Ramsey:7;Vadnais Heights:7;Stillwater:8;Osseo:11
Jose Cuervo Golden Margarita 1.75L,Pre-Mix,Johnson Brothers - St. Paul,98,17.2,5.7,14.33,23.99,19.96,40,1 free on 7,68,246,Roseville:1;Woodbury:2;Osseo:3;Chanhassen:3;Andover:4;Stillwater:4;Cottage Grove:5;Plymouth:6;Rosemount:6;Minneapolis:10;Bloomington:12;Vadnais Heights:12;St. Louis Park:14;Blaine:16
Suntory -196 Variety Pack 3 8pk 12oz can,Pre-Mix,Southern Glazer's Wine & Spirits of MN,101,17.1,5.9,15.23,20.99,17.96,27,,73,221,Osseo:1;Chanhassen:2;Andover:4;Plymouth:5;Rosemount:5;Bloomington:5;Vadnais Heights:6;St. Louis Park:8;Roseville:9;Woodbury:11;Cottage Grove:12;Blaine:14;Minneapolis:19
On the Rocks Old Fashioned 375ml,Pre-Mix,Southern Glazer's Wine & Spirits of MN,139,17.0,8.2,8.67,13.79,11.96,37,,71,227,Andover:3;Minnetonka:3;St. Louis Park:3;Bloomington:6;Ramsey:7;Stillwater:8;Osseo:9;Plymouth:10;Chanhassen:11;Roseville:14;Vadnais Heights:14;Rosemount:15;Woodbury:17;Blaine:19
Cointreau 750ml,Cordials,Johnson Brothers - St. Paul,78,17.0,4.6,29.67,43.99,37.96,33,Case 1 Pricing,68,242,Ramsey:1;Minnetonka:2;Plymouth:2;Woodbury:2;St. Louis Park:2;Rosemount:4;Andover:7;Cottage Grove:7;Stillwater:7;Bloomington:8;Roseville:10;Chanhassen:12;Blaine:14
Steel 43 Vodka 750ml,Vodka,Bellboy Corporation,185,16.9,10.9,8.42,14.99,12.96,44,,70,229,Plymouth:3;Cottage Grove:4;Vadnais Heights:5;Stillwater:6;Woodbury:7;Minneapolis:7;Rosemount:8;Andover:10;Osseo:11;St. Louis Park:11;Chanhassen:11;Minnetonka:13;Ramsey:18;Bloomington:19;Roseville:23;Blaine:29
Basil Hayden Bourbon 750ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,190,16.9,11.3,39.42,41.99,34.96,6,M&M 15 cases 750's. 1.75l (750 Free),65,250,Minneapolis:2;Stillwater:2;Andover:3;St. Louis Park:5;Ramsey:8;Bloomington:10;Woodbury:11;Chanhassen:12;Minnetonka:12;Plymouth:13;Osseo:15;Roseville:15;Vadnais Heights:16;Cottage Grove:19;Rosemount:20;Blaine:27
New Amsterdam Gin 1.75L,Gin,Johnson Brothers - St. Paul,88,16.9,5.2,17.06,26.99,22.96,37,1 free Strat Gin 1.75's on 15,77,197,Vadnais Heights:1;Roseville:2;Andover:2;Minneapolis:3;Bloomington:4;Cottage Grove:4;Plymouth:4;Ramsey:4;Woodbury:4;Osseo:5;St. Louis Park:5;Rosemount:6;Blaine:7;Minnetonka:9;Stillwater:9;Chanhassen:19
Crown Royal Regal Apple 200ml,Whisky/Whiskey,Phillips Wine & Spirits - St. Paul,220,16.8,13.1,5.87,9.99,8.96,41,Case 1,68,233,Andover:4;Vadnais Heights:4;St. Louis Park:6;Chanhassen:6;Woodbury:6;Stillwater:12;Blaine:13;Minnetonka:15;Roseville:18;Plymouth:19;Rosemount:19;Ramsey:27;Bloomington:31;Cottage Grove:40
Tanqueray Gin 750ml,Gin,Johnson Brothers - St. Paul,116,16.8,6.9,17.44,24.99,21.96,30,4cs across chain - same week,71,222,Cottage Grove:2;Minneapolis:2;Minnetonka:3;Roseville:6;Andover:7;Plymouth:8;Chanhassen:9;Woodbury:9;Osseo:10;Rosemount:10;Vadnais Heights:10;Blaine:11;Stillwater:13;Bloomington:16
Jim Beam Bourbon Traveler,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,160,16.7,9.6,13.0,19.99,16.96,35,buy 10 cs beam traveler across chain same week,70,223,Roseville:1;Minnetonka:2;Vadnais Heights:2;Plymouth:4;Stillwater:5;Cottage Grove:7;Chanhassen:8;Woodbury:10;St. Louis Park:11;Andover:12;Bloomington:14;Rosemount:84
Dos Amigos Tequila Blanco 750ml,Agave,"New France Wine Co, Inc",161,16.6,9.7,19.35,33.99,27.96,43,56 Case Buy Increments across all skus,72,211,Cottage Grove:2;Ramsey:4;Blaine:4;Minnetonka:5;Chanhassen:8;Rosemount:8;Andover:9;Stillwater:10;Plymouth:11;Vadnais Heights:12;Osseo:14;Roseville:16;St. Louis Park:18;Bloomington:19;Minneapolis:21
Post Meridiem Margarita 100ml RTD,Pre-mixed,"Vinocopia, Inc",237,16.6,14.3,2.56,4.99,3.96,49,Net Down Plus M&M 1 on 5,58,272,Chanhassen:1;Rosemount:1;Minneapolis:1;St. Louis Park:3;Osseo:10;Andover:11;Ramsey:14;Stillwater:14;Blaine:14;Woodbury:15;Roseville:16;Plymouth:18;Minnetonka:22;Vadnais Heights:24;Cottage Grove:32;Bloomington:41
On the Rocks Margarita 375ml,Pre-Mix,Southern Glazer's Wine & Spirits of MN,188,16.5,11.4,8.67,13.79,11.96,37,,67,229,Minneapolis:1;Osseo:2;Ramsey:3;Andover:4;Vadnais Heights:6;Stillwater:8;Chanhassen:8;Minnetonka:8;Rosemount:9;Plymouth:11;Cottage Grove:11;St. Louis Park:13;Bloomington:15;Woodbury:19;Roseville:25;Blaine:45
Svedka Water Variety Pack 8pk 12oz can,Pre-Mix,Southern Glazer's Wine & Spirits of MN,0,16.5,0.0,10.84,17.99,15.96,40,1 ON 10,21,436,
Smirnoff 100 Pf Vodka 200ml,Vodka,Johnson Brothers - St. Paul,322,16.5,19.5,2.67,5.49,4.96,51,Case 1,71,211,Roseville:3;Stillwater:5;Minnetonka:6;Ramsey:6;Woodbury:12;Vadnais Heights:19;Plymouth:20;Chanhassen:21;Cottage Grove:30;Osseo:30;St. Louis Park:30;Andover:31;Rosemount:32;Bloomington:38;Blaine:39
Burnett's Vodka 1.75L,Vodka,Southern Glazer's Wine & Spirits of MN,103,16.4,6.3,10.28,16.99,14.96,39,,70,212,Rosemount:1;Minnetonka:2;Minneapolis:2;Stillwater:3;Chanhassen:4;Andover:4;Ramsey:5;Cottage Grove:6;Osseo:6;Vadnais Heights:6;Plymouth:6;Woodbury:6;Blaine:6;Roseville:6;St. Louis Park:7;Bloomington:33
Svedka Vodka 100pf 1.75L,Vodka,Southern Glazer's Wine & Spirits of MN,49,16.3,3.0,14.76,18.49,15.96,20,"Buy Deep Every Month, EO Months Listed",66,227,Blaine:1;Minnetonka:2;Plymouth:4;Woodbury:5;Stillwater:6;St. Louis Park:8;Bloomington:9;Rosemount:14
Jose Cuervo Gold Tequila 750ml,Agave,Johnson Brothers - St. Paul,133,16.2,8.2,14.33,21.99,17.96,35,Case 1 Pricing,71,202,Plymouth:1;Cottage Grove:1;Andover:2;Ramsey:4;Stillwater:6;Minnetonka:8;Woodbury:8;St. Louis Park:9;Vadnais Heights:11;Minneapolis:13;Blaine:18;Roseville:22;Bloomington:30
Dewar's White Label Scotch 1.75L,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,59,16.1,3.7,24.99,34.99,29.96,29,,69,206,Stillwater:1;Woodbury:1;Osseo:1;Plymouth:2;Andover:3;Ramsey:3;St. Louis Park:3;Minneapolis:4;Cottage Grove:4;Blaine:5;Chanhassen:6;Bloomington:10;Minnetonka:16
Crown Royal Regal Apple 1.75L,Whisky/Whiskey,Bellboy Corporation,220,16.1,13.7,38.83,50.99,42.96,24,"6 cs m/m crown Apple175 across chain, MONTHLY ACCUM",68,211,Vadnais Heights:2;Chanhassen:3;Bloomington:5;Osseo:5;Minnetonka:6;Rosemount:6;St. Louis Park:7;Stillwater:8;Roseville:11;Woodbury:11;Plymouth:14;Minneapolis:15;Ramsey:22;Cottage Grove:34;Andover:35;Blaine:36
Mi Campo Blanco 750ml,Agave,Southern Glazer's Wine & Spirits of MN,146,16.1,9.1,13.27,23.99,19.96,45,,70,201,Minnetonka:2;Vadnais Heights:2;Cottage Grove:2;St. Louis Park:2;Rosemount:3;Andover:4;Ramsey:6;Roseville:6;Woodbury:6;Plymouth:6;Osseo:13;Blaine:15;Stillwater:15;Bloomington:27;Minneapolis:37
E&J Brandy Traveler,Brandy,Johnson Brothers - St. Paul,93,15.7,5.9,9.09,15.99,13.96,43,,70,190,Plymouth:2;Minneapolis:3;Blaine:3;Vadnais Heights:6;Rosemount:6;Woodbury:6;Andover:6;Minnetonka:7;Roseville:8;Chanhassen:10;Stillwater:10;Cottage Grove:12;Bloomington:14
New Amsterdam Pink Whitney 1.75L,Vodka,Johnson Brothers - St. Paul,62,15.6,4.0,16.77,23.49,19.96,29,2 free cases of NAM 1.75 80 Proof free on 25 cases Flavors/Pink Whitney,64,212,Osseo:2;Cottage Grove:3;Minnetonka:4;Stillwater:4;Vadnais Heights:4;Andover:5;Blaine:5;St. Louis Park:6;Minneapolis:8;Bloomington:21
Black Velvet Peach 50ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,319,15.6,20.4,0.67,1.49,1.24,55,,59,236,Cottage Grove:1;Roseville:3;Blaine:3;Stillwater:4;Plymouth:15;Chanhassen:39;Woodbury:49;Osseo:60;St. Louis Park:68;Rosemount:77
Malibu Rum Traveler,Rum,Southern Glazer's Wine & Spirits of MN,143,15.6,9.2,12.06,17.99,14.96,33,,57,245,St. Louis Park:2;Plymouth:3;Bloomington:5;Andover:5;Minnetonka:6;Rosemount:7;Cottage Grove:8;Woodbury:8;Minneapolis:8;Roseville:9;Blaine:11;Stillwater:12;Vadnais Heights:14;Chanhassen:46
High Noon Lime 4pk 12oz can,Pre-Mix,Johnson Brothers - St. Paul,68,15.4,4.4,8.43,13.79,11.96,39,Deep Net,66,199,Plymouth:1;Blaine:1;Andover:2;Roseville:2;Chanhassen:3;Bloomington:3;St. Louis Park:3;Cottage Grove:4;Osseo:5;Ramsey:5;Stillwater:5;Minnetonka:6;Vadnais Heights:6;Minneapolis:7;Woodbury:7;Rosemount:8
Kahlua 750ml,Cordials,Southern Glazer's Wine & Spirits of MN,216,15.4,14.0,22.29,31.99,25.96,30,,67,194,Vadnais Heights:2;Plymouth:4;Stillwater:6;Andover:7;Cottage Grove:7;Minnetonka:8;Ramsey:8;Roseville:9;Osseo:11;Rosemount:14;Chanhassen:17;St. Louis Park:19;Minneapolis:19;Woodbury:20;Blaine:20;Bloomington:45
On the Rocks Cosmopolitan 375ml,Pre-Mix,Southern Glazer's Wine & Spirits of MN,182,15.4,11.8,8.67,13.79,11.96,37,,64,208,Osseo:3;Minneapolis:3;Rosemount:3;Cottage Grove:4;Woodbury:6;Stillwater:9;Bloomington:9;Andover:10;Blaine:10;Minnetonka:12;Ramsey:14;St. Louis Park:15;Vadnais Heights:19;Chanhassen:21;Plymouth:21;Roseville:23
St Germain Elderflower Liqueur 375ml,Cordials,Southern Glazer's Wine & Spirits of MN,136,15.3,8.9,12.23,23.99,21.96,49,,65,198,Osseo:1;Roseville:7;Plymouth:8;Vadnais Heights:8;Minnetonka:10;Rosemount:11;Cottage Grove:11;Minneapolis:11;Andover:12;Chanhassen:12;Blaine:12;St. Louis Park:14;Woodbury:19
Smirnoff Vanilla Vodka Liter,Vodka,Johnson Brothers - St. Paul,105,15.2,6.9,10.17,17.99,15.96,43,Case 1 Must hit 8 cs within month,65,196,Woodbury:1;Chanhassen:3;Rosemount:4;Blaine:6;Stillwater:7;Plymouth:8;Bloomington:9;Vadnais Heights:9;Minnetonka:11;Andover:11;Cottage Grove:12;Osseo:12;St. Louis Park:12
Tip Top Espresso Martini 100ml,Pre-Mix,Johnson Brothers - St. Paul,290,15.1,19.2,2.55,4.49,3.96,43,Net Down Case Price,75,149,Rosemount:13;Vadnais Heights:14;Chanhassen:14;Plymouth:14;Bloomington:15;Stillwater:16;Roseville:17;Cottage Grove:18;Woodbury:19;Blaine:20;Osseo:21;Ramsey:22;Minnetonka:25;Andover:28;St. Louis Park:34
On the Rocks Margarita 750ml,Pre-Mix,Southern Glazer's Wine & Spirits of MN,60,15.0,4.0,15.2,22.99,19.96,34,,63,200,Andover:1;St. Louis Park:1;Minneapolis:2;Bloomington:3;Woodbury:4;Blaine:4;Rosemount:5;Vadnais Heights:5;Roseville:5;Stillwater:6;Minnetonka:6;Osseo:8;Chanhassen:10
Four Roses Small Batch Bourbon 50ml,Whisky/Whiskey,Johnson Brothers - St. Paul,428,14.9,28.6,2.12,5.49,4.96,61,Case 1 Pricing,67,179,Vadnais Heights:3;Plymouth:14;St. Louis Park:25;Stillwater:29;Bloomington:55;Andover:56;Chanhassen:59;Roseville:59;Ramsey:62;Cottage Grove:66
Four Roses Small Batch 750ml,Whisky/Whiskey,Johnson Brothers - St. Paul,53,14.9,3.6,29.5,35.49,29.96,17,Case 1 Pricing,64,190,Rosemount:1;Woodbury:1;Cottage Grove:2;Blaine:2;Osseo:3;Andover:3;Chanhassen:4;Stillwater:5;Plymouth:5;Vadnais Heights:5;St. Louis Park:6;Roseville:7;Bloomington:9
Dutch Bourbon 750ml,Bourbon,Bellboy Corporation,104,14.9,7.0,5.17,7.99,6.96,35,CASE 1,53,240,Andover:1;Blaine:1;Stillwater:1;Cottage Grove:2;St. Louis Park:3;Rosemount:4;Chanhassen:6;Plymouth:16;Woodbury:19;Ramsey:22;Minnetonka:29
Western Son Blueberry Vodka 50ml,Vodka,Johnson Brothers - St. Paul,405,14.8,27.3,0.7,1.49,1.24,53,Net Down Case Price,58,216,Cottage Grove:1;Osseo:12;Ramsey:26;Andover:50;Blaine:59;Woodbury:257
Jim Beam Apple 50ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,517,14.8,34.9,6.67,2.49,,-168,,61,202,Woodbury:27;Ramsey:33;Andover:34;Vadnais Heights:41;Stillwater:44;Cottage Grove:62;Plymouth:63;Blaine:102;Bloomington:111
North Cross Triple Wood Irish Whiskey 750ml,Whisky/Whiskey,Bellboy Corporation,95,14.8,6.4,12.5,23.99,19.96,48,,67,173,Stillwater:1;Minneapolis:3;Andover:4;Cottage Grove:5;Plymouth:6;Woodbury:6;Minnetonka:7;Rosemount:7;Osseo:9;Chanhassen:9;Roseville:9;Blaine:13;Bloomington:16
Jose Cuervo Authentic Light Margarita 1.75L,Pre-Mix,Johnson Brothers - St. Paul,80,14.8,5.4,10.0,17.99,14.96,44,1 free on 3,61,200,Osseo:1;Chanhassen:2;Cottage Grove:2;Stillwater:2;Minnetonka:3;Andover:5;Roseville:6;St. Louis Park:6;Bloomington:9;Ramsey:10;Plymouth:10;Vadnais Heights:12;Blaine:12
Bailey's Minis 3 pks,Cordials,Phillips Wine & Spirits - St. Paul,276,14.8,18.7,7.82,12.49,10.96,37,Case 1,69,164,Minnetonka:1;Rosemount:3;Roseville:8;Stillwater:9;Woodbury:14;Minneapolis:15;Andover:20;Bloomington:22;Blaine:22;Plymouth:24;St. Louis Park:24;Chanhassen:25;Cottage Grove:29;Ramsey:30;Vadnais Heights:30
Hendrick's Gin 1.75L,Gin,"Breakthru Beverage Minnesota Wine & Spirits, LLC",77,14.7,5.2,45.0,56.99,49.96,21,"Mix & match Hendrick's 750s, liters, 1.75s - across chain same week",65,180,Minnetonka:3;Plymouth:3;Osseo:4;Woodbury:4;Stillwater:4;Minneapolis:5;Andover:5;Chanhassen:5;Roseville:5;Cottage Grove:6;Vadnais Heights:6;St. Louis Park:6;Bloomington:7;Ramsey:7;Rosemount:7
Karkov Vodka 375ml,Vodka,Johnson Brothers - St. Paul,166,14.7,11.3,3.63,6.99,5.96,48,Case 1 pricing,62,192,Plymouth:1;Stillwater:3;Ramsey:3;Chanhassen:4;Woodbury:13;Blaine:13;Bloomington:15;Andover:15;Vadnais Heights:16;Osseo:18;Roseville:20;St. Louis Park:22;Cottage Grove:23
Suntory -196 Vodka Lemon 24oz can,Pre-Mix,Southern Glazer's Wine & Spirits of MN,156,14.5,10.8,3.81,5.49,4.96,31,,67,164,Osseo:1;Roseville:3;Cottage Grove:4;Ramsey:7;Rosemount:9;St. Louis Park:9;Plymouth:11;Minnetonka:12;Woodbury:21;Blaine:22;Bloomington:22;Andover:35
High Noon Iced Tea Variety Pack 8pk 12oz can,Pre-Mix,Johnson Brothers - St. Paul,60,14.5,4.1,16.87,24.99,21.96,32,Deep Net,49,246,Minnetonka:2;Plymouth:2;Osseo:2;Rosemount:2;Roseville:2;Vadnais Heights:2;Blaine:2;Chanhassen:3;Andover:3;Bloomington:4;St. Louis Park:4;Cottage Grove:5;Minneapolis:7;Ramsey:9;Stillwater:11
Traveller Whiskey 750ml,Whisky/Whiskey,"Breakthru Beverage Minnesota Wine & Spirits, LLC",105,14.5,7.2,26.35,34.99,29.96,25,net down pricing,61,193,Vadnais Heights:1;Stillwater:2;Roseville:3;Plymouth:3;Osseo:7;Blaine:7;Cottage Grove:7;Bloomington:9;Woodbury:9;St. Louis Park:9;Chanhassen:10;Andover:12;Minnetonka:13;Rosemount:13
Buzzballz Peach 187ml,Pre-Mix,Phillips Wine & Spirits - St. Paul,34,14.4,2.4,1.8,4.99,3.96,64,1 Case 48 pack Chiller free on 25 Chiller 187,56,212,Bloomington:13;Minneapolis:21
Il Tramonto Lemoncello 750ml,Cordials,Johnson Brothers - St. Paul,38,14.2,2.7,9.18,19.99,17.96,54,1 on 6 (Amaretto Free),61,182,Stillwater:1;Rosemount:2;Roseville:3;Minnetonka:4;Vadnais Heights:5;Bloomington:6;Plymouth:6;Andover:6;Woodbury:6
Taaka Vodka 1.75L,Vodka,"Breakthru Beverage Minnesota Wine & Spirits, LLC",60,14.0,4.3,8.98,14.99,12.96,40,net down pricing,60,180,Chanhassen:1;St. Louis Park:1;Andover:2;Minneapolis:2;Plymouth:3;Rosemount:3;Roseville:3;Cottage Grove:4;Osseo:5;Bloomington:6;Minnetonka:6;Ramsey:6;Blaine:7;Stillwater:11
Post Meridiem White Russian 100ml RTD,,"Vinocopia, Inc",194,13.9,14.0,2.56,4.99,3.96,49,Net Down Plus M&M 1 on 5,59,180,St. Louis Park:1;Chanhassen:2;Andover:4;Rosemount:5;Stillwater:7;Cottage Grove:8;Minnetonka:8;Roseville:8;Osseo:11;Ramsey:12;Plymouth:12;Woodbury:15;Minneapolis:20;Vadnais Heights:23;Blaine:23;Bloomington:35
Carolans Irish Cream 1.75L,Cordials,Southern Glazer's Wine & Spirits of MN,65,13.9,4.7,24.19,31.99,25.96,24,10 case deal on invoice,63,163,Rosemount:1;Ramsey:1;Woodbury:2;St. Louis Park:3;Roseville:3;Blaine:3;Minnetonka:4;Stillwater:4;Cottage Grove:4;Chanhassen:5;Bloomington:5;Vadnais Heights:6;Andover:24
Sauza Hornitos Reposado 750ml,Agave,Southern Glazer's Wine & Spirits of MN,110,13.9,7.9,16.46,25.99,21.96,37,,54,203,Minneapolis:1;Vadnais Heights:2;Plymouth:4;Cottage Grove:4;Minnetonka:5;Stillwater:5;Rosemount:6;Ramsey:6;Woodbury:7;Blaine:10;Osseo:12;Roseville:12;St. Louis Park:16;Bloomington:20
Jagermeister 750ml,Cordials,Southern Glazer's Wine & Spirits of MN,149,13.9,10.7,21.62,25.99,21.96,17,case 1,57,190,Andover:1;Cottage Grove:2;Plymouth:4;Chanhassen:5;St. Louis Park:6;Woodbury:8;Rosemount:8;Stillwater:9;Ramsey:9;Vadnais Heights:10;Minneapolis:10;Minnetonka:11;Osseo:11;Blaine:22;Bloomington:33
New Amsterdam Pink Whitney Liter,Vodka,Johnson Brothers - St. Paul,78,13.9,5.6,10.59,17.99,14.96,41,,62,167,Minnetonka:2;Plymouth:2;Vadnais Heights:5;Bloomington:7;Rosemount:7;Andover:8;Minneapolis:8;St. Louis Park:8;Blaine:9;Cottage Grove:10;Osseo:12
Beefeater Gin 1.75L,Gin,Southern Glazer's Wine & Spirits of MN,56,13.8,4.1,27.83,35.49,29.96,22,,58,182,Vadnais Heights:1;Minneapolis:2;Blaine:2;St. Louis Park:2;Minnetonka:3;Osseo:3;Roseville:3;Ramsey:4;Chanhassen:4;Cottage Grove:6;Woodbury:7;Bloomington:19
Ole Smoky MS White Lightnin' 50ml,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,439,13.8,31.9,2.02,2.99,,32,,66,146,Chanhassen:5;Osseo:10;Minnetonka:24;Ramsey:24;St. Louis Park:31;Plymouth:34;Rosemount:37;Blaine:38;Cottage Grove:42;Vadnais Heights:45;Andover:47;Minneapolis:102
Woodford Reserve Bourbon Liter,Whisky/Whiskey,Johnson Brothers - St. Paul,45,13.7,3.3,28.52,44.99,38.96,37,,56,189,Bloomington:1;Osseo:1;Blaine:1;Andover:2;Minnetonka:3;Stillwater:4;Chanhassen:4;Roseville:4;Cottage Grove:4;Vadnais Heights:5;St. Louis Park:5;Woodbury:5;Plymouth:6
BuzzBallz Sour Apple 187ml,Pre-Mix,Phillips Wine & Spirits - St. Paul,51,13.6,3.7,1.8,4.99,3.96,64,1 Case 48 pack Chiller free on 25 Chiller 187,53,200,Blaine:13;Minneapolis:16;Bloomington:22
Jagermeister 200ml,Cordials,Southern Glazer's Wine & Spirits of MN,310,13.5,23.0,5.67,9.99,8.96,43,case 1,61,159,Chanhassen:2;Minneapolis:3;Ramsey:4;Andover:6;Roseville:6;Plymouth:14;St. Louis Park:21;Blaine:24;Vadnais Heights:27;Osseo:29;Cottage Grove:30;Rosemount:32;Bloomington:35;Stillwater:37;Minnetonka:40
Evan Williams 100 Proof 1.75L,Whisky/Whiskey,Southern Glazer's Wine & Spirits of MN,41,13.5,3.0,22.0,35.49,29.96,38,,57,176,Chanhassen:1;Vadnais Heights:1;St. Louis Park:1;Andover:2;Cottage Grove:2;Osseo:4;Rosemount:4;Blaine:6;Minnetonka:9;Bloomington:11
Chica Chida Peanut Butter Tequila 50ml,Agave,Southern Glazer's Wine & Spirits of MN,448,13.5,33.3,1.0,2.49,1.96,60,,46,226,St. Louis Park:6;Roseville:9;Blaine:27;Cottage Grove:39;Bloomington:66;Rosemount:115;Minnetonka:186
Taaka Vodka Liter,Vodka,"Breakthru Beverage Minnesota Wine & Spirits, LLC",81,13.5,6.0,6.1,9.99,8.96,39,net down pricing,60,163,Plymouth:3;St. Louis Park:4;Stillwater:7;Minneapolis:7;Vadnais Heights:8;Chanhassen:9;Osseo:9;Bloomington:11;Roseville:11;Ramsey:12
Absolut Vodka 375ml,Vodka,Southern Glazer's Wine & Spirits of MN,180,13.4,13.4,8.59,14.99,12.96,43,,62,153,Ramsey:1;St. Louis Park:4;Plymouth:5;Cottage Grove:9;Minneapolis:9;Chanhassen:10;Roseville:17;Vadnais Heights:17;Blaine:20;Woodbury:20;Andover:24;Bloomington:44
Loon Liquors Old Fashioned 750ml,Pre-Mix,Bellboy Corporation,143,13.4,10.7,16.07,29.99,24.96,46,1 cs free on 9cs-single invoice,57,175,Stillwater:1;Chanhassen:5;Andover:7;Plymouth:7;Bloomington:8;Minneapolis:8;Roseville:9;Vadnais Heights:9;Rosemount:9;Ramsey:10;Minnetonka:11;Woodbury:16;Blaine:19;St. Louis Park:25
Pinnacle Vodka 1.75L,Vodka,Southern Glazer's Wine & Spirits of MN,76,13.3,5.7,12.35,20.99,17.96,41,,65,136,Rosemount:1;St. Louis Park:1;Blaine:1;Cottage Grove:3;Plymouth:3;Vadnais Heights:4;Woodbury:4;Andover:5;Stillwater:5;Minneapolis:5;Chanhassen:7;Minnetonka:8;Bloomington:10;Roseville:19
Buzzballz Espresso Martini Chiller 187ml,Pre-Mix,Phillips Wine & Spirits - St. Paul,242,13.3,18.1,1.8,4.49,3.96,60,1 Case 48 pack Chiller free on 25 Chiller 187,54,186,Osseo:3;Ramsey:4;Vadnais Heights:5;Rosemount:8;Blaine:8;Andover:9;Chanhassen:10;Minnetonka:13;Stillwater:13;Cottage Grove:15;Plymouth:16;St. Louis Park:19;Roseville:20;Woodbury:26;Bloomington:36;Minneapolis:37
Buzzballz Grape Gone Wild Vikings 24pk 187ml Case,Pre-Mix,,0,13.3,0.0,4.99,12.99,10.96,62,,72,105,
