upc,Department,Buyer Cost,Deal,Buy Months
615867915949,THC,7.0,3cs Min Buy,
615867915963,THC,7.0,3cs Min Buy,
615867916137,THC,7.0,3cs Min Buy,
860005527014,THC,8.83,,
860002139623,THC,8.83,,
860005527021,THC,8.83,,
860005527045,THC,8.83,,
198715532081,THC,8.5,,
198715843071,THC,8.5,,
198715744828,THC,8.5,,
850024846388,THC,7.33,,
850024846630,THC,9.17,,
850024846647,THC,9.17,,
850024846395,THC,7.33,,
850024846654,THC,9.17,,
850024846661,THC,22.5,,
858106004169,THC,9.17,,
858106004268,THC,22.5,,
858106004251,THC,9.17,,
850024846791,THC,22.5,,
850024846807,THC,7.5,,
649696490094,THC,10.0,Case 1,
860011555322,THC,8.0,Pallet Buys,
860011555308,THC,8.0,Pallet Buys,
860011555315,THC,8.0,Pallet Buys,
840006315841,THC,31.5,,
810012698061,THC,11.77,,
810012698702,THC,15.55,,
810012698078,THC,11.77,,
810012696890,THC,9.67,Free Good for 4pk Giveaway,
810012698481,THC,12.0,,
840006314448,THC,13.07,,
810012698767,THC,13.07,,
840006314486,THC,12.0,,
840006313960,THC,26.0,,
840006313939,THC,29.17,,
840006314424,THC,13.07,,
810012698719,THC,13.45,,
810012696852,THC,9.67,Free Good for 4pk Giveaway,
810012698474,THC,13.07,,
810012698535,THC,12.0,,
198168598160,THC,11.2,,
198715677201,THC,11.2,,
198715421057,THC,11.2,,
860012637768,THC,2.5,,
860013612733,THC,11.33,,
860012187997,THC,11.33,,
860013707101,THC,9.98,,
860013612757,THC,9.98,,
860013612719,THC,12.17,,
197644523061,THC,9.98,,
850047906540,THC,0.0,Case 1,
850047906564,THC,0.0,Case 1,
850047906175,THC,10.67,Case 1,
850047906335,THC,10.67,Case 1,
850047906083,THC,10.67,Case 1,
850047906458,THC,10.67,Case 1,
850047906267,THC,10.67,Case 1,
850047906380,THC,14.4,Case 1,
860008925190,THC,8.01,,
860008925138,THC,8.01,,
850048459229,THC,12.0,,
850048459212,THC,12.0,,
860008925152,THC,9.82,,
850048459496,THC,9.82,,
850048459465,THC,9.82,,
850048459397,THC,6.5,Direct Buy,
850048459014,THC,9.82,,
850048459335,THC,25.54,,
850048459687,THC,9.82,Direct Buy,
818485020914,THC,8.33,,
628719778098,THC,8.81,,
628719778104,THC,8.81,,
628719778012,THC,9.33,,
628719778111,THC,8.81,,
628719778081,THC,9.33,,
628719778234,THC,15.2,,
602573191699,THC,2.83,,
602573191675,THC,2.83,,
602573191668,THC,2.83,,
197644935406,THC,10.13,,
196852070145,THC,8.0,,
197644061204,THC,10.13,,
196852347186,THC,8.0,,
197644565382,THC,10.13,,
196852642625,THC,8.0,,
85006587023,THC,9.06,,
85006587029,THC,9.06,,
85006587003,THC,9.06,,
85006587016,THC,16.18,Done Purchasing,
85006587025,THC,9.06,,
85006587007,THC,9.06,,
85006587027,THC,9.06,,
85006587001,THC,9.06,,
85006587005,THC,9.06,,
85006587010,THC,24.27,,
85006587009,THC,9.06,,
850068508259,THC,6.0,Case 1,
850068508211,THC,6.0,Case 1,
850068508167,THC,6.0,Case 1,
850068508273,THC,6.0,Case 1,
850068508181,THC,6.0,Case 1,
850068508266,THC,6.0,Case 1,
850068508280,THC,6.0,Case 1,
850068508297,THC,6.0,Case 1,
850068508204,THC,6.0,Case 1,
850068508303,THC,6.0,Case 1,
628719778166,THC,7.0,,
628719778128,THC,7.0,,
628719778227,THC,12.4,,
628719778142,THC,7.0,,
764333647836,THC,10.0,100cs M/M 4pks,
764333647805,THC,10.0,100cs M/M 4pks,
764333647843,THC,10.0,100cs M/M 4pks,
764333647812,THC,25.0,100cs Order,
810012696937,THC,13.07,Free Good for 4pk Giveaway,
840006315377,THC,8.79,,
810012699761,THC,11.47,,
649696009234,THC,9.0,,
613527174484,THC,5.38,,
634707037139,THC,5.38,,
199284006881,THC,23.5,"Buy a pallet, get 9cs of Gummies Free to hit invoice net of $47",
643459380028,THC,9.75,,
643459379916,THC,8.67,,
643459379992,THC,9.75,,
643459379947,THC,8.67,,
643459379985,THC,7.0,,
643459379725,THC,10.67,,
643459379305,THC,9.75,,
198168140956,THC,8.67,,
643459380004,THC,9.75,,
198168611401,THC,9.75,,
643459379541,THC,9.75,,
198168350850,THC,8.67,,
643459379831,THC,5.0,,
643459380035,THC,9.75,,
643459379930,THC,8.67,,
643459379954,THC,9.75,,
643459379961,THC,8.67,,
198168016879,THC,9.75,,
643459379558,THC,5.0,,
643459379435,THC,5.0,,
643459379268,THC,5.0,,
643459379718,THC,10.67,,
643459379909,THC,8.67,,
643459379442,THC,5.0,,
850055931084,THC,5.7,,
850055931183,THC,10.0,,
850055931138,THC,11.0,,
850055931190,THC,11.0,,
850055931008,THC,10.0,,
850055931152,THC,5.7,,
850055931176,THC,10.0,,
850055931251,THC,31.0,,
850055931268,THC,31.0,,
850055931077,THC,5.7,,
850055931220,THC,11.0,,
850055931169,THC,10.0,,
850055931114,THC,11.0,,
850055931060,THC,5.7,,
850055931039,THC,10.0,,
850055931145,THC,5.7,,
850055931213,THC,11.0,,
850055931121,THC,11.0,,
850055931053,THC,5.7,,
850055931046,THC,10.0,,
850055931107,THC,11.0,,
850055931206,THC,11.0,,
628425180024,THC,8.61,12.91 rebate per case,
628425180017,THC,8.61,12.91 rebate per case,
850056651097,THC,5.83,15c,
850056651165,THC,4.5,15c,
850056651073,THC,5.83,15c,
850056651172,THC,4.5,15c,
850009065810,THC,11.73,3cs Min Buy,
850009065827,THC,11.73,3cs Min Buy,
850009065841,THC,11.73,3cs Min Buy,
198168093184,THC,10.01,Pallet Buy 104 Case,
198168101940,THC,10.01,Pallet Buy 104 Case,
198168474037,THC,10.01,Pallet Buy 104 Case,
854249004110,THC,8.67,$10 off of each case,
854249004165,THC,8.67,$10 off of each case,
854249004059,THC,6.33,$10 off of each case,
850033550757,THC,12.72,Quarterly buy,
850033550306,THC,17.41,Quarterly buy,
850077712050,THC,24.78,Quarterly buy,
850033550641,THC,24.78,Quarterly buy,
850033550375,THC,24.78,Quarterly buy,
850033550528,THC,25.45,Quarterly buy,
850033550443,THC,25.45,Quarterly buy,
850077712074,THC,25.45,Quarterly buy,
850077712005,THC,25.45,Quarterly buy,
850033550719,THC,12.72,Quarterly buy,
850033550733,THC,12.72,Quarterly buy,
850033550726,THC,12.72,Quarterly buy,
850033550740,THC,12.72,Quarterly buy,
850071300338,THC,9.0,Pallet Buy,
850071300345,THC,9.0,Pallet Buy,
850071300352,THC,18.0,Pallet Buy,
850071300123,THC,13.67,Pallet Buy,
850071300321,THC,9.0,Pallet Buy,
850071300314,THC,9.0,Pallet Buy,
198715584578,THC,7.83,,
198715342673,THC,7.83,,
198715419979,THC,7.83,,
669185541038,THC,1.33,60 Day Reorder Time,
669185409260,THC,3.13,60 Day Reorder Time,
669185541007,THC,2.23,60 Day Reorder Time,
669185541045,THC,1.33,60 Day Reorder Time,
669185541069,THC,1.33,60 Day Reorder Time,
669185403787,THC,2.23,60 Day Reorder Time,
669185409222,THC,3.13,60 Day Reorder Time,
669185541014,THC,2.23,60 Day Reorder Time,
669185403756,THC,2.23,60 Day Reorder Time,
669185540987,THC,1.33,60 Day Reorder Time,
669185409239,THC,3.13,60 Day Reorder Time,
669185403800,THC,2.23,60 Day Reorder Time,
669185541052,THC,1.33,60 Day Reorder Time,
669185403763,THC,2.23,60 Day Reorder Time,
669185409246,THC,3.13,60 Day Reorder Time,
669185409253,THC,3.13,60 Day Reorder Time,
669185409208,THC,2.23,60 Day Reorder Time,
669185409215,THC,2.23,60 Day Reorder Time,
669185541021,THC,1.33,60 Day Reorder Time,
669185403794,THC,2.23,60 Day Reorder Time,
669185403817,THC,2.23,60 Day Reorder Time,
669185409277,THC,3.13,60 Day Reorder Time,
685165387106,THC,8.4,Lift Bridge Supports to Hit Pricing,
685165387076,THC,8.4,Lift Bridge Supports to Hit Pricing,
685165387120,THC,20.72,Lift Bridge Supports to Hit Pricing,
685165385218,THC,9.9,$14.40/cs Rebate paid out by LB at the end of each quarter,
685165385119,THC,9.9,$14.40/cs Rebate paid out by LB at the end of each quarter,
198715259247,THC,11.2,,
198715952650,THC,11.2,,
198715262681,THC,11.2,,
198715590043,THC,11.2,,
197644256563,THC,11.2,,
197644189328,THC,11.2,,
197644293414,THC,6.99,,
198168851333,THC,11.2,,
199284895157,THC,27.5,,
197644672905,THC,11.2,,
198168881026,THC,11.2,,
197644704392,THC,11.2,,
197644490271,THC,6.99,,
199284405967,THC,27.5,,
198715075960,THC,18.33,,
197644620692,THC,11.2,,
197644401932,THC,6.99,,
197644908578,THC,11.2,,
197644147694,THC,6.99,,
620221420205,THC,9.73,Extra on 12pk to make up for 4pk,
620221420120,THC,9.73,Extra on 12pk to make up for 4pk,
602221420034,THC,9.73,Extra on 12pk to make up for 4pk,
602221420089,THC,9.73,Extra on 12pk to make up for 4pk,
620221425903,THC,29.2,Extra on 12pk to make up for 4pk,
860006677688,THC,8.0,$200 order qty per store,
860006677671,THC,8.0,$200 order qty per store,
850063284608,THC,6.0,$200 order qty per store,
850063284141,THC,8.0,$200 order qty per store,
860009899384,THC,8.0,$200 order qty per store,
850063284134,THC,8.0,$200 order qty per store,
850063284127,THC,8.0,$200 order qty per store,
860010532591,THC,8.0,$200 order qty per store,
850063284615,THC,6.0,$200 order qty per store,
860009438040,THC,8.0,$200 order qty per store,
860010316467,THC,6.0,$200 order qty per store,
860009899346,THC,11.0,$200 order qty per store,
860009438057,THC,8.0,$200 order qty per store,
860009899339,THC,11.0,$200 order qty per store,
860009438088,THC,8.0,$200 order qty per store,
860006677695,THC,8.0,$200 order qty per store,
860009899308,THC,11.0,$200 order qty per store,
860009899360,THC,8.0,$200 order qty per store,
860010316481,THC,6.0,$200 order qty per store,
860006677664,THC,8.0,$200 order qty per store,
810095561689,THC,9.17,Direct Ship to Blaine 50cs mix,
810095561672,THC,9.17,Direct Ship to Blaine 50cs mix,
810095561795,THC,9.17,Direct Ship to Blaine 50cs mix,
810095561665,THC,9.17,Direct Ship to Blaine 50cs mix,
810095561764,THC,22.0,Direct Ship to Blaine 100cs Buy,
810095561528,THC,9.17,Direct Ship to Blaine 50cs mix,
810095561535,THC,9.17,Direct Ship to Blaine 50cs mix,
860011622017,THC,9.67,,
860011319016,THC,9.67,,
860011319009,THC,9.67,,
860011319023,THC,9.67,,
860011622031,THC,16.67,,
860011319047,THC,15.0,,
860009819016,THC,8.0,,
860009819009,THC,8.0,,
860009819023,THC,8.0,,
860002977232,THC,8.0,,
649696491367,THC,3.5,,
649696489111,THC,3.5,,
649696105578,THC,3.5,,
649696010834,THC,3.5,,
649696422354,THC,3.5,,
649696494580,THC,3.5,,
649696478313,THC,3.5,,
649696029430,THC,3.5,,
649696418623,THC,3.5,,
649696009913,THC,3.5,,
420001,THC,3.5,,
850079194021,THC,6.67,Pallet Orders,
850018947985,THC,6.67,Pallet Orders,
850079194007,THC,6.67,Pallet Orders,
850079194045,THC,14.0,Pallet Orders,
199284574168,THC,3.14,,
199284257993,THC,2.83,,
198168773420,THC,6.3,,
196852859160,THC,6.3,,
199284815551,THC,6.3,,
199284589759,THC,2.83,,
199284035843,THC,3.14,,
673658342893,THC,10.0,Pallet Buy 104 Case,
673658342909,THC,10.0,Pallet Buy 104 Case,
673658342923,THC,10.0,Pallet Buy 104 Case,
673658343036,THC,16.67,Pallet Buy 104 Case,
673658343043,THC,13.34,Pallet Buy 104 Case,
673658342886,THC,10.0,Pallet Buy 104 Case,
850013921089,THC,2.0,,
850013921492,THC,7.33,,
850013921249,THC,2.0,,
850013921461,THC,7.33,,
850013921065,THC,2.0,,
850013921058,THC,2.0,,
850013921478,THC,7.33,,
850013921485,THC,7.33,,
850013921560,THC,22.0,,
860008762450,THC,11.33,,
860008762467,THC,11.33,,
860008762443,THC,11.33,,
860012955015,THC,23.04,,
649696068644,THC,2.15,,
649696065605,THC,2.15,,
649696068620,THC,2.15,,
811194039611,THC,13.33,Case 1,
811194035583,THC,5.5,Case 1,
811194034913,THC,5.5,Case 1,
811194039574,THC,13.33,Case 1,
811194035644,THC,5.5,Case 1,
811194035590,THC,5.5,Case 1,
811194034920,THC,5.5,Case 1,
811194034128,THC,5.5,Case 1,
811194034111,THC,5.5,Case 1,
859990007441,THC,8.67,,
859990007106,THC,27.0,,
859990007380,THC,8.67,,
850011431962,THC,9.15,"10 Free on 104, 3 from Stigma, 7 from Artisan",
860014678462,THC,10.71,,
850011431979,THC,9.15,"10 Free on 104, 3 from Stigma, 7 from Artisan",
850011431948,THC,9.15,"10 Free on 104, 3 from Stigma, 7 from Artisan",
850011431986,THC,9.15,"10 Free on 104, 3 from Stigma, 7 from Artisan",
850011431955,THC,9.15,"10 Free on 104, 3 from Stigma, 7 from Artisan",
860014678400,THC,21.7,"10 Free on 104, 3 from Stigma, 7 from Artisan",
860014678486,THC,21.7,"10 Free on 104, 3 from Stigma, 7 from Artisan",
850011431788,THC,24.2,"10 Free on 104, 3 from Stigma, 7 from Artisan",
850058379067,THC,11.2,Support with Free cs from SJ,
850058379029,THC,10.58,,
850058379173,THC,11.2,Support with Free cs from SJ,
850058379098,THC,10.58,,
850058379128,THC,11.2,Support with Free cs from SJ,
850058379043,THC,7.06,,
198715102017,THC,5.2,Direct Ship to Blaine,
198715221473,THC,5.2,Direct Ship to Blaine,
198715344844,THC,5.2,Direct Ship to Blaine,
198715463590,THC,5.2,Direct Ship to Blaine,
198715216912,THC,5.2,Direct Ship to Blaine,
198715716610,THC,5.2,Direct Ship to Blaine,
860009350953,THC,3.2,,
860009350946,THC,3.2,,
860009350908,THC,8.0,,
850009601247,THC,10.67,,
850009601223,THC,10.67,,
850009601230,THC,10.67,,
850009601407,THC,16.0,,
810091530252,THC,10.33,,
810091530368,THC,10.33,,
810091530849,THC,13.33,,
810012698610,THC,11.75,,
810012698634,THC,11.75,,
810012698597,THC,11.75,,
810012693882,THC,18.02,,
850039736483,THC,1.67,,
850039736346,THC,10.0,,
850039736322,THC,10.0,,
850039736490,THC,1.67,,
850039736551,THC,10.0,,
850039736544,THC,10.0,,
850039736469,THC,1.67,,
850039736476,THC,1.67,,
850039736650,THC,26.4,,
850039736667,THC,26.4,,
850039736353,THC,10.0,,
850039736339,THC,10.0,,
852449007429,THC,22.35,Case 1,
852449007986,THC,8.68,Case 1,
852449007931,THC,8.68,Case 1,
852449007740,THC,8.68,Case 1,
852449007979,THC,8.68,Case 1,
649696014825,THC,8.33,,
649696405449,THC,8.33,,
649696006370,THC,8.33,,
784196719259,THC,9.0,,
784196719242,THC,9.0,,
850007584825,THC,9.0,,
850007584917,THC,9.0,,
784196719273,THC,23.5,,
850046271397,THC,11.2,FG From Supplier,
850046271380,THC,11.2,FG From Supplier,
850046271298,THC,11.2,FG From Supplier,
850018947916,THC,1.67,,
850018947893,THC,1.67,,
850018947404,THC,9.0,,
850018947510,THC,10.99,Pallet Orders,
850018947961,THC,10.99,Pallet Orders,
850018947718,THC,10.99,,
850018947879,THC,10.99,,
850018947640,THC,20.0,,
850018947541,THC,20.0,,
196852875160,THC,8.38,Case 1 Upfront,
198715066937,THC,9.0,,
196852500505,THC,8.38,Case 1 Upfront,
198715172546,THC,8.37,,
196852039432,THC,8.38,Case 1 Upfront,
198715546675,THC,9.0,,
198715139464,THC,9.0,,
198715683899,THC,20.55,,
197644343683,THC,16.5,Case 1 Upfront,
51497359409,THC,10.0,,
51497154110,THC,10.0,Kiwi Strawberry (Pink),
51497359386,THC,10.0,Yellow,
51497436940,THC,10.0,Green,
51497411770,THC,8.33,Currently Anytime (Blue)  – Changing to Nighttime,
51497411794,THC,10.0,Yellow (Daytime),
51497359393,THC,10.0,Purple,
51497436933,THC,10.0,Red,
810023141013,THC,8.33,Blackberry Lemon (Purple),
894655001440,Wine,17.88,,
894655001457,Wine,9.88,,
810879021163,Wine,16.75,,
810879024898,Wine,8.58,,
810879025734,Wine,16.08,,
810879021514,Wine,10.58,,
810879020104,Wine,6.7,,
894655001716,Wine,6.7,,
894655001259,Wine,11.86,,
810879020302,Wine,6.7,,
810879020883,Wine,6.58,,
810879027851,Wine,11.71,,
894655001686,Wine,6.86,,
810879020647,Wine,8.27,,
894655001396,Wine,6.7,,
810879021477,Wine,6.57,,
810879020357,Wine,20.07,,
810879020340,Wine,9.83,,
894655001488,Wine,6.71,,
810879021330,Wine,11.08,,
810879021538,Wine,6.7,,
810879021934,Wine,8.96,,
810879023945,Wine,10.08,,
810879020838,Wine,8.57,,
810879026250,Wine,9.42,,
810879026311,Wine,15.58,,
810879026748,Wine,24.54,,
810879026779,Wine,20.44,,
810879027509,Wine,9.58,,
810879020708,Wine,14.39,,
894655001785,Wine,9.12,,
894655001228,Wine,6.57,,
810879021903,Wine,6.58,,
894655001976,Wine,6.86,,
810879021422,Wine,7.58,,
810879020203,Wine,13.17,,
894655001426,Wine,6.7,,
894655001600,Wine,6.58,,
894655001099,Wine,6.58,,
810879021439,Wine,15.42,,
810879023655,Wine,9.52,,
894655001860,Wine,6.58,,
894655001518,Wine,6.7,,
894655001945,Wine,10.36,,
810204640892,Wine,9.75,,
810879020593,Wine,8.92,,
810879022108,Wine,14.75,,
894655001822,Wine,6.58,,
894655001037,Wine,6.57,,
810879023969,Wine,9.42,,
894655001679,Wine,6.86,,
810879022320,Wine,5.42,,
810204640885,Wine,6.92,,
810879020777,Wine,9.42,,
810879020586,Wine,6.71,,
810879022290,Wine,20.36,,
810879022283,Wine,16.53,,
810879021965,Wine,18.7,,
810879020869,Wine,25.36,,
810879021958,Wine,10.25,,
810879024577,Wine,7.5,,
810879027974,Wine,7.5,,
810879028605,Wine,8.75,,
8023415000078,Wine,6.33,,
873964002157,Wine,7.08,,
80960000807,Wine,33.5,,
80960000708,Wine,33.5,,
5604575002060,Wine,7.42,,
5600221678818,Wine,6.75,,
5600221678221,Wine,6.75,,
860008268693,Wine,10.11,,
860008882424,Wine,10.11,,
860008882431,Wine,10.42,,
860010232057,Wine,10.42,,
860010232064,Wine,10.58,,
860008882400,Wine,9.36,,
860008882417,Wine,8.3,,
873964000412,Wine,10.71,,
400000023663,Wine,28.85,,
873964002348,Wine,2.89,,
400000023700,Wine,71.03,,
873964000023,Wine,19.02,,
860008268624,Wine,15.58,,
860008268617,Wine,12.25,,
860008268600,Wine,10.25,,
873964002789,Wine,2.89,,
400000023687,Wine,72.09,,
873964002232,Wine,2.89,,
3700415103248,Wine,34.66,,
400000023748,Wine,32.41,,
3760280782498,Wine,66.7,,
400000023755,Wine,519.65,,
873964004472,Wine,15.2,,
3263070054305,Wine,42.42,,
400000023717,Wine,33.84,,
400000023694,Wine,570.56,,
400000023670,Wine,31.69,,
400000023724,Wine,27.18,,
400000023731,Wine,34.66,,
400000023847,Wine,27.24,,
873964003086,Wine,9.95,,
855357000032,Wine,5.58,,
792468203016,Wine,5.58,,
8003030878122,Wine,5.87,,
816805021405,Wine,5.27,,
816805021696,Wine,7.04,,
792468203078,Wine,6.48,,
792468203030,Wine,7.16,,
816805021948,Wine,10.38,,
859481003884,Wine,6.75,,
80368998003,Wine,6.92,,
810879020135,Wine,6.08,,
810879024911,Wine,10.78,,
810879020876,Wine,7.74,,
873964004403,Wine,13.41,,
810879020470,Wine,23.42,,
810879026786,Wine,28.92,,
3760057930039,Wine,13.48,,
3760057930015,Wine,16.44,,
873964000054,Wine,10.18,,
873964001617,Wine,11.33,,
873964004229,Wine,8.39,,
632974001648,Wine,5.08,,
400000025414,Wine,113.19,,
873964001167,Wine,7.58,,
873964001914,Wine,8.38,,
873964001907,Wine,8.48,,
400000023762,Wine,143.43,,
3760190893239,Wine,11.4,,
80368851117,Wine,8.08,,
400000025415,Wine,29.09,,
873964004502,Wine,11.23,,
400000005959,Wine,5.6,,
400000008271,Wine,4.9,,
400000008288,Wine,4.9,,
850052364342,Wine,9.54,,
850052364359,Wine,10.17,,
400000025416,Wine,32.56,,
851241001796,Wine,7.42,,
80960330027,Wine,7.75,,
5600312192049,Wine,7.08,,
80960100644,Wine,11.5,,
80960000074,Wine,8.58,,
80960100651,Wine,11.5,,
80960100682,Wine,7.75,,
80960100675,Wine,8.58,,
80960100668,Wine,11.5,,
8411423604300,Wine,9.08,,
81054614443,Wine,2.25,,
857674005004,Wine,8.08,,
857674005028,Wine,8.08,,
80960000906,Wine,33.5,,
850052364106,Wine,29.42,,
850052364113,Wine,30.71,,
761919300024,Wine,8.75,,
761919750065,Wine,8.75,,
761919750195,Wine,8.75,,
761919750027,Wine,8.75,,
761919750256,Wine,8.75,,
761919750287,Wine,8.75,,
761919750188,Wine,8.75,,
761919750157,Wine,8.75,,
761919750225,Wine,8.75,,
761919750072,Wine,8.75,,
761919750133,Wine,8.75,,
761919750317,Wine,8.75,,
761919750010,Wine,8.75,,
763955572588,Wine,8.42,,
763955572168,Wine,8.08,,
763955572144,Wine,8.08,,
855357000872,Wine,7.5,,
855357000629,Wine,7.62,,
763955703715,Wine,7.08,,
763955703722,Wine,7.08,,
717071911707,Wine,19.04,,
717071919703,Wine,10.54,,
717071913329,Wine,12.54,,
717071913701,Wine,10.75,,
717071911714,Wine,14.04,,
852282002162,Wine,8.75,,
852282002155,Wine,8.75,,
35127286006,Wine,13.48,,
35127286136,Wine,13.48,,
8025300005007,Wine,18.15,,
891240001359,Wine,12.81,,
891240001199,Wine,12.81,,
891240001569,Wine,12.81,,
891240001724,Wine,22.81,,
891240001281,Wine,12.81,,
829198022249,Wine,12.81,,
400000006048,Wine,34.96,,
3512674140755,Wine,10.15,,
400000025254,Wine,28.81,,
55125073315,Wine,29.48,,
851075002013,Wine,10.81,,
400000016665,Wine,161.75,,
400000006055,Wine,54.96,,
400000020266,Wine,168.15,,
400000024318,Wine,86.81,,
400000020273,Wine,169.48,,
10272017105,Wine,32.81,,
10272017501,Wine,36.81,,
858692000101,Wine,14.15,,
8412449102917,Wine,10.15,,
8412449102894,Wine,12.15,,
8412449102979,Wine,14.96,,
400000001043,Wine,29.48,,
195893699742,Wine,16.15,,
5602002102284,Wine,10.15,,
89832920144,Wine,9.48,,
8027464000027,Wine,9.48,,
8014350000025,Wine,20.48,,
88156025511,Wine,11.48,,
88156008439,Wine,28.29,,
875853001111,Wine,10.81,,
400000007663,Wine,11.48,,
3591440002039,Wine,28.29,,
688187044040,Wine,12.15,,
745163001531,Wine,13.48,,
700323577288,Wine,12.15,,
3760087400274,Wine,10.15,,
8032535710125,Wine,20.15,,
78046552900037,Wine,18.15,,
78046552900020,Wine,18.15,,
7804655290372,Wine,14.81,,
8437008587189,Wine,29.62,,
8437008587172,Wine,40.29,,
8437008587196,Wine,26.96,,
8437018639540,Wine,26.96,,
97871000345,Wine,16.15,,
5200112810947,Wine,14.96,,
5200112810046,Wine,14.96,,
670541779309,Wine,10.15,,
519201655416123,Wine,12.15,,
400000003115,Wine,10.81,,
400000004389,Wine,15.48,,
55125555638,Wine,62.81,,
8032535710828,Wine,42.81,,
400000022482,Wine,17.62,,
8026965601436,Wine,54.15,,
8026965601429,Wine,18.81,,
8054377050092,Wine,12.81,,
723388000126,Wine,13.48,,
883122772020,Wine,17.48,,
117112764349,Wine,12.81,,
741459649715,Wine,8.15,,
78779087248,Wine,3.41,,
630125324387,Wine,3.41,,
718122673827,Wine,22.29,,
630125324363,Wine,3.41,,
3800213973385,Wine,13.48,,
8412449102955,Wine,24.29,,
5602281902506,Wine,3.07,,
875359003527,Wine,9.48,,
875359002520,Wine,9.48,,
7798000210590,Wine,12.81,,
7798000211016,Wine,12.81,,
810998010031,Wine,10.15,,
853076003006,Wine,10.81,,
400000017068,Wine,80.58,,
436017632064,Wine,20.44,,
836957000097,Wine,14.15,,
875359003718,Wine,8.81,,
875359002544,Wine,8.81,,
89832921073,Wine,14.15,,
400000003122,Wine,23.48,,
89832901174,Wine,10.81,,
89832910152,Wine,25.81,,
89832910060,Wine,10.15,,
89832910008,Wine,8.81,,
336591002216,Wine,26.81,,
875359002629,Wine,11.48,,
713757762823,Wine,16.15,,
713757762724,Wine,14.15,,
713757762427,Wine,17.48,,
752830625761,Wine,12.81,,
400000024714,Wine,17.48,,
800026865306,Wine,13.48,,
5512510413,Wine,49.81,,
3119460010119,Wine,9.48,,
722358126156,Wine,9.48,,
722358005956,Wine,9.48,,
722358120451,Wine,9.48,,
97871003520,Wine,42.96,,
97871003537,Wine,38.96,,
97871013246,Wine,12.15,,
3760046000309,Wine,16.81,,
745163446400,Wine,18.15,,
8057968070127,Wine,12.81,,
89832900061,Wine,8.15,,
89832901006,Wine,8.15,,
89832900078,Wine,8.15,,
89832901143,Wine,8.15,,
89832901136,Wine,8.15,,
856374001460,Wine,20.15,,
890841002055,Wine,22.15,,
890841002079,Wine,20.15,,
875359002698,Wine,10.15,,
875359005033,Wine,74.81,,
3760104955510,Wine,12.15,,
3700092711101,Wine,40.15,,
3700092713396,Wine,185.75,,
3700092711132,Wine,45.48,,
185961000983,Wine,8.2,,
400000000169,Wine,15.48,,
610877762729,Wine,26.81,,
708280715248,Wine,31.48,,
400000009315,Wine,21.48,,
798304379365,Wine,26.81,,
80720010428,Wine,16.81,,
604331003992,Wine,8.15,,
891240001717,Wine,10.15,,
891240001588,Wine,10.15,,
891240001571,Wine,10.15,,
891240001458,Wine,10.15,,
891240001762,Wine,10.15,,
891240001748,Wine,10.15,,
865317000309,Wine,10.81,,
865317000316,Wine,10.81,,
853725008000,Wine,2.57,,
8012377000271,Wine,20.15,,
8012377000165,Wine,16.81,,
8437005637023,Wine,9.48,,
400000025179,Wine,78.96,,
89832920014,Wine,10.81,,
8410644210130,Wine,5.07,,
89832920038,Wine,11.48,,
89832923152,Wine,12.15,,
89832412007,Wine,8.81,,
89832010098,Wine,8.81,,
715897009837,Wine,14.81,,
715897008137,Wine,18.81,,
715897008335,Wine,18.15,,
715897009332,Wine,28.15,,
5200134860036,Wine,18.81,,
858973002398,Wine,8.81,,
400000017228,Wine,37.15,,
8427884000056,Wine,14.81,,
7801222923626,Wine,6.15,,
7801222923619,Wine,4.65,,
7801222923879,Wine,6.15,,
7801222923602,Wine,6.15,,
8032636135315,Wine,18.81,,
8032636135865,Wine,38.15,,
8032636135308,Wine,16.15,,
8032636135520,Wine,21.48,,
8032636315018,Wine,16.15,,
97871013918,Wine,11.48,,
97871013642,Wine,10.15,,
97871013925,Wine,10.15,,
336591009154,Wine,12.81,,
8032601850014,Wine,14.81,,
89832229575,Wine,12.81,,
89832224273,Wine,13.48,,
98576906420,Wine,20.15,,
851241002861,Wine,26.96,,
851241002809,Wine,11.15,,
851241002847,Wine,12.48,,
851241003042,Wine,12.48,,
851241003233,Wine,14.15,,
851241002946,Wine,10.81,,
35127286068,Wine,10.15,,
186726000644,Wine,16.15,,
638729001338,Wine,6.62,,
638729001000,Wine,6.18,,
638729001017,Wine,6.62,,
638729001024,Wine,6.18,,
638729001031,Wine,6.08,,
88586006319,Wine,8.15,,
8001487001148,Wine,10.81,,
400000003740,Wine,19.15,,
35127286044,Wine,10.81,,
88156026334,Wine,15.48,,
9324364001604,Wine,16.15,,
8001487001100,Wine,11.48,,
867813000104,Wine,16.81,,
843655572788,Wine,10.15,,
843655572252,Wine,10.15,,
35127286129,Wine,16.15,,
8054956370009,Wine,32.29,,
745163446509,Wine,12.15,,
853076003051,Wine,14.15,,
853076003075,Wine,16.15,,
853076003037,Wine,14.15,,
89832259992,Wine,10.15,,
89832412038,Wine,10.15,,
8412449102177,Wine,24.29,,
5541681820171,Wine,18.15,,
609750100109,Wine,20.81,,
3830047630055,Wine,15.62,,
3830047630079,Wine,12.29,,
3830047630031,Wine,12.29,,
3830047630017,Wine,15.62,,
400000024578,Wine,14.81,,
97871012164,Wine,9.48,,
860007770241,Wine,5.65,,
860007770210,Wine,12.79,,
860007770234,Wine,5.65,,
