upc,Department,Buyer Cost,Deal,Buy Months
899175002090,Wine,21.21,,
899175002038,Wine,19.54,,
899175002014,Wine,13.54,,
8991755002076,Wine,19.54,,
8052405310026,Wine,20.21,,
8500218236106,Wine,15.54,,
8437001433308,Wine,8.88,,
400000023236,Wine,17.54,,
3760173900060,Wine,23.54,,
3760173900022,Wine,12.21,,
761503252104,Wine,19.54,,
761503516251,Wine,23.54,,
5541611817,Wine,18.88,,
8437001115822,Wine,18.21,,
742204098222,Wine,14.88,,
8110620001492,Wine,64.88,,
8110620002932,Wine,21.21,,
811062000163,Wine,41.54,,
718941463241,Wine,10.88,,
5512555746,Wine,14.88,,
8429073022016,Wine,21.54,,
899332004011,Wine,14.21,,
400000006017,Wine,36.88,,
7501801001157,Wine,16.21,,
899175002069,Wine,11.54,,
664841008009,Wine,10.21,,
8429164000015,Wine,7.54,,
55113062018,Wine,32.42,,
400000006772,Wine,37.75,,
664841016080,Wine,14.38,,
664841016028,Wine,14.38,,
3176481013925,Wine,14.88,,
664841100956,Wine,13.54,,
610373581312,Wine,9.54,,
400000016542,Wine,16.88,,
3176481009812,Wine,10.21,,
5541604162016,Wine,12.54,,
680144007518,Wine,10.88,,
664841017001,Wine,44.21,,
664841017025,Wine,32.21,,
815541000774,Wine,22.88,,
815541000767,Wine,18.21,,
664841010200,Wine,29.75,,
664841010217,Wine,23.75,,
636824792472,Wine,9.54,,
664841006005,Wine,26.21,,
400000016535,Wine,32.21,,
815102000526,Wine,21.54,,
554163152018,Wine,12.21,,
4260007822067,Wine,11.54,,
400000002590,Wine,15.21,,
3162016105,Wine,13.54,,
896237002029,Wine,10.21,,
3361123110029,Wine,23.54,,
3770023473019,Wine,32.88,,
3770023473064,Wine,33.12,,
3770023475678,Wine,76.54,,
400000020310,Wine,12.88,,
5541692117,Wine,11.54,,
3760072420102,Wine,35.08,,
358329052027,Wine,17.88,,
55125557120,Wine,40.21,,
3770023471234,Wine,124.38,,
3770002832042,Wine,14.21,,
551251005180,Wine,35.21,,
3361121340022,Wine,23.54,,
3760075540050,Wine,22.21,,
761503334114,Wine,73.75,,
664841009310,Wine,24.42,,
695798132127,Wine,15.21,,
8008700123526,Wine,32.54,,
761503222268,Wine,14.54,,
783757201332,Wine,11.54,,
852597003014,Wine,16.21,,
852597003137,Wine,21.54,,
8033102121252,Wine,14.54,,
8033102121238,Wine,14.21,,
8033102120712,Wine,13.54,,
83648000014,Wine,40.42,,
83648842584,Wine,13.54,,
83648871317,Wine,13.54,,
83648877111,Wine,21.54,,
83648012123,Wine,13.54,,
83648000007,Wine,44.42,,
83648000151,Wine,23.54,,
83648000021,Wine,40.42,,
727760509719,Wine,15.71,,
3760173900046,Wine,14.21,,
85155000044,Wine,17.21,,
8437007839944,Wine,13.21,,
761666002417,Wine,13.54,,
899332002147,Wine,14.54,,
899332000303,Wine,11.54,,
8029627192181,Wine,22.54,,
852597003007,Wine,12.21,,
852597003038,Wine,14.88,,
852597003069,Wine,11.54,,
614019599921,Wine,15.21,,
55125551302,Wine,19.54,,
55125555386,Wine,16.88,,
695798214922,Wine,28.54,,
695798111023,Wine,26.88,,
695798112228,Wine,17.21,,
695798114222,Wine,13.54,,
695798512028,Wine,29.54,,
695798714026,Wine,12.21,,
695798112129,Wine,16.88,,
695798117223,Wine,13.54,,
695798117124,Wine,23.75,,
695798111221,Wine,73.08,,
400000011974,Wine,21.54,,
8437007839975,Wine,13.21,,
8436561120468,Wine,11.54,,
8436561120253,Wine,10.88,,
8437012218772,Wine,13.54,,
8436561120277,Wine,10.88,,
804879598022,Wine,9.54,,
654029001069,Wine,10.88,,
400000022536,Wine,33.54,,
55125111617,Wine,35.21,,
8032611571008,Wine,12.88,,
664841011009,Wine,10.21,,
3760072420126,Wine,18.88,,
3760072420072,Wine,16.54,,
3760072420119,Wine,14.88,,
3760072420133,Wine,20.21,,
897097002020,Wine,22.21,if we want to DI a pallet it would be $400 a case,
816068010048,Wine,70.42,,
400000022581,Wine,36.88,,
728967021752,Wine,55.21,,
728967023756,Wine,42.88,,
728967042757,Wine,33.54,,
4850017750018,Wine,18.21,,
694406500013,Wine,15.21,,
5999035182155,Wine,22.88,,
400000014791,Wine,17.54,,
3830049280005,Wine,14.88,,
3830049281088,Wine,13.54,,
3830049281675,Wine,14.88,,
3830049281026,Wine,13.54,,
400000006062,Wine,16.21,,
4028309160597,Wine,18.21,,
811312003470,Wine,10.21,,
7501053167014,Wine,10.21,,
7501053620212,Wine,13.21,,
664841005008,Wine,13.71,,
676080090196,Wine,13.54,,
3176481012560,Wine,13.21,,
761503232250,Wine,73.08,,
400000013657,Wine,53.54,,
8055400971032,Wine,22.88,,
8055400971025,Wine,22.88,,
3760080098522,Wine,8.21,,
8033055170390,Wine,8.21,,
5512533114,Wine,17.54,,
55416033020181,Wine,31.54,,
854555012694,Wine,8.88,,
721384040092,Wine,21.54,,
721384040221,Wine,46.21,,
721384040054,Wine,33.54,,
400000000589,Wine,25.54,,
8437002995058,Wine,25.54,,
400000000879,Wine,35.21,,
867792000478,Wine,30.21,,
664841010002,Wine,14.54,,
66484101001,Wine,18.54,,
837571004423,Wine,7.54,,
664841101427,Wine,34.21,,
761503235251,Wine,28.21,,
400000025180,Wine,40.21,,
400000025630,Wine,44.21,,
400000025629,Wine,44.21,,
400000025631,Wine,44.21,,
897523421463,Wine,14.88,,
860003616956,Wine,21.88,,
3760042583325,Wine,21.54,,
8437001132010,Wine,17.54,,
607998,Wine,38.88,,
400000025544,Wine,10.21,,
400000025551,Wine,11.54,,
55434042817,Wine,19.54,,
55125071717,Wine,10.21,,
5604424370005,Wine,6.88,,
400000006734,Wine,18.54,,
400000004815,Wine,34.54,,
61037358133,Wine,29.54,,
5116921170,Wine,19.54,,
761666001335,Wine,11.54,,
761666001328,Wine,11.54,,
761666001212,Wine,11.54,,
5541611042016,Wine,17.54,,
761503232205,Wine,34.21,,
614019600481,Wine,24.88,,
400000024615,Wine,21.21,,
761503232113,Wine,19.88,,
761503232106,Wine,22.54,,
761666002455,Wine,9.54,,
664841000355,Wine,12.88,,
664841019012,Wine,14.21,,
664841019005,Wine,17.54,,
664841019043,Wine,12.88,,
8436559741804,Wine,18.88,,
8429073022207,Wine,29.88,,
688262010809,Wine,29.75,,
688262010137,Wine,14.88,,
688262030401,Wine,14.88,,
400000019345,Wine,16.88,,
55125111017,Wine,14.88,,
400000023823,Wine,15.21,,
182515000529,Wine,17.54,,
182515000031,Wine,26.21,,
803979600075,Wine,11.54,,
8437004566089,Wine,18.88,,
8032979600013,Wine,12.21,,
7277605167244,Wine,14.21,,
7277605167480,Wine,13.54,,
7277605174006,Wine,12.88,,
7277605167312,Wine,13.54,,
83648000175,Wine,11.54,,
83648000182,Wine,12.21,,
83648000304,Wine,12.21,,
3859892261016,Wine,16.88,,
727760512993,Wine,16.21,,
3517251015112,Wine,48.54,,
3517251001115,Wine,39.54,,
8000942012156,Wine,10.88,,
5604424209008,Wine,6.21,,
8033219922131,Wine,30.42,,
8033219921202,Wine,18.54,,
3830000654395,Wine,12.21,,
3830000654517,Wine,12.21,,
815783000013,Wine,46.21,,
895616001318,Wine,14.21,,
664841014000,Wine,35.54,,
664841014048,Wine,21.21,,
815541000569,Wine,18.54,,
189113000432,Wine,7.54,,
761503521637,Wine,33.54,,
3830041090015,Wine,14.21,,
3830041090312,Wine,17.88,,
3830041090060,Wine,14.21,,
19,Wine,18.21,,
5512555570,Wine,68.21,,
400000012186,Wine,68.88,,
896224091609,Wine,21.54,,
896224081501,Wine,12.21,,
896224000052,Wine,22.21,,
3830048180399,Wine,15.88,,
3830048180221,Wine,16.88,,
645549420881,Wine,12.88,,
761503253347,Wine,20.21,,
89417002500,Wine,8.21,,
89417002517,Wine,8.21,,
400000007106,Wine,16.88,,
400000007090,Wine,40.21,,
400000007113,Wine,17.21,,
875734001025,Wine,11.54,,
839154001027,Wine,14.21,,
875734001100,Wine,12.88,,
3760098960170,Wine,123.54,,
3760098960026,Wine,55.88,,
610373581060,Wine,16.54,,
658325597776,Wine,14.21,,
812572008427,Wine,9.54,,
400000014777,Wine,35.21,,
816068010239,Wine,36.21,,
816068010246,Wine,33.54,,
400000022574,Wine,58.42,,
816068010093,Wine,18.21,,
816068010109,Wine,18.21,,
94922299239,Wine,10.88,,
19962700712,Wine,10.88,,
94922197337,Wine,18.21,,
94922197276,Wine,17.54,,
94922115041,Wine,14.88,,
94922115034,Wine,13.54,,
94922197320,Wine,8.88,,
761503723864,Wine,8.88,,
761503723918,Wine,11.54,,
664841101236,Wine,19.21,,
664486040020,Wine,8.21,,
664841012051,Wine,24.08,,
664841012006,Wine,11.54,,
725272730706,Wine,16.21,,
860002317991,Wine,38.21,,
860002317960,Wine,18.88,,
8055681511651,Wine,41.54,,
55681511989,Wine,20.21,,
700083319661,Wine,14.21,,
400000023816,Wine,13.21,,
400000015941,Wine,148.21,,
740781856891,Wine,16.21,,
55416122416,Wine,17.54,,
656374220652,Wine,35.21,,
656374302655,Wine,29.04,,
656374299658,Wine,18.88,,
664841001000,Wine,30.21,,
3859888214026,Wine,13.54,,
400000006314,Wine,20.54,,
316201610514,Wine,18.21,,
761503515582,Wine,24.21,,
8030227039028,Wine,25.54,,
8030227000127,Wine,11.54,,
8030227059163,Wine,7.54,,
8030227070007,Wine,19.62,,
8030227070014,Wine,19.62,,
8030227059088,Wine,9.54,,
8030227096021,Wine,7.54,,
8030227002121,Wine,11.88,,
400000025607,Wine,16.21,,
400000025606,Wine,16.21,,
400000025605,Wine,20.21,,
851764000160,Wine,18.88,,
664841007002,Wine,14.88,,
715543111327,Wine,16.88,,
727760510531,Wine,27.71,,
740814152242,Wine,13.42,,
812643020006,Wine,12.87,,
80232000030,Wine,13.42,,
729722700103,Wine,7.2,,3|5|8|11|12
729722700271,Wine,7.2,,3|5|8|11|12
729722700127,Wine,7.2,,3|5|8|11|12
729722700219,Wine,9.86,,3|5|8|11|12
729722700257,Wine,9.86,,3|5|8|11|12
729722700608,Wine,7.2,,3|5|8|11|12
613605062054,Wine,34.85,,
716898950012,Wine,96.85,,
855622000118,Wine,31.31,,
855622000811,Wine,31.31,,
855622000910,Wine,12.65,,
855622000019,Wine,31.31,,
856184006211,Wine,16.65,,
856184006112,Wine,10.65,,
856184006310,Wine,10.65,,
17224510208,Wine,6.97,,
17224710202,Wine,12.92,,2|3|4|7|8|11
17224710226,Wine,12.92,,2|3|4|7|8|11
17224710219,Wine,20.42,,2|3|4|7|8|11
85000020562,Wine,17.76,,
724404009031,Wine,25.09,,
724404009383,Wine,14.09,,
724404009116,Wine,10.09,,
734599240058,Wine,15.83,,
896383000016,Wine,33.52,,
819451000053,Wine,11.42,,
8006233101684,Wine,9.42,,
850067411048,Wine,9.54,,
8027185219111,Wine,56.09,,
17224110101,Wine,127.68,,
17224412106,Wine,64.06,,2|3|4|7|8|11
17224713104,Wine,32.42,,2|3|4|7|8|11
17224712107,Wine,54.42,,2|3|4|7|8|11
17224510109,Wine,28.72,,
17224770107,Wine,19.92,,2|3|4|7|8|11
17224720102,Wine,126.09,,2|3|4|7|8|11
17224710011,Wine,21.42,,2|3|4|7|8|11
857885000003,Wine,14.58,,
857885000294,Wine,9.03,,
400000023489,Wine,235.1,,
734599404566,Wine,45.18,,
84279998008,Wine,12.41,,
85155000037,Wine,14.09,,
85155001010,Wine,4.66,,
85155000013,Wine,14.09,,
85155000402,Wine,14.09,,
85155001409,Wine,4.66,,
85155273837,Wine,7.52,,
81587119958,Wine,33.43,,
400000001326,Wine,235.18,,
400000025308,Wine,235.18,,
81587119897,Wine,66.76,,
3299641119319,Wine,8.09,,
3760302820474,Wine,25.09,,
3760302820917,Wine,25.09,,
812949023459,Wine,8.98,,
81753809423,Wine,24.76,,
17224760122,Wine,13.09,,2|3|4|7|8|11
17224560128,Wine,6.22,,
17224750123,Wine,7.42,,2|3|4|7|8|11
753625103402,Wine,8.45,,
81753811020,Wine,232.18,,
97546512128,Wine,24.59,,
97546504123,Wine,349.1,,
97546502129,Wine,35.09,,
489192372975,Wine,56.85,,
689192370278,Wine,66.85,,
689192370179,Wine,43.43,,
636595108755,Wine,229.18,,
853562004401,Wine,14.09,,
769692007239,Wine,14.42,,
892420000018,Wine,26.76,,
819451006505,Wine,33.52,,
819451006000,Wine,97.78,,
831526000638,Wine,5.72,,
831526000614,Wine,10.17,,2|3|4|7|8|11
812949023053,Wine,9.76,,
15917026968,Wine,37.68,,
721512000691,Wine,6.15,,
721512000622,Wine,6.31,,
721512000745,Wine,10.98,,
721512000721,Wine,8.98,,
721512000660,Wine,8.65,,
721512000653,Wine,10.31,,
400000021645,Wine,45.18,,
862442000020,Wine,37.68,,
862442000013,Wine,38.11,,
47156357503,Wine,51.76,,
47156107504,Wine,35.09,,
47156157509,Wine,26.09,,
47156507502,Wine,36.76,,
47156307508,Wine,30.09,,
811994010636,Wine,13.42,,
811994010469,Wine,49.09,,
851115002461,Wine,5.77,,
851115002621,Wine,5.77,,
851115002218,Wine,5.77,,
400000002187,Wine,5.77,,
851115002256,Wine,5.77,,
851115002775,Wine,5.77,,
851115002539,Wine,5.77,,
850202002247,Wine,27.09,,
620654011230,Wine,44.52,,
819135020018,Wine,21.43,,
400000023410,Wine,273.93,,
851115002188,Wine,24.68,,
819451005003,Wine,11.42,,
851115002287,Wine,11.09,,
722690500058,Wine,12.09,,
81753802363,Wine,218.18,,
734599721656,Wine,279.18,,
850651005110,Wine,9.54,,
400000021881,Wine,38.09,,
632987000102,Wine,43.52,,
673087131259,Wine,7.31,,
673087131242,Wine,7.31,,
740814050005,Wine,13.42,,
740814100007,Wine,22.23,,
740814130004,Wine,33.78,,
740814020008,Wine,18.89,,
740814070003,Wine,13.42,,
852411007563,Wine,11.42,,
852411007570,Wine,11.42,,
852411007969,Wine,11.42,,
734599721557,Wine,279.18,,
400000017624,Wine,295.18,,
877397006850,Wine,10.59,,
877397006966,Wine,10.59,,
877397006867,Wine,10.59,,
55125552026,Wine,17.34,,
746751000134,Wine,16.09,,
746751000103,Wine,17.59,,
746751000110,Wine,18.09,,
746751687137,Wine,10.76,,
8411509122100,Wine,22.76,,
1072972200183,Wine,62.76,,
729722001026,Wine,12.76,,
815132010076,Wine,53.52,,
860003304235,Wine,20.09,,
670580004172,Wine,7.8,,
670580001171,Wine,7.8,,
670580002178,Wine,7.8,,
670580008170,Wine,7.8,,
670580006176,Wine,7.8,,
670580003175,Wine,7.8,,
670580067177,Wine,7.8,,
670580009177,Wine,7.8,,
6009648622647,Wine,29.09,,
710909510103,Wine,5.64,,
710909710107,Wine,10.75,,2|3|4|7|8|11
710909720106,Wine,8.59,,2|3|4|7|8|11
860003017517,Wine,50.34,,
860003017500,Wine,35.43,,
860003017524,Wine,47.34,,
81753839307,Wine,15.26,,
88110551056,Wine,44.33,,
88076161658,Wine,50.31,,
88110551032,Wine,26.13,,
763955990023,Wine,9.18,,
8414219019807,Wine,5.42,,
81753801847,Wine,12.42,,
81753801403,Wine,56.18,,
81753801823,Wine,50.18,,
732099038687,Wine,10.09,,
732099038694,Wine,11.42,,
877397000452,Wine,10.09,,
82544990528,Wine,9.09,,
82544990719,Wine,9.09,,
82544990047,Wine,9.09,,
82544990474,Wine,9.09,,
82544991266,Wine,9.09,,
82544009046,Wine,9.09,,
721512005023,Wine,8.31,,
721512005030,Wine,12.98,,
721512005047,Wine,6.31,,
55125557571,Wine,86.68,,
85740700205,Wine,43.52,,
400000020808,Wine,93.52,,
793573031686,Wine,16.76,,
793573843883,Wine,16.76,,
657875000019,Wine,15.34,,
579000098,Wine,8.4,,
579000555,Wine,33.52,,
579000050,Wine,16.61,,
5790004011,Wine,93.52,,
86891023601,Wine,18.09,,
86891023670,Wine,65.09,,
86891014555,Wine,18.43,,
86891030586,Wine,26.76,,
667505000470,Wine,34.37,,
877397005266,Wine,12.51,,
877397005280,Wine,12.51,,
185554000352,Wine,8.42,,
812949027273,Wine,3.42,,
185554000963,Wine,9.63,,
185554000000,Wine,3.42,,
185554000987,Wine,9.63,,
185554000727,Wine,3.42,,
185554000062,Wine,9.63,,
185554000529,Wine,8.42,,
182442000487,Wine,11.02,,
182442000418,Wine,9.79,,
182442000401,Wine,11.02,,
8031481004661,Wine,17.09,,
859889006005,Wine,31.31,,
859889006210,Wine,21.31,,
859889006906,Wine,17.98,,
859889006302,Wine,17.98,,
859889006111,Wine,62.63,,
860009046009,Wine,12.65,,
860009046030,Wine,10.65,,
851718000628,Wine,10.09,,
851718000604,Wine,18.18,,
851718000758,Wine,20.18,,
851718000536,Wine,13.02,,
851718000970,Wine,10.09,,
851718000987,Wine,13.02,,
769692000124,Wine,32.18,,
769692000810,Wine,103.52,,
769692005020,Wine,16.18,,
769692000308,Wine,13.18,,
769692000100,Wine,14.18,,
811882009117,Wine,16.09,,
84279978437,Wine,6.21,,
84279009315,Wine,6.21,,
84279989266,Wine,17.3,,
84279002507,Wine,2.4,,
84279009391,Wine,5.92,,
84279977638,Wine,7.97,,11|12
84279988108,Wine,7.97,,11|12
84279007175,Wine,2.4,,
84279992464,Wine,5.86,,11|12
84279999951,Wine,7.97,,11|12
3304020006217,Wine,13.42,,
899166002115,Wine,36.45,,
97546102008,Wine,17.51,,
97546101001,Wine,9.9,,
97546152898,Wine,59.68,,
97546182000,Wine,23.01,,
97921872106,Wine,56.18,,
97921970109,Wine,30.21,,
97921871307,Wine,42.18,,
97921176105,Wine,41.52,,
97921877101,Wine,18.88,,
97921978105,Wine,26.88,,
856246002045,Wine,26.09,,
856246002052,Wine,16.09,,
88076167223,Wine,86.18,,
88076167353,Wine,86.18,,
88076167346,Wine,41.13,,
85000027127,Wine,14.41,,
86891077666,Wine,20.34,,
86891022871,Wine,20.34,,
632987200328,Wine,18.84,,
632987201615,Wine,9.09,,
632987200281,Wine,10.65,,
97546002001,Wine,13.38,,
97546082003,Wine,17.51,,
761247105124,Wine,14.09,,
761247107326,Wine,20.09,,
710909750103,Wine,8.59,,2|3|4|7|8|11
710909760102,Wine,11.42,,2|3|4|7|8|11
88254000007,Wine,10.36,,
88254758748,Wine,26.85,,
88254758724,Wine,12.87,,
632987200106,Wine,8.98,,
851115002874,Wine,12.79,,
851115002324,Wine,12.79,,
851115002768,Wine,12.79,,
851115002447,Wine,12.79,,
785214190753,Wine,53.42,,3|5|6|10|11|12
785214290750,Wine,113.42,,3|5|6|10|11|12
102920145125,Wine,28.76,,
40951675117,Wine,12.76,,
40951375116,Wine,14.76,,
737038001500,Wine,25.18,,
737038001685,Wine,21.02,,
812949021806,Wine,9.84,,
81753814113,Wine,23.18,,
88110158996,Wine,14.59,,
81753833909,Wine,11.76,,
860009046122,Wine,11.31,,
632987120251,Wine,8.62,,
632987060755,Wine,8.62,,
352833000406,Wine,22.18,,
785214690758,Wine,37.59,,
785214490754,Wine,37.59,,
856036001098,Wine,3.76,,
856036001005,Wine,8.58,,
856036001067,Wine,3.76,,
856036001043,Wine,3.76,,
856036001081,Wine,8.58,,
856036001074,Wine,3.76,,
856036001197,Wine,3.74,,
856036001692,Wine,3.74,,
81753050207,Wine,52.4,,
81753050221,Wine,32.13,,
81753050351,Wine,55.43,,
81753833435,Wine,165.18,,
81753837624,Wine,90.18,,
81753802479,Wine,59.76,,
81753810979,Wine,130.37,,
8003545802308,Wine,18.27,,
8056477800218,Wine,20.09,,
8056477800294,Wine,18.27,,
8021321080719,Wine,10.65,,
81753833916,Wine,13.83,,
8056039990869,Wine,6.49,,
611620289937,Wine,8.75,,
684586980736,Wine,8.4,,
684586005613,Wine,8.4,,
684586005606,Wine,8.4,,
655233000398,Wine,10.08,,
554341199,Wine,36.83,,
684586922941,Wine,6.32,,
818051020744,Wine,8.15,,
850832004260,Wine,7.02,,
818051022311,Wine,8.15,,
818051022663,Wine,7.02,,
850832004277,Wine,8.15,,
818051022298,Wine,8.15,,
818051022687,Wine,8.15,,
818051021611,Wine,7.02,,
818051021956,Wine,7.02,,
818051023448,Wine,7.02,,
857680001830,Wine,11.62,,
850005509257,Wine,11.62,,
850005509141,Wine,11.62,,
857680001731,Wine,11.62,,
850005509318,Wine,11.62,,
857680001694,Wine,11.62,,
850005509011,Wine,11.62,,
848375000580,Wine,10.08,,
89475501014,Wine,11.19,,
81054814355,Wine,8.08,,
81054814409,Wine,8.08,,
81054814447,Wine,8.08,,
83837005769,Wine,6.07,,
83837006438,Wine,6.07,,
83837006261,Wine,6.07,,
83837006308,Wine,7.4,,
83837006100,Wine,8.07,,
83837005837,Wine,7.4,,
83837006339,Wine,6.07,,
83837006230,Wine,8.07,,
83837005011,Wine,7.4,,
83837003031,Wine,6.07,,
892339002523,Wine,14.83,,
80600400028,Wine,12.08,,
86067000115,Wine,4.67,,
857846102920,Wine,9.42,,
603012005089,Wine,10.01,,
655233000510,Wine,8.67,,
793150669219,Wine,9.42,,
793150669189,Wine,9.42,,
793150669226,Wine,9.42,,
793150669202,Wine,9.42,,
793150669196,Wine,9.42,,
857680001960,Wine,11.62,,
850005509189,Wine,11.62,,
850005509356,Wine,11.62,,
850005509448,Wine,11.62,,
850005509097,Wine,11.62,,
20106502482,Wine,8.0,,
766181261974,Wine,10.49,,
766181771947,Wine,11.99,,
766181601671,Wine,10.74,,
714320142509,Wine,49.17,,
5543411112015,Wine,4.75,,
81054001243,Wine,9.5,,
81054394352,Wine,4.75,,
81054395403,Wine,7.5,,
81054393409,Wine,9.5,,
81054394406,Wine,4.75,,
81054394130,Wine,4.75,,
81054393478,Wine,9.5,,
81054394475,Wine,4.75,,
81054394086,Wine,4.75,,
81054394697,Wine,4.75,,
81054001236,Wine,9.5,,
81054394277,Wine,4.75,,
81054002189,Wine,4.75,,
81054395489,Wine,4.75,,
81054394802,Wine,4.75,,
81054394505,Wine,4.75,,
81054394307,Wine,4.75,,
81054394512,Wine,4.75,,
81054394451,Wine,4.75,,
745639550006,Wine,6.75,,
892339002882,Wine,6.08,,
892339002912,Wine,6.08,,
879716000044,Wine,6.75,,
879716999402,Wine,12.0,,
879716000013,Wine,7.42,,
879716000242,Wine,10.67,,
17619009034,Wine,5.92,,
55125072915,Wine,133.0,,
898079001000,Wine,18.08,,
784585010479,Wine,6.67,,
13022000125,Wine,10.08,,
13022000262,Wine,10.08,,
851650004081,Wine,7.42,,
718038555729,Wine,11.33,,
718038556139,Wine,10.0,,
718038555743,Wine,8.75,,
832095009145,Wine,12.0,,
739949040234,Wine,6.67,,
82949702559,Wine,9.42,,
82949562559,Wine,17.08,,
832095002061,Wine,14.0,,
8105408447,Wine,0.08,,
8105408427,Wine,0.08,,
81054084314,Wine,0.08,,
20106502901,Wine,10.0,,
815629028003,Wine,12.08,,
815629020021,Wine,11.42,,
8032692043104,Wine,14.08,,
739949026221,Wine,5.08,,
739949010404,Wine,5.08,,
637411000970,Wine,9.42,,
637411000956,Wine,9.42,,
637411000819,Wine,9.42,,
832095009121,Wine,16.08,,
832095009152,Wine,14.0,,
832095009299,Wine,34.83,,
832095001804,Wine,14.67,,
832095009138,Wine,16.08,,
81054005456,Wine,13.42,,
817597020225,Wine,6.99,,
857680001533,Wine,7.7,,
857680001618,Wine,6.15,,
857680001489,Wine,7.7,,
30052000123,Wine,15.92,,
86929800051,Wine,8.0,,
86929800068,Wine,9.33,,
86929800167,Wine,8.67,,
86929800150,Wine,6.67,,
86929800174,Wine,7.33,,
86929800013,Wine,4.67,,
86929800099,Wine,6.0,,
763421750229,Wine,6.67,,
86929800112,Wine,7.33,,
86929800037,Wine,6.0,,
86929800020,Wine,6.0,,
745369565509,Wine,6.75,,
745369560009,Wine,6.75,,
86929800082,Wine,9.33,,
94922296108,Wine,34.75,,
94922296092,Wine,56.75,,
94922296122,Wine,38.08,,
94922008541,Wine,21.42,,
736040011934,Wine,12.0,,
84391085891,Wine,8.67,,
84391123999,Wine,7.42,,
810022274200,Wine,8.49,,
810022274507,Wine,8.41,,
8004300105542,Wine,6.49,,
3179410410796,Wine,10.0,,
400000005942,Wine,5.36,,
400000014289,Wine,4.65,,
400000014296,Wine,4.65,,
400000005966,Wine,5.36,,
400000023601,Wine,5.36,,
6009679892422,Wine,7.33,,
6009679892446,Wine,7.33,,
784585008834,Wine,6.67,,
739949012026,Wine,8.0,,
30052000017,Wine,10.67,,
30052000130,Wine,10.67,,
652935100098,Wine,10.67,,
652935100067,Wine,16.08,,
652935100043,Wine,16.08,,
652935100333,Wine,11.42,,
652935100531,Wine,11.42,,
652935100210,Wine,11.42,,
652935100432,Wine,11.42,,
652935100500,Wine,11.42,,
652935100326,Wine,21.33,,
652935100296,Wine,11.08,,
652935100586,Wine,9.42,,
860012670505,Wine,13.42,,
896280001321,Wine,8.08,,
896280001086,Wine,8.67,,
784585003044,Wine,8.0,,
879716002024,Wine,13.5,,
879716002529,Wine,13.5,,
879716002000,Wine,13.5,,
8017193004007,Wine,7.99,,
739949100105,Wine,9.33,,
739949100112,Wine,9.33,,
869382000233,Wine,6.57,,
869382000219,Wine,6.57,,
869382000271,Wine,6.57,,
684586246108,Wine,8.82,,
684586246115,Wine,8.82,,
684586246122,Wine,9.82,,
684586246139,Wine,8.82,,
684586246153,Wine,13.07,,
22851013015,Wine,8.17,,
22851011011,Wine,8.17,,
839728006847,Wine,6.75,,
791784901736,Wine,6.75,,
86724110782,Wine,6.08,,
86724244067,Wine,5.75,,
4901061378427,Wine,3.37,,
86724000922,Wine,5.42,,
86724075005,Wine,7.08,,
86724075043,Wine,7.08,,
8437013484091,Wine,7.49,,
858822006430,Wine,13.5,,
858822006409,Wine,13.5,,
850061597007,Wine,4.49,,
850061597021,Wine,4.49,,
893828001003,Wine,4.49,,
853936007687,Wine,4.49,,
853936007441,Wine,4.49,,
850061597045,Wine,4.49,,
895469002425,Wine,4.49,,
858962004242,Wine,4.49,,
850061597069,Wine,4.49,,
850061597083,Wine,4.49,,
858962004860,Wine,4.49,,
858962004099,Wine,4.49,,
858962004136,Wine,4.49,,
853936007793,Wine,8.95,,
853936007700,Wine,4.49,,
893828001867,Wine,3.9,,
853936007427,Wine,4.49,,
893828001010,Wine,4.49,,
850061597106,Wine,4.49,,
850061597120,Wine,4.49,,
853936007984,Wine,3.9,,
718038556160,Wine,10.0,,
848375003956,Wine,12.67,,
857846002107,Wine,12.67,,
784585000685,Wine,8.0,,
892186000246,Wine,10.0,,
848375002751,Wine,11.46,,
848375002775,Wine,11.46,,
848375003932,Wine,11.46,,
848375005745,Wine,11.46,,
1302295,Wine,12.0,,
1302257,Wine,20.0,,
1302288,Wine,12.0,,
817597020454,Wine,6.99,,
817597020218,Wine,6.99,,
818051024216,Wine,12.08,,
748789705012,Wine,11.42,,
684586905326,Wine,7.37,,
684586905289,Wine,7.37,,
684586010020,Wine,6.32,,
684586905128,Wine,6.32,,
855380003048,Wine,9.08,,
857680001014,Wine,7.7,,
857680001083,Wine,7.7,,
857680001021,Wine,7.7,,
857680001564,Wine,7.7,,
857680001007,Wine,7.7,,
857680001076,Wine,7.7,,
857680001038,Wine,7.7,,
763312479598,Wine,9.42,,
739949050493,Wine,7.75,,
739949026320,Wine,7.75,,
739949050486,Wine,7.75,,
739949050509,Wine,7.75,,
400000023588,Wine,183.5,,
400000024349,Wine,200.17,,
400000024684,Wine,200.17,,
848375005271,Wine,4.08,,
42188999516,Wine,6.42,,
42188750032,Wine,8.0,,
42188978207,Wine,7.42,,
763312479482,Wine,12.08,,
766181651607,Wine,8.49,,
94799090274,Wine,45.5,,
684586222300,Wine,6.32,,
651357505061,Wine,13.42,,
8052049651592,Wine,6.24,,
8052049650533,Wine,6.24,,
89744750525,Wine,9.78,,
89744750501,Wine,9.78,,
89744402592,Wine,4.63,,
89744402561,Wine,4.63,,
89744402585,Wine,4.63,,
83120003946,Wine,12.29,,
83120003939,Wine,12.29,,
